,DNMT3B (1789)
ACH-000004,-0.47104770821099995
ACH-000007,-0.109841099759
ACH-000009,-0.250917982265
ACH-000011,-0.130398199016
ACH-000012,-0.091964927289
ACH-000013,0.014622523345099999
ACH-000014,-0.237190420658
ACH-000015,0.10513118484999999
ACH-000017,-0.0447496167949
ACH-000018,-0.133491704838
ACH-000019,-0.26105324301800004
ACH-000021,-0.0700045019642
ACH-000022,0.05751303518400001
ACH-000025,-0.149599900317
ACH-000028,-0.00802000691897
ACH-000030,-0.176008487167
ACH-000035,-0.22773039216200003
ACH-000036,0.0663299458548
ACH-000037,0.106601091176
ACH-000039,0.00781637602387
ACH-000040,-0.05686322815809999
ACH-000041,-0.0458075574457
ACH-000042,-0.174157548996
ACH-000045,0.0149816504895
ACH-000047,-0.142467581948
ACH-000052,-0.131794008961
ACH-000053,-0.116654967086
ACH-000054,-0.027717310731000002
ACH-000055,0.120179308566
ACH-000060,-0.157395558263
ACH-000067,0.06877682988099999
ACH-000070,0.1027677867
ACH-000075,0.022450854939200002
ACH-000078,-0.102081148134
ACH-000082,-0.17858681117800002
ACH-000085,-0.214813164635
ACH-000086,-0.208988012121
ACH-000087,0.2233760413
ACH-000092,-0.208485628915
ACH-000095,-0.08440762845699999
ACH-000097,0.0101876053411
ACH-000098,0.0978976195036
ACH-000099,-0.0864043749787
ACH-000108,-0.17697249625999997
ACH-000113,-0.17125992258099998
ACH-000115,-0.119182037554
ACH-000116,-0.0221190678083
ACH-000118,-0.0628727905274
ACH-000120,-0.050745392231999996
ACH-000123,-0.176213185536
ACH-000127,0.0198717297718
ACH-000128,0.133183061982
ACH-000132,-0.0964170480226
ACH-000133,-0.120564156097
ACH-000137,-0.0310966996086
ACH-000138,-0.247285143653
ACH-000142,-0.151286306568
ACH-000143,-0.139683389709
ACH-000146,0.0383886083936
ACH-000148,-0.09571397358760002
ACH-000150,0.07452867703289999
ACH-000152,-0.009319494386340001
ACH-000153,0.071243970869
ACH-000159,0.11313394287
ACH-000160,0.516202070727
ACH-000163,-0.18745480475600002
ACH-000167,0.828185267403
ACH-000168,-0.009075000958850001
ACH-000169,-0.0618748099467
ACH-000178,-0.07119513443610001
ACH-000182,-0.1497188191
ACH-000183,-0.114128581871
ACH-000188,-0.199204955765
ACH-000189,-0.0196833802048
ACH-000190,0.5313649398979999
ACH-000198,-0.125759282078
ACH-000204,-0.165798370422
ACH-000206,-0.197844048248
ACH-000207,-0.16030298312400001
ACH-000211,-0.164583329483
ACH-000215,-0.08820719901560001
ACH-000221,0.0957819797852
ACH-000222,0.0447077538308
ACH-000223,0.0448747530365
ACH-000226,-0.110036975155
ACH-000227,-0.100149777008
ACH-000228,0.027723234725200004
ACH-000231,-0.18321642764
ACH-000232,-0.028698572452
ACH-000233,-0.235532635137
ACH-000234,-0.153049989458
ACH-000235,-0.0653783257521
ACH-000237,0.160124311676
ACH-000238,0.00076115817253
ACH-000243,-0.0468601047634
ACH-000244,-0.38193323981
ACH-000246,-0.0558428023812
ACH-000248,0.0709957079825
ACH-000250,-0.025281737346099998
ACH-000251,0.20222774449900002
ACH-000253,0.0720786880152
ACH-000255,-0.5038597874499999
ACH-000256,-0.040457849801099996
ACH-000257,-0.244073412293
ACH-000258,-0.458809251937
ACH-000259,-0.0959013795304
ACH-000260,-0.16790720896699998
ACH-000261,-0.17240366065499999
ACH-000262,0.016261503681700002
ACH-000263,-0.153280816379
ACH-000264,-0.221333388168
ACH-000265,-0.151630668795
ACH-000266,-0.0481773317743
ACH-000272,-0.09415256970580001
ACH-000273,-0.0771599042
ACH-000274,-0.18637642811500002
ACH-000277,-0.039959805245300004
ACH-000278,-0.0483639160222
ACH-000279,0.152283272395
ACH-000280,-0.135109208676
ACH-000281,-0.125749208848
ACH-000288,-0.0599285484315
ACH-000291,-0.189438337282
ACH-000293,0.0820558027081
ACH-000294,-0.12866269420999998
ACH-000295,-0.21102233254900002
ACH-000296,-0.132269652446
ACH-000302,0.0140188743529
ACH-000304,-0.235020652504
ACH-000307,-0.17343318444800002
ACH-000308,0.021812013316599998
ACH-000310,0.051145674375400005
ACH-000311,-0.0191978826353
ACH-000312,-0.104250647261
ACH-000315,-0.0592559211868
ACH-000316,0.0454508605511
ACH-000317,-0.0575275250251
ACH-000318,0.161630166092
ACH-000319,0.171741030746
ACH-000320,-0.0560131867399
ACH-000322,-0.0329880062133
ACH-000323,0.115207808166
ACH-000324,-0.17403288048300003
ACH-000329,-0.10102475185799999
ACH-000330,-0.121744616872
ACH-000331,0.0314560354244
ACH-000332,-0.0829083678305
ACH-000334,-0.19398484353599998
ACH-000335,-0.144542434445
ACH-000336,0.038970756358800006
ACH-000337,-0.127660310176
ACH-000339,0.09349752751439999
ACH-000341,-0.029287754269599998
ACH-000348,0.0422663986424
ACH-000350,-0.170506919845
ACH-000352,0.005752338754249999
ACH-000356,-0.09786687664839999
ACH-000361,-0.12898834637599998
ACH-000362,-0.095110270822
ACH-000363,-0.11481954132300001
ACH-000364,0.130908137369
ACH-000365,-0.22109915499299998
ACH-000366,-0.11002792785999999
ACH-000368,-0.344453587783
ACH-000374,-0.13553521399000001
ACH-000375,0.11401781982100001
ACH-000376,-0.107970798356
ACH-000381,-0.061284911148
ACH-000383,0.127324409833
ACH-000387,-0.09618748134680001
ACH-000389,-0.165412734812
ACH-000390,0.147685456339
ACH-000393,0.0669217993099
ACH-000395,0.18252390630399998
ACH-000397,0.06507870277319999
ACH-000401,-0.208843626653
ACH-000402,0.150315475255
ACH-000403,-0.127646473161
ACH-000404,-0.44871639084
ACH-000406,-0.09429371558739999
ACH-000407,-0.11494299637199999
ACH-000408,-0.153802281698
ACH-000410,-0.139426948901
ACH-000411,0.0181817913975
ACH-000414,-0.137119992494
ACH-000415,-0.13356866338
ACH-000416,0.058400436477199995
ACH-000420,0.0105933408983
ACH-000421,-0.0690111067651
ACH-000424,-0.111788664485
ACH-000425,-0.14287938182
ACH-000426,-0.169657018897
ACH-000427,0.0266420491708
ACH-000433,-0.0319567168554
ACH-000436,-0.009243236156620002
ACH-000444,-0.167976080434
ACH-000445,0.048358409654699994
ACH-000448,-0.12662489079800002
ACH-000450,-0.520547529709
ACH-000452,-0.103610150185
ACH-000454,0.13913673163100002
ACH-000458,-0.08055997186200001
ACH-000459,-0.049002215157000005
ACH-000460,-0.000324343113885
ACH-000461,0.0329496596856
ACH-000463,-0.180929421835
ACH-000464,-0.0103238996454
ACH-000466,-0.0944518883849
ACH-000467,0.0796864847089
ACH-000468,-0.16125335435000002
ACH-000469,0.0184973964855
ACH-000470,-0.180078526696
ACH-000471,-0.136947197088
ACH-000472,-0.14595876449
ACH-000473,-0.040632003868699994
ACH-000475,0.014697342189200002
ACH-000476,-0.008578286555090001
ACH-000477,0.00880515654017
ACH-000480,-0.126373799061
ACH-000481,-0.144983750749
ACH-000483,0.09470461778999999
ACH-000484,0.365201897205
ACH-000485,-0.0394897019677
ACH-000486,-0.0974600106821
ACH-000487,-0.180712240935
ACH-000488,-0.0736527814108
ACH-000490,-0.17501470467099997
ACH-000491,0.182764179492
ACH-000495,0.0653859474481
ACH-000496,-0.31942684268800003
ACH-000499,-0.119790892523
ACH-000500,-0.280741326226
ACH-000502,-0.0507705547727
ACH-000503,0.255325090794
ACH-000505,-0.0522968833715
ACH-000507,-0.13570290217599998
ACH-000510,-0.21371683466299998
ACH-000511,0.0498987968282
ACH-000512,-0.245355723699
ACH-000516,-0.116261544132
ACH-000517,-0.0367887215205
ACH-000518,-0.166658221947
ACH-000520,-0.17846092404
ACH-000521,0.0366459133258
ACH-000522,0.022482516631200003
ACH-000524,-0.0569708445515
ACH-000527,-0.0522490040098
ACH-000528,0.00482818845252
ACH-000537,-0.223111894344
ACH-000541,-0.0715437396561
ACH-000542,-0.121041147912
ACH-000544,-0.00105840448814
ACH-000545,-0.0007581254385419999
ACH-000547,-0.101346430276
ACH-000548,-0.180094336235
ACH-000549,0.0769899759562
ACH-000550,0.0571073881358
ACH-000552,0.057176214330599995
ACH-000556,0.06752976236080001
ACH-000557,-0.361863151001
ACH-000570,-0.185246241605
ACH-000571,0.0414848718403
ACH-000573,-0.15151630985
ACH-000576,-0.211026995975
ACH-000580,-0.102167695675
ACH-000584,0.172145722533
ACH-000585,0.00650622367712
ACH-000588,-0.133457162972
ACH-000589,-0.263948959309
ACH-000591,-0.19465857234499997
ACH-000593,0.192611881081
ACH-000600,-0.0650160635908
ACH-000601,-0.038402226735
ACH-000604,-0.18061722360399998
ACH-000605,-0.350299793892
ACH-000606,0.0159731954484
ACH-000608,-0.0776950865751
ACH-000614,-0.338497306008
ACH-000616,-0.07529314842
ACH-000618,-0.130237468546
ACH-000619,-0.0337490927021
ACH-000620,-0.024348998855099998
ACH-000621,0.235422938488
ACH-000622,-0.21228600527600003
ACH-000623,-0.0781768755499
ACH-000624,0.022024957303299997
ACH-000627,-0.174258245582
ACH-000630,0.108892674801
ACH-000632,-0.021396297434299997
ACH-000633,0.0102219145551
ACH-000637,-0.082111149856
ACH-000638,-0.221816458452
ACH-000646,0.148051928946
ACH-000647,0.00305845601647
ACH-000648,-0.109670405726
ACH-000649,0.00964445547152
ACH-000651,-0.07692989552400001
ACH-000652,-0.0553891448014
ACH-000653,-0.256898710699
ACH-000657,-0.0722122514433
ACH-000658,-0.15549154344799998
ACH-000661,-0.0831897376343
