,GFM1 (85476)
ACH-000004,-0.506931360172
ACH-000007,-0.747711956607
ACH-000009,-0.7272152059229999
ACH-000011,-0.565628174606
ACH-000012,-0.895018757521
ACH-000013,-0.388698730345
ACH-000014,-0.8492380523659999
ACH-000015,-0.8453654686759999
ACH-000017,-0.595110747617
ACH-000018,-0.960571989093
ACH-000019,-0.780307902613
ACH-000021,-0.477160543759
ACH-000022,-0.7512838247779999
ACH-000025,-0.661823600999
ACH-000028,-0.886548375267
ACH-000030,-0.6769240745899999
ACH-000035,-0.948051453294
ACH-000036,-0.391473826528
ACH-000037,-0.47860163411300005
ACH-000039,-0.57682317475
ACH-000040,-0.454010912073
ACH-000041,-0.868711910736
ACH-000042,-0.42853054897500004
ACH-000045,-0.615898953459
ACH-000047,-0.964289154533
ACH-000052,-0.624767847223
ACH-000053,-0.597787669253
ACH-000054,-0.8572383222930001
ACH-000055,-0.60812531117
ACH-000060,-0.7565506022490001
ACH-000067,-0.778170561568
ACH-000070,-0.978745184757
ACH-000075,-0.485304787561
ACH-000078,-0.663802378082
ACH-000082,-0.7188577167419999
ACH-000085,-0.676156598507
ACH-000086,-1.05752776303
ACH-000087,-0.873187470248
ACH-000092,-0.549382506096
ACH-000095,-0.5606726384290001
ACH-000097,-0.41308653025200004
ACH-000098,-0.610390486924
ACH-000099,-0.696972679049
ACH-000108,-0.586660504454
ACH-000113,-0.5138498963979999
ACH-000115,-0.626404477363
ACH-000116,-0.464293085712
ACH-000118,-0.758101437738
ACH-000120,-0.41473158575
ACH-000123,-0.747194399554
ACH-000127,-0.949713264229
ACH-000128,-1.01516349136
ACH-000132,-0.600804205686
ACH-000133,-0.7356010254080001
ACH-000137,-0.545304692665
ACH-000138,-0.767469386532
ACH-000142,-0.563112985822
ACH-000143,-0.7320469922380001
ACH-000146,-0.679614242532
ACH-000148,-0.707358128284
ACH-000150,-1.05318591683
ACH-000152,-0.917347291932
ACH-000153,-0.849349334635
ACH-000159,-0.504990562305
ACH-000160,-0.931782127878
ACH-000163,-0.763497639233
ACH-000167,-0.605025140921
ACH-000168,-0.319487350508
ACH-000169,-0.785614467039
ACH-000178,-0.70648829141
ACH-000182,-1.06595248024
ACH-000183,-0.590145994209
ACH-000188,-0.58048762171
ACH-000189,-0.608834600974
ACH-000190,-0.919628785007
ACH-000198,-0.8387747981029999
ACH-000204,-0.7384849246430001
ACH-000206,-0.581286297191
ACH-000207,-1.14137984471
ACH-000211,-0.5668530501210001
ACH-000215,-0.714672052806
ACH-000221,-0.897350065145
ACH-000222,-0.654531153407
ACH-000223,-0.522317219909
ACH-000226,-0.582466355942
ACH-000227,-0.5381038349930001
ACH-000228,-0.63996847546
ACH-000231,-0.935436392781
ACH-000232,-0.916261570284
ACH-000233,-0.667880874343
ACH-000234,-0.824149670047
ACH-000235,-0.667428681313
ACH-000237,-0.19230112756499998
ACH-000238,-0.8146059978200001
ACH-000243,-0.42387400647100004
ACH-000244,-0.7682230965029999
ACH-000246,-0.987068382275
ACH-000248,-1.00327941921
ACH-000250,-0.33569781179799996
ACH-000251,-0.7950916184000001
ACH-000253,-0.6179326919579999
ACH-000255,-0.624485074415
ACH-000256,-0.605544056969
ACH-000257,-0.904156946823
ACH-000258,-1.0249689606899999
ACH-000259,-0.554750234636
ACH-000260,-0.505261501276
ACH-000261,-0.48548048621699996
ACH-000262,-0.533312023355
ACH-000263,-0.5701109031270001
ACH-000264,-0.626887800263
ACH-000265,-0.9347369106450001
ACH-000266,-0.253320255826
ACH-000272,-0.553233291264
ACH-000273,-0.8546501315289999
ACH-000274,-0.717252213661
ACH-000277,-0.868083408923
ACH-000278,-0.317694180547
ACH-000279,-0.739904683492
ACH-000280,-0.556757444102
ACH-000281,-0.667781300144
ACH-000288,-1.07209540208
ACH-000291,-0.5406573909719999
ACH-000293,-0.896610526996
ACH-000294,-0.5882621038229999
ACH-000295,-0.871971258697
