,RSPH6A (81492)
ACH-000004,-0.06728209317419999
ACH-000007,-0.268590175597
ACH-000009,-0.00808973524434
ACH-000011,-0.152946052754
ACH-000012,-0.08865758415729999
ACH-000013,-0.301784757422
ACH-000014,-0.316647041294
ACH-000015,-0.250595803583
ACH-000017,0.0362794847054
ACH-000018,-0.197462352627
ACH-000019,-0.19472099750500002
ACH-000021,-0.19498401969999998
ACH-000022,-0.053549155865199996
ACH-000025,0.0174005253833
ACH-000028,-0.147880552957
ACH-000030,-0.20116053083500002
ACH-000035,-0.26669474010600003
ACH-000036,0.0299202334955
ACH-000037,-0.0425008092887
ACH-000039,-0.16797909920200002
ACH-000040,-0.0651143324443
ACH-000041,-0.194844724353
ACH-000042,-0.0776970742913
ACH-000045,0.0151798006415
ACH-000047,-0.172045519939
ACH-000052,-0.249859127155
ACH-000053,-0.412743031183
ACH-000054,-0.21097927151
ACH-000055,-0.0876836381956
ACH-000060,0.126852851397
ACH-000067,-0.0677882501263
ACH-000070,-0.17138205141600002
ACH-000075,-0.275569285173
ACH-000078,-0.0151337799286
ACH-000082,-0.17137820083099997
ACH-000085,-0.014742845344100001
ACH-000086,-0.30738716706999997
ACH-000087,-0.13181006660800001
ACH-000092,-0.0799370569615
ACH-000095,-0.100469282326
ACH-000097,-0.125763300553
ACH-000098,-0.275886374569
ACH-000099,-0.053668947162499994
ACH-000108,-0.237842850667
ACH-000113,-0.15677190974000002
ACH-000115,-0.189855558878
ACH-000116,-0.049273421166900006
ACH-000118,-0.0838565637329
ACH-000120,-0.06219738204530001
ACH-000123,-0.201742073507
ACH-000127,-0.020088917946299998
ACH-000128,-0.101199577522
ACH-000132,-0.17414800906800001
ACH-000133,-0.13390460967499998
ACH-000137,-0.436516351544
ACH-000138,-0.115127334186
ACH-000142,-0.244847022258
ACH-000143,-0.039784409128800005
ACH-000146,-0.140880230672
ACH-000148,-0.08445391024860001
ACH-000150,-0.0613697324795
ACH-000152,-0.204021284467
ACH-000153,-0.36190786727799995
ACH-000159,-0.259493553709
ACH-000160,-0.161427690482
ACH-000163,-0.135703099735
ACH-000167,-0.0776477765132
ACH-000168,-0.0109938585037
ACH-000169,-0.0378633570509
ACH-000178,-0.046060904493199994
ACH-000182,-0.188389111917
ACH-000183,-0.138426677739
ACH-000188,-0.19797967779
ACH-000189,-0.157747874914
ACH-000190,-0.356692137733
ACH-000198,-0.133823087783
ACH-000204,-0.182595090852
ACH-000206,0.0221710775457
ACH-000207,-0.0784732048012
ACH-000211,-0.053064862087199995
ACH-000215,-0.106902529528
ACH-000221,-0.217240482003
ACH-000222,-0.207614430044
ACH-000223,-0.127661298244
ACH-000226,-0.148440991711
ACH-000227,0.109515990791
ACH-000228,-0.314178388702
ACH-000231,0.0530899937806
ACH-000232,0.0675754545806
ACH-000233,-0.129085131235
ACH-000234,-0.236431701131
ACH-000235,-0.172807751094
ACH-000237,-0.23797881592599998
ACH-000238,0.00963421494947
ACH-000243,-0.0162976000873
ACH-000244,0.106337234328
ACH-000246,-0.128075591867
ACH-000248,-0.0854836389583
ACH-000250,-0.164704715176
ACH-000251,-0.16557679395400002
ACH-000253,-0.22947403997
ACH-000255,-0.22783256155200002
ACH-000256,-0.30600567471900003
ACH-000257,-0.345260531747
ACH-000258,0.289094429503
ACH-000259,-0.19326620399500002
ACH-000260,-0.166388061543
ACH-000261,-0.0767797563634
ACH-000262,-0.41261299290799996
ACH-000263,-0.36504111946999995
ACH-000264,-0.05464032676080001
ACH-000265,-0.298092330264
ACH-000266,-0.10766219152899999
ACH-000272,0.0148891575879
