,SERPINC1 (462)
ACH-000004,0.284099426204
ACH-000007,0.339949932241
ACH-000009,0.24915851617600002
ACH-000011,0.353222319191
ACH-000012,0.298023300219
ACH-000013,0.322798341932
ACH-000014,0.319515605927
ACH-000015,0.213246098882
ACH-000017,0.298359166316
ACH-000018,0.187532714509
ACH-000019,0.710424286943
ACH-000021,0.26449817169900003
ACH-000022,0.36675245137900003
ACH-000025,0.288306456022
ACH-000028,0.296775981208
ACH-000030,0.38034098371299996
ACH-000035,0.38783745215899995
ACH-000036,0.529611116163
ACH-000037,0.40082058092
ACH-000039,0.19181607447500001
ACH-000040,0.580488189476
ACH-000041,0.483125804727
ACH-000042,0.383062191421
ACH-000045,0.522127535488
ACH-000047,0.277373603696
ACH-000052,0.44261688399300003
ACH-000053,0.380232094886
ACH-000054,0.41974452511999993
ACH-000055,0.0193032027573
ACH-000060,0.229109014231
ACH-000067,0.495516869596
ACH-000070,0.448923362158
ACH-000075,0.251030264601
ACH-000078,0.43886372278700003
ACH-000082,0.321756461438
ACH-000085,0.117425118361
ACH-000086,0.17790979817299998
ACH-000087,0.48624216834399997
ACH-000092,0.140863150913
ACH-000095,0.328611708869
ACH-000097,0.42956177673900003
ACH-000098,0.34582206202699994
ACH-000099,0.298260434102
ACH-000108,0.36161768828199997
ACH-000113,0.35910962748999997
ACH-000115,0.313050903826
ACH-000116,0.413382613323
ACH-000118,0.338745265955
ACH-000120,0.243129174933
ACH-000123,0.299179782961
ACH-000127,0.40153626703100004
ACH-000128,0.246071703066
ACH-000132,0.394526326282
ACH-000133,0.142203540179
ACH-000137,0.32956181575300003
ACH-000138,0.2589052377
ACH-000142,0.268054133571
ACH-000143,0.32349464466
ACH-000146,0.27527842242600004
ACH-000148,0.255412688398
ACH-000150,0.40198408822899995
ACH-000152,0.469621380752
ACH-000153,0.517176892513
ACH-000159,0.33770392258599996
ACH-000160,0.410838115804
ACH-000163,0.416404504555
ACH-000167,0.31042458860399996
ACH-000168,0.33433281426100003
ACH-000169,0.38751574132600003
ACH-000178,0.3919998311
ACH-000182,0.464640625483
ACH-000183,0.126323950428
ACH-000188,0.41898833971199995
ACH-000189,0.131936675654
ACH-000190,0.38678375905699997
ACH-000198,0.264743884861
ACH-000204,0.330850706648
ACH-000206,0.414014426875
ACH-000207,0.404945667982
ACH-000211,0.369332518889
ACH-000215,0.414840063061
ACH-000221,0.09209699855589999
ACH-000222,0.363320309418
ACH-000223,0.137150896263
ACH-000226,0.212259343354
ACH-000227,0.286051974861
ACH-000228,0.32356379596900003
ACH-000231,0.368106914685
ACH-000232,0.374638314995
ACH-000233,0.513540822199
ACH-000234,0.20711005227499998
ACH-000235,0.213432617211
ACH-000237,0.35563858030699996
ACH-000238,0.29312291143
ACH-000243,0.28029820957199997
ACH-000244,0.283202265383
ACH-000246,0.228309119719
ACH-000248,0.391950630217
ACH-000250,0.41523040276100004
ACH-000251,0.299620959993
ACH-000253,0.368306054736
ACH-000255,0.35382762945
ACH-000256,0.302406237096
ACH-000257,0.33615695658100003
ACH-000258,0.20948297260600002
ACH-000259,0.34517944473000006
ACH-000260,0.273376015498
ACH-000261,0.372833088067
ACH-000262,0.624193057382
ACH-000263,0.45707000568800005
ACH-000264,0.250740803623
ACH-000265,0.406485755056
ACH-000266,0.329432835434
ACH-000272,0.229126478723
ACH-000273,0.362301174789
ACH-000274,0.433266788165
ACH-000277,0.383943795449
ACH-000278,0.560626040629
ACH-000279,0.368315199318
ACH-000280,0.378008078783
ACH-000281,0.24959974160999998
ACH-000288,0.37984518826700003
ACH-000291,0.486623068803
ACH-000293,0.54002166872
ACH-000294,0.35327885135399995
ACH-000295,0.318730641603
ACH-000296,0.282818073948
ACH-000302,0.461981178624
ACH-000304,0.220004698602
ACH-000307,0.320250150703
ACH-000308,0.23917914840399998
ACH-000310,0.285077663381
ACH-000311,0.253039217593
ACH-000312,0.309853192028
ACH-000315,0.466381368994
ACH-000316,0.28342058299600004
ACH-000317,0.276049336705
ACH-000318,0.308604261859
ACH-000319,0.342824918975
ACH-000320,0.384190085471
ACH-000322,0.0887748892186
ACH-000323,0.36443819812399997
ACH-000324,0.34895129417900006
ACH-000329,0.32612726135000003
ACH-000330,0.540552922411
ACH-000331,0.399288390481
ACH-000332,0.337725512823
ACH-000334,0.34146164957599995
ACH-000335,0.240853510911
ACH-000336,0.373361984221
ACH-000337,0.46296284272699995
ACH-000339,0.293865809277
ACH-000341,0.18466393515500001
ACH-000348,0.33269476769
ACH-000350,0.25817868735599997
ACH-000352,0.331352204001
ACH-000356,0.265315018548
ACH-000361,0.35061521642800003
ACH-000362,0.427003576562
ACH-000363,0.18056965542300002
ACH-000364,0.36468068073700005
ACH-000365,0.39572107570299997
ACH-000366,0.263510656911
ACH-000368,0.429601040943
ACH-000374,0.583862930404
ACH-000375,0.50289431817
ACH-000376,0.331916989377
ACH-000381,0.257739186276
ACH-000383,0.29822786128
ACH-000387,0.269384253706
ACH-000389,0.49609464579400003
ACH-000390,0.436130399382
ACH-000393,0.30773694926399997
ACH-000395,0.357803265199
ACH-000397,0.277031692031
ACH-000401,0.306541614097
