,RPP40 (10799)
ACH-000004,-1.4200614132799998
ACH-000007,-1.46510838419
ACH-000009,-1.33398985943
ACH-000011,-1.72756050562
ACH-000012,-1.25949427556
ACH-000013,-1.4130805320200002
ACH-000014,-1.1975172849200002
ACH-000015,-1.3734472969100002
ACH-000017,-1.7373734969099999
ACH-000018,-1.470416771
ACH-000019,-1.05958392657
ACH-000021,-1.21923370547
ACH-000022,-1.15643118639
ACH-000025,-1.16304526427
ACH-000028,-1.4210049317299998
ACH-000030,-1.56752698873
ACH-000035,-1.34571400111
ACH-000036,-1.44943644556
ACH-000037,-1.38092250474
ACH-000039,-1.19872002171
ACH-000040,-1.27111618577
ACH-000041,-1.40774408289
ACH-000042,-1.5930324181400002
ACH-000045,-1.34657171183
ACH-000047,-1.12423612328
ACH-000052,-1.44427849144
ACH-000053,-1.34261583599
ACH-000054,-1.06344392128
ACH-000055,-1.5463479398500002
ACH-000060,-1.45887567034
ACH-000067,-1.49183940586
ACH-000070,-1.24587046591
ACH-000075,-1.41891930386
ACH-000078,-1.78230108896
ACH-000082,-1.19902208229
ACH-000085,-1.4767757924899998
ACH-000086,-0.972989276126
ACH-000087,-1.7454460754199999
ACH-000092,-1.3708520712099999
ACH-000095,-1.58404664584
ACH-000097,-1.4178383562999999
ACH-000098,-1.31524360716
ACH-000099,-1.59971798151
ACH-000108,-1.4106594182899999
ACH-000113,-1.4087606212700001
ACH-000115,-0.877274181903
ACH-000116,-1.51222833354
ACH-000118,-1.23729536514
ACH-000120,-1.25648481485
ACH-000123,-1.25895311301
ACH-000127,-1.4253191689700002
ACH-000128,-1.28206869455
ACH-000132,-1.3206245906899998
ACH-000133,-1.60636108921
ACH-000137,-1.54491732243
ACH-000138,-1.4954582731900001
ACH-000142,-1.5567730093599998
ACH-000143,-1.2398419030399999
ACH-000146,-1.44293447805
ACH-000148,-1.41155138171
ACH-000150,-1.38463320121
ACH-000152,-1.42007155466
ACH-000153,-1.81130903977
ACH-000159,-1.53645054866
ACH-000160,-1.6399778441100001
ACH-000163,-1.52558361572
ACH-000167,-1.5757833864200002
ACH-000168,-1.4356068916299998
ACH-000169,-1.6473124742899998
ACH-000178,-1.46874334697
ACH-000182,-1.11086492217
ACH-000183,-1.09572332943
ACH-000188,-1.57816283801
ACH-000189,-1.70627615875
ACH-000190,-1.48402941966
ACH-000198,-1.11318337456
ACH-000204,-1.3832615270500002
ACH-000206,-1.40053857809
ACH-000207,-1.20077916885
ACH-000211,-1.35897474072
ACH-000215,-1.5041912186300002
ACH-000221,-1.1298800094399999
ACH-000222,-1.2860251862799998
ACH-000223,-1.1630939892399998
ACH-000226,-1.21333935266
ACH-000227,-1.29921160871
ACH-000228,-1.14443399968
ACH-000231,-0.9285771759389999
ACH-000232,-1.40722351146
ACH-000233,-1.2533729333299999
ACH-000234,-1.41757977079
ACH-000235,-1.3461610729499998
ACH-000237,-1.3148589714499999
ACH-000238,-1.8003370698199999
ACH-000243,-1.30719969953
ACH-000244,-1.53897013701
ACH-000246,-1.53276209289
ACH-000248,-1.4234886206900002
ACH-000250,-1.3324931002399998
ACH-000251,-1.00494236059
ACH-000253,-1.59874887614
ACH-000255,-1.24855772261
ACH-000256,-1.28205736153
ACH-000257,-1.3059312834
ACH-000258,-1.8150204642900003
ACH-000259,-1.28075687067
ACH-000260,-1.38354377016
ACH-000261,-1.4625997130300001
ACH-000262,-1.74245310213
ACH-000263,-0.45384267434500003
ACH-000264,-1.4718801276499998
ACH-000265,-1.20527352669
ACH-000266,-1.2172079552700001
ACH-000272,-1.5049996289399998
ACH-000273,-1.35203159482
ACH-000274,-1.25489310921
ACH-000277,-1.17588344802
ACH-000278,-1.2520236653299999
ACH-000279,-1.50505006567
ACH-000280,-1.3582979147499998
ACH-000281,-1.55473342995
ACH-000288,-1.14157555313
ACH-000291,-1.36498746595
ACH-000293,-0.675147714409
ACH-000294,-1.45688618653
ACH-000295,-1.17431128575
ACH-000296,-1.07528652847
ACH-000302,-1.06995877683
ACH-000304,-1.08176013752
ACH-000307,-1.61560072361
ACH-000308,-1.0948979987
ACH-000310,-1.43076199474
ACH-000311,-1.08431623063
ACH-000312,-1.2876125089100001
ACH-000315,-1.20482209601
ACH-000316,-1.3248561188899999
ACH-000317,-1.8647370844799998
ACH-000318,-1.20838751212
ACH-000319,-1.3709007688400001
ACH-000320,-1.07984474551
ACH-000322,-1.23265561038
ACH-000323,-1.29827306081
ACH-000324,-1.42991756278
ACH-000329,-1.65686403021
ACH-000330,-1.25174556668
ACH-000331,-1.32727862048
ACH-000332,-1.4742999458200001
ACH-000334,-1.1638331795299999
ACH-000335,-1.6368281034
ACH-000336,-1.42927128333
