,EIF1AD (84285)
ACH-000004,-1.3911292931
ACH-000007,-1.4417459921200002
ACH-000009,-1.38900522725
ACH-000011,-1.48098990627
ACH-000012,-1.28570514167
ACH-000013,-1.39057196928
ACH-000014,-1.7367442969999998
ACH-000015,-1.23593500201
ACH-000017,-1.45109382308
ACH-000018,-0.990530633716
ACH-000019,-1.8106349503099999
ACH-000021,-1.2983252661799998
ACH-000022,-1.34348116208
ACH-000025,-1.4038678752899998
ACH-000028,-1.41729958959
ACH-000030,-1.35027497901
ACH-000035,-1.18873845473
ACH-000036,-1.4683135819100002
ACH-000037,-1.79536540561
ACH-000039,-1.57089887171
ACH-000040,-1.5516597523500002
ACH-000041,-1.2488496332899999
ACH-000042,-1.4657418179
ACH-000045,-1.46687863426
ACH-000047,-1.34464836306
ACH-000052,-1.3682225819
ACH-000053,-1.45698857257
ACH-000054,-1.2805225849600002
ACH-000055,-1.6770477946200002
ACH-000060,-1.26991025293
ACH-000067,-1.05938100176
ACH-000070,-1.1201074471899999
ACH-000075,-1.4787991756099998
ACH-000078,-1.43706398317
ACH-000082,-1.22474396279
ACH-000085,-1.1108903685299998
ACH-000086,-1.37301199708
ACH-000087,-1.1681871404700002
ACH-000092,-1.4999708144100001
ACH-000095,-1.3954751503999998
ACH-000097,-1.33277905172
ACH-000098,-1.47821683333
ACH-000099,-1.50338418261
ACH-000108,-1.5129886662099998
ACH-000113,-1.46396605684
ACH-000115,-1.49709350726
ACH-000116,-1.20602468216
ACH-000118,-1.3783692735
ACH-000120,-1.5470061577899998
ACH-000123,-1.43888848426
ACH-000127,-1.4053470018
ACH-000128,-1.6287436863299998
ACH-000132,-1.39273847862
ACH-000133,-1.2573317985899999
ACH-000137,-1.48615282116
ACH-000138,-1.5102814528600002
ACH-000142,-1.3895898227799999
ACH-000143,-1.23733798452
ACH-000146,-1.7581613848500002
ACH-000148,-1.3574411228
ACH-000150,-1.3019646285
ACH-000152,-1.26382292096
ACH-000153,-1.33549075206
ACH-000159,-1.35398558649
ACH-000160,-1.71637962208
ACH-000163,-1.3703633551299998
ACH-000167,-1.82002222884
ACH-000168,-1.4080881932799998
ACH-000169,-1.4249661227700001
ACH-000178,-1.30692837001
ACH-000182,-1.1397354512200002
ACH-000183,-1.6367516878400001
ACH-000188,-1.2037521102
ACH-000189,-1.3198482656100001
ACH-000190,-1.30620769808
ACH-000198,-1.4021497992299998
ACH-000204,-1.3326296177799999
ACH-000206,-1.31598458343
ACH-000207,-1.14004515535
ACH-000211,-1.3670653424599999
ACH-000215,-1.27376449206
ACH-000221,-1.3202553786
ACH-000222,-1.37317672433
