,EIF1AD (84285)
ACH-000223,-1.17794959578
ACH-000226,-1.26820370138
ACH-000227,-1.28563548241
ACH-000228,-1.2272384728499999
ACH-000231,-1.4866049067299998
ACH-000232,-1.3802311981
ACH-000233,-1.34403446846
ACH-000234,-1.9439554712599998
ACH-000235,-1.48504528002
ACH-000237,-1.48966179643
ACH-000238,-1.1355174299700002
ACH-000243,-1.19676532829
ACH-000244,-1.5254963400600001
ACH-000246,-1.46624793639
ACH-000248,-1.30305842582
ACH-000250,-1.29694951744
ACH-000251,-1.16475051238
ACH-000253,-1.5700971818599998
ACH-000255,-1.1433648859299999
ACH-000256,-1.63575225621
ACH-000257,-1.30660833801
ACH-000258,-0.791667766817
ACH-000259,-1.3637680335
ACH-000260,-1.35543213079
ACH-000261,-1.2816543437899999
ACH-000262,-1.61624019353
ACH-000263,-1.47390961032
ACH-000264,-1.61979865757
ACH-000265,-1.46791928102
ACH-000266,-1.25989196223
ACH-000272,-1.47493402123
ACH-000273,-1.3684048612600002
ACH-000274,-1.57958988235
ACH-000277,-1.41991036752
ACH-000278,-1.50449528225
ACH-000279,-1.35638163149
ACH-000280,-1.5173570859299998
ACH-000281,-1.5025513197799998
ACH-000288,-1.2903388601399999
ACH-000291,-1.31175063518
ACH-000293,-1.17879333869
ACH-000294,-1.3690521234600002
ACH-000295,-1.28773317142
ACH-000296,-1.35390116985
ACH-000302,-1.25915356699
ACH-000304,-0.9833106570799999
ACH-000307,-1.57400695301
ACH-000308,-1.13700357577
ACH-000310,-1.53250618074
ACH-000311,-1.53659966895
ACH-000312,-1.30876280042
ACH-000315,-1.6800576494400001
ACH-000316,-1.43363545189
ACH-000317,-1.42680399164
ACH-000318,-1.36586134382
ACH-000319,-1.46484984225
ACH-000320,-1.48534809631
ACH-000322,-1.44922055896
ACH-000323,-1.5003704454700002
ACH-000324,-1.4652556191
ACH-000329,-1.5027318449899998
ACH-000330,-1.41065023301
ACH-000331,-1.2551788953899998
ACH-000332,-1.24616382586
ACH-000334,-1.8304615154099997
ACH-000335,-1.3016014823100002
ACH-000336,-1.52612247356
ACH-000337,-1.4053284308
ACH-000339,-1.38259020563
ACH-000341,-1.41455384225
ACH-000348,-1.26056896896
ACH-000350,-1.20972339518
ACH-000352,-1.45598357614
ACH-000356,-1.28486086735
ACH-000361,-1.60933736407
ACH-000362,-1.60934550732
ACH-000363,-1.5249929927099999
ACH-000364,-1.3937307359600002
ACH-000365,-1.4857262582100002
ACH-000366,-1.4459634846599998
ACH-000368,-1.4966642522100002
ACH-000374,-1.2557193426100002
ACH-000375,-1.3950931438999998
ACH-000376,-1.59246542836
ACH-000381,-1.40865974683
ACH-000383,-1.4993120045
ACH-000387,-1.16298921908
ACH-000389,-1.0380947585299998
ACH-000390,-1.46958543962
ACH-000393,-1.45221182098
ACH-000395,-1.7067227252500001
ACH-000397,-1.7271427647
ACH-000401,-1.0049789579100001
ACH-000402,-1.3299743093799998
ACH-000403,-1.4309022672999998
ACH-000404,-1.62925886896
ACH-000406,-1.4609994528299999
ACH-000407,-1.18027231924
ACH-000408,-1.14716830269
ACH-000410,-1.3480084135100001
ACH-000411,-1.46535489097
ACH-000414,-1.5834386146000001
ACH-000415,-1.34037251325
ACH-000416,-1.32591399922
ACH-000420,-1.47852908335
ACH-000421,-1.2405461759799998
ACH-000424,-1.26063545612
ACH-000425,-1.4063780932499998
ACH-000426,-1.28472220546
ACH-000427,-1.5247612778900002
ACH-000433,-1.2950126421200001
ACH-000436,-1.4119925903600001
ACH-000444,-1.48611818389
ACH-000445,-1.50947852977
ACH-000448,-1.4155667761300001
ACH-000450,-1.03608471893
ACH-000452,-1.60373458588
ACH-000454,-1.3815611458000001
ACH-000458,-1.23217864818
ACH-000459,-0.781530189099
ACH-000460,-1.16370863402
ACH-000461,-1.5438132504299997
ACH-000463,-1.3319568902799999
ACH-000464,-1.66809853294
ACH-000466,-1.5992152422400001
ACH-000467,-1.55377296451
ACH-000468,-1.81175232601
ACH-000469,-1.3030051040700001
ACH-000470,-1.2934941131
ACH-000471,-1.42503920842
ACH-000472,-1.51168103287
ACH-000473,-1.65793040778
ACH-000475,-1.5338705129299999
ACH-000476,-1.50422704574
ACH-000477,-1.52082390242
ACH-000480,-1.3800547664200002
ACH-000481,-1.26100173032
ACH-000483,-1.43918698649
ACH-000484,-1.35920492218
ACH-000485,-1.46770966701
ACH-000486,-1.3770682385100002
ACH-000487,-1.2223541466299999
ACH-000488,-1.0763439072299998
ACH-000490,-1.3795517340099999
ACH-000491,-1.52988919009
ACH-000495,-1.21288681928
ACH-000496,-1.3064561373399999
ACH-000499,-1.57808080593
ACH-000500,-1.4192293811599999
ACH-000502,-1.4076221670700002
ACH-000503,-1.0952220755
ACH-000505,-1.5480162573899998
ACH-000507,-1.21345822239
ACH-000510,-1.3562683045100001
ACH-000511,-1.2799123063200002
ACH-000512,-1.59189705292
ACH-000516,-1.40147289367
ACH-000517,-1.4720949999200001
ACH-000518,-1.44720419938
ACH-000520,-1.3921853779100002
ACH-000521,-1.61697467068
ACH-000522,-1.46653034899
ACH-000524,-1.1558208508499999
ACH-000527,-1.4025051387099998
ACH-000528,-1.48560213379
ACH-000537,-1.2717278140700001
ACH-000541,-1.81582187848
ACH-000542,-1.3416166614799998
ACH-000544,-1.10082260379
ACH-000545,-1.1895451252
ACH-000547,-1.12614055858
ACH-000548,-1.1049456935
ACH-000549,-1.1663982216
ACH-000550,-1.4916159222
ACH-000552,-1.21053446001
ACH-000556,-1.5149219351199998
ACH-000557,-1.7296006398700001
ACH-000570,-1.4628056647799998
ACH-000571,-1.8522854114099998
ACH-000573,-1.2835851855
ACH-000576,-1.28054301114
ACH-000580,-1.35432592597
ACH-000584,-1.2829954639799999
ACH-000585,-1.36997250146
ACH-000588,-1.4183916294
ACH-000589,-1.3749793732299997
ACH-000591,-1.17845489885
ACH-000593,-1.47968635306
ACH-000600,-1.53834478997
ACH-000601,-1.3360241544700002
ACH-000604,-1.08696063127
ACH-000605,-1.6457688100799999
ACH-000606,-0.952284488417
ACH-000608,-1.48998951961
ACH-000614,-1.55938069176
ACH-000616,-1.25828280646
ACH-000618,-1.35927911099
ACH-000619,-1.3620713535100002
ACH-000620,-1.44337392941
ACH-000621,-1.4926414026
ACH-000622,-1.23693591894
ACH-000623,-1.48196074933
ACH-000624,-1.18370264947
ACH-000627,-1.06884106207
ACH-000630,-1.13090024716
ACH-000632,-1.32642457013
ACH-000633,-1.30224459297
ACH-000637,-1.4495911521399998
ACH-000638,-1.1639887209100002
ACH-000646,-1.63648188541
ACH-000647,-1.51475582514
ACH-000648,-1.40394443331
ACH-000649,-1.39405020176
ACH-000651,-1.21090510431
ACH-000652,-1.41398089602
ACH-000653,-1.14584767505
ACH-000657,-1.34906501801
ACH-000658,-1.46850422842
ACH-000661,-1.27208356639
ACH-000662,-1.31120215961
ACH-000663,-1.5275342159099998
ACH-000665,-1.49723940662
ACH-000671,-1.51742201188
ACH-000673,-1.3003190181
ACH-000676,-1.23023632927
ACH-000677,-1.87192799126
ACH-000681,-1.35079751722
ACH-000682,-1.22515424456
ACH-000683,-1.6361058980899998
ACH-000684,-1.08729852383
ACH-000688,-1.5536092790600002
ACH-000693,-1.33481329204
ACH-000694,-1.28125719272
ACH-000695,-1.53652205551
ACH-000696,-1.22184863374
ACH-000697,-1.3707667545500002
ACH-000699,-1.06258799903
ACH-000701,-1.7516802385299999
ACH-000706,-1.37023699741
ACH-000711,-1.25656085952
ACH-000713,-1.08304991652
ACH-000714,-1.3927822073299998
ACH-000718,-1.7385725286099998
ACH-000720,-1.19380405189
ACH-000721,-1.4373453358300001
ACH-000724,-1.25920340271
ACH-000725,-1.68015178954
ACH-000732,-1.28033427017
ACH-000734,-1.35616009225
ACH-000735,-1.30704200719
ACH-000736,-1.2081295140100001
ACH-000738,-1.4736120550299998
ACH-000746,-1.34879128586
ACH-000747,-1.39815457003
ACH-000748,-1.24750265168
ACH-000753,-1.30018369028
ACH-000756,-1.3802727053100001
ACH-000757,-1.73556186729
ACH-000758,-1.35906528653
ACH-000760,-1.5151502038100002
ACH-000763,-1.43386265699
ACH-000764,-1.61302059997
ACH-000765,-1.3832143751600001
ACH-000766,-1.38942066014
ACH-000767,-1.5643961155200001
ACH-000768,-1.2907686207200002
ACH-000769,-1.34968694556
ACH-000770,-1.40095783303
ACH-000771,-1.3495244688499999
ACH-000773,-1.41920752553
ACH-000776,-1.3838680746799998
ACH-000777,-1.16489223415
ACH-000778,-1.4232723611000002
ACH-000781,-1.4486292622799999
ACH-000782,-1.2919059853200001
ACH-000783,-1.30210713004
ACH-000784,-1.437650879
ACH-000785,-1.3911775973700002
ACH-000787,-1.3923191924200002
ACH-000788,-1.24708908594
ACH-000791,-1.31932076717
ACH-000792,-1.41562727507
ACH-000794,-1.26141949025
ACH-000796,-1.53297161143
ACH-000799,-1.13756084844
ACH-000800,-0.954011776406
ACH-000802,-1.2232404621600002
ACH-000804,-1.13435995969
ACH-000805,-1.3472529218599998
ACH-000809,-1.6519784953
ACH-000810,-1.52643421658
ACH-000811,-1.80168191338
ACH-000817,-1.29490523732
ACH-000819,-1.4630227983200002
ACH-000820,-1.74283450901
ACH-000821,-1.4980940530700002
ACH-000822,-1.5748394579
ACH-000823,-1.42692116006
ACH-000824,-1.62804153537
ACH-000827,-1.30706369672
ACH-000829,-1.26891767734
ACH-000831,-1.40014248074
ACH-000832,-1.22009411578
ACH-000833,-1.14940158425
ACH-000834,-1.2845075608
ACH-000835,-1.24003468401
ACH-000836,-1.4635176011200002
ACH-000837,-1.4075192021899998
ACH-000838,-1.70839698375
ACH-000839,-1.23981103763
ACH-000840,-1.1688852051899998
ACH-000841,-1.34936825643
ACH-000843,-1.23886987153
ACH-000846,-1.11669480145
ACH-000847,-1.2170659431
ACH-000848,-1.1783897221
ACH-000849,-1.30762848195
ACH-000851,-1.44585419561
ACH-000855,-1.2462112652700001
ACH-000856,-1.35241119505
ACH-000858,-1.3975107060699998
ACH-000859,-1.37696393658
ACH-000861,-1.27842094749
ACH-000862,-1.28228107171
ACH-000865,-1.27931858444
ACH-000866,-1.43669445582
ACH-000867,-1.33734263388
ACH-000869,-1.34402268558
ACH-000872,-1.30709273086
ACH-000873,-1.22084231364
ACH-000876,-1.00460727846
ACH-000878,-1.62473938883
ACH-000880,-1.38758775695
ACH-000881,-1.3851801058000002
ACH-000882,-1.3391485995999999
ACH-000884,-1.41669369113
ACH-000885,-1.37192901717
ACH-000887,-1.2683962688
ACH-000888,-1.51209804722
ACH-000889,-1.2513808017499999
ACH-000890,-1.50636602148
ACH-000896,-1.17483937889
ACH-000898,-1.51040448762
ACH-000900,-1.36946172306
ACH-000901,-1.4479073743200002
ACH-000905,-1.44481479687
ACH-000906,-1.37584054569
ACH-000907,-1.7010982400299999
ACH-000910,-1.57001583752
ACH-000911,-1.13879848327
ACH-000912,-1.37485482609
ACH-000913,-1.22499134437
ACH-000915,-1.33058686692
ACH-000916,-1.12935378264
ACH-000917,-1.28490177381
ACH-000921,-1.27406591843
ACH-000924,-1.30535718388
ACH-000926,-1.61581018933
ACH-000928,-0.985363327788
ACH-000929,-1.23581152628
ACH-000932,-1.42320060088
ACH-000935,-1.5327052759600002
ACH-000936,-1.52176009252
ACH-000937,-1.35221400291
ACH-000938,-1.48214378806
ACH-000939,-1.40018042995
ACH-000941,-1.2887788301899998
ACH-000943,-1.5038190826499997
ACH-000946,-1.42750739171
ACH-000947,-1.4138542173100002
ACH-000948,-1.23720140579
ACH-000950,-0.965172764883
ACH-000953,-1.2919603637200001
ACH-000957,-1.49215576795
ACH-000958,-1.74097426369
ACH-000960,-1.58949416914
ACH-000963,-1.31661677369
ACH-000968,-1.4500300890900002
ACH-000969,-1.5092026576100002
ACH-000973,-1.23883926443
ACH-000974,-1.27157773539
ACH-000975,-1.30816865972
ACH-000976,-1.37703151852
ACH-000978,-0.9188028483409999
ACH-000980,-1.24125464437
ACH-000984,-1.4971060198500001
ACH-000986,-1.3124248174200002
ACH-000988,-1.5403642959600001
ACH-000993,-1.4238747021200002
ACH-000994,-1.0606926325200001
ACH-000996,-1.42623234575
ACH-001001,-1.39196696523
ACH-001020,-1.7904670723599998
ACH-001028,-1.34263044977
ACH-001031,-1.40831802565
ACH-001038,-1.16105894651
ACH-001048,-1.57199725869
ACH-001050,-1.5711860130700002
ACH-001053,-1.41660221168
ACH-001054,-1.56515645523
ACH-001061,-1.39935062637
ACH-001067,-1.2986036828299998
ACH-001075,-1.22756185537
ACH-001096,-1.4509945962000002
ACH-001128,-1.59932880121
ACH-001134,-1.4275383037600002
ACH-001151,-1.3485263298399999
ACH-001163,-1.3738213214
ACH-001164,-1.26058243085
ACH-001173,-1.36375224198
ACH-001183,-1.5547164028100002
ACH-001184,-1.2726141662700001
ACH-001190,-1.5988621517200001
ACH-001192,-1.63951524801
ACH-001193,-1.9774141886200003
ACH-001196,-1.29235192208
ACH-001197,-1.5280766537200001
ACH-001205,-1.25033493303
ACH-001211,-1.5704668379799998
ACH-001212,-1.69688183253
ACH-001228,-1.7462654027200002
ACH-001232,-1.53380620194
ACH-001239,-1.5556343507600001
ACH-001274,-1.4150470300600002
ACH-001275,-1.6171692360699998
ACH-001277,-1.27714577536
ACH-001278,-1.4617693408399999
ACH-001280,-1.65225365027
ACH-001283,-1.28206310775
ACH-001289,-1.2509760435
ACH-001295,-1.3413449122499999
ACH-001300,-1.3462934476100001
ACH-001301,-1.2658808107
ACH-001302,-1.7383160232599997
ACH-001303,-1.47645765389
ACH-001306,-1.67959523593
ACH-001318,-1.6213443308500002
ACH-001322,-1.41312340239
ACH-001328,-1.29943050568
ACH-001332,-1.33062603609
ACH-001333,-1.2784498061299998
ACH-001336,-1.28254492177
ACH-001340,-1.20302286268
ACH-001346,-1.48169773151
ACH-001353,-1.33753563995
ACH-001354,-1.5405010675400002
ACH-001367,-1.2233224225
ACH-001368,-1.39956318148
ACH-001374,-1.07727278431
ACH-001375,-1.38871887993
ACH-001377,-1.4093545246999999
ACH-001380,-1.1642716835100002
ACH-001391,-1.51637241021
ACH-001407,-1.42773654641
ACH-001408,-1.33588544339
ACH-001413,-1.2575467502
ACH-001430,-1.43290030415
ACH-001431,-1.62333556497
ACH-001450,-1.32091221559
ACH-001496,-1.4234658215600002
ACH-001500,-1.5947536949899999
ACH-001521,-1.256900253
ACH-001523,-1.26479614734
ACH-001532,-1.31591724084
ACH-001536,-1.34296574682
ACH-001550,-1.6134512422299998
ACH-001552,-1.2334770832
ACH-001554,-1.4860524157799997
ACH-001645,-1.4472624802200003
ACH-001654,-1.4290567466
ACH-001715,-1.2645830144799999
ACH-001735,-1.56230874216
ACH-001736,-1.4348942445100001
ACH-001737,-1.32477583537
ACH-001740,-1.5119511623299997
ACH-001745,-1.4263482786700001
ACH-001750,-1.2905116647
ACH-001765,-1.2887338022
ACH-001956,-1.1966207795100001
ACH-001957,-1.20346589931
