,GJA3 (2700)
ACH-000004,-0.753676658543
ACH-000007,-0.986215435976
ACH-000009,-0.617224102655
ACH-000011,-0.818746494766
ACH-000012,-0.9304215512139999
ACH-000013,-0.969901479015
ACH-000014,-0.959495315509
ACH-000015,-0.751061963111
ACH-000017,-0.95241034842
ACH-000018,-0.6560432270650001
ACH-000019,-0.71605711867
ACH-000021,-1.00102887699
ACH-000022,-0.768902899367
ACH-000025,-0.589147111581
ACH-000028,-0.8668656283030001
ACH-000030,-0.849406222375
ACH-000035,-0.965270566778
ACH-000036,-0.8655658908700001
ACH-000037,-1.11224765163
ACH-000039,-0.543602554104
ACH-000040,-0.735067442392
ACH-000041,-0.7747907394720001
ACH-000042,-0.9158268021160001
ACH-000045,-0.763770003726
ACH-000047,-0.640606294661
ACH-000052,-0.7079669465
ACH-000053,-0.819104155352
ACH-000054,-0.696953887982
ACH-000055,-0.747205161181
ACH-000060,-0.684534703032
ACH-000067,-0.765088321382
ACH-000070,-0.85947034199
ACH-000075,-0.684361620801
ACH-000078,-1.1491909837799998
ACH-000082,-0.619983079618
ACH-000085,-0.626276221854
ACH-000086,-0.6491518516470001
ACH-000087,-0.198601334922
ACH-000092,-0.798967197774
ACH-000095,-0.8610864285780001
ACH-000097,-0.859364019419
ACH-000098,-0.806801256965
ACH-000099,-0.858347719273
ACH-000108,-0.792449764005
ACH-000113,-0.763348809145
ACH-000115,-0.974449381391
ACH-000116,-0.9053917280730001
ACH-000118,-0.721949630017
ACH-000120,-0.7871806659020001
ACH-000123,-0.738384963333
ACH-000127,-0.855637866428
ACH-000128,-0.8490781954600001
ACH-000132,-0.726307295176
ACH-000133,-0.42000721390600004
ACH-000137,-0.5959390077560001
ACH-000138,-0.898256932406
ACH-000142,-0.630718191475
ACH-000143,-0.52993857331
ACH-000146,-0.903356242941
ACH-000148,-0.9551926970010001
ACH-000150,-0.8130729409020001
ACH-000152,-0.651205153461
ACH-000153,-0.9033610727949999
ACH-000159,-1.00789546512
ACH-000160,-0.7573344169059999
ACH-000163,-0.8155805393690001
ACH-000167,-0.984965678739
ACH-000168,-0.835127817659
ACH-000169,-0.615023301016
ACH-000178,-0.74518195769
ACH-000182,-0.8883523985289999
ACH-000183,-0.6054285485399999
ACH-000188,-0.608100212846
ACH-000189,-0.576802836378
ACH-000190,-0.464308874071
ACH-000198,-0.868529840563
ACH-000204,-0.7404739943529999
ACH-000206,-0.945036032016
ACH-000207,-0.7179290275650001
ACH-000211,-0.721912551687
ACH-000215,-0.955776897159
ACH-000221,-0.944456501663
ACH-000222,-0.7680279286570001
ACH-000223,-0.66230293732
ACH-000226,-0.640999514099
ACH-000227,-1.1772621316399998
ACH-000228,-0.9564501306659999
ACH-000231,-0.690160669209
ACH-000232,-0.746274544846
ACH-000233,-0.9404409571690001
ACH-000234,-0.893205794928
ACH-000235,-0.6936646255600001
ACH-000237,-0.805942304511
ACH-000238,-0.860194377128
ACH-000243,-0.8888608622859999
