,UBE2G1 (7326)
ACH-000004,-0.206498886244
ACH-000007,0.102610392853
ACH-000009,-0.037200398706099994
ACH-000011,0.0891121362519
ACH-000012,-0.29435863656800004
ACH-000013,-0.241250313392
ACH-000014,-0.06673678017950001
ACH-000015,-0.365755211149
ACH-000017,-0.298691143496
ACH-000018,-0.26865066396
ACH-000019,0.185013172002
ACH-000021,-0.17740010730300002
ACH-000022,-0.0196996712352
ACH-000025,-0.48399803787100004
ACH-000028,-0.0212326779108
ACH-000030,-0.008906483014379999
ACH-000035,-0.09063379215770001
ACH-000036,-0.224744269618
ACH-000037,-0.249438461226
ACH-000039,-0.246854949799
ACH-000040,-0.29418172446400004
ACH-000041,-0.0162032293268
ACH-000042,-0.489623616206
ACH-000045,-0.309178226007
ACH-000047,-0.25368576025199996
ACH-000052,-0.060959031643799996
ACH-000053,-0.166774371163
ACH-000054,0.10283103649599999
ACH-000055,-0.193391747972
ACH-000060,-0.15495562158600001
ACH-000067,-0.244367750611
ACH-000070,-0.327455334335
ACH-000075,-0.153530662787
ACH-000078,0.18185197820000001
ACH-000082,-0.00766196666252
ACH-000085,-0.355860410459
ACH-000086,-0.0264256167429
ACH-000087,0.00412077823075
ACH-000092,0.0842896884826
ACH-000095,0.0829517400871
ACH-000097,-0.0830531970921
ACH-000098,-0.137253521867
ACH-000099,0.212042604726
ACH-000108,-0.130748120922
ACH-000113,-0.38118302968199996
ACH-000115,-0.49413947899300004
ACH-000116,-0.296556389891
ACH-000118,-0.0881732866056
ACH-000120,-0.0611028611329
ACH-000123,-0.0808237556503
ACH-000127,-0.169058193547
ACH-000128,-0.31421444483399996
ACH-000132,-0.047090154813
ACH-000133,-0.115805293378
ACH-000137,-0.039092040533800006
ACH-000138,-0.17999963415999998
ACH-000142,-0.135604431811
ACH-000143,-0.231934456057
ACH-000146,-0.15283206700899998
ACH-000148,-0.211461244446
ACH-000150,-0.193085777828
ACH-000152,-0.133990359278
ACH-000153,-0.107999680448
ACH-000159,0.0810690935047
ACH-000160,-0.582101710096
ACH-000163,-0.274167999394
ACH-000167,-0.406524977109
ACH-000168,-0.421223343408
ACH-000169,0.0867369405717
ACH-000178,-0.167223493142
ACH-000182,-0.286540130836
ACH-000183,-0.22542732362799997
ACH-000188,-0.262370939937
ACH-000189,-0.22502122176300002
ACH-000190,-0.14136757702299999
ACH-000198,-0.05924502952169999
ACH-000204,-0.623112125838
ACH-000206,0.058784493471999995
ACH-000207,-0.24194046566100003
ACH-000211,0.041289105166800004
ACH-000215,-0.0822186825058
ACH-000221,-0.215165447642
ACH-000222,-0.0870383208678
ACH-000223,-0.187734940671
ACH-000226,0.00302571541645
