,ACTA2 (59)
ACH-000004,-0.0780638236641
ACH-000007,0.11027010603399999
ACH-000009,0.0522439593795
ACH-000011,0.17536799967099997
ACH-000012,0.023993919169200004
ACH-000013,0.0481426859412
ACH-000014,-0.00500426206936
ACH-000015,-0.044702373319
ACH-000017,0.05775241915609999
ACH-000018,0.00395740778704
ACH-000019,-0.0850397255745
ACH-000021,0.027866845063999997
ACH-000022,0.010376683312200001
ACH-000025,-0.137603093786
ACH-000028,0.043665192750699994
ACH-000030,-0.00011624525442
ACH-000035,-0.06475588911230001
ACH-000036,-0.046629950894
ACH-000037,0.0850397883605
ACH-000039,0.19294285684
ACH-000040,-0.00639837942726
ACH-000041,0.106978829956
ACH-000042,-0.0630583118706
ACH-000045,0.16700102477499998
ACH-000047,-0.125584363842
ACH-000052,-0.040405067082099996
ACH-000053,0.0874787343134
ACH-000054,-0.0039223300905
ACH-000055,0.0112843714003
ACH-000060,-0.0306943641633
ACH-000067,-0.17651198201699997
ACH-000070,0.0392631637457
ACH-000075,0.114479738683
ACH-000078,0.0946871739258
ACH-000082,0.135756344638
ACH-000085,0.07234749395239999
ACH-000086,-0.0831134778984
ACH-000087,0.104534829786
ACH-000092,0.0733316594158
ACH-000095,-0.042377289593599994
ACH-000097,0.10057226409499999
ACH-000098,-0.102332414515
ACH-000099,0.0411468839409
ACH-000108,0.00429217445261
ACH-000113,0.048214640393599996
ACH-000115,0.151889900416
ACH-000116,-0.0360152848724
ACH-000118,-0.0134583679612
ACH-000120,-0.00229555174792
ACH-000123,0.172526642912
ACH-000127,0.04256583379869999
ACH-000128,0.0003662088527780001
ACH-000132,0.0720031523882
ACH-000133,0.0315457759248
ACH-000137,0.130317760951
ACH-000138,0.114109537666
ACH-000142,-0.0251461456837
ACH-000143,0.025527881927099996
ACH-000146,0.0019138322238699999
ACH-000148,-0.054279657151
ACH-000150,0.061451925657800006
ACH-000152,0.0961241111555
ACH-000153,0.144488862514
ACH-000159,0.086862833104
ACH-000160,-0.037768559307
ACH-000163,0.14630998702099998
ACH-000167,-0.335291521056
ACH-000168,0.0721576852658
ACH-000169,0.0434291178298
ACH-000178,0.117689550828
ACH-000182,-0.054566690654300004
ACH-000183,0.10911229808
ACH-000188,0.00350641684534
ACH-000189,0.106357930534
ACH-000190,-0.019724210786900002
ACH-000198,0.0443249351355
ACH-000204,0.0317651128931
ACH-000206,0.0009670719563049999
ACH-000207,-0.314943555037
ACH-000211,0.0670126010751
ACH-000215,0.0483223541603
ACH-000221,0.013710206609700001
ACH-000222,-0.072559901578
ACH-000223,-0.0310366277233
ACH-000226,0.0137613280859
ACH-000227,-0.20185961763399998
ACH-000228,-0.0163191908595
ACH-000231,-0.000157665919778
ACH-000232,0.0191065349421
ACH-000233,-0.0333042524316
ACH-000234,0.0888107959806
ACH-000235,0.0359183754972
ACH-000237,-0.0178619749475
ACH-000238,0.0468562335238
ACH-000243,-0.106305890164
ACH-000244,0.173709374148
ACH-000246,0.0646434981482
ACH-000248,0.0815939874367
ACH-000250,0.07311944446560001
ACH-000251,0.19548257416099998
ACH-000253,0.0575324231486
ACH-000255,0.0160759915854
ACH-000256,0.0809353549657
ACH-000257,0.006982916340880001
ACH-000258,-0.0799564315768
ACH-000259,0.0380120477748
ACH-000260,0.0545353253743
ACH-000261,-0.07417088685130001
ACH-000262,-0.25860888455
ACH-000263,-0.17604673659000003
ACH-000264,0.0667690395054
ACH-000265,-0.0392804104521
ACH-000266,0.119759959397
ACH-000272,0.141394563639
ACH-000273,0.101123519813
ACH-000274,0.119708135458
ACH-000277,0.13549648237
ACH-000278,0.0597477150087
ACH-000279,-0.165635466761
ACH-000280,0.110373513987
ACH-000281,0.008146472812090001
ACH-000288,0.055452911350999994
ACH-000291,0.0526101907648
ACH-000293,0.025164067688899998
ACH-000294,-0.0632856851047
ACH-000295,0.06337172104700001
ACH-000296,0.077556816111
ACH-000302,0.054787837702
ACH-000304,-0.0190185864192
ACH-000307,0.0542802657759
ACH-000308,0.059069905610300004
ACH-000310,0.141975196262
ACH-000311,-0.024619668146199997
ACH-000312,-0.0296713388668
ACH-000315,0.233779892819
ACH-000316,-0.054597547364499996
ACH-000317,0.0802911835956
ACH-000318,0.22774147858399998
ACH-000319,0.0252860280761
ACH-000320,-0.15119488925000002
ACH-000322,0.00526463474642
ACH-000323,-0.11570111750800001
ACH-000324,0.030349492373200004
ACH-000329,-0.045357587976699996
ACH-000330,0.171256330312
ACH-000331,-0.10287944381200001
ACH-000332,0.0109185579715
ACH-000334,0.0573973437631
ACH-000335,0.156724377313
ACH-000336,0.105594418011
ACH-000337,-0.285123881548
ACH-000339,-0.04307119029900001
ACH-000341,0.000394733389173
ACH-000348,0.127052460414
ACH-000350,0.0369947555905
ACH-000352,0.199855975165
ACH-000356,-0.0601898879447
ACH-000361,0.0811156675044
ACH-000362,-0.0249184780658
ACH-000363,0.0716348464915
ACH-000364,0.20086078217099998
ACH-000365,0.053959903720899996
ACH-000366,-0.0169436673274
ACH-000368,0.168612454267
ACH-000374,0.108812068798
ACH-000375,-0.127630660201
ACH-000376,0.196285935083
ACH-000381,0.10161131985300001
ACH-000383,0.039247506940599995
ACH-000387,-0.0557168090334
ACH-000389,0.180439677998
ACH-000390,0.0244999877782
ACH-000393,-0.0677856342175
ACH-000395,0.015290668267299998
ACH-000397,0.08869664767629999
ACH-000401,0.0959228707436
ACH-000402,0.311691587454
ACH-000403,-0.0136522187515
ACH-000404,0.197261863888
ACH-000406,0.0192011785002
ACH-000407,0.0811799412076
ACH-000408,-0.259634739743
