,TRAPPC9 (83696)
ACH-000004,-0.243525764842
ACH-000007,-0.200424673957
ACH-000009,-0.157699306451
ACH-000011,-0.343120674511
ACH-000012,-0.349462684426
ACH-000013,-0.149406429401
ACH-000014,-0.0773390351696
ACH-000015,-0.172373527928
ACH-000017,-0.21574340064
ACH-000018,-0.24070259682700001
ACH-000019,-0.044338389806199995
ACH-000021,-0.226417259069
ACH-000022,-0.156972803473
ACH-000025,-0.170975538236
ACH-000028,-0.112432522226
ACH-000030,-0.136703822688
ACH-000035,-0.0132263945903
ACH-000036,-0.18648841686
ACH-000037,-0.232708977933
ACH-000039,-0.127504061614
ACH-000040,-0.10844360077
ACH-000041,-0.030262615466999997
ACH-000042,-0.36192873426100003
ACH-000045,-0.0695193975973
ACH-000047,-0.23405162925099998
ACH-000052,-0.132887880572
ACH-000053,-0.20862539696600002
ACH-000054,-0.315575663627
ACH-000055,0.142427816492
ACH-000060,-0.38207825190399997
ACH-000067,-0.132790729995
ACH-000070,-0.0548324319251
ACH-000075,0.08007763142089999
ACH-000078,-0.239042565229
ACH-000082,-0.287133346697
ACH-000085,-0.182751031903
ACH-000086,-0.115313088737
ACH-000087,-0.0319161513453
ACH-000092,-0.244855740169
ACH-000095,0.0153085401064
ACH-000097,-0.145498182967
ACH-000098,-0.0223164144755
ACH-000099,-0.0639779388808
ACH-000108,-0.463527014997
ACH-000113,0.004813669836140001
ACH-000115,-0.109219561711
ACH-000116,-0.0172255332214
ACH-000118,-0.207880287859
ACH-000120,-0.308198399263
ACH-000123,-0.1323193978
ACH-000127,-0.113981042592
ACH-000128,-0.23960027836300002
ACH-000132,-0.136596206177
ACH-000133,-0.10244311888299999
ACH-000137,-0.117782947346
ACH-000138,-0.254783085979
ACH-000142,-0.015542449900200001
ACH-000143,-0.16837558145
ACH-000146,-0.15170833292400002
ACH-000148,-0.10322177372500001
ACH-000150,-0.795627982646
ACH-000152,-0.045890930507300004
ACH-000153,-0.141966267558
ACH-000159,-0.08911419767090001
ACH-000160,-0.0614899029341
ACH-000163,-0.178832145957
ACH-000167,-0.207346508631
ACH-000168,-0.518747378153
ACH-000169,-0.16920386368299997
ACH-000178,-0.26976143208299996
ACH-000182,-0.09103600212960002
ACH-000183,0.08720066441980001
ACH-000188,-0.260128850746
ACH-000189,-0.36275784239500003
ACH-000190,-0.16547057313400002
ACH-000198,-0.251867439057
ACH-000204,0.332178450522
ACH-000206,-0.159176352155
ACH-000207,-0.0447195181376
ACH-000211,-0.145304712796
ACH-000215,-0.229773739694
ACH-000221,-0.074825922484
ACH-000222,-0.333178811797
ACH-000223,-0.11906726464199999
ACH-000226,-0.038192659507300004
ACH-000227,-0.38022424601599997
ACH-000228,0.0395917955005
ACH-000231,-0.110111817864
ACH-000232,-0.318306870111
ACH-000233,-0.18171827010299998
ACH-000234,-0.379151770233
ACH-000235,-0.23437119624000002
ACH-000237,-0.116999108124
ACH-000238,-0.291925598189
ACH-000243,-0.161255050121
ACH-000244,0.023230187655199998
ACH-000246,-0.300788614692
ACH-000248,-0.09677330594
ACH-000250,-0.199439133939
ACH-000251,-0.157259008507
ACH-000253,-0.0959568143752
ACH-000255,0.07680326205410001
ACH-000256,-0.128771714497
ACH-000257,0.158792934253
ACH-000258,0.06919606127189999
ACH-000259,-0.254909403258
ACH-000260,-0.180737831577
ACH-000261,-0.0710647692835
ACH-000262,-0.20999552762600002
ACH-000263,-0.127199522103
ACH-000264,-0.10087005862500001
ACH-000265,-0.126053872291
ACH-000266,-0.156941538575
ACH-000272,-0.13263563803
ACH-000273,-0.11122357474300001
ACH-000274,-0.10159259787799998
ACH-000277,-0.550059138899
ACH-000278,-0.367700048662
ACH-000279,0.014872730239600002
ACH-000280,-0.173451686272
ACH-000281,-0.274811476074
ACH-000288,-0.0199614147018
ACH-000291,-0.300765836752
ACH-000293,-0.10285181557
ACH-000294,0.0275981183539
ACH-000295,-0.061638219645
ACH-000296,0.11635112782500001
ACH-000302,-0.12406430236600001
ACH-000304,-0.23201021955099999
ACH-000307,-0.276496637908
ACH-000308,-0.221926024949
ACH-000310,-0.305898511858
ACH-000311,-0.19277221166900002
ACH-000312,-0.12183284880100001
ACH-000315,0.00850882904705
ACH-000316,-0.330805550122
ACH-000317,-0.39852190173
ACH-000318,-0.203074087842
ACH-000319,-0.200600550286
ACH-000320,-0.0590049546181
ACH-000322,-0.320685788009
ACH-000323,0.0325858662983
ACH-000324,-0.105671285864
ACH-000329,-0.383882958274
ACH-000330,0.025262725289099997
ACH-000331,-0.26658574395999995
ACH-000332,-0.23567167317899998
ACH-000334,-0.07211981546810001
ACH-000335,-0.236206370824
ACH-000336,-0.0667509703111
ACH-000337,0.0719917256734
ACH-000339,-0.220398375062
ACH-000341,-0.515796898263
ACH-000348,-0.106472887169
ACH-000350,-0.054262207832199996
ACH-000352,-0.025356548487200002
ACH-000356,-0.0613050477167
ACH-000361,-0.349081741858
ACH-000362,-0.365855671978
ACH-000363,-0.123565601102
ACH-000364,-0.169567180814
ACH-000365,-0.165186333579
ACH-000366,-0.114046736594
ACH-000368,-0.37552702516099995
ACH-000374,-0.060771506559199995
ACH-000375,-0.33901599481399997
ACH-000376,-0.21650072487799998
ACH-000381,-0.135495414005
ACH-000383,-0.213192351695
ACH-000387,-0.0715402999318
ACH-000389,-0.0434629766161
ACH-000390,-0.165281943908
ACH-000393,-0.0791355441168
ACH-000395,-0.207222722691
ACH-000397,-0.0936721987124
ACH-000401,-0.22536527925299998
ACH-000402,-0.475389557989
ACH-000403,-0.20184480456300002
ACH-000404,-0.060790634316099997
ACH-000406,-0.247913393138
ACH-000407,-0.22802477596999998
ACH-000408,-0.18567526743700002
ACH-000410,-0.125163342192
ACH-000411,-0.284369786053
ACH-000414,-0.20961146825899998
ACH-000415,-0.213752614182
ACH-000416,-0.296695195304
ACH-000420,-0.250567890362
ACH-000421,-0.146419262346
ACH-000424,0.0544366094684
ACH-000425,-0.266492389122
ACH-000426,0.0558370719745
ACH-000427,-0.415906454983
ACH-000433,-0.0333639302801
ACH-000436,-0.0624878044114
ACH-000444,-0.200128164114
ACH-000445,-0.114934846916
ACH-000448,-0.223916550352
ACH-000450,-0.228677034905
ACH-000452,-0.287721142792
ACH-000454,0.08243183131510001
ACH-000458,-0.220487099844
