,WARS (7453)
ACH-000490,-1.18567545611
ACH-000491,-0.978716592881
ACH-000495,-1.5765954937900002
ACH-000496,-1.03014654142
ACH-000499,-0.882648210468
ACH-000500,-1.2803489368799998
ACH-000502,-1.02524105589
ACH-000503,-1.09173535306
ACH-000505,-1.34557926888
ACH-000507,-1.0700784253
ACH-000510,-1.07519390343
ACH-000511,-1.1631020000499999
ACH-000512,-0.965380019489
ACH-000516,-1.15898911552
ACH-000517,-1.2296576590000001
ACH-000518,-1.2151082606299999
ACH-000520,-1.0707373767
ACH-000521,-1.3072900836
ACH-000522,-1.1129471418999999
ACH-000524,-1.6236652547400001
ACH-000527,-1.2909611990899998
ACH-000528,-1.01787417219
ACH-000537,-1.66478907159
ACH-000541,-0.7893282154350001
ACH-000542,-1.18207701275
ACH-000544,-0.940319543942
ACH-000545,-1.07991438498
ACH-000547,-0.982718984398
ACH-000548,-0.827015125633
ACH-000549,-0.699065047024
ACH-000550,-1.26161905493
ACH-000552,-1.2286217530399999
ACH-000556,-0.983840728938
ACH-000557,-1.26323377013
ACH-000570,-1.20517404465
ACH-000571,-1.5900669991499998
ACH-000573,-1.30990307613
ACH-000576,-1.06484505501
ACH-000580,-1.11698023678
ACH-000584,-1.3996836855700001
ACH-000585,-1.45932644506
ACH-000588,-1.1636625064200001
ACH-000589,-1.1636526619399998
ACH-000591,-1.3744707566699998
ACH-000593,-1.19137818479
ACH-000600,-1.34490717737
ACH-000601,-1.03597586782
ACH-000604,-1.30041967162
ACH-000605,-1.03535381529
ACH-000606,-0.862023248277
ACH-000608,-1.0740752400700002
ACH-000614,-1.0233014776
ACH-000616,-1.03438114771
ACH-000618,-1.23521038851
ACH-000619,-1.04208508645
ACH-000620,-1.07291084826
ACH-000621,-1.3724318282199999
ACH-000622,-1.37115557188
ACH-000623,-1.53534168481
ACH-000624,-1.34062367218
ACH-000627,-1.16805587393
ACH-000630,-1.14557743528
ACH-000632,-0.9902233903409999
ACH-000633,-1.32439262752
ACH-000637,-1.08896169568
ACH-000638,-1.07176186255
ACH-000646,-1.0933656167599999
ACH-000647,-1.3647797581099999
ACH-000648,-1.24922623564
ACH-000649,-1.2506234195700001
ACH-000651,-1.31801654776
ACH-000652,-1.21323355608
ACH-000653,-1.17786589616
ACH-000657,-1.2810981263099999
ACH-000658,-1.17380327159
ACH-000661,-1.2691330828299998
ACH-000662,-0.9450300634000001
ACH-000663,-1.15878371844
ACH-000665,-1.24046123917
ACH-000671,-1.2426572010799999
ACH-000673,-1.1184252528799998
ACH-000676,-1.0814923905
ACH-000677,-1.35589829607
ACH-000681,-1.2499496939499999
ACH-000682,-1.11557167169
ACH-000683,-1.11340066397
ACH-000684,-1.3650951071899997
ACH-000688,-1.0417037279899999
ACH-000693,-1.30573870352
ACH-000694,-0.9916202064799998
ACH-000695,-0.987838141219
ACH-000696,-1.16374901703
ACH-000697,-1.06840213447
ACH-000699,-1.05161463791
ACH-000701,-1.16320574418
ACH-000706,-1.0935764533
ACH-000711,-1.3489475773500001
ACH-000713,-0.682103776706
ACH-000714,-1.25844971153
ACH-000718,-1.21298677171
ACH-000720,-0.923161590933
ACH-000721,-1.00568369172
ACH-000724,-1.12116588126
ACH-000725,-0.988895514411
ACH-000732,-0.866948496539
ACH-000734,-1.33607016357
ACH-000735,-1.0988955605600002
ACH-000736,-1.3940610535299998
ACH-000738,-1.06048588549
ACH-000746,-1.4747522844299998
ACH-000747,-1.27865624671
ACH-000748,-1.1714886488299998
ACH-000753,-1.2848607124200002
ACH-000756,-1.09279628468
ACH-000757,-1.27167040971
ACH-000758,-1.2561349665200001
ACH-000760,-1.11517280135
ACH-000763,-1.26712609532
ACH-000764,-0.908629945159
ACH-000765,-1.30644056116
ACH-000766,-1.3915037183399999
ACH-000767,-1.2919392328000001
ACH-000768,-1.26935546787
ACH-000769,-1.27290962626
ACH-000770,-1.3405018442299999
ACH-000771,-0.9205528941869999
ACH-000773,-1.1250651149700002
ACH-000776,-0.9937340796809999
ACH-000777,-1.22052208866
ACH-000778,-1.08108058574
ACH-000781,-1.26273857127
ACH-000782,-1.25751782687
ACH-000783,-1.58124068454
ACH-000784,-1.22998404132
ACH-000785,-0.92660202174
ACH-000787,-1.1531389245600001
ACH-000788,-1.1691353126700001
ACH-000791,-1.4168316529
ACH-000792,-1.21347754524
ACH-000794,-0.971276559536
ACH-000796,-0.973550126435
ACH-000799,-1.20318780802
ACH-000800,-0.809407193971
ACH-000802,-1.15046189392
ACH-000804,-1.14502371821
ACH-000805,-0.9177461098890001
ACH-000809,-1.2872576139899998
ACH-000810,-1.41724574088
ACH-000811,-1.36629544415
ACH-000817,-1.35717237518
ACH-000819,-1.15947114313
ACH-000820,-1.5538142072799999
ACH-000821,-1.26225897088
ACH-000822,-1.25872256692
ACH-000823,-1.0519780914299999
ACH-000824,-1.67706988472
ACH-000827,-1.2608720401200002
ACH-000829,-1.06696037276
ACH-000831,-1.1072758119700001
ACH-000832,-0.962479008651
ACH-000833,-1.0805487152200002
ACH-000834,-1.03436107069
ACH-000835,-1.3220862522499999
ACH-000836,-1.0981836314
ACH-000837,-1.32278274689
ACH-000838,-1.23694807956
ACH-000839,-0.9327502381739999
ACH-000840,-1.1128016069600002
ACH-000841,-0.9286922354989999
ACH-000843,-1.05691998869
ACH-000846,-0.824689876295
ACH-000847,-1.25815879357
ACH-000848,-1.17715906905
ACH-000849,-1.19145778457
ACH-000851,-1.28246311439
ACH-000855,-0.942955400157
ACH-000856,-1.1578079694399999
ACH-000858,-0.9606045958230001
ACH-000859,-1.11881069848
ACH-000861,-1.3518927407899999
ACH-000862,-1.1979332014
ACH-000865,-1.1706032314200001
ACH-000866,-1.48827203378
ACH-000867,-1.0246349643000001
ACH-000869,-1.2379414537
ACH-000872,-1.0608330966500001
ACH-000873,-1.27234019543
ACH-000876,-1.07574263081
ACH-000878,-1.19021287095
ACH-000880,-1.00373057429
ACH-000881,-1.4550842606
ACH-000882,-0.999324778292
ACH-000884,-1.34589989187
ACH-000885,-1.2983378055700001
ACH-000887,-1.14071567749
ACH-000888,-1.17644394254
ACH-000889,-1.13314238931
ACH-000890,-1.14355468895
ACH-000896,-1.16036487268
ACH-000898,-1.2377385937899998
ACH-000900,-1.25577696141
ACH-000901,-1.33332169509
ACH-000905,-1.04020889705
ACH-000906,-1.29903143705
ACH-000907,-1.19837981398
ACH-000910,-1.23631505599
ACH-000911,-1.21192408827
ACH-000912,-1.19856824275
ACH-000913,-1.2272680618
ACH-000915,-1.24159978266
ACH-000916,-1.03147079741
ACH-000917,-1.09033285801
ACH-000921,-0.997157491687
ACH-000924,-1.11918024515
ACH-000926,-1.30384987832
ACH-000928,-1.0514820279200001
ACH-000929,-1.1328250346100002
ACH-000932,-1.18616576687
ACH-000935,-0.843336163521
ACH-000936,-1.33706498765
ACH-000937,-1.3818051017500002
ACH-000938,-1.34061680421
ACH-000939,-1.4590072652700001
ACH-000941,-1.25532890216
ACH-000943,-0.972047201199
ACH-000946,-1.05751622067
ACH-000947,-1.1625405601899998
ACH-000948,-1.1082450547799998
ACH-000950,-1.05658950363
ACH-000953,-1.32842710066
ACH-000957,-1.10389559226
ACH-000958,-1.12959154698
ACH-000960,-1.35174175113
ACH-000963,-1.0842284824500001
ACH-000968,-1.22671119941
ACH-000969,-1.17896349986
ACH-000973,-0.8178788455429999
ACH-000974,-1.3024410595
ACH-000975,-1.05841492028
ACH-000976,-1.06043181781
ACH-000978,-1.67156494998
ACH-000980,-1.3155684898200002
ACH-000984,-1.28364166395
ACH-000986,-1.2356527078
ACH-000988,-1.2546892917299999
ACH-000993,-1.04250685732
ACH-000994,-0.9956218107070001
ACH-000996,-1.13809238659
ACH-001001,-1.01454228347
ACH-001020,-1.33306213824
ACH-001028,-1.21592138926
ACH-001031,-1.2016346950399999
ACH-001038,-1.40536363461
ACH-001048,-1.1887453236499999
ACH-001050,-1.30305623927
ACH-001053,-1.48879930065
ACH-001054,-1.4196531122100002
ACH-001061,-1.13388998849
ACH-001067,-1.0536361341399998
ACH-001075,-1.2409019853399998
ACH-001096,-1.35091213498
ACH-001128,-1.69081738292
ACH-001134,-1.01277968288
ACH-001151,-1.32604543685
ACH-001163,-1.1947161835100002
ACH-001164,-1.14767685874
ACH-001173,-1.33463351219
ACH-001183,-1.16313094078
ACH-001184,-1.11034462233
ACH-001190,-1.21989107162
ACH-001192,-1.34076552298
ACH-001193,-1.31187460214
ACH-001196,-1.50670395331
ACH-001197,-1.2244385143799998
ACH-001205,-1.19908326625
ACH-001211,-1.28685001185
ACH-001212,-1.04901877514
ACH-001228,-1.46961064439
ACH-001232,-1.1286633156
ACH-001239,-1.2753748217799998
ACH-001274,-1.34174403676
ACH-001275,-1.13221085119
ACH-001277,-1.4506049231600002
ACH-001278,-1.46823860837
ACH-001280,-1.4173680487
ACH-001283,-1.15291245083
ACH-001289,-1.15331746035
ACH-001295,-1.28820899299
ACH-001300,-1.35157057812
ACH-001301,-1.56673833715
ACH-001302,-1.0769282873100001
ACH-001303,-1.0649192763600002
ACH-001306,-1.25575305232
ACH-001318,-1.20620259274
ACH-001322,-1.2997385168200002
ACH-001328,-0.968276429223
ACH-001332,-1.2063512493700002
ACH-001333,-0.9010104012710001
ACH-001336,-1.09625917903
ACH-001340,-1.09231112336
ACH-001346,-0.892327584541
ACH-001353,-0.9384168035029999
ACH-001354,-1.5889966776700002
ACH-001367,-1.0469929967899998
ACH-001368,-1.21369222805
ACH-001374,-1.07802272211
ACH-001375,-1.12171507903
ACH-001377,-1.26690344059
ACH-001380,-1.13558944786
ACH-001391,-1.44795439321
ACH-001407,-0.9062702501809999
ACH-001408,-1.0389018366
ACH-001413,-1.3717027799200001
ACH-001430,-1.38609840847
ACH-001431,-1.26019595774
ACH-001450,-1.18043826014
ACH-001496,-1.15493354949
ACH-001500,-1.2192304809799999
ACH-001521,-1.11975956264
ACH-001523,-1.3282769156
ACH-001532,-1.1340384221200002
ACH-001536,-1.16871188984
ACH-001550,-1.1449206902200002
ACH-001552,-0.941065729774
ACH-001554,-1.16338315912
ACH-001645,-1.19693453234
ACH-001654,-1.2030817256200002
ACH-001715,-1.23651463306
ACH-001735,-1.19950839482
ACH-001736,-1.18608374125
ACH-001737,-1.1631663618
ACH-001740,-1.31318897313
ACH-001745,-1.1502187134
ACH-001750,-1.02513020326
ACH-001765,-1.2324784370100001
ACH-001956,-1.30718011639
ACH-001957,-1.29667702575
