,SEMA4G (57715)
ACH-000004,-0.282769502854
ACH-000007,-0.09799793003830001
ACH-000009,-0.42622785096999993
ACH-000011,-0.36048195941600003
ACH-000012,-0.21379040033399999
ACH-000013,-0.120144381048
ACH-000014,-0.251263585588
ACH-000015,-0.272998150858
ACH-000017,-0.103210783432
ACH-000018,-0.159921357426
ACH-000019,-0.10678377380000001
ACH-000021,-0.166360572041
ACH-000022,-0.12115836576
ACH-000025,-0.245213441794
ACH-000028,-0.085990603629
ACH-000030,-0.182791315064
ACH-000035,-0.026002552866500002
ACH-000036,-0.234547773904
ACH-000037,-0.114614520613
ACH-000039,-0.288210340416
ACH-000040,-0.0933188934851
ACH-000041,-0.237057856013
ACH-000042,-0.193508455079
ACH-000045,-0.302821153
ACH-000047,-0.16620845386
ACH-000052,0.216292631908
ACH-000053,-0.249760284753
ACH-000054,-0.194220167593
ACH-000055,-0.18150309630300002
ACH-000060,-0.151812749052
ACH-000067,-0.3331276798
ACH-000070,0.032288023653
ACH-000075,0.07249218115560001
ACH-000078,-0.24370519109799998
ACH-000082,-0.0074403085593299995
ACH-000085,-0.0940444401444
ACH-000086,-0.20762482017
ACH-000087,-0.217036436213
ACH-000092,-0.152163167036
ACH-000095,-0.154087934929
ACH-000097,-0.09032294754310001
ACH-000098,-0.17080114837699997
ACH-000099,-0.216888222498
ACH-000108,-0.248340095634
ACH-000113,-0.0567801653214
ACH-000115,0.0072473004616899995
ACH-000116,-0.0904183270476
ACH-000118,-0.214193304268
ACH-000120,-0.243810275376
ACH-000123,-0.0133687008928
ACH-000127,-0.029391858150100002
ACH-000128,-0.09748173771719999
ACH-000132,-0.240476627192
ACH-000133,-0.191866989218
ACH-000137,-0.178104643682
ACH-000138,-0.102814200037
ACH-000142,-0.0012571367803599998
ACH-000143,-0.07936464094939999
ACH-000146,0.000829056593987
ACH-000148,-0.220348541298
ACH-000150,-0.125992203219
ACH-000152,-0.15461660917199999
ACH-000153,-0.164954088169
ACH-000159,-0.07101237164680001
ACH-000160,-0.106721094012
ACH-000163,-0.231066777841
ACH-000167,-0.0674424130845
ACH-000168,-0.269665814548
ACH-000169,-0.406072279893
ACH-000178,-0.0229758228465
ACH-000182,-0.263834118022
ACH-000183,-0.15995367888599998
ACH-000188,-0.038786026297199995
ACH-000189,-0.164855220131
ACH-000190,-0.291611614696
ACH-000198,-0.11244477164899999
ACH-000204,-0.137674339506
ACH-000206,-0.10035164416200001
ACH-000207,-0.164185906997
ACH-000211,-0.18139538049000004
ACH-000215,-0.08513717517819999
ACH-000221,0.007257811856149999
ACH-000222,-0.194974494424
ACH-000223,-0.08891930262119999
ACH-000226,-0.184630342956
ACH-000227,-0.0821860871207
ACH-000228,-0.0590005486027
ACH-000231,-0.16302499188
ACH-000232,-0.06561253463530001
ACH-000233,-0.300889387118
ACH-000234,-0.144526134625
ACH-000235,-0.18375105637000003
ACH-000237,-0.0965017688965
ACH-000238,-0.131630159369
ACH-000243,-0.34325058255
ACH-000244,-0.0390167414087
ACH-000246,-0.141985417124
ACH-000248,-0.08516876174969999
ACH-000250,-0.108405367323
ACH-000251,-0.345876155879
ACH-000253,-0.105486932706
ACH-000255,-0.162700565004
ACH-000256,-0.09124167865150001
ACH-000257,-0.202168208484
ACH-000258,-0.193885456047
ACH-000259,-0.26152238121800003
ACH-000260,-0.148632892057
ACH-000261,-0.10983470406099999
ACH-000262,-0.124070114456
ACH-000263,-0.322011525572
ACH-000264,-0.24911610310899998
ACH-000265,-0.186356107581
ACH-000266,-0.162613023124
ACH-000272,0.0355037933559
ACH-000273,-0.154786852861
ACH-000274,-0.128544004455
ACH-000277,0.0515913082679
ACH-000278,0.0613923937991
ACH-000279,-0.21255055385299998
ACH-000280,-0.112815633637
ACH-000281,-0.568009631038
ACH-000288,-0.195239679992
ACH-000291,-0.243176611626
ACH-000293,-0.297886749321
ACH-000294,-0.28820442148200004
ACH-000295,0.044900333377
ACH-000296,-0.349690603264
ACH-000302,-0.19378687695099997
ACH-000304,-0.056637927314
ACH-000307,-0.229545678044
ACH-000308,-0.32147280935899997
ACH-000310,-0.31085541198000005
ACH-000311,-0.25801237892400003
ACH-000312,-0.29555640865
ACH-000315,-0.28659237812399996
ACH-000316,0.0169929518681
ACH-000317,-0.0314074928633
ACH-000318,-0.298896713927
ACH-000319,-0.240713216413
ACH-000320,-0.38230936958000006
ACH-000322,-0.19447785327999997
ACH-000323,-0.19862482942899998
ACH-000324,-0.208811635234
ACH-000329,-0.084396559828
ACH-000330,-0.130585813485
ACH-000331,-0.0921339197714
ACH-000332,-0.230642777152
ACH-000334,-0.31151213656800003
ACH-000335,0.006242667746
ACH-000336,-0.384092371343
ACH-000337,-0.40562195305200005
ACH-000339,-0.161928308886
ACH-000341,-0.322795982709
ACH-000348,-0.106247102483
ACH-000350,-0.149480946315
ACH-000352,-0.05769240990709999
ACH-000356,-0.0503846240627
ACH-000361,-0.358973382591
ACH-000362,-0.09251049585339999
ACH-000363,-0.1280817383
ACH-000364,-0.00656162651005
ACH-000365,-0.160166547347
ACH-000366,-0.126478606789
ACH-000368,-0.271031891882
ACH-000374,-0.163256681008
ACH-000375,-0.0926507220087
ACH-000376,-0.13904475708699998
ACH-000381,-0.21403277700999998
ACH-000383,-0.127924381138
ACH-000387,-0.202765927986
ACH-000389,-0.0911009345772
ACH-000390,-0.09820042574200001
ACH-000393,-0.304650911767
ACH-000395,-0.23482133737100003
ACH-000397,-0.110107759964
ACH-000401,-0.18151893654100001
ACH-000402,-0.11042148437799999
ACH-000403,-0.047829327424499996
ACH-000404,-0.04338829410180001
ACH-000406,-0.37594978331600004
ACH-000407,-0.26603264604800003
ACH-000408,-0.220273109449
ACH-000410,-0.144418567482
ACH-000411,-0.130530553584
ACH-000414,-0.166165626298
ACH-000415,-0.26763421526500003
ACH-000416,-0.09591945873400001
ACH-000420,-0.00040174479695999994
ACH-000421,-0.07778266344910001
ACH-000424,-0.161089817257
ACH-000425,-0.0931154510978
ACH-000426,0.0051502798394100005
ACH-000427,-0.052282663647999994
ACH-000433,-0.273867811209
ACH-000436,0.0184691018915
ACH-000444,-0.160586023415
ACH-000445,-0.273872467027
ACH-000448,-0.14595213996099998
ACH-000450,-0.11837192665799999
ACH-000452,-0.24038573758200002
ACH-000454,-0.04979489722580001
ACH-000458,-0.15387497616499998
ACH-000459,0.08442455276170001
ACH-000460,-0.172485897239
ACH-000461,-0.115033797109
ACH-000463,-0.310828732658
ACH-000464,-0.05922409597569999
ACH-000466,-0.200769670009
ACH-000467,-0.0699628133402
ACH-000468,-0.144335683953
ACH-000469,-0.233615966895
ACH-000470,-0.093125712552
ACH-000471,-0.134337630026
ACH-000472,-0.17997057505800002
ACH-000473,-0.0210984868714
ACH-000475,-0.114299776134
ACH-000476,-0.25979881491
ACH-000477,0.166410664241
ACH-000480,-0.21925524739500002
ACH-000481,-0.279222998041
ACH-000483,-0.162916319122
ACH-000484,0.11749836519700001
ACH-000485,-0.0351900656333
ACH-000486,-0.20362279795699997
ACH-000487,-0.129345857178
ACH-000488,-0.0503276698527
ACH-000490,-0.17698714567
ACH-000491,-0.16050644876700002
ACH-000495,-0.445628427412
ACH-000496,-0.208940315702
ACH-000499,-0.379763946567
ACH-000500,0.145539654803
ACH-000502,-0.094286182092
ACH-000503,0.0906105426813
ACH-000505,-0.17629810560400003
ACH-000507,-0.0491364576196
ACH-000510,-0.161259221303
ACH-000511,-0.0530945643353
ACH-000512,-0.356115176867
ACH-000516,0.0751450579673
ACH-000517,-0.111312273967
ACH-000518,-0.10320417125
ACH-000520,-0.0748166693344
ACH-000521,-0.128109451688
ACH-000522,0.08559147512639999
ACH-000524,-0.14788283295
ACH-000527,-0.160521892084
ACH-000528,-0.256538307363
ACH-000537,-0.030382084636
ACH-000541,-0.0459524402649
ACH-000542,-0.21312089362199998
ACH-000544,-0.0412741686598
ACH-000545,-0.173667458973
ACH-000547,-0.32301378158300004
ACH-000548,-0.216811409811
ACH-000549,-0.29785755820500004
ACH-000550,-0.28154156086300003
ACH-000552,-0.08161398761689999
ACH-000556,-0.196442150228
ACH-000557,-0.14578021815
ACH-000570,-0.241239466505
ACH-000571,-0.119789137276
ACH-000573,-0.101197047028
ACH-000576,-0.0723824243457
ACH-000580,-0.19015369777399999
ACH-000584,-0.227451723046
ACH-000585,-0.160801599113
ACH-000588,-0.07861523971739999
ACH-000589,-0.19273381732
ACH-000591,-0.367486385985
ACH-000593,-0.172061735261
ACH-000600,-0.159298114657
ACH-000601,-0.119003293808
ACH-000604,-0.103044207353
ACH-000605,-0.20412150265299997
ACH-000606,-0.165337409258
ACH-000608,-0.09955692358210001
ACH-000614,0.09111332588130001
ACH-000616,-0.294702561242
ACH-000618,-0.106396500585
ACH-000619,-0.115371802952
ACH-000620,0.0665008426385
ACH-000621,-0.11379921166099999
ACH-000622,-0.0384956291415
ACH-000623,-0.275118479375
ACH-000624,-0.0813809444173
ACH-000627,-0.13306048684
ACH-000630,-0.0451757535191
ACH-000632,-0.157629395985
ACH-000633,-0.058429203113400004
ACH-000637,-0.165389637077
ACH-000638,-0.321693265757
ACH-000646,-0.0493650426159
ACH-000647,-0.23560928905499998
ACH-000648,-0.110493961714
ACH-000649,-0.21295356207600002
ACH-000651,-0.24033712917
ACH-000652,-0.23259063055999998
ACH-000653,-0.101863103949
ACH-000657,-0.202367642382
ACH-000658,-0.0783708635795
ACH-000661,-0.19405966778
ACH-000662,0.0810253352713
ACH-000663,-0.0797512834412
ACH-000665,-0.27122759899
ACH-000671,-0.18417578329999998
ACH-000673,-0.228427165803
ACH-000676,-0.320739871246
ACH-000677,-0.201622468102
ACH-000681,-0.27861013530400003
ACH-000682,-0.176820194262
ACH-000683,-0.151442218615
ACH-000684,-0.105270979903
ACH-000688,-0.249887590742
ACH-000693,-0.153255058452
ACH-000694,-0.162938681411
ACH-000695,-0.22321895016100002
ACH-000696,-0.0967818187466
ACH-000697,-0.168496890387
ACH-000699,-0.174528019208
ACH-000701,-0.246056958237
ACH-000706,-0.04364495511390001
ACH-000711,-0.166505328906
ACH-000713,0.0956817374446
ACH-000714,-0.134484923761
ACH-000718,-0.09688556004349999
ACH-000720,-0.134225786648
ACH-000721,-0.12215174656300001
ACH-000724,-0.172494806786
ACH-000725,-0.0518065734033
ACH-000732,-0.301134919806
ACH-000734,-0.25723688665100003
ACH-000735,-0.154813934649
ACH-000736,-0.23671569231800002
ACH-000738,-0.342699216465
ACH-000746,-0.0822215335537
ACH-000747,-0.377787410264
ACH-000748,-0.231201627049
ACH-000753,-0.0373750815601
ACH-000756,0.023313101221
ACH-000757,-0.391926142168
ACH-000758,-0.226525503028
ACH-000760,-0.174201004405
ACH-000763,-0.09943209446699999
ACH-000764,-0.0203799212068
ACH-000765,-0.09107117940369999
ACH-000766,-0.16956310575599998
ACH-000767,-0.238300485801
ACH-000768,0.062161907726800004
ACH-000769,-0.386621385357
ACH-000770,-0.15329055199799999
ACH-000771,-0.0427799706606
ACH-000773,-0.555929695743
ACH-000776,-0.19251428404399998
ACH-000777,-0.254776026756
ACH-000778,-0.150161862476
ACH-000781,-0.18556333998799998
ACH-000782,-0.30536091057
ACH-000783,-0.215809785919
ACH-000784,-0.27128383173500004
ACH-000785,-0.16895599537500003
ACH-000787,-0.053355803696300004
ACH-000788,-0.13942658261
ACH-000791,-0.170051349045
ACH-000792,-0.08969842994999999
ACH-000794,-0.183564681036
ACH-000796,-0.218657072025
ACH-000799,-0.22768257260299998
ACH-000800,-0.235722266425
ACH-000802,-0.102610395816
ACH-000804,-0.0765769293029
ACH-000805,-0.0980107214243
ACH-000809,-0.170371840709
ACH-000810,-0.09430449787699999
ACH-000811,-0.0644849643107
ACH-000817,-0.199708238052
ACH-000819,-0.0873128986034
ACH-000820,-0.35264891496100004
ACH-000821,-0.07729415085130001
ACH-000822,-0.08568119683520001
ACH-000823,-0.0480683659439
ACH-000824,-0.20311231897100002
ACH-000827,-0.17027180541499998
ACH-000829,-0.055625633219800005
ACH-000831,-0.255344028805
ACH-000832,-0.0652025542824
ACH-000833,-0.06875747422110001
ACH-000834,-0.235152199893
ACH-000835,-0.149834536962
ACH-000836,-0.227193448523
ACH-000837,-0.16778821363
ACH-000838,-0.36249069502899994
ACH-000839,-0.244223321395
ACH-000840,-0.109489129851
ACH-000841,-0.397145861972
ACH-000843,-0.07096842169260001
ACH-000846,-0.06803932827600001
ACH-000847,-0.5939731116170001
ACH-000848,-0.0893080544823
ACH-000849,-0.17714191491599998
ACH-000851,-0.287435587416
ACH-000855,0.18744426274599998
ACH-000856,-0.133814149057
ACH-000858,-0.157107415408
