,SCRIB (23513)
ACH-000004,0.12456717351600001
ACH-000007,0.28511707289
ACH-000009,0.18382567233
ACH-000011,0.3072364068
ACH-000012,-0.018701037418400002
ACH-000013,-0.0664604998731
ACH-000014,-0.08422583373739999
ACH-000015,0.00567218431214
ACH-000017,0.018243926304400002
ACH-000018,0.197693583675
ACH-000019,0.113132564275
ACH-000021,0.039125242015
ACH-000022,-0.241411372977
ACH-000025,0.0143339056837
ACH-000028,0.058090343973
ACH-000030,0.0659205681248
ACH-000035,-0.090357430748
ACH-000036,-0.47410890148
ACH-000037,-0.24032445968000002
ACH-000039,-0.297089744611
ACH-000040,-0.0768055535995
ACH-000041,0.184106188079
ACH-000042,-0.311370321985
ACH-000045,0.128521070304
ACH-000047,-0.015241049120700002
ACH-000052,-0.024714403196400003
ACH-000053,0.0505339669312
ACH-000054,-0.37584702141599996
ACH-000055,-0.0420362308516
ACH-000060,-0.261105175345
ACH-000067,0.0719396794024
ACH-000070,0.138014435065
ACH-000075,-0.138655427584
ACH-000078,0.016016752835099998
ACH-000082,-0.0565620045535
ACH-000085,-0.367825454755
ACH-000086,-0.19327815736499998
ACH-000087,-0.00584487009229
ACH-000092,-0.18003255608600002
ACH-000095,0.020442673523500002
ACH-000097,-0.0124040081726
ACH-000098,0.0613595688233
ACH-000099,-0.0558727733213
ACH-000108,-0.174359429503
ACH-000113,-0.170240703213
ACH-000115,-0.156297334972
ACH-000116,0.00014080017594
ACH-000118,-0.167944719483
ACH-000120,-0.16153337724000003
ACH-000123,-0.150714665962
ACH-000127,0.0443822745548
ACH-000128,-0.13719355030400002
ACH-000132,-0.200337954397
ACH-000133,-0.0971741694014
ACH-000137,-0.111865659683
ACH-000138,0.12200501727499999
ACH-000142,0.14250820809599998
ACH-000143,-0.0857688885341
ACH-000146,-0.141836508793
ACH-000148,-0.0124451214482
ACH-000150,-0.696815606117
ACH-000152,-0.10941987401900001
ACH-000153,-0.06607827644669999
ACH-000159,0.0184169188105
ACH-000160,-0.021401220719499996
ACH-000163,-0.162673438437
ACH-000167,-0.245605652755
ACH-000168,-0.294186612562
ACH-000169,-0.19631378514400002
ACH-000178,-0.246417572828
ACH-000182,0.133723027403
ACH-000183,0.019263745601299998
ACH-000188,-0.04288426988030001
ACH-000189,0.00517858478693
ACH-000190,-0.19981216015500003
ACH-000198,-0.118202420329
ACH-000204,-0.374101938668
ACH-000206,-0.217157183612
ACH-000207,-0.08627544212810001
ACH-000211,-0.049411882868599995
ACH-000215,-0.209243953091
ACH-000221,-0.0786225922902
ACH-000222,-0.010541222268
ACH-000223,-0.00651412627828
ACH-000226,0.132673625824
ACH-000227,-0.056559247456
ACH-000228,-0.13556478157500002
ACH-000231,-0.234799624933
ACH-000232,-0.140086705889
ACH-000233,0.029909402585
ACH-000234,-0.0406951773803
ACH-000235,-0.18354432191199999
ACH-000237,-0.0736286724946
ACH-000238,-0.294541296122
ACH-000243,0.322215160135
ACH-000244,-0.20212711172400002
ACH-000246,-0.10544878684299999
ACH-000248,-0.137766061767
ACH-000250,-0.266349992819
ACH-000251,-0.133577532761
ACH-000253,-0.16392575917000002
ACH-000255,-0.129924161692
ACH-000256,-0.0393462842319
ACH-000257,0.164412332415
ACH-000258,0.0486775247771
ACH-000259,-0.00457354419663
ACH-000260,-0.100102492204
ACH-000261,-0.09017246685560001
ACH-000262,-0.254789897335
ACH-000263,-0.305258287126
ACH-000264,-0.059376660896300004
ACH-000265,0.0530738319115
ACH-000266,-0.09760408224230001
ACH-000272,-0.0140949079406
ACH-000273,-0.10326554622000002
ACH-000274,-0.311069126088
ACH-000277,-0.16600788614700002
ACH-000278,-0.044809787324000004
ACH-000279,-0.33067083697099997
ACH-000280,-0.27752325445799997
ACH-000281,-0.0450841448967
ACH-000288,0.0609252597838
ACH-000291,0.017174415985
ACH-000293,-0.048017530935399996
ACH-000294,-0.0623698664305
ACH-000295,-0.21542397241099998
ACH-000296,0.0492786215935
ACH-000302,-0.04534086985809999
ACH-000304,-0.0162274108338
ACH-000307,0.0445661905345
ACH-000308,0.04346165422230001
ACH-000310,0.0301303308118
ACH-000311,-0.076714522902
ACH-000312,-0.144759389349
ACH-000315,0.0216641534529
ACH-000316,-0.11251248929999999
ACH-000317,-0.159206490324
ACH-000318,-0.19652095237999997
ACH-000319,0.0953237151874
ACH-000320,0.0397567903353
ACH-000322,-0.14557594806500002
ACH-000323,-0.042407124977
ACH-000324,-0.0661789499567
ACH-000329,-0.149451479627
ACH-000330,0.012845107697299999
ACH-000331,-0.08348494698719999
ACH-000332,0.15246817866100001
ACH-000334,0.152911940475
ACH-000335,0.18789902842700001
ACH-000336,-0.327278673146
ACH-000337,-0.125165532187
ACH-000339,0.07206371602360001
ACH-000341,-0.178032955068
ACH-000348,-0.0866914667233
ACH-000350,-0.0835886443439
ACH-000352,-0.0940309787427
ACH-000356,-0.257086563611
ACH-000361,-0.0342605975068
ACH-000362,-0.0170576271657
ACH-000363,-0.254781111239
ACH-000364,0.0288832802083
ACH-000365,-0.0265786255114
ACH-000366,0.125470511586
ACH-000368,-0.16100519416
ACH-000374,0.09386237641049999
ACH-000375,-0.24073665070300002
ACH-000376,-0.101520007785
ACH-000381,-0.273015150917
