,TAF1D (79101)
ACH-000464,-0.954531532024
ACH-000466,-0.688990107124
ACH-000467,-1.02835111128
ACH-000468,-0.5956676847169999
ACH-000469,-0.902677734484
ACH-000470,-0.7322691458939999
ACH-000471,-0.525285534317
ACH-000472,-0.315752408349
ACH-000473,-0.60667908132
ACH-000475,-0.388761948952
ACH-000476,-0.598043621425
ACH-000477,-0.874433193269
ACH-000480,-0.739235044634
ACH-000481,-0.489572428244
ACH-000483,-0.688114720732
ACH-000484,-0.54397726469
ACH-000485,-0.8561632536980001
ACH-000486,-0.818853589101
ACH-000487,-0.32647902380800004
ACH-000488,-0.737374322529
ACH-000490,-0.906778076267
ACH-000491,-0.639686688296
ACH-000495,-0.909961421019
ACH-000496,-0.420347393023
ACH-000499,-0.555024357229
ACH-000500,-0.04938157855980001
ACH-000502,-0.8503073532600001
ACH-000503,-0.48524577010700004
ACH-000505,-0.627746167701
ACH-000507,-0.2070566777
ACH-000510,-0.47022848500200004
ACH-000511,-0.790308369402
ACH-000512,-0.318782784846
ACH-000516,-0.7815712960619999
ACH-000517,-0.6026617242360001
ACH-000518,-0.777854024514
ACH-000520,-0.653687717657
ACH-000521,-0.6954091365039999
ACH-000522,-0.496780985635
ACH-000524,-0.641957473323
ACH-000527,-0.8974710677399999
ACH-000528,-0.689717794313
ACH-000537,-1.03184972339
ACH-000541,-0.434718366644
ACH-000542,-0.796419855226
ACH-000544,-0.788524259673
ACH-000545,-0.44982340864500003
ACH-000547,-0.43338418687200003
ACH-000548,-0.643499989505
ACH-000549,-0.557918147625
ACH-000550,-0.728620123433
ACH-000552,-0.478034797388
ACH-000556,-0.6153668211609999
ACH-000557,-0.550231286926
ACH-000570,-0.8743830670270001
ACH-000571,-0.754713086005
ACH-000573,-0.574418342573
ACH-000576,-0.636356206508
ACH-000580,-1.3388147716299998
ACH-000584,-0.41677576676100003
ACH-000585,-0.368356570924
ACH-000588,-0.499429719334
ACH-000589,-0.693909860492
ACH-000591,-0.906659566982
ACH-000593,-0.75169175192
ACH-000600,-0.961684657694
ACH-000601,-0.682877995941
ACH-000604,-0.362408282949
ACH-000605,-0.6378108852759999
ACH-000606,-1.0305561165600001
ACH-000608,-0.583662149566
ACH-000614,-0.663607261181
ACH-000616,-0.678530773212
ACH-000618,-0.975470708699
ACH-000619,-0.836222602059
ACH-000620,-0.527526852051
ACH-000621,-0.566444178578
ACH-000622,-0.9179186042599999
ACH-000623,-0.9504633015539999
ACH-000624,-0.6571025275469999
ACH-000627,-0.529233705485
ACH-000630,-0.676954848459
ACH-000632,-0.688082303939
ACH-000633,-0.368006436789
ACH-000637,-0.780822177709
ACH-000638,-0.63298159909
ACH-000646,-0.494302349455
ACH-000647,-0.647256604946
ACH-000648,-1.03523961757
ACH-000649,-0.578306554356
ACH-000651,-0.479508611214
ACH-000652,-0.25484965769400003
ACH-000653,-0.497226013294
ACH-000657,-0.546606277495
ACH-000658,-0.735131763907
ACH-000661,-0.8558845589390001
ACH-000662,-0.614604032231
ACH-000663,-1.1324209090000001
ACH-000665,-1.13844954449
ACH-000671,-0.398090440538
ACH-000673,-0.840564784513
ACH-000676,-0.537648384006
ACH-000677,-0.69145598371
ACH-000681,-0.9484334212109999
ACH-000682,-0.54459502059
ACH-000683,-0.5264227362899999
ACH-000684,-0.933269635942
ACH-000688,-0.685256904826
ACH-000693,-0.551549980131
ACH-000694,-0.664312417305
ACH-000695,-0.7014668167120001
ACH-000696,-0.6448343299939999
ACH-000697,-0.574793348449
ACH-000699,-0.611200248667
ACH-000701,-0.8648952171240001
ACH-000706,-0.390918472724
ACH-000711,-0.304729239679
ACH-000713,-0.446477614067
ACH-000714,-0.7869003657670001
ACH-000718,-0.616878335543
ACH-000720,-0.493101431945
ACH-000721,-0.463526743776
ACH-000724,-0.424588135325
ACH-000725,-0.588227746758
ACH-000732,-0.683711528002
ACH-000734,-0.547817699857
ACH-000735,-0.575266423486
ACH-000736,-0.670804917464
ACH-000738,-1.10387730716
ACH-000746,-0.423811665392
ACH-000747,-0.7465916158600001
ACH-000748,-1.10197233172
ACH-000753,-0.656240820643
ACH-000756,-0.6795969708319999
ACH-000757,-0.44626088063600006
ACH-000758,-0.430809453044
ACH-000760,-0.845875293326
ACH-000763,-1.1019545893
ACH-000764,-0.482170239053
ACH-000765,-0.626148229832
ACH-000766,-0.672174875954
ACH-000767,-0.165424659832
ACH-000768,-0.60761518779
ACH-000769,-0.5162802046180001
ACH-000770,-0.8496629056730001
ACH-000771,-0.59576769658
ACH-000773,-0.901001399775
ACH-000776,-0.684732552736
ACH-000777,-0.910087455482
ACH-000778,-0.942042251463
ACH-000781,-0.698121229708
ACH-000782,-0.733305273544
ACH-000783,-0.6802517019390001
ACH-000784,-0.430912200554
ACH-000785,-0.493537271575
ACH-000787,-0.6838557206489999
ACH-000788,-0.452816949943
ACH-000791,-0.604879751066
ACH-000792,-1.04923329349
ACH-000794,-0.694299758397
ACH-000796,-0.710112951213
ACH-000799,-0.68036553139
ACH-000800,-0.8649436765999999
ACH-000802,-0.669061535035
ACH-000804,-0.8492535249950001
ACH-000805,-0.745813703721
ACH-000809,-0.479481051276
ACH-000810,-1.02281939372
ACH-000811,-0.641958147339
ACH-000817,-0.8362573585780001
ACH-000819,-0.557244805476
ACH-000820,-0.372563294139
ACH-000821,-0.703483596458
ACH-000822,-0.485960042759
ACH-000823,-0.6804545533040001
ACH-000824,-0.704673037071
ACH-000827,-0.636512950926
ACH-000829,-0.8811914338789999
ACH-000831,-0.67854969519
ACH-000832,-0.712611557756
ACH-000833,-0.568617655179
ACH-000834,-0.654697420149
ACH-000835,-0.260080771238
ACH-000836,-0.33704356382
ACH-000837,-1.20238292104
ACH-000838,-0.8013501545239999
ACH-000839,-0.8916952234059999
ACH-000840,-0.403167212566
ACH-000841,-0.444908118255
ACH-000843,-0.9661063590360001
ACH-000846,-0.7397577381980001
ACH-000847,-0.532710053745
ACH-000848,-0.34619547401399997
ACH-000849,-0.59576039245
ACH-000851,-0.533853401888
ACH-000855,-0.840088831486
ACH-000856,-0.7357666758939999
ACH-000858,-0.850790125341
ACH-000859,-0.6551603388139999
ACH-000861,-0.936272937679
ACH-000862,-0.803505922783
ACH-000865,-0.40890439486900004
ACH-000866,-0.466141021245
ACH-000867,-0.44752711624700003
ACH-000869,-0.20125004275199998
ACH-000872,-0.854838182912
ACH-000873,-0.955799770714
ACH-000876,-0.972732452923
ACH-000878,-0.516384378137
ACH-000880,-0.7253908473890001
ACH-000881,-0.46118269851800003
ACH-000882,-0.626920310371
ACH-000884,-0.732280721876
ACH-000885,-0.449753273962
ACH-000887,-0.659644644624
ACH-000888,-0.430847617688
ACH-000889,-0.34023581246600004
ACH-000890,-0.546868533293
ACH-000896,-0.346627266123
ACH-000898,-0.6285522731350001
ACH-000900,-0.7510509336929999
ACH-000901,-1.01515720952
ACH-000905,-0.5187974846769999
ACH-000906,-0.683652522214
ACH-000907,-0.80520703267
ACH-000910,-0.5717692356090001
ACH-000911,-0.558923409328
ACH-000912,-0.5180085217939999
ACH-000913,-0.364453885734
ACH-000915,-0.516874644305
ACH-000916,-0.76554446886
ACH-000917,-0.737051628168
ACH-000921,-0.7353802291670001
ACH-000924,-0.471357398835
ACH-000926,-0.48887770539700004
ACH-000928,-0.649063128209
ACH-000929,-0.585248536424
ACH-000932,-0.27730171251999997
ACH-000935,-0.5604567928199999
ACH-000936,-0.44373033766900005
ACH-000937,-0.731989691406
ACH-000938,-0.679740853168
ACH-000939,-0.310064771104
ACH-000941,-0.563360936704
ACH-000943,-0.463575619634
ACH-000946,-0.969750238033
ACH-000947,-0.833651128969
ACH-000948,-0.8108562984919999
ACH-000950,-0.756423971622
ACH-000953,-0.49066595515699996
ACH-000957,-0.77801959324
ACH-000958,-0.854623681645
ACH-000960,-0.6719794652259999
ACH-000963,-0.560338593529
ACH-000968,-0.551012233578
ACH-000969,-0.49798314346199996
ACH-000973,-0.542966882139
ACH-000974,-0.592917160164
ACH-000975,-0.506299313866
ACH-000976,-0.550218498167
ACH-000978,-0.597783173693
ACH-000980,-0.405653298157
ACH-000984,-0.715606068981
ACH-000986,-0.628125980048
ACH-000988,-0.499801380335
ACH-000993,-0.5300860789190001
ACH-000994,-0.562377560538
ACH-000996,-0.7828072447600001
ACH-001001,-0.544300991615
ACH-001020,-0.392092597442
ACH-001028,-0.622138668571
ACH-001031,-0.726962920335
ACH-001038,-0.5708418987
ACH-001048,-0.578396671546
ACH-001050,-0.823456529084
ACH-001053,-0.36848869126
ACH-001054,-0.571599042381
ACH-001061,-0.753378570516
ACH-001067,-0.8358650635079999
ACH-001075,-0.42620673755099997
ACH-001096,-0.45895106014700005
ACH-001128,-0.0184251906426
ACH-001134,-0.6509809434489999
ACH-001151,-0.589828001587
ACH-001163,-0.49879202540600004
ACH-001164,-0.913650158324
ACH-001173,-0.6881697668410001
ACH-001183,-0.6871982049240001
ACH-001184,-0.260249262255
ACH-001190,-0.487433033223
ACH-001192,-0.285462553934
ACH-001193,-0.6048113803549999
ACH-001196,-0.670251844766
ACH-001197,-0.5031445977660001
ACH-001205,-0.8415236899420001
ACH-001211,-0.758516315228
ACH-001212,-0.6273518721970001
ACH-001228,-0.634487753699
ACH-001232,-0.9157340799279999
ACH-001239,-0.5187216211729999
ACH-001274,-0.678735729047
ACH-001275,-0.485825131099
ACH-001277,-0.63907772948
ACH-001278,-0.81330584718
ACH-001280,-0.8649446534049999
ACH-001283,-0.671922541382
ACH-001289,-1.0630846232200002
ACH-001295,-0.438344687593
ACH-001300,-0.715590482571
ACH-001301,-0.7117932785109999
ACH-001302,-0.621948366363
ACH-001303,-0.527620213947
ACH-001306,-0.492541325159
ACH-001318,-0.406193216755
ACH-001322,-0.424959088851
ACH-001328,-0.7500344292899999
ACH-001332,-0.556704606793
ACH-001333,-0.519854768158
ACH-001336,-0.621440582077
ACH-001340,-0.9681060835969999
ACH-001346,-0.535787993029
ACH-001353,-0.571264869274
ACH-001354,-0.474330591983
ACH-001367,-0.437835384387
ACH-001368,-0.524724443497
ACH-001374,-0.514787945353
ACH-001375,-0.42423040415700003
ACH-001377,-0.806089372578
ACH-001380,-0.425699934621
ACH-001391,-0.28624279666700003
ACH-001407,-0.466009255833
ACH-001408,-0.7796546472779999
ACH-001413,-0.982890571664
ACH-001430,-0.333778936307
ACH-001431,-1.2021413852
ACH-001450,-0.573309889153
ACH-001496,-0.42988263836199997
ACH-001500,-0.190886136787
ACH-001521,-0.7183272466410001
ACH-001523,-0.618406121515
ACH-001532,-1.0107711637
ACH-001536,-0.929634094671
ACH-001550,-0.440480685092
ACH-001552,-0.7993246342839999
ACH-001554,-0.6169091204280001
ACH-001645,-1.03907923362
ACH-001654,-0.759132759974
ACH-001715,-0.730084316234
ACH-001735,-0.615163484203
ACH-001736,-0.63839332658
ACH-001737,-1.28935468431
ACH-001740,-0.5017215281149999
ACH-001745,-0.26469235299800004
ACH-001750,-0.691258717487
ACH-001765,-0.29465348173
ACH-001956,-0.716660392527
ACH-001957,-0.50128878686
