,JOSD1 (9929)
ACH-000004,-0.292250751939
ACH-000007,-0.36139263953699996
ACH-000009,-0.23515076959800002
ACH-000011,-0.299774838975
ACH-000012,-0.20951698752
ACH-000013,-0.214779750306
ACH-000014,-0.402662158331
ACH-000015,-0.413380591668
ACH-000017,-0.307861189207
ACH-000018,-0.42280353516900004
ACH-000019,-0.644840034181
ACH-000021,-0.160055455977
ACH-000022,-0.347270174078
ACH-000025,-0.496462310256
ACH-000028,-0.425359995801
ACH-000030,-0.452175209706
ACH-000035,-0.5087807897950001
ACH-000036,-0.273899777872
ACH-000037,-0.37747685052100005
ACH-000039,-0.512155937038
ACH-000040,-0.25499953663
ACH-000041,-0.397477714263
ACH-000042,-0.642778185966
ACH-000045,-0.333063094609
ACH-000047,-0.303424822137
ACH-000052,-0.38508597320200005
ACH-000053,-0.294751334584
ACH-000054,-0.367250073297
ACH-000055,-0.311122428497
ACH-000060,-0.679967209016
ACH-000067,-0.663538218897
ACH-000070,0.336589294529
ACH-000075,-0.193589076998
ACH-000078,-0.42045091643700006
ACH-000082,-0.38515158718099995
ACH-000085,-0.779350148507
ACH-000086,-0.042239321520400004
ACH-000087,0.0691359952796
ACH-000092,-0.30628298694600004
ACH-000095,-0.13051650105999998
ACH-000097,-0.19203484071600002
ACH-000098,-0.39575137135399996
ACH-000099,-0.218597553132
ACH-000108,-0.0981152386662
ACH-000113,-0.250056631197
ACH-000115,-0.424974978995
ACH-000116,-0.262822375714
ACH-000118,-0.341145260977
ACH-000120,-0.0954371433265
ACH-000123,-0.17354880114799998
ACH-000127,-0.274390296076
ACH-000128,-0.247675874767
ACH-000132,-0.42087988546099997
ACH-000133,-0.429985117664
ACH-000137,-0.414623464392
ACH-000138,-0.20790224049199998
ACH-000142,-0.295700838886
ACH-000143,-0.619879756612
ACH-000146,-0.33493882292800004
ACH-000148,-0.327360627962
ACH-000150,-0.45975003686099997
ACH-000152,-0.31603093198300003
ACH-000153,0.15695133652100002
ACH-000159,-0.280507946125
ACH-000160,-0.319790351775
ACH-000163,-0.31473944715
ACH-000167,-0.26473450010899996
ACH-000168,-0.443008261606
ACH-000169,-0.5427219225959999
ACH-000178,-0.42425919328199996
ACH-000182,-0.175915196711
ACH-000183,-0.20193474316799997
ACH-000188,-0.293414133068
ACH-000189,-0.200843123637
ACH-000190,-0.0158910979647
ACH-000198,-0.581346146681
ACH-000204,-0.200988894345
ACH-000206,-0.516592763147
ACH-000207,0.00942282166527
ACH-000211,-0.45950258126500004
ACH-000215,-0.32191985106300003
ACH-000221,-0.275646918533
ACH-000222,-0.431982385095
ACH-000223,-0.455207969002
ACH-000226,-0.226811448618
ACH-000227,-0.561627410684
ACH-000228,-0.423448954313
ACH-000231,-0.453678522495
ACH-000232,-0.487137036732
ACH-000233,-0.467816513553
ACH-000234,-0.131093965673
ACH-000235,-0.269063535561
ACH-000237,-0.352705674522
ACH-000238,-0.34492346399
ACH-000243,-0.323589263668
ACH-000244,-0.47931001783699995
ACH-000246,-0.31125898681499997
ACH-000248,-0.204057832419
ACH-000250,-0.20435313772500002
ACH-000251,-0.30922065934
ACH-000253,-0.419576236087
ACH-000255,-0.520417054073
ACH-000256,-0.315338437325
ACH-000257,0.005402251235270001
ACH-000258,-0.0039096990722399996
ACH-000259,-0.28769841946400004
ACH-000260,-0.19682664397500002
ACH-000261,-0.283641414578
ACH-000262,-0.30891907157
ACH-000263,0.256279950767
ACH-000264,-0.316053921337
ACH-000265,-0.182111269091
ACH-000266,-0.29851433322
ACH-000272,-0.438267411834
ACH-000273,-0.418054879018
ACH-000274,-0.47575113069200003
ACH-000277,-0.471628945197
ACH-000278,-0.455027271358
ACH-000279,-0.353416319287
ACH-000280,-0.17150133816100002
ACH-000281,-0.0143981334846
ACH-000288,-0.305400068046
ACH-000291,-0.113204803169
ACH-000293,-0.38475885042499997
ACH-000294,-0.12571151179
ACH-000295,-0.306392682451
ACH-000296,-0.27685814953000004
ACH-000302,-0.308506114008
ACH-000304,-0.27826716439300003
ACH-000307,-0.399408520311
ACH-000308,-0.374984269156
ACH-000310,-0.37223039112499995
ACH-000311,-0.333168149559
ACH-000312,-0.132608530605
ACH-000315,-0.136890458389
ACH-000316,-0.231820598924
ACH-000317,0.0799471331018
ACH-000318,-0.729661322711
ACH-000319,-0.291212581329
ACH-000320,-0.0972082090898
ACH-000322,-0.67528821277
ACH-000323,-0.317174450938
ACH-000324,-0.524315313593
ACH-000329,-0.323013778837
ACH-000330,-0.323106628695
ACH-000331,-0.189242444206
ACH-000332,-0.276513340146
ACH-000334,0.0758184601349
ACH-000335,-0.227372056305
ACH-000336,-0.528185559258
ACH-000337,-0.163441342894
ACH-000339,-0.35122116558399996
ACH-000341,-0.114633244461
ACH-000348,-0.280694000584
ACH-000350,-0.137202701506
ACH-000352,-0.15722955825999999
ACH-000356,-0.11801714934100001
ACH-000361,-0.405811995692
ACH-000362,-0.28473344731600003
ACH-000363,-0.0658237898664
ACH-000364,-0.312393332918
ACH-000365,-0.16205001742
ACH-000366,-0.252370176049
ACH-000368,-0.614473247188
ACH-000374,-0.128958293058
ACH-000375,-0.196616282709
ACH-000376,-0.34053779133199996
ACH-000381,-0.200747602136
ACH-000383,-0.317093714652
ACH-000387,-0.218195768103
ACH-000389,-0.33727648197
ACH-000390,-0.383597302324
ACH-000393,-0.180589632282
ACH-000395,-0.491554597355
ACH-000397,-0.478517024585
ACH-000401,-0.397598059572
ACH-000402,-0.0646351326346
ACH-000403,-0.382430884812
ACH-000404,-0.154323890269
ACH-000406,-0.277438755395
ACH-000407,-0.27879688049400003
ACH-000408,-0.22225338154100002
ACH-000410,-0.261811461673
ACH-000411,-0.24752309119399998
ACH-000414,-0.20650078221700002
ACH-000415,-0.18396335818
ACH-000416,-0.402844245801
ACH-000420,-0.311839729826
ACH-000421,-0.325153915769
ACH-000424,-0.37253537980499996
ACH-000425,-0.352592992501
ACH-000426,-0.058642132387100004
ACH-000427,-0.491376358961
ACH-000433,-0.25877616936500003
ACH-000436,-0.0520410106342
ACH-000444,-0.209844147057
ACH-000445,-0.308333537395
ACH-000448,-0.293419553547
ACH-000450,-0.36684656090000006
ACH-000452,-0.39573420441
ACH-000454,-0.410770481794
ACH-000458,-0.238107265677
ACH-000459,-0.18379739144
ACH-000460,-0.195387854285
ACH-000461,-0.290045329738
ACH-000463,-0.219750524587
ACH-000464,-0.34081749868100003
ACH-000466,-0.377182114969
ACH-000467,-0.264456408367
ACH-000468,-0.156981464942
ACH-000469,-0.462035193001
ACH-000470,-0.39920999708099997
ACH-000471,-0.361116738023
ACH-000472,-0.319720397183
ACH-000473,-0.186090100554
ACH-000475,-0.296994951571
ACH-000476,-0.27991647590700003
ACH-000477,-0.04262000480269999
ACH-000480,-0.27100559906800004
ACH-000481,-0.228097421276
ACH-000483,-0.381711669677
ACH-000484,-0.22740169101799998
ACH-000485,-0.26411465721599997
ACH-000486,-0.20632675797699998
ACH-000487,-0.316042376374
ACH-000488,-0.303319791831
ACH-000490,-0.264346377522
ACH-000491,-0.33643153185
ACH-000495,-0.317235689476
ACH-000496,-0.310745141217
ACH-000499,-0.341854513143
ACH-000500,0.052319181014700004
ACH-000502,-0.259697872738
ACH-000503,-0.650524131933
ACH-000505,-0.44722963808999994
ACH-000507,-0.264497954534
ACH-000510,-0.322675763823
ACH-000511,-0.20920962034200002
ACH-000512,-0.160372726895
ACH-000516,-0.612159988539
ACH-000517,-0.311621447368
ACH-000518,-0.295430413334
ACH-000520,-0.245774411702
ACH-000521,-0.123813406002
ACH-000522,-0.124187549976
ACH-000524,-0.341932068064
ACH-000527,-0.267150650229
ACH-000528,-0.33871231172
ACH-000537,-0.483796446568
ACH-000541,-0.341876253301
ACH-000542,-0.232228680038
ACH-000544,-0.280452552759
ACH-000545,-0.19375458602600001
ACH-000547,-0.37619479573700004
ACH-000548,-0.247383184802
ACH-000549,-0.339106907297
ACH-000550,-0.238942421056
ACH-000552,-0.429280705621
ACH-000556,-0.244359678218
ACH-000557,-0.10869958832
ACH-000570,-0.5211146977059999
ACH-000571,-0.448653233155
ACH-000573,-0.37118440940700004
ACH-000576,-0.385920023073
ACH-000580,-0.400516732886
ACH-000584,-0.266665739276
ACH-000585,-0.09000261487
ACH-000588,0.0021603722762699997
ACH-000589,-0.20315145528700002
ACH-000591,-0.34056287237099997
ACH-000593,-0.149086938402
ACH-000600,-0.21549475958
ACH-000601,-0.278342831514
ACH-000604,-0.212487753584
ACH-000605,-0.230895287072
ACH-000606,-0.266481553754
ACH-000608,-0.42969592073
ACH-000614,-0.172124083339
ACH-000616,-0.182282414349
ACH-000618,-0.22534506934
ACH-000619,-0.492686341311
ACH-000620,-0.279632565686
ACH-000621,-0.227860379838
ACH-000622,-0.25558165054000004
ACH-000623,-0.588643978744
ACH-000624,-0.243403022497
ACH-000627,-0.305156865079
ACH-000630,-0.434442648758
ACH-000632,-0.35050180739
ACH-000633,-0.512842871248
ACH-000637,-0.276860002035
ACH-000638,-0.0886057808364
ACH-000646,-0.37330906885799997
ACH-000647,-0.299230013866
ACH-000648,-0.190294907353
ACH-000649,-0.235619463242
ACH-000651,-0.281811681368
ACH-000652,-0.375359515532
ACH-000653,-0.242336648566
ACH-000657,-0.26014249260600003
ACH-000658,-0.18920548421100003
ACH-000661,-0.077224718904
ACH-000662,-0.0227059857711
ACH-000663,-0.373001444095
ACH-000665,-0.491838845865
ACH-000671,-0.0756305544073
ACH-000673,-0.509229222697
ACH-000676,-0.154288228574
ACH-000677,-0.33841903607100005
ACH-000681,-0.255623653251
ACH-000682,-0.237877095693
ACH-000683,-0.30795947040399996
ACH-000684,-0.358383439137
ACH-000688,-0.293931519081
ACH-000693,-0.21765995640500002
ACH-000694,-0.269703209238
ACH-000695,-0.25018729571
ACH-000696,-0.20280190532499998
ACH-000697,-0.17779308068500002
ACH-000699,-0.277916385436
ACH-000701,-0.07179673571800001
ACH-000706,-0.40355359307099997
ACH-000711,-0.28960792653
ACH-000713,-0.304207533212
ACH-000714,-0.262017463909
ACH-000718,-0.108013820873
ACH-000720,-0.298791517201
ACH-000721,-0.36557787272500003
ACH-000724,-0.441201566313
ACH-000725,-0.42230164189099995
ACH-000732,-0.395222286461
ACH-000734,-0.19185183290199997
ACH-000735,-0.523956401378
ACH-000736,-0.391687224182
ACH-000738,-0.25081771448
ACH-000746,-0.09750354197580001
ACH-000747,-0.243801969962
ACH-000748,-0.35443197622199996
ACH-000753,-0.253611759873
ACH-000756,-0.365194921999
ACH-000757,-0.18123540265000002
ACH-000758,-0.189533154791
ACH-000760,-0.0954323189301
ACH-000763,-0.33701678368500004
ACH-000764,-0.212308595146
ACH-000765,-0.0885796826466
ACH-000766,-0.444683231518
ACH-000767,-0.312397981865
ACH-000768,-0.19867001014600003
ACH-000769,-0.452521129231
ACH-000770,-0.290396398561
ACH-000771,-0.257777759898
ACH-000773,-0.21296567114700002
ACH-000776,-0.36004257044699994
ACH-000777,-0.10208226408
ACH-000778,-0.454551363456
ACH-000781,-0.29543381949299996
ACH-000782,-0.344435202261
ACH-000783,-0.280113894627
ACH-000784,-0.235411101653
ACH-000785,-0.207031452398
ACH-000787,-0.552561580756
ACH-000788,-0.354617930678
ACH-000791,-0.424548205938
ACH-000792,-0.291505455456
ACH-000794,-0.477967761121
ACH-000796,-0.230407398554
ACH-000799,-0.44545428090899997
ACH-000800,-0.19377335998
ACH-000802,-0.23186307629900002
ACH-000804,-0.283628261845
ACH-000805,-0.580209663761
ACH-000809,-0.326514310182
ACH-000810,-0.734617812281
ACH-000811,-0.404667679366
ACH-000817,-0.190654557228
ACH-000819,-0.438333779124
ACH-000820,-0.164935858499
ACH-000821,-0.512711232079
ACH-000822,-0.142474631426
ACH-000823,-0.277091395029
ACH-000824,-0.321998812469
ACH-000827,-0.21655482995
ACH-000829,-0.26549301487
ACH-000831,-0.25580700166
ACH-000832,-0.403386102182
ACH-000833,0.048452216520699996
ACH-000834,-0.22955258268000003
ACH-000835,-0.278636853106
ACH-000836,-0.501412584815
ACH-000837,-0.12277677096799999
ACH-000838,-0.00854931966931
ACH-000839,-0.270732720281
ACH-000840,-0.598702886411
ACH-000841,-0.48982052724299996
ACH-000843,-0.200291722376
ACH-000846,-0.453310419621
ACH-000847,-0.20624330984900002
ACH-000848,-0.16904278278999998
ACH-000849,-0.268575059195
ACH-000851,-0.281240600616
ACH-000855,-0.503676305398
ACH-000856,-0.37302186884300004
ACH-000858,-0.319564544963
ACH-000859,-0.21844366914299998
ACH-000861,0.00214053395843
ACH-000862,0.018346221211099998
ACH-000865,-0.11613907185200001
ACH-000866,-0.366212594018
ACH-000867,-0.155784032328
ACH-000869,-0.114626955076
ACH-000872,-0.192869242354
ACH-000873,-0.182891574686
ACH-000876,-0.345461202457
ACH-000878,-0.44189463364200005
ACH-000880,-0.22903450905699999
ACH-000881,-0.384515421874
ACH-000882,-0.0438658767809
ACH-000884,-0.359681265013
ACH-000885,-0.313925720788
ACH-000887,-0.34233598138099997
ACH-000888,-0.286066365193
ACH-000889,-0.23587381481
ACH-000890,-0.497223979617
ACH-000896,-0.263643121117
ACH-000898,-0.34418523309199994
ACH-000900,-0.5699090801100001
ACH-000901,-0.27581786887
ACH-000905,-0.23565445830899998
ACH-000906,-0.40158808611900004
ACH-000907,-0.474647148591
ACH-000910,-0.44262947045100004
ACH-000911,-0.27583819935
ACH-000912,-0.275583055789
ACH-000913,-0.292431856581
ACH-000915,-0.179220396418
ACH-000916,-0.577882898142
ACH-000917,-0.419465455207
ACH-000921,-0.535106177188
ACH-000924,-0.16441004021299999
ACH-000926,-0.35508037670000003
ACH-000928,-0.0519853158531
ACH-000929,-0.027384254432900004
ACH-000932,-0.21868327871999999
ACH-000935,-0.214162390597
ACH-000936,-0.199150473679
ACH-000937,-0.269326859071
ACH-000938,-0.267529509735
ACH-000939,-0.368879305323
ACH-000941,-0.303260370399
ACH-000943,-0.242306605989
ACH-000946,-0.34265573797
ACH-000947,-0.290068219324
ACH-000948,-0.31881583443399997
ACH-000950,-0.580515132701
ACH-000953,-0.239842457978
ACH-000957,-0.309850272708
ACH-000958,-0.5403684228419999
ACH-000960,-0.0981428822112
ACH-000963,-0.475213001972
ACH-000968,-0.284513685523
ACH-000969,-0.221538261171
ACH-000973,-0.284094460371
ACH-000974,-0.13797508305199999
ACH-000975,-0.361564140388
ACH-000976,-0.280919668066
ACH-000978,-0.052884890316500004
ACH-000980,-0.280654109173
ACH-000984,-0.21144112789900002
ACH-000986,-0.318845106789
ACH-000988,-0.23087134391999997
ACH-000993,-0.0251631839421
ACH-000994,-0.349344179833
ACH-000996,-0.343788053723
ACH-001001,-0.18441992695
ACH-001020,-0.327457321285
ACH-001028,-0.274954122323
ACH-001031,-0.24012512037099998
ACH-001038,-0.313260654126
ACH-001048,-0.266967186877
ACH-001050,-0.47988737687700006
ACH-001053,-0.379543334657
ACH-001054,-0.35052546873
ACH-001061,-0.13823791983
ACH-001067,-0.330639473353
ACH-001075,-0.410780065696
ACH-001096,-0.08526672340119999
ACH-001128,-0.36089288757200005
ACH-001134,-0.207569832165
ACH-001151,-0.20061154644200002
ACH-001163,-0.346240321502
ACH-001164,-0.138592052061
ACH-001173,-0.29300680993
ACH-001183,-0.398664922427
ACH-001184,-0.289919634058
ACH-001190,-0.527218052911
ACH-001192,-0.321405136494
ACH-001193,-0.467279235088
ACH-001196,-0.44180545431100005
ACH-001197,-0.359784528227
ACH-001205,-0.489068814133
ACH-001211,-0.0701736990712
ACH-001212,-0.558011885696
ACH-001228,-0.0299523774197
ACH-001232,-0.16547581688899998
ACH-001239,-0.35910615671999996
ACH-001274,-0.146378716581
ACH-001275,-0.40789790829800004
ACH-001277,-0.288461666451
ACH-001278,-0.35881571485200003
ACH-001280,-0.193017732
ACH-001283,-0.316069764976
ACH-001289,-0.15920854839600002
