,STX12 (23673)
ACH-000004,-0.167857698372
ACH-000007,-0.049627984637199994
ACH-000009,-0.332925753513
ACH-000011,-0.71255097244
ACH-000012,-0.23487587083
ACH-000013,-0.133673124268
ACH-000014,-0.21110456839800001
ACH-000015,0.0327994929667
ACH-000017,-0.185574104884
ACH-000018,-0.139230869242
ACH-000019,-0.250704573557
ACH-000021,-0.129707514812
ACH-000022,-0.026395402479099998
ACH-000025,-0.118955616152
ACH-000028,-0.157283565139
ACH-000030,-0.182176465116
ACH-000035,-0.21916529003600002
ACH-000036,-0.16873033893199998
ACH-000037,-0.479923156181
ACH-000039,-0.27626697213
ACH-000040,-0.187993827355
ACH-000041,-0.024268859449900003
ACH-000042,-0.22213826759
ACH-000045,-0.024937641656
ACH-000047,-0.17159459952300002
ACH-000052,-0.142705475334
ACH-000053,-0.33994736143700005
ACH-000054,-0.157072448017
ACH-000055,-0.141169290198
ACH-000060,-0.0949303470717
ACH-000067,-0.219474451728
ACH-000070,-0.793274610115
ACH-000075,-0.240157017187
ACH-000078,-0.509484219486
ACH-000082,-0.0207564479543
ACH-000085,-0.46134698499
ACH-000086,-0.158598363518
ACH-000087,-0.042952420787800004
ACH-000092,-0.338118899453
ACH-000095,-0.394220167899
ACH-000097,-0.189961767531
ACH-000098,-0.0769961955963
ACH-000099,-0.901632896359
ACH-000108,-0.00491828643754
ACH-000113,-0.0645566558161
ACH-000115,-0.260343985222
ACH-000116,-0.255313455649
ACH-000118,-0.162317583726
ACH-000120,-0.158517908648
ACH-000123,-0.167697624577
ACH-000127,-0.126982981872
ACH-000128,-0.36827464642200003
ACH-000132,-0.10324633759099999
ACH-000133,-0.267603246727
ACH-000137,-0.24949918727899997
ACH-000138,-0.0857147353357
ACH-000142,-0.47569193713799995
ACH-000143,-0.183980623362
ACH-000146,-0.168175173204
ACH-000148,-0.203176351417
ACH-000150,-0.388286248987
ACH-000152,-0.318404209599
ACH-000153,-0.237122387151
ACH-000159,-0.18010616724300002
ACH-000160,-0.24663942400400002
ACH-000163,-0.144974351681
ACH-000167,-0.248365432322
ACH-000168,-0.227279064749
ACH-000169,-0.387612829444
ACH-000178,-0.0830110598467
ACH-000182,-0.04898915481359999
ACH-000183,-0.41600326766400003
ACH-000188,-0.29577454562600003
ACH-000189,-0.0998435532766
ACH-000190,-0.274861645441
ACH-000198,-0.24858818362799998
ACH-000204,0.0482561800142
ACH-000206,-0.0199375703822
ACH-000207,-0.405863191822
ACH-000211,-0.161010921042
ACH-000215,-0.317286039622
ACH-000221,-0.0398228217625
ACH-000222,-0.0576444326724
ACH-000223,-0.24368313158000005
ACH-000226,-0.105854202821
ACH-000227,-0.5929320867719999
ACH-000228,-0.18910020994600002
ACH-000231,-0.0926764773253
ACH-000232,-0.18402057882800002
ACH-000233,-0.18868018542800002
ACH-000234,-0.21414358792399998
ACH-000235,-0.101717897413
ACH-000237,-0.349079302718
ACH-000238,-0.304074746836
ACH-000243,-0.18419173046100001
ACH-000244,-0.17631887872699997
ACH-000246,-0.33004298821
