,GTSF1 (121355)
ACH-000004,-0.09442380104520001
ACH-000007,-0.342393365881
ACH-000009,-0.038979009520199996
ACH-000011,-0.353802279329
ACH-000012,-0.554204824822
ACH-000013,-0.185347401952
ACH-000014,-0.228576414214
ACH-000015,-0.189911399154
ACH-000017,-0.156725591588
ACH-000018,-0.21455832723700002
ACH-000019,0.0980103173474
ACH-000021,0.0113751819677
ACH-000022,-0.146831190695
ACH-000025,-0.173422195113
ACH-000028,-0.181217505095
ACH-000030,-0.25505165875
ACH-000035,-0.05182154296369999
ACH-000036,-0.110583462675
ACH-000037,-0.532302327709
ACH-000039,-0.127797771848
ACH-000040,-0.310406440777
ACH-000041,-0.23172423699099998
ACH-000042,-0.048433670634
ACH-000045,-0.17467790114300003
ACH-000047,-0.263992572291
ACH-000052,-0.0306359952553
ACH-000053,-0.145845398863
ACH-000054,-0.14309356318
ACH-000055,0.18213009255600002
ACH-000060,-0.09922786497279999
ACH-000067,-0.41397286684900003
ACH-000070,-0.28297201038
ACH-000075,-0.35312949865800003
ACH-000078,-0.134384549397
ACH-000082,-0.0641981508943
ACH-000085,-0.218032904956
ACH-000086,-0.141683814003
ACH-000087,-0.129775596081
ACH-000092,-0.138840760002
ACH-000095,-0.017150203014499998
ACH-000097,-0.176575852924
ACH-000098,0.009391751341610001
ACH-000099,0.0667785419708
ACH-000108,0.19776658085700002
ACH-000113,-0.241702477386
ACH-000115,-0.142624953773
ACH-000116,-0.041340711362900004
ACH-000118,-0.147810232058
ACH-000120,0.0215034594661
ACH-000123,-0.147791166174
ACH-000127,-0.220083161392
ACH-000128,-0.154592034933
ACH-000132,-0.0468174520849
ACH-000133,-0.30807462746500003
ACH-000137,-0.168080080975
ACH-000138,-0.15777862569599999
ACH-000142,-0.14210578823699999
ACH-000143,-0.133818847372
ACH-000146,-0.0532446861841
ACH-000148,0.00956101509361
ACH-000150,-0.425650671029
ACH-000152,-0.334327856466
ACH-000153,-0.0767245828456
ACH-000159,-0.21443682120700003
ACH-000160,-0.224917559032
ACH-000163,-0.19199168391899998
ACH-000167,-0.15656560953
ACH-000168,-0.2253531071
ACH-000169,-0.132711887636
ACH-000178,-0.185897040185
ACH-000182,-0.204189951954
ACH-000183,-0.16151159797700002
ACH-000188,-0.152452010341
ACH-000189,-0.32558558322299996
ACH-000190,-0.235710368219
ACH-000198,-0.19330672961599998
ACH-000204,-0.18539868108600002
ACH-000206,-0.0897168121806
ACH-000207,-0.207499569236
ACH-000211,-0.0972178458519
ACH-000215,-0.18378504463
ACH-000221,-0.068339530181
ACH-000222,0.142081859265
ACH-000223,-0.167365673602
ACH-000226,-0.227111047377
ACH-000227,-0.0672339510944
ACH-000228,-0.11373778335200001
ACH-000231,-0.100722338484
ACH-000232,-0.06479063331450001
ACH-000233,-0.141225913859
ACH-000234,-0.518685788842
ACH-000235,-0.196831715363
ACH-000237,-0.18168322771899997
ACH-000238,-0.260931372081
ACH-000243,-0.0600921869936
ACH-000244,-0.289078343764
ACH-000246,-0.18957464297200002
ACH-000248,-0.180365514873
ACH-000250,-0.0618276096249
ACH-000251,0.0124417148306
ACH-000253,-0.252380784001
ACH-000255,-0.142429016844
ACH-000256,-0.191547355218
ACH-000257,0.319213660723
ACH-000258,0.223814146833
ACH-000259,-0.121732395963
ACH-000260,-0.11263535077299999
ACH-000261,-0.22145718577
ACH-000262,-0.09498243480350001
ACH-000263,0.0794869968133
ACH-000264,-0.19231542837299997
ACH-000265,0.0262670679815
ACH-000266,-0.13660067851299998
ACH-000272,-0.145935114306
ACH-000273,-0.162540000278
ACH-000274,-0.10698054432199999
ACH-000277,-0.044995650383400004
ACH-000278,-0.0707899538772
ACH-000279,0.0350069333907
ACH-000280,-0.18623357095100002
ACH-000281,-0.211252658339
ACH-000288,-0.179096574564
ACH-000291,-0.06969521309019999
ACH-000293,0.00581685344258
ACH-000294,0.0816087270795
ACH-000295,-0.34376654331999995
ACH-000296,-0.0264585251652
ACH-000302,-0.08642277740460001
ACH-000304,-0.417189407706
ACH-000307,-0.17753570993700002
ACH-000308,-0.18796585945
ACH-000310,0.179320110656
ACH-000311,-0.19101736680999998
ACH-000312,0.0874537195774
ACH-000315,-0.221194830172
ACH-000316,0.15007431906500002
ACH-000317,-0.22303428115600002
ACH-000318,-0.414257590484
ACH-000319,-0.213734346814
ACH-000320,0.159253659582
ACH-000322,-0.32712267939899997
ACH-000323,-0.132382033202
ACH-000324,-0.0448738890388
ACH-000329,-0.17896699244000003
ACH-000330,-0.177950166014
ACH-000331,-0.13520975431600002
ACH-000332,-0.09409314175139999
ACH-000334,-0.18114338588
ACH-000335,-0.128844513419
ACH-000336,-0.387800435008
ACH-000337,-0.12221935915200001
ACH-000339,-0.152028109726
ACH-000341,0.17310288387699999
ACH-000348,-0.277010681985
ACH-000350,-0.241474748549
ACH-000352,-0.13886585666200002
ACH-000356,-0.333144921944
ACH-000361,-0.137618751501
ACH-000362,-0.20818731201299998
ACH-000363,-0.202427318395
ACH-000364,-0.140039176084
ACH-000365,-0.17296297635400001
ACH-000366,-0.07188385551030001
ACH-000368,-0.305327505936
ACH-000374,-0.153922108958
ACH-000375,-0.0718877991553
ACH-000376,-0.169640998534
ACH-000381,-0.0668940255114
ACH-000383,-0.0499692338081
ACH-000387,-0.0327253267006
ACH-000389,-0.236245522117
ACH-000390,-0.126242294695
ACH-000393,-0.0903266842574
ACH-000395,0.021911611794
ACH-000397,-0.191001249782
ACH-000401,-0.10128028582399999
ACH-000402,-0.0147883666029
ACH-000403,-0.0390988149114
ACH-000404,0.159676600966
ACH-000406,-0.0496341779539
ACH-000407,-0.13145258717900002
ACH-000408,-0.135847370418
ACH-000410,-0.057441248406999997
ACH-000411,-0.20199731911200003
ACH-000414,-0.224146060289
ACH-000415,-0.010553755025200002
ACH-000416,-0.18664758453299998
ACH-000420,-0.329995267225
ACH-000421,-0.18287261380999997
ACH-000424,-0.5529401952040001
ACH-000425,-0.21088891254500003
ACH-000426,-0.442338654395
ACH-000427,0.00792145858895
ACH-000433,-0.126698915426
ACH-000436,-0.28166170430799997
ACH-000444,-0.217552880827
ACH-000445,-0.07131224532760001
ACH-000448,-0.14420266617900002
ACH-000450,-0.0770561759038
ACH-000452,-0.292946555768
ACH-000454,0.128598300382
ACH-000458,-0.398761123322
ACH-000459,-0.297996104677
ACH-000460,-0.119328550403
ACH-000461,-0.246181307889
ACH-000463,-0.337813105505
ACH-000464,-0.11054173581700001
ACH-000466,0.0856046595207
ACH-000467,-0.0593472654958
ACH-000468,-0.00048381976872
ACH-000469,-0.252385916986
ACH-000470,0.15795050354
ACH-000471,-0.106257230899
ACH-000472,-0.181867484534
ACH-000473,-0.0127743201815
ACH-000475,-0.210364398637
ACH-000476,-0.36951352386299996
ACH-000477,-0.026324821693700002
ACH-000480,-0.297221571661
ACH-000481,-0.14825077363800002
ACH-000483,-0.229452062471
ACH-000484,-0.0553131492251
ACH-000485,-0.0909828699156
ACH-000486,-0.33828790135799996
ACH-000487,-0.109878199735
ACH-000488,-0.139380552029
ACH-000490,-0.161158233177
ACH-000491,-0.160223418359
ACH-000495,-0.0220407128126
ACH-000496,-0.05825975209459999
ACH-000499,-0.372385987253
ACH-000500,-0.07395762329439999
ACH-000502,-0.16857890414
ACH-000503,-0.0985139270252
ACH-000505,-0.10062926763800001
ACH-000507,-0.142891559024
ACH-000510,-0.13319751534000002
ACH-000511,-0.0148326632004
ACH-000512,-0.0569326060699
ACH-000516,-0.309986525923
ACH-000517,-0.0930050440937
ACH-000518,-0.138421292715
ACH-000520,-0.159212500133
ACH-000521,0.269337889102
ACH-000522,-0.00504532327794
ACH-000524,-0.146567785162
ACH-000527,-0.189960405457
ACH-000528,-0.17713919637000003
ACH-000537,-0.185650458739
ACH-000541,-0.322621148011
ACH-000542,-0.10464785484200001
ACH-000544,-0.336789215401
ACH-000545,-0.22198325336
ACH-000547,-0.000879004626405
ACH-000548,-0.106951003578
ACH-000549,-0.13659003695
ACH-000550,-0.245664126776
ACH-000552,-0.0950862000713
ACH-000556,-0.313244218218
ACH-000557,-0.088191928121
ACH-000570,-0.134817254735
ACH-000571,-0.00890758402425
ACH-000573,-0.149786100076
ACH-000576,-0.12886497925100002
ACH-000580,-0.329964120387
ACH-000584,-0.175116489735
ACH-000585,-0.317045397599
ACH-000588,-0.0200788382671
ACH-000589,-0.36809477564599996
ACH-000591,-0.187592188399
ACH-000593,-0.136585399396
ACH-000600,-0.138315678546
ACH-000601,-0.165650161401
ACH-000604,0.07740573524950001
ACH-000605,-0.193384716939
ACH-000606,-0.34051292792099996
ACH-000608,-0.17543842763300002
ACH-000614,-0.39503608649800004
ACH-000616,-0.250766980197
ACH-000618,-0.31779444786899996
ACH-000619,0.0017603049838499998
ACH-000620,-0.10632338937000001
ACH-000621,-0.213130250441
ACH-000622,-0.170020464221
ACH-000623,-0.08322318057910001
ACH-000624,-0.06973228476599999
ACH-000627,-0.0942574936163
ACH-000630,-0.17274562947900002
ACH-000632,-0.252008887826
ACH-000633,-0.17503290368000002
ACH-000637,-0.0959930083168
ACH-000638,-0.105914661576
ACH-000646,-0.38847724664399996
ACH-000647,-0.235126266015
ACH-000648,-0.178037279473
ACH-000649,-0.11370995898
ACH-000651,-0.236229931958
ACH-000652,-0.00339984981731
ACH-000653,0.055406065233800005
ACH-000657,-0.178406985655
ACH-000658,-0.0432460641436
ACH-000661,-0.08379378416339998
ACH-000662,-0.484390294605
ACH-000663,-0.15224368278
ACH-000665,-0.486841002689
ACH-000671,-0.0793298517616
ACH-000673,-0.150018617025
ACH-000676,-0.299629334503
ACH-000677,-0.40494086185
ACH-000681,-0.00100065649248
ACH-000682,-0.244314454854
ACH-000683,-0.23036090039700002
ACH-000684,-0.23920884704
ACH-000688,-0.133239868268
ACH-000693,-0.100852912578
ACH-000694,-0.20152585525400002
ACH-000695,0.169305969937
ACH-000696,-0.204864076919
ACH-000697,0.0650379612001
ACH-000699,-0.148261562538
ACH-000701,-0.323992864945
ACH-000706,-0.151127609028
ACH-000711,-0.128524071634
ACH-000713,-0.09072441845990001
ACH-000714,-0.092833169136
ACH-000718,0.0130596347704
ACH-000720,-0.26917384148400003
ACH-000721,-0.047915293145900005
ACH-000724,-0.09198606931060001
ACH-000725,0.022723679704
ACH-000732,0.00699633571568
ACH-000734,-0.292179193583
