,HSP90AA1 (3320)
ACH-000004,-0.247901411268
ACH-000007,-0.00590365935157
ACH-000009,-0.13470297783399998
ACH-000011,-0.04581692891459999
ACH-000012,-0.272498025356
ACH-000013,-0.0985119342594
ACH-000014,0.0673588319915
ACH-000015,0.015128762172299998
ACH-000017,-0.306221263101
ACH-000018,-0.17524657289599999
ACH-000019,-0.292334215376
ACH-000021,-0.150377125019
ACH-000022,-0.226690081781
ACH-000025,-0.0474046901
ACH-000028,-0.25732579460099997
ACH-000030,0.0398314379371
ACH-000035,-0.277766243044
ACH-000036,-0.176154153118
ACH-000037,0.224618590288
ACH-000039,-0.179400032568
ACH-000040,-0.218685978664
ACH-000041,0.0263504795033
ACH-000042,-0.243694571087
ACH-000045,-0.0456967195256
ACH-000047,-0.23142567454500002
ACH-000052,0.20073580539900002
ACH-000053,-0.0990291418031
ACH-000054,-0.0613162364654
ACH-000055,-0.20906399072
ACH-000060,-0.110236369518
ACH-000067,-0.0751959308985
ACH-000070,-0.16338992570699998
ACH-000075,-0.127609872071
ACH-000078,-0.315247998021
ACH-000082,-0.126320373098
ACH-000085,-0.134479423324
ACH-000086,-0.0502485210928
ACH-000087,-0.159490002406
ACH-000092,-0.11078765234400001
ACH-000095,-0.24950075623000004
ACH-000097,-0.148965155365
ACH-000098,-0.10451244272
ACH-000099,-0.145638578716
ACH-000108,-0.278751349814
ACH-000113,0.118242829917
ACH-000115,0.20721312705400002
ACH-000116,-0.21596100195300003
ACH-000118,-0.18493749351
ACH-000120,-0.11377689275399999
ACH-000123,-0.1299698672
ACH-000127,-0.18522397949299998
ACH-000128,-0.165674728288
ACH-000132,-0.10698263991800001
ACH-000133,-0.438905167759
ACH-000137,-0.148544914485
ACH-000138,-0.16608558513
ACH-000142,0.109304435235
ACH-000143,0.15231982178200001
ACH-000146,-0.142236463246
ACH-000148,-0.205884140189
ACH-000150,-0.00963684746832
ACH-000152,-0.0962035693553
ACH-000153,-0.111021553277
ACH-000159,0.044603299748
ACH-000160,-0.15990117482799998
ACH-000163,-0.318393527647
ACH-000167,-0.0748416264596
ACH-000168,-0.206662192649
ACH-000169,-0.361894297424
ACH-000178,-0.22981793795000002
ACH-000182,-0.0230412140941
ACH-000183,-0.157657591039
ACH-000188,-0.129960508325
ACH-000189,-0.157130769539
ACH-000190,-0.38785455681100006
ACH-000198,-0.0373813025999
ACH-000204,-0.186981482247
ACH-000206,-0.156742950833
ACH-000207,-0.12087859915100001
ACH-000211,-0.18953847676199997
