,SPATA31A5 (727905)
ACH-000004,-0.170242922313
ACH-000007,-0.260516307881
ACH-000009,-0.387040985264
ACH-000011,-0.10959000861300001
ACH-000012,-0.293568432754
ACH-000013,-0.304336636393
ACH-000014,-0.246844981655
ACH-000015,-0.36645358297700004
ACH-000017,-0.124099909431
ACH-000018,-0.378238869105
ACH-000019,-0.117436632883
ACH-000021,-0.28267527981
ACH-000022,-0.266012787184
ACH-000025,-0.17136805170299999
ACH-000028,-0.191453920214
ACH-000030,-0.245159786673
ACH-000035,-0.177348953849
ACH-000036,-0.222370830248
ACH-000037,-0.23483337762200002
ACH-000039,-0.499331555462
ACH-000040,-0.308043589529
ACH-000041,-0.271725583595
ACH-000042,-0.265213165296
ACH-000045,-0.397461453188
ACH-000047,-0.177788356922
ACH-000052,-0.393755606089
ACH-000053,-0.26042769466800003
ACH-000054,-0.24362788237100003
ACH-000055,-0.13537420482100002
ACH-000060,-0.270077136359
ACH-000067,-0.224122184267
ACH-000070,-0.34937177118
ACH-000075,-0.227753294951
ACH-000078,-0.301875877565
ACH-000082,-0.148416743317
ACH-000085,-0.0925523625471
ACH-000086,-0.42962277670500004
ACH-000087,-0.243903137957
ACH-000092,-0.352188559346
ACH-000095,-0.30920980988499996
ACH-000097,-0.201462421936
ACH-000098,-0.14602775609899998
ACH-000099,-0.294722647393
ACH-000108,-0.34060975419
ACH-000113,-0.294567644674
ACH-000115,-0.0631131797764
ACH-000116,-0.24352074713799998
ACH-000118,-0.180926283369
ACH-000120,-0.46985714936800005
ACH-000123,-0.278472725138
ACH-000127,-0.179739954036
ACH-000128,-0.43589261078900005
ACH-000132,-0.273642939198
ACH-000133,-0.281428190605
ACH-000137,-0.37654217178300003
ACH-000138,-0.275362632675
ACH-000142,-0.29322304973900004
ACH-000143,-0.20397427175799998
ACH-000146,-0.21043366102000002
ACH-000148,-0.0632332719125
ACH-000150,-0.23215687614799999
ACH-000152,-0.27400279560699997
ACH-000153,-0.120670715807
ACH-000159,-0.0648905832008
ACH-000160,-0.193058194915
ACH-000163,-0.195859710746
ACH-000167,-0.133475660592
ACH-000168,-0.195727069511
ACH-000169,-0.250787725445
ACH-000178,-0.126587302757
ACH-000182,-0.152977120905
ACH-000183,-0.315742344849
ACH-000188,-0.179616869792
ACH-000189,-0.33376210704500003
ACH-000190,-0.213051390082
ACH-000198,-0.1940586375
ACH-000204,-0.346099547088
ACH-000206,-0.109756414515
ACH-000207,-0.133814740101
ACH-000211,-0.204066407467
ACH-000215,-0.224697349422
ACH-000221,-0.302175684514
ACH-000222,-0.425529105822
ACH-000223,-0.303438197774
ACH-000226,-0.184953852753
ACH-000227,-0.432410899622
ACH-000228,-0.205963175911
ACH-000231,-0.277139881694
ACH-000232,-0.19895857941599998
ACH-000233,-0.220272895843
ACH-000234,-0.180180097544
ACH-000235,-0.285729054024
ACH-000237,-0.23597005549800001
ACH-000238,-0.247304689414
ACH-000243,-0.279402845922
ACH-000244,-0.25619088321999994
ACH-000246,-0.17668991725299998
ACH-000248,-0.244776572562
ACH-000250,-0.333083927233
ACH-000251,-0.39384839896799995
ACH-000253,-0.15362070272
ACH-000255,-0.258638688598
ACH-000256,-0.38698902510899996
ACH-000257,-0.462042533897
ACH-000258,-0.0425055502293
ACH-000259,-0.147901609977
ACH-000260,-0.323691228929
ACH-000261,-0.19075013420499998
ACH-000262,-0.109218068976
ACH-000263,-0.140521506321
ACH-000264,-0.149894554724
ACH-000265,-0.196745657949
ACH-000266,-0.176851264939
ACH-000272,-0.188066042674
ACH-000273,-0.366847019686
ACH-000274,-0.319309264951
ACH-000277,-0.126637389643
ACH-000278,-0.161114196973
ACH-000279,-0.400692983645
ACH-000280,-0.113471602181
ACH-000281,-0.405354679093
ACH-000288,-0.332127810855
ACH-000291,-0.188789224607
ACH-000293,-0.18991559063000002
ACH-000294,-0.33815493346000003
ACH-000295,-0.489589210424
ACH-000296,-0.348312001164
ACH-000302,-0.173854447672
ACH-000304,-0.34007327527599995
ACH-000307,-0.153429542292
ACH-000308,-0.22459011446899999
ACH-000310,-0.30774624334399997
ACH-000311,-0.279495649062
ACH-000312,-0.306002833949
ACH-000315,-0.19039735862799997
ACH-000316,-0.251767581897
ACH-000317,-0.323344354718
ACH-000318,-0.0298161275784
ACH-000319,-0.198143895387
ACH-000320,-0.277883943031
ACH-000322,-0.227021077641
ACH-000323,-0.314685331347
ACH-000324,-0.332885739392
ACH-000329,-0.19421210370499997
ACH-000330,-0.283056513973
ACH-000331,-0.270574048091
ACH-000332,-0.26650562252
ACH-000334,-0.057511655282199994
ACH-000335,-0.405162038005
ACH-000336,-0.196926285058
ACH-000337,-0.08662639790110001
ACH-000339,-0.167141598039
ACH-000341,-0.0106025164585
ACH-000348,-0.387826893122
ACH-000350,-0.320050411638
ACH-000352,-0.183392893689
ACH-000356,-0.201011452804
ACH-000361,-0.15196120773
ACH-000362,-0.286428044577
ACH-000363,-0.138429088579
ACH-000364,-0.20762283083500002
ACH-000365,-0.136320510182
ACH-000366,-0.179217455362
ACH-000368,-0.300975913109
ACH-000374,-0.19984952753899998
