,LDLR (3949)
ACH-000004,-0.46635400323799997
ACH-000007,-0.142287947236
ACH-000009,-0.0891774734808
ACH-000011,0.0223254344385
ACH-000012,-0.371632319486
ACH-000013,-0.145008461108
ACH-000014,-0.240645847643
ACH-000015,-0.276411098216
ACH-000017,-0.132063506932
ACH-000018,0.0355065758797
ACH-000019,-0.5025814975280001
ACH-000021,-0.22816664082899998
ACH-000022,-0.172149958878
ACH-000025,-0.191089079288
ACH-000028,-0.458907603161
ACH-000030,-0.130862847895
ACH-000035,-0.399671549477
ACH-000036,-0.240830084931
ACH-000037,0.19949024894200001
ACH-000039,-0.505140195677
ACH-000040,-0.120117270568
ACH-000041,-0.34645515664300003
ACH-000042,0.0354459114741
ACH-000045,-0.579782067954
ACH-000047,-0.0137043573071
ACH-000052,-0.242835646206
ACH-000053,-0.526790088915
ACH-000054,-0.15265868191600002
ACH-000055,-0.25600335665999996
ACH-000060,-0.029752623081799996
ACH-000067,-0.288762267937
ACH-000070,0.124885433899
ACH-000075,-0.121332212036
ACH-000078,-0.25856185404300003
ACH-000082,-0.480284614653
ACH-000085,-0.303280300567
ACH-000086,-0.397052603883
ACH-000087,-0.25949879050999997
ACH-000092,-0.5413318847240001
ACH-000095,-0.22510983070300003
ACH-000097,-0.140385239376
ACH-000098,-0.38174893755999995
ACH-000099,-0.328722703963
ACH-000108,-0.26951882422699996
ACH-000113,-0.34231075543799994
ACH-000115,-0.403427337782
ACH-000116,-0.249498743789
ACH-000118,0.049224180717
ACH-000120,-0.389431291412
ACH-000123,-0.560675884067
ACH-000127,0.039114779401099996
ACH-000128,-0.330017884165
ACH-000132,-0.15322955295
ACH-000133,-0.38992236006399994
ACH-000137,-0.243867320158
ACH-000138,-0.217511578828
ACH-000142,-0.342590480186
ACH-000143,0.09377110383500001
ACH-000146,-0.389527992152
ACH-000148,-0.47192315789800005
ACH-000150,-0.162566857112
ACH-000152,-0.117663995286
ACH-000153,0.188564891873
ACH-000159,-0.291765585462
ACH-000160,-0.418583229771
ACH-000163,-0.37816849505500005
ACH-000167,-0.469641693582
ACH-000168,-0.269506479257
ACH-000169,-0.140862665923
ACH-000178,-0.0623233431113
ACH-000182,0.267016393044
ACH-000183,-0.249823075867
ACH-000188,-0.599636765527
ACH-000189,-0.0382560468159
ACH-000190,-0.28818770424400003
ACH-000198,-0.232108423803
ACH-000204,0.05830290718330001
ACH-000206,-0.316506782982
ACH-000207,-0.13501505469699998
ACH-000211,-0.292225451946
ACH-000215,-0.16719682839000002
ACH-000221,-0.290731506152
ACH-000222,-0.503947674185
ACH-000223,-0.110180046758
ACH-000226,-0.7203280360140001
ACH-000227,-0.316523130497
ACH-000228,-0.468036743249
ACH-000231,0.0158961515678
ACH-000232,-0.257600735839
ACH-000233,-0.601373084291
ACH-000234,-0.324670613592
ACH-000235,-0.205587744533
ACH-000237,-0.08450402410489999
ACH-000238,0.0195365587929
ACH-000243,-0.29223195314
ACH-000244,-0.48905578824699997
ACH-000246,-0.418125250674
ACH-000248,-0.176940592581
ACH-000250,-0.034570404252999995
ACH-000251,-0.360492908829
ACH-000253,0.0137760707647
ACH-000255,-0.207182600763
ACH-000256,-0.324470502959
ACH-000257,-0.0119905834819
ACH-000258,-0.357600048486
ACH-000259,-0.194562223033
ACH-000260,-0.276255932485
ACH-000261,-0.229058157335
ACH-000262,0.033668294259
ACH-000263,-0.346403834428
ACH-000264,-0.226770991778
ACH-000265,-0.124172117824
ACH-000266,-0.24660282829
ACH-000272,-0.26573399887
ACH-000273,-0.284595622354
ACH-000274,-0.217361565911
ACH-000277,-0.309613045
ACH-000278,-0.119928460764
ACH-000279,0.028451941780000004
ACH-000280,-0.264887695386
ACH-000281,-0.402566755951
ACH-000288,-0.360342918824
ACH-000291,-0.266545952584
ACH-000293,-0.17819729829599998
ACH-000294,-0.035805619838
ACH-000295,-0.103135031546
ACH-000296,-0.7210474771430001
ACH-000302,-0.21897035827599998
ACH-000304,-0.107449107346
ACH-000307,-0.105115327267
ACH-000308,-0.228318312513
ACH-000310,-0.269554775271
ACH-000311,-0.34873304481600004
ACH-000312,-0.241696885425
ACH-000315,-0.164453082689
ACH-000316,-0.426558277352
ACH-000317,0.0776409309859
ACH-000318,-0.653763723935
ACH-000319,-0.35766498072400005
ACH-000320,0.344961307984
ACH-000322,-0.0243135571936
ACH-000323,-0.275989841758
ACH-000324,-0.0444609071623
ACH-000329,-0.00509754094613
ACH-000330,-0.418039010427
ACH-000331,-0.41828249187
ACH-000332,-0.192069695165
ACH-000334,-0.221755499856
ACH-000335,-0.109729865569
ACH-000336,-0.587704517838
ACH-000337,-0.280218541058
ACH-000339,-0.514162478662
ACH-000341,-0.625740133579
ACH-000348,-0.12705048100400002
ACH-000350,-0.184361737236
ACH-000352,-0.192077680453
ACH-000356,-0.200237257565
ACH-000361,0.07747657751539999
ACH-000362,-0.502047469284
ACH-000363,-0.289792997191
ACH-000364,-0.156027923489
ACH-000365,-0.405274898263
ACH-000366,-0.259140710702
ACH-000368,-0.275923247894
ACH-000374,-0.418367860946
ACH-000375,-0.16534635330999997
ACH-000376,-0.0924700212854
ACH-000381,0.0505319087609
ACH-000383,-0.148318834867
ACH-000387,-0.29014385752099997
ACH-000389,-0.279546785521
ACH-000390,-0.308390005989
ACH-000393,-0.355398478393
ACH-000395,-0.457034200483
ACH-000397,-0.103796923653
ACH-000401,-0.311382406252
ACH-000402,-0.317585693237
ACH-000403,-0.124636157666
ACH-000404,0.119322172192
ACH-000406,-1.1605956744200001
ACH-000407,-0.17516332764400003
ACH-000408,-0.007908107079389999
ACH-000410,-0.274694994247
ACH-000411,-0.320643390021
ACH-000414,-0.09727031868010001
ACH-000415,-0.407491898248
ACH-000416,-0.291893625604
ACH-000420,-0.473125326162
ACH-000421,-0.335780912021
ACH-000424,-0.252229855526
ACH-000425,-0.1983240695
ACH-000426,-0.942203077877
ACH-000427,0.23085663061
ACH-000433,-0.0725234403425
ACH-000436,-0.0824479863883
ACH-000444,-0.192192459161
ACH-000445,-0.153553077105
ACH-000448,-0.102540005837
ACH-000450,-0.406572866143
ACH-000452,-0.269468503323
ACH-000454,-0.17812328545699999
ACH-000458,-0.203598394286
ACH-000459,-0.668075734963
ACH-000460,0.137117683624
ACH-000461,-0.404945488156
ACH-000463,-0.273555426873
ACH-000464,-0.151535092281
ACH-000466,-0.40106811710600004
ACH-000467,-0.462901228133
ACH-000468,-0.384312129552
ACH-000469,-0.510101207172
ACH-000470,-0.43602341676600004
ACH-000471,-0.16096240252
ACH-000472,-0.337880168794
ACH-000473,-0.19344712047200002
ACH-000475,-0.206017378647
ACH-000476,-0.195871154618
ACH-000477,-0.145546600681
ACH-000480,-0.432261710177
ACH-000481,-0.123449711746
ACH-000483,-0.319155214267
ACH-000484,-0.197345993277
ACH-000485,-0.175303752687
ACH-000486,-0.18439517807999997
ACH-000487,-0.25787256015500004
ACH-000488,0.0916692436831
ACH-000490,-0.125518036817
ACH-000491,-0.16279790784700002
ACH-000495,-0.259718543459
ACH-000496,-0.243507594315
ACH-000499,-0.330571243861
ACH-000500,0.605083282559
ACH-000502,-0.381552195657
ACH-000503,0.104089419244
ACH-000505,-0.035330491339
ACH-000507,-0.260129672454
ACH-000510,-0.34431447780999996
ACH-000511,-0.279226851455
ACH-000512,-0.17197743496800003
ACH-000516,-0.330164098404
ACH-000517,-0.0967820831753
ACH-000518,-0.159377830165
ACH-000520,-0.442803122245
ACH-000521,-0.41394023495300003
ACH-000522,-0.185608299144
ACH-000524,-0.120440662061
ACH-000527,-0.10553887838300001
ACH-000528,-0.204293044914
ACH-000537,-0.413336666289
ACH-000541,-0.207091158883
ACH-000542,-0.09979450373960001
ACH-000544,-0.318069248127
ACH-000545,-0.247850566661
ACH-000547,-0.371974482302
ACH-000548,-0.21244861072299998
ACH-000549,-0.436624501289
ACH-000550,-0.1007717249
ACH-000552,0.00464545035268
ACH-000556,-0.404033056176
ACH-000557,-0.21471284757599998
ACH-000570,-0.129379252312
ACH-000571,-0.08118251455589999
ACH-000573,-0.26079100794599996
ACH-000576,-0.197483422119
ACH-000580,-0.0689509517031
ACH-000584,-0.272394430225
ACH-000585,-0.31357719935600004
ACH-000588,-0.153043058515
ACH-000589,-0.41880430010700004
ACH-000591,-0.264195503583
ACH-000593,-0.156635239958
ACH-000600,-0.366058448512
ACH-000601,-0.238741238596
ACH-000604,-0.283966874703
ACH-000605,-0.302166559985
ACH-000606,-0.305386401727
ACH-000608,-0.37861318631700003
ACH-000614,-0.402750158288
ACH-000616,-0.07967482297089999
ACH-000618,-0.36579307718099996
ACH-000619,0.0527336555338
ACH-000620,-0.189826760881
ACH-000621,-0.475523550571
ACH-000622,-0.35830454233599995
ACH-000623,-0.147758552091
ACH-000624,-0.0835756619761
ACH-000627,-0.23588994888099998
ACH-000630,-0.424857571316
ACH-000632,-0.30972544008200004
ACH-000633,-0.37649885838799996
ACH-000637,0.238706970427
ACH-000638,-0.367583921266
ACH-000646,-0.334986602762
ACH-000647,-0.129768994459
ACH-000648,-0.11381724296399999
ACH-000649,-0.197719182469
ACH-000651,-0.32356081238400003
ACH-000652,-0.28839255444899997
ACH-000653,-0.14356517767899998
ACH-000657,-0.441277397502
ACH-000658,-0.40364583223399997
ACH-000661,-0.435757650726
ACH-000662,0.08535599377
ACH-000663,0.052852065543300006
ACH-000665,-0.36843143600199996
ACH-000671,-0.48679677751500006
ACH-000673,-0.18138603136300002
ACH-000676,-0.176786938078
ACH-000677,-0.08412074340220001
ACH-000681,-0.303283232164
ACH-000682,-0.44837062667800004
ACH-000683,-0.318618799828
ACH-000684,-0.289031343127
ACH-000688,-0.08449013479869999
ACH-000693,-0.142390232595
ACH-000694,-0.363988653951
ACH-000695,-0.30417880573399997
ACH-000696,-0.29336484291299997
ACH-000697,-0.293550450917
ACH-000699,-0.291588674651
ACH-000701,-0.28116841346500004
ACH-000706,-0.5026719642890001
ACH-000711,-0.130226693275
ACH-000713,-0.26807300849599996
ACH-000714,-0.21767914126200003
ACH-000718,-0.17973538621500001
ACH-000720,-0.504161602854
ACH-000721,-0.347968008733
ACH-000724,-0.054690350037699995
ACH-000725,-0.445150694939
ACH-000732,-0.0122935631915
ACH-000734,-0.582331443361
ACH-000735,-0.17559320514
ACH-000736,-0.043975533394599996
ACH-000738,-0.228538254873
ACH-000746,-0.510219436752
ACH-000747,-0.435732004347
ACH-000748,-0.19193126756700002
ACH-000753,-0.197216932282
ACH-000756,-0.510103098269
ACH-000757,0.226299125949
ACH-000758,-0.0952985969988
ACH-000760,-0.35173580705799995
ACH-000763,-0.06910084618239999
ACH-000764,-0.00452881799171
ACH-000765,-0.263806083061
ACH-000766,-0.24317967776299998
ACH-000767,-0.167750060771
ACH-000768,-0.0500234540013
ACH-000769,-0.220803628257
ACH-000770,-0.249156148551
ACH-000771,-0.08263166734130001
ACH-000773,-0.425225725432
ACH-000776,-0.401818399726
ACH-000777,-0.06492421388399999
ACH-000778,-0.49386972765500003
ACH-000781,-0.364723548877
ACH-000782,-0.349824866545
ACH-000783,-0.0434926484184
ACH-000784,-0.113077595492
ACH-000785,-0.23189226377900002
ACH-000787,-0.261141745762
ACH-000788,-0.25543569529599996
ACH-000791,-0.42916029841700004
ACH-000792,-0.35607662293799996
ACH-000794,-0.265486818987
ACH-000796,-0.214018911043
ACH-000799,-0.511470603357
ACH-000800,-0.152271539865
ACH-000802,-0.410492689252
ACH-000804,-0.385405099079
ACH-000805,-0.6841015386570001
ACH-000809,-0.39279118769599997
ACH-000810,-0.288495494721
ACH-000811,-0.245878094401
ACH-000817,-0.410729662453
ACH-000819,-0.497792026584
ACH-000820,-0.29396391370700004
ACH-000821,-0.7340496873010001
ACH-000822,-0.17554266332000001
ACH-000823,-0.549696972646
ACH-000824,-0.0781896791055
ACH-000827,-0.09868421514910002
ACH-000829,-0.290909434007
ACH-000831,-0.265018858624
ACH-000832,-0.0843226126038
ACH-000833,-0.357311853966
ACH-000834,-0.22265723803800003
ACH-000835,-0.0749212484677
ACH-000836,-0.0841384002193
ACH-000837,-0.433921128536
ACH-000838,0.14032085624
ACH-000839,-0.0686628541203
ACH-000840,0.234440608114
ACH-000841,-0.18261079013
ACH-000843,-0.148167809324
ACH-000846,-0.262252381407
ACH-000847,-0.343793622983
ACH-000848,-0.312916718214
ACH-000849,-0.42424248206
ACH-000851,-0.88631006722
ACH-000855,-0.338402343416
ACH-000856,-0.48880199747
ACH-000858,-0.09213631130750001
ACH-000859,-0.450181574986
ACH-000861,-0.100062935544
ACH-000862,-0.120706840672
ACH-000865,-0.151780107142
ACH-000866,-0.15219976727
ACH-000867,-0.141474851894
ACH-000869,-0.152563375305
ACH-000872,-0.5879752115569999
ACH-000873,-0.456382968712
ACH-000876,-0.267429080979
ACH-000878,-0.0861164440478
ACH-000880,-0.36341656321000004
ACH-000881,0.338729543535
ACH-000882,-0.133310582596
ACH-000884,-0.08355605497789999
ACH-000885,-0.156047452955
ACH-000887,-0.515693182608
ACH-000888,-0.00296048448644
ACH-000889,-0.089665091868
ACH-000890,-0.107681438797
ACH-000896,-0.37292056723399997
ACH-000898,-0.6919128898870001
ACH-000900,-0.41814800758000004
ACH-000901,-0.25659365982
ACH-000905,-0.0490360010424
ACH-000906,-0.035359259963
ACH-000907,-0.227874362674
ACH-000910,-0.217545175947
ACH-000911,-0.118726574394
ACH-000912,0.128879240325
ACH-000913,-0.352382605322
ACH-000915,-0.209451271312
ACH-000916,-0.731337498276
ACH-000917,-0.9372981148909999
ACH-000921,-0.040178232208800006
ACH-000924,0.0408519865533
ACH-000926,-0.026507474624900003
ACH-000928,-0.315041691415
ACH-000929,-0.200238554347
ACH-000932,-0.510134129113
ACH-000935,-0.3622072591800001
ACH-000936,-0.247485819238
ACH-000937,-0.561062651904
ACH-000938,-0.553248961257
ACH-000939,-0.59914996066
ACH-000941,-0.453240196605
ACH-000943,-0.11137631032600001
ACH-000946,-0.0648312177231
ACH-000947,-0.574414542631
ACH-000948,-0.313448736982
ACH-000950,0.200115848998
ACH-000953,-0.14687487084200002
ACH-000957,-0.0982718107
ACH-000958,-0.028837449302400002
ACH-000960,-0.55108540169
ACH-000963,-0.503714353133
ACH-000968,-0.100371692593
ACH-000969,0.0260550789949
ACH-000973,-0.101227854703
ACH-000974,-0.28945893064
ACH-000975,-0.322986552852
ACH-000976,-0.195502218931
ACH-000978,-0.531580105812
ACH-000980,-0.164875619954
ACH-000984,-0.027004027763700002
ACH-000986,-0.25357606889600004
ACH-000988,-0.0311231262041
ACH-000993,-0.451314408276
ACH-000994,-0.25195354775
ACH-000996,0.164649061048
ACH-001001,-0.10191113487299999
ACH-001020,-0.473746479877
ACH-001028,-0.200329036483
ACH-001031,-0.29666951573399997
ACH-001038,-0.199885283016
ACH-001048,-0.27669538959600004
ACH-001050,-0.18916444917999997
