,BICC1 (80114)
ACH-000004,0.195008984446
ACH-000007,-0.0417585276829
ACH-000009,-0.061236395136
ACH-000011,0.32837574557
ACH-000012,0.0485715951793
ACH-000013,0.12944413587200002
ACH-000014,0.173490172317
ACH-000015,-0.028625722061
ACH-000017,0.230505946451
ACH-000018,-0.075805166161
ACH-000019,-0.0371832036419
ACH-000021,0.190127053587
ACH-000022,0.304627520493
ACH-000025,-0.112027926408
ACH-000028,0.0625310130299
ACH-000030,-0.115705618547
ACH-000035,-0.100428132939
ACH-000036,0.00987849025115
ACH-000037,-0.042345571516800004
ACH-000039,0.06310557040959999
ACH-000040,-0.0330382676837
ACH-000041,0.123879376896
ACH-000042,0.08096138780539999
ACH-000045,0.0324785210952
ACH-000047,0.15311183716399998
ACH-000052,0.218030845151
ACH-000053,0.26056986283100003
ACH-000054,0.129678403222
ACH-000055,0.0193733891517
ACH-000060,0.21073992529899999
ACH-000067,0.0033582158585100004
ACH-000070,-0.23422688546999998
ACH-000075,-0.145763340581
ACH-000078,0.10278475371300001
ACH-000082,-0.0491180325764
ACH-000085,0.21651237904399998
ACH-000086,0.05047926487150001
ACH-000087,0.129877558687
ACH-000092,0.023816191600299998
ACH-000095,0.028846653476400003
ACH-000097,0.0583427249474
ACH-000098,0.05877952501130001
ACH-000099,0.0451405228894
ACH-000108,0.0402389559724
ACH-000113,0.0384771189687
ACH-000115,-0.00283875720096
ACH-000116,-0.0850512457573
ACH-000118,0.055048058369899996
ACH-000120,0.19921528309099998
ACH-000123,0.013124724205
ACH-000127,0.080515322559
ACH-000128,-0.108032190833
ACH-000132,-0.0677016592081
ACH-000133,-0.174284310859
ACH-000137,0.0813940477268
ACH-000138,0.046112659615199995
ACH-000142,0.154171743195
ACH-000143,-0.08192314347789999
ACH-000146,0.0950766363666
ACH-000148,-0.044865873976
ACH-000150,0.12429217036800001
ACH-000152,0.000632869574998
ACH-000153,0.237411153638
ACH-000159,0.08718787677060001
ACH-000160,0.06503451237430001
ACH-000163,0.136693142924
ACH-000167,-0.263804425178
ACH-000168,0.258568541137
ACH-000169,0.12130512045999998
ACH-000178,0.21506306741999998
ACH-000182,0.0568659651938
ACH-000183,0.151968907796
ACH-000188,0.114749447875
ACH-000189,0.073253563493
ACH-000190,-0.14030893607699998
ACH-000198,0.0781620491314
ACH-000204,0.0679475149453
ACH-000206,0.0337951785726
ACH-000207,-0.116777347634
ACH-000211,0.0731009941347
ACH-000215,0.119960747185
ACH-000221,0.137985923776
ACH-000222,-0.04791451495619999
ACH-000223,-0.0031564322930500003
ACH-000226,-0.24406044120499998
ACH-000227,-0.14892955857
ACH-000228,-0.028858956658
ACH-000231,-0.0015830093752
ACH-000232,0.08172860698630001
ACH-000233,0.043071278799
ACH-000234,0.397267820674
ACH-000235,0.114974282179
ACH-000237,0.152691236255
ACH-000238,0.126030369705
ACH-000243,0.0849167015426
ACH-000244,0.028374877603700003
ACH-000246,0.0156222821871
ACH-000248,-0.059850872268599996
ACH-000250,0.17949236068500002
ACH-000251,-0.315636119946
ACH-000253,0.032645328752099995
ACH-000255,-0.0157990864499
ACH-000256,-0.0197109508923
ACH-000257,0.0530616500402
ACH-000258,0.24904074241799998
ACH-000259,0.101166616625
ACH-000260,0.0787000006161
ACH-000261,0.0524666773921
ACH-000262,-0.386794201743
ACH-000263,-0.40941990437200004
ACH-000264,0.024836601910000002
ACH-000265,0.0121060050626
ACH-000266,-0.0375516442344
ACH-000272,-0.0421158252503
ACH-000273,0.0213865847791
ACH-000274,-0.000818487127469
ACH-000277,0.17630124873199998
ACH-000278,0.176959026287
ACH-000279,0.09159546055430001
ACH-000280,0.0518395077834
ACH-000281,0.22970426690600002
ACH-000288,-0.030916352239799997
ACH-000291,0.09194315630580001
ACH-000293,-0.08715557942129999
ACH-000294,0.035691956913699995
ACH-000295,0.120745556337
ACH-000296,0.23005182078000003
ACH-000302,0.20313155487999998
ACH-000304,0.205097846723
ACH-000307,0.09820129367689999
ACH-000308,0.13636983080999998
ACH-000310,0.175354391473
ACH-000311,0.0824086728174
ACH-000312,-0.0287664337186
ACH-000315,0.0920920569395
ACH-000316,-0.18575874378600002
ACH-000317,0.21616745069499999
ACH-000318,-0.211471905367
ACH-000319,-0.0314946056063
ACH-000320,0.0546798982603
ACH-000322,0.09581953722139999
ACH-000323,0.0970790282355
ACH-000324,-0.12930012415699998
ACH-000329,-0.10751440142799999
ACH-000330,-0.0376771024364
ACH-000331,0.013233420238099999
ACH-000332,0.185939006482
ACH-000334,-0.09204974511669999
ACH-000335,0.10631893684299999
ACH-000336,-0.0991783182022
ACH-000337,-0.14296790511399998
ACH-000339,0.0762282890504
ACH-000341,-0.28026797620099997
ACH-000348,-0.030542563938799998
ACH-000350,0.111061802695
ACH-000352,0.123436721672
ACH-000356,0.026020029953000002
ACH-000361,0.056262534207300006
ACH-000362,0.0964744107478
ACH-000363,0.19476743022100002
ACH-000364,0.060998750967699994
ACH-000365,0.123336852189
ACH-000366,0.0571138383445
ACH-000368,-0.127120938188
ACH-000374,-0.028465330296800002
ACH-000375,0.197385454673
ACH-000376,0.027386782928499998
ACH-000381,0.10349934378100001
ACH-000383,0.06886352873269999
ACH-000387,0.144837727469
ACH-000389,0.249306827868
ACH-000390,0.0685972212842
ACH-000393,0.12502852397199998
ACH-000395,-0.0641034248075
ACH-000397,-0.0267750173722
ACH-000401,0.240955844173
ACH-000402,0.23146267528
ACH-000403,0.0972823700224
ACH-000404,0.240572562683
ACH-000406,0.211621904133
ACH-000407,0.125657001017
ACH-000408,0.024956448465200003
ACH-000410,-0.00863336829686
