,BANF1 (8815)
ACH-000004,-0.9956957651180001
ACH-000007,-1.06204808755
ACH-000009,-1.3051540674
ACH-000011,-1.3444971302000002
ACH-000012,-0.924549953552
ACH-000013,-1.2192568913700002
ACH-000014,-1.338927128
ACH-000015,-1.02774598058
ACH-000017,-1.05424548823
ACH-000018,-0.856207114953
ACH-000019,-1.22209898611
ACH-000021,-1.17129160088
ACH-000022,-1.19482567431
ACH-000025,-1.0180904968100002
ACH-000028,-1.0738645444200001
ACH-000030,-1.20980481333
ACH-000035,-0.785291827115
ACH-000036,-0.996146769836
ACH-000037,-1.39712292514
ACH-000039,-1.2497597591399998
ACH-000040,-1.09520056206
ACH-000041,-1.39576729232
ACH-000042,-0.970359459859
ACH-000045,-0.860773552657
ACH-000047,-0.741651294472
ACH-000052,-1.407038865
ACH-000053,-1.1843900756299999
ACH-000054,-1.03425152036
ACH-000055,-0.891046922725
ACH-000060,-1.11211099911
ACH-000067,-1.01619016517
ACH-000070,-1.25333063428
ACH-000075,-1.29631174359
ACH-000078,-1.19150499677
ACH-000082,-1.09436010029
ACH-000085,-1.06219805155
ACH-000086,-1.063561915
ACH-000087,-1.20534241929
ACH-000092,-1.2028164296
ACH-000095,-1.23200380523
ACH-000097,-1.10325298166
ACH-000098,-1.12752095967
ACH-000099,-1.2439050721
ACH-000108,-1.06517416252
ACH-000113,-1.0530562652600002
ACH-000115,-0.791889879393
ACH-000116,-0.900341819449
ACH-000118,-0.8499476834370001
ACH-000120,-0.9926069843359999
ACH-000123,-1.02367383324
ACH-000127,-1.20052304627
ACH-000128,-1.3074447064499999
ACH-000132,-1.26913717006
ACH-000133,-1.07055974756
ACH-000137,-1.31397097771
ACH-000138,-1.00625124609
ACH-000142,-1.06361299228
ACH-000143,-1.07307773316
ACH-000146,-1.62973144477
ACH-000148,-1.1070926068
ACH-000150,-1.30598700175
ACH-000152,-0.9121712592640001
ACH-000153,-0.553376936523
ACH-000159,-0.9584431851790001
ACH-000160,-1.0315265989
ACH-000163,-1.46338977426
ACH-000167,-1.3223152605600001
ACH-000168,-1.1147568161599999
ACH-000169,-0.9784800505879999
ACH-000178,-1.1375412577700001
ACH-000182,-1.25770679842
ACH-000183,-1.41056316745
ACH-000188,-1.1477375410100001
ACH-000189,-0.9538831677509999
ACH-000190,-0.8400024985340001
ACH-000198,-1.24551367395
ACH-000204,-1.2043300395899998
ACH-000206,-1.3364743400299999
ACH-000207,-0.962541955453
ACH-000211,-1.42436476064
ACH-000215,-1.39104616171
ACH-000221,-1.26257513266
ACH-000222,-0.980643117972
ACH-000223,-1.3675783649000002
ACH-000226,-1.21027295816
ACH-000227,-1.5529220508700001
ACH-000228,-1.14135667006
ACH-000231,-1.37398060465
ACH-000232,-1.27038897317
ACH-000233,-1.46562850557
ACH-000234,-1.2260684392799999
ACH-000235,-0.999163452204
ACH-000237,-1.0549612939
ACH-000238,-0.962832488624
ACH-000243,-0.8321932983220001
ACH-000244,-1.40927562103
ACH-000246,-1.03462929877
ACH-000248,-0.937529205609
ACH-000250,-1.2543729296100001
ACH-000251,-0.925730662252
ACH-000253,-1.1601158138299998
ACH-000255,-0.768475109923
ACH-000256,-1.06020518926
ACH-000257,-1.46030810475
ACH-000258,-1.27332340688
ACH-000259,-1.07134515367
ACH-000260,-1.12905185771
ACH-000261,-1.2559861764799998
ACH-000262,-0.971057417393
ACH-000263,-1.7954625824700001
ACH-000264,-1.5212501166699999
ACH-000265,-0.977472236036
ACH-000266,-0.9755179319700001
ACH-000272,-1.30638113946
ACH-000273,-1.1831724977
ACH-000274,-1.5806958013799999
ACH-000277,-1.3828399063699999
ACH-000278,-1.07851552345
ACH-000279,-1.22898940293
ACH-000280,-1.084410036
ACH-000281,-0.918196641445
ACH-000288,-1.20866499921
ACH-000291,-1.1279956268
ACH-000293,-1.13980206066
ACH-000294,-0.7995702373520001
ACH-000295,-1.1475562411
ACH-000296,-0.843963505488
ACH-000302,-0.964083062378
ACH-000304,-1.30086875065
ACH-000307,-1.09652213096
ACH-000308,-1.21903766671
ACH-000310,-1.1170303259799998
ACH-000311,-0.994073693791
ACH-000312,-1.05102688496
ACH-000315,-1.27927437994
ACH-000316,-0.8723095082439999
ACH-000317,-1.21738325719
ACH-000318,-1.20045701639
ACH-000319,-1.05098513784
ACH-000320,-0.826398055247
ACH-000322,-1.0686000365600001
ACH-000323,-1.18683324221
ACH-000324,-1.01278324434
ACH-000329,-1.52976466506
ACH-000330,-1.3143457598100001
ACH-000331,-1.1043743945
ACH-000332,-0.8625209294299999
ACH-000334,-1.26894121154
ACH-000335,-0.950660613671
ACH-000336,-1.0916556185600002
ACH-000337,-0.962624361683
ACH-000339,-1.0913776721100001
ACH-000341,-1.51848171574
ACH-000348,-1.38227273313
ACH-000350,-1.10557824882
ACH-000352,-0.9999635059980001
ACH-000356,-1.2239715487799998
ACH-000361,-1.41373338317
ACH-000362,-1.10841043773
ACH-000363,-1.1240019212899999
ACH-000364,-1.16978903755
ACH-000365,-1.2001216084
ACH-000366,-1.3253071461700001
ACH-000368,-0.98235653239
ACH-000374,-0.9916224646330001
ACH-000375,-1.10585924221
ACH-000376,-1.1487747215100002
ACH-000381,-1.08357485917
ACH-000383,-1.1736430895799999
ACH-000387,-0.8396693084219999
ACH-000389,-1.2011069484899999
ACH-000390,-1.4167478506
ACH-000393,-0.864502519646
ACH-000395,-1.1297390703799999
ACH-000397,-1.11952716444
ACH-000401,-1.0143627530200001
ACH-000402,-1.00078213659
ACH-000403,-1.4365718994299999
ACH-000404,-1.1369572052299999
ACH-000406,-1.32460892616
ACH-000407,-1.1693618848799998
ACH-000408,-0.7211538356049999
ACH-000410,-1.2977626036399998
ACH-000411,-1.04986769471
ACH-000414,-1.18313028002
ACH-000415,-1.15833144625
ACH-000416,-1.08822859192
ACH-000420,-1.11752244141
ACH-000421,-1.03119609073
ACH-000424,-1.2318559410799998
ACH-000425,-0.9197789302349999
ACH-000426,-2.2749713871
ACH-000427,-1.4062129652000002
ACH-000433,-1.1843441966700001
ACH-000436,-1.27691939018
ACH-000444,-1.08259160847
ACH-000445,-0.922236889095
ACH-000448,-1.07909944994
ACH-000450,-1.0956283174099999
ACH-000452,-1.34205131926
ACH-000454,-0.808252868442
ACH-000458,-1.07742788705
ACH-000459,-0.79452476928
ACH-000460,-0.9647747857200001
ACH-000461,-1.38226972488
ACH-000463,-1.0526703425700001
ACH-000464,-1.17408541219
ACH-000466,-0.985654675654
ACH-000467,-1.2392808912
ACH-000468,-1.17064264797
ACH-000469,-1.24585404936
ACH-000470,-1.1562292554200002
ACH-000471,-1.3281567758700001
ACH-000472,-1.04731189101
ACH-000473,-1.09463146411
ACH-000475,-1.33432745785
ACH-000476,-1.13875364525
ACH-000477,-1.4289593086
ACH-000480,-0.984400873941
ACH-000481,-0.8602377428010001
ACH-000483,-1.45835051023
ACH-000484,-1.5419766574200002
ACH-000485,-1.2333963357
ACH-000486,-1.04353670291
ACH-000487,-1.16342486075
ACH-000488,-1.04544705165
ACH-000490,-1.19928792096
ACH-000491,-1.28595332612
ACH-000495,-0.9491228154799999
ACH-000496,-1.02008444268
ACH-000499,-1.18484128151
ACH-000500,-0.864862758062
ACH-000502,-0.964465574551
ACH-000503,-1.61939099843
ACH-000505,-1.17219568478
ACH-000507,-1.11557711251
ACH-000510,-1.28543863252
ACH-000511,-0.8102572177770001
ACH-000512,-1.58174019426
ACH-000516,-1.2207495881100001
ACH-000517,-1.31002270087
ACH-000518,-1.06445961385
ACH-000520,-1.17208133939
ACH-000521,-0.969896990667
ACH-000522,-1.3388083063299998
ACH-000524,-1.18569363968
ACH-000527,-0.7952234368559999
ACH-000528,-0.988856840536
ACH-000537,-1.20130579176
ACH-000541,-1.3433268974500001
ACH-000542,-1.05092352076
ACH-000544,-1.1051373471
ACH-000545,-0.990036445819
ACH-000547,-0.9081272355009999
ACH-000548,-0.940762386971
ACH-000549,-0.933193413654
ACH-000550,-1.05525470217
ACH-000552,-0.9692924285690001
ACH-000556,-1.31517128796
ACH-000557,-1.68368128523
ACH-000570,-1.3638033029799999
ACH-000571,-1.42040929185
ACH-000573,-1.2793901469600002
ACH-000576,-1.22493802239
ACH-000580,-1.19962699781
ACH-000584,-1.23604172531
ACH-000585,-1.2972340210700002
ACH-000588,-1.18132203184
ACH-000589,-1.0288032202200001
ACH-000591,-1.0659576245
ACH-000593,-1.29261679452
ACH-000600,-1.30664133811
ACH-000601,-1.09689011131
ACH-000604,-1.07162843212
ACH-000605,-1.2946126229100001
ACH-000606,-0.982101208529
ACH-000608,-1.7546457998700002
ACH-000614,-0.782234423192
ACH-000616,-1.11903516024
ACH-000618,-1.19032283001
ACH-000619,-1.16255982484
ACH-000620,-0.733151385967
ACH-000621,-1.62995176338
ACH-000622,-0.8855466528210001
ACH-000623,-1.2880420374200001
ACH-000624,-1.1534268349299999
ACH-000627,-1.0683134052
ACH-000630,-0.924588984623
ACH-000632,-1.27555971296
ACH-000633,-1.30120422796
ACH-000637,-1.0265380226
ACH-000638,-1.09053149595
ACH-000646,-0.949502479561
ACH-000647,-1.3007648252200001
ACH-000648,-1.26571898518
ACH-000649,-1.0827292579999999
ACH-000651,-0.8921433334639999
ACH-000652,-0.875174894366
ACH-000653,-1.3851774924
ACH-000657,-1.12309331964
ACH-000658,-1.3858655374899997
ACH-000661,-0.881550190942
ACH-000662,-1.12065772696
ACH-000663,-0.930764065211
ACH-000665,-1.2421944977500001
ACH-000671,-1.29391898457
ACH-000673,-1.02187179494
ACH-000676,-1.33982559455
ACH-000677,-1.19205564259
ACH-000681,-0.991919959075
ACH-000682,-1.15755825563
ACH-000683,-1.2914287393600001
ACH-000684,-1.15388472902
ACH-000688,-1.5015981125100002
ACH-000693,-0.9843338983519999
ACH-000694,-1.02026218706
ACH-000695,-1.6300809871700002
ACH-000696,-1.23666769666
ACH-000697,-1.1893231917
ACH-000699,-1.22186922912
ACH-000701,-0.7360139771950001
ACH-000706,-1.08484770848
ACH-000711,-1.18264849581
ACH-000713,-0.942410816815
ACH-000714,-0.932040895805
ACH-000718,-1.40633602276
ACH-000720,-1.13424447294
ACH-000721,-1.01975144659
ACH-000724,-1.1107975483900001
ACH-000725,-1.76101002555
ACH-000732,-1.06933556368
ACH-000734,-1.00852871521
ACH-000735,-1.04270627191
ACH-000736,-1.2818894486499999
ACH-000738,-1.19090587498
ACH-000746,-1.1547590632
ACH-000747,-0.954027624963
ACH-000748,-1.04314741112
ACH-000753,-1.12628480807
ACH-000756,-1.35645756834
ACH-000757,-0.85850468413
ACH-000758,-1.0564442456899998
ACH-000760,-1.19688655396
ACH-000763,-1.34404524572
ACH-000764,-0.998362276381
ACH-000765,-1.1933564628
ACH-000766,-1.1810285168
ACH-000767,-1.2297762889100001
ACH-000768,-1.2815181254299999
ACH-000769,-0.9987110601729999
ACH-000770,-1.01497492626
ACH-000771,-0.8489603642710001
ACH-000773,-1.05094763823
ACH-000776,-1.14010050575
ACH-000777,-0.796554687406
ACH-000778,-1.1044374249200002
ACH-000781,-1.13115008124
ACH-000782,-0.9570581037389999
ACH-000783,-1.1237972929
ACH-000784,-1.34075508502
ACH-000785,-1.27189571676
ACH-000787,-1.0403872266399998
ACH-000788,-1.32276244778
ACH-000791,-0.934200246145
ACH-000792,-1.21612040511
ACH-000794,-1.01743801419
ACH-000796,-1.07457200653
ACH-000799,-1.23376753951
ACH-000800,-0.697604980649
ACH-000802,-0.850575824285
ACH-000804,-1.20250308729
ACH-000805,-0.889891821195
ACH-000809,-1.21758970934
ACH-000810,-1.4251471551700001
ACH-000811,-1.2374464062700001
ACH-000817,-1.13020471142
ACH-000819,-1.08568820251
ACH-000820,-0.824951814786
ACH-000821,-1.5175310981099999
ACH-000822,-1.7717208977
ACH-000823,-1.02930037507
ACH-000824,-1.43266552044
ACH-000827,-1.0059019989700002
ACH-000829,-1.1967276269299998
ACH-000831,-0.921518968563
ACH-000832,-0.674350290006
ACH-000833,-1.5314230979299999
ACH-000834,-0.988480948271
ACH-000835,-1.04635594205
ACH-000836,-0.7549203828290001
ACH-000837,-0.7512605801510001
ACH-000838,-1.41816067214
ACH-000839,-0.988795133671
ACH-000840,-1.17811644717
ACH-000841,-1.0273638436399999
ACH-000843,-1.04079633323
ACH-000846,-1.12026085009
ACH-000847,-1.1672197482100002
ACH-000848,-0.9289210011110001
ACH-000849,-0.996759636147
ACH-000851,-0.888905805023
ACH-000855,-1.01049612871
ACH-000856,-1.19462125131
ACH-000858,-0.866561958129
ACH-000859,-0.7388997079459999
ACH-000861,-0.932899558408
ACH-000862,-0.954820189305
ACH-000865,-1.05653268979
ACH-000866,-1.2974447544
ACH-000867,-1.3575840318
ACH-000869,-1.25691499459
ACH-000872,-0.974581404982
ACH-000873,-1.0943680251
ACH-000876,-1.32503343963
ACH-000878,-1.07403953926
ACH-000880,-1.12790715805
ACH-000881,-1.0435843228200001
ACH-000882,-1.12776893194
ACH-000884,-1.0452354238600001
ACH-000885,-1.11687071645
ACH-000887,-1.09948434561
ACH-000888,-1.41405301974
ACH-000889,-1.08026883459
ACH-000890,-0.776692254497
ACH-000896,-1.21304095169
ACH-000898,-1.28745864812
ACH-000900,-0.9785329956350001
ACH-000901,-1.43194041248
ACH-000905,-1.0470278591700002
ACH-000906,-0.9596651114299999
ACH-000907,-0.9749407377670001
ACH-000910,-1.24077697021
ACH-000911,-1.19604633869
ACH-000912,-1.0014858352399998
ACH-000913,-0.995327581565
ACH-000915,-1.2616261589700002
ACH-000916,-1.2918365124
ACH-000917,-1.0075791139
ACH-000921,-1.2997843225299999
ACH-000924,-1.38096923153
ACH-000926,-1.02357116039
