,DSP (1832)
ACH-000911,-0.009311183490430001
ACH-000912,-0.13313957279799998
ACH-000913,-0.0862329980023
ACH-000915,-0.0890599363021
ACH-000916,0.0361243365635
ACH-000917,0.046585974255599995
ACH-000921,-0.17444332324
ACH-000924,-0.16830504593899998
ACH-000926,-0.0097629566105
ACH-000928,-0.30581325797
ACH-000929,-0.16804525644699997
ACH-000932,-0.182873127648
ACH-000935,-0.132818061657
ACH-000936,-0.027854109772900003
ACH-000937,-0.119196723523
ACH-000938,-0.24994022805799998
ACH-000939,-0.016845538400399998
ACH-000941,-0.190770960745
ACH-000943,-0.107034425549
ACH-000946,-0.18002727667500001
ACH-000947,-0.0153768015395
ACH-000948,0.06798119015269999
ACH-000950,-0.21437122912999998
ACH-000953,-0.14699295237999999
ACH-000957,-0.0303491667378
ACH-000958,0.011551260663299999
ACH-000960,-0.0718613164194
ACH-000963,-0.0008937494409139999
ACH-000968,-0.267208169986
ACH-000969,0.0674983483005
ACH-000973,-0.00902622705634
ACH-000974,-0.129810211648
ACH-000975,0.048097358875199996
ACH-000976,-0.118286829364
ACH-000978,-0.300396067301
ACH-000980,-0.0921685982211
ACH-000984,-0.18864057607
ACH-000986,0.0657491239628
ACH-000988,-0.09300601031099999
ACH-000993,0.028681401148900002
ACH-000994,-0.0335745400069
ACH-000996,-0.158341919867
ACH-001001,-0.0954109673919
ACH-001020,-0.0216647615662
ACH-001028,-0.08776339084450001
ACH-001031,-0.0440477455767
ACH-001038,-0.174562689921
ACH-001048,0.016759381429500002
ACH-001050,0.0816278464927
ACH-001053,-0.321745062086
ACH-001054,-0.28631569981
ACH-001061,-0.11364298380799999
ACH-001067,-0.0630147846432
ACH-001075,-0.187338632072
ACH-001096,-0.0334236813023
ACH-001128,-0.0549554515252
ACH-001134,0.0644942294469
ACH-001151,-0.177585495265
ACH-001163,-0.0629670492208
ACH-001164,-0.037151057609099994
ACH-001173,-0.129094251041
ACH-001183,-0.176329250396
ACH-001184,-0.239356531633
ACH-001190,-0.224894331472
ACH-001192,-0.110949050778
ACH-001193,-0.22749702358600002
ACH-001196,-0.0203219438216
ACH-001197,0.051794459479800006
ACH-001205,-0.140415738996
ACH-001211,-0.0502258829534
ACH-001212,-0.0580938961147
ACH-001228,-0.12729404266
ACH-001232,-0.142590244852
ACH-001239,-0.131787585723
ACH-001274,-0.162926098204
ACH-001275,0.0274442229103
ACH-001277,-0.0501407912176
ACH-001278,-0.0532837458926
ACH-001280,0.023882138360500002
ACH-001283,-0.16536573659
ACH-001289,-0.32814811333599997
ACH-001295,-0.168914120757
ACH-001300,0.0987385476985
ACH-001301,-0.20795206926600002
ACH-001302,0.041210387839199995
ACH-001303,-0.334076450824
ACH-001306,0.051157018590400005
ACH-001318,-0.10208594940400001
ACH-001322,-0.193111719595
ACH-001328,-0.113474052119
ACH-001332,0.12585302943499999
ACH-001333,-0.022209772205
ACH-001336,-0.04084101874630001
ACH-001340,-0.06941693754530001
ACH-001346,-0.160492215011
ACH-001353,0.0018712017883299999
ACH-001354,-0.0350114605713
ACH-001367,0.184134603576
ACH-001368,-0.0520862350656
ACH-001374,-0.36174610760799997
ACH-001375,-0.21405970373799998
ACH-001377,0.16105573053
ACH-001380,-0.120341518848
ACH-001391,-0.24057134671100003
ACH-001407,-0.04255281819759999
ACH-001408,-0.11895750320399999
ACH-001413,-0.143053919753
ACH-001430,-0.197167532332
ACH-001431,-0.265790977013
ACH-001450,-0.171532556321
ACH-001496,-0.0808033039815
ACH-001500,-0.117558920895
ACH-001521,-0.0915536892361
ACH-001523,-0.255329887124
ACH-001532,-0.18382933085099998
ACH-001536,-0.0167219963717
ACH-001550,-0.0353769942001
ACH-001552,-0.35587074891599996
ACH-001554,-0.077958907863
ACH-001645,-0.21262240168
ACH-001654,-0.10901844020099999
ACH-001715,-0.0649746103436
ACH-001735,-0.156177343242
ACH-001736,-0.151648082708
ACH-001737,-0.138001662874
ACH-001740,-0.0295920150013
ACH-001745,0.146590767353
ACH-001750,0.0779618466282
ACH-001765,-0.0807479990146
ACH-001956,-0.054152911773199995
ACH-001957,-0.238639551528
