,DSP (1832)
ACH-000004,-0.13033544153899998
ACH-000007,0.0753675100596
ACH-000009,-0.0787106157927
ACH-000011,-0.153847365316
ACH-000012,-0.040694949168
ACH-000013,-0.195837737505
ACH-000014,-0.105858924715
ACH-000015,-0.153935295911
ACH-000017,-0.271286615382
ACH-000018,-0.0791925700585
ACH-000019,0.045843361010800006
ACH-000021,-0.0627118708627
ACH-000022,-0.09746861412239999
ACH-000025,-0.129281263781
ACH-000028,0.096032761429
ACH-000030,-0.382968421946
ACH-000035,-0.1537639551
ACH-000036,0.20893502677700002
ACH-000037,-0.030063701917599998
ACH-000039,-0.134543057896
ACH-000040,-0.0946646979844
ACH-000041,-0.083297095992
ACH-000042,-0.0647371368196
ACH-000045,-0.141691630962
ACH-000047,-0.0604858546963
ACH-000052,-0.187204236554
ACH-000053,-0.0900001865526
ACH-000054,-0.174096552253
ACH-000055,0.14179945027899998
ACH-000060,-0.161042759666
ACH-000067,-0.119333176044
ACH-000070,-0.08531263771770001
ACH-000075,-0.17559573429900002
ACH-000078,0.0699957790287
ACH-000082,-0.0990864328967
ACH-000085,-0.0803487930199
ACH-000086,0.09763623029539999
ACH-000087,0.047112146062
ACH-000092,-0.192070383407
ACH-000095,-0.147499918493
ACH-000097,-0.10309059407400001
ACH-000098,-0.17897837926100002
ACH-000099,-0.0304874835007
ACH-000108,-0.10104066286
ACH-000113,-0.22763219976
ACH-000115,-0.34316494945799997
ACH-000116,-0.26785503076699996
ACH-000118,-0.0314427878012
ACH-000120,0.0666888028278
ACH-000123,-0.147488972906
ACH-000127,-0.153141569851
ACH-000128,-0.0676359870802
ACH-000132,-0.19544812441599999
ACH-000133,0.00973188146834
ACH-000137,-0.401041867553
ACH-000138,-0.17675060082400001
ACH-000142,-0.185902889362
ACH-000143,-0.00019589483986400002
ACH-000146,-0.13793866659
ACH-000148,-0.0217724499411
ACH-000150,-0.0378859883547
ACH-000152,-0.070745831515
ACH-000153,-0.0823681253771
ACH-000159,-0.10908398329399999
ACH-000160,-0.114497803287
ACH-000163,-0.0255851427661
ACH-000167,-0.43505160179499996
ACH-000168,-0.10395081938100001
ACH-000169,-0.203443693315
ACH-000178,-0.115926148358
ACH-000182,-0.101531950845
ACH-000183,0.0145341679947
ACH-000188,-0.150273535978
ACH-000189,-0.105861620141
ACH-000190,0.07380311016369999
ACH-000198,-0.204767566389
ACH-000204,0.0305980569822
ACH-000206,-0.0978452669228
ACH-000207,0.10380541347200001
ACH-000211,-0.0775183193001
ACH-000215,-0.111137370793
ACH-000221,-0.012776661703000002
ACH-000222,0.0750489860062
ACH-000223,-0.226819791434
ACH-000226,-0.078558408994
ACH-000227,-0.10562993870300001
ACH-000228,0.011995620527899998
ACH-000231,-0.07779166601939999
ACH-000232,-0.170279709782
ACH-000233,-0.148041615255
ACH-000234,-0.300728037504
ACH-000235,-0.0375185521174
ACH-000237,-0.130721768927
ACH-000238,-0.296021187011
ACH-000243,0.0468923771258
ACH-000244,0.300951727911
ACH-000246,-0.12334919241900001
ACH-000248,-0.18516890235599998
ACH-000250,-0.22947157359700002
ACH-000251,0.127489907218
ACH-000253,-0.133478620149
ACH-000255,-0.064401767569
ACH-000256,-0.027821574524099998
ACH-000257,-0.152049425312
ACH-000258,0.0901742610522
ACH-000259,-0.0376069792095
ACH-000260,0.0242129175328
ACH-000261,-0.0687058106661
ACH-000262,0.141097035917
ACH-000263,-0.40140152486100006
ACH-000264,-0.155903676563
ACH-000265,0.043829040339900004
ACH-000266,-0.00677772226604
ACH-000272,-0.176209260595
ACH-000273,-0.10256080658700001
ACH-000274,-0.16096810328400002
ACH-000277,-0.127023121698
ACH-000278,0.0298728297237
ACH-000279,-0.125837339272
ACH-000280,-0.0036522309217199996
ACH-000281,0.148995664463
ACH-000288,-0.124807367737
ACH-000291,0.0536941897004
ACH-000293,-0.385717461584
ACH-000294,-0.117726979233
ACH-000295,-0.0573427546441
ACH-000296,0.15007584623099998
ACH-000302,-0.0965472059137
ACH-000304,-0.0881379716563
ACH-000307,-0.058322802324800006
ACH-000308,-0.134846344999
ACH-000310,0.000178605915145
ACH-000311,0.035056725595400004
ACH-000312,-0.0148352702719
ACH-000315,-0.275947169216
ACH-000316,-0.22295463673399998
ACH-000317,-0.00748841875579
ACH-000318,0.0760359710367
ACH-000319,-0.171165614003
ACH-000320,0.09466261226
ACH-000322,-0.10600103382
ACH-000323,-0.0605607813619
ACH-000324,-0.35183181940700003
ACH-000329,-0.34054924462499997
ACH-000330,-0.0068445996997
ACH-000331,0.0237319273234
ACH-000332,-0.0140357910139
ACH-000334,-0.0102609992038
ACH-000335,-0.0776610789008
ACH-000336,0.096755316767
ACH-000337,-0.108968475824
ACH-000339,-0.0553923372471
ACH-000341,-0.057634621175600004
ACH-000348,-0.128583987157
ACH-000350,0.06126741725840001
ACH-000352,0.0016440646680299998
ACH-000356,0.0192833131608
ACH-000361,-0.11123120497500001
ACH-000362,-0.10555935508
ACH-000363,-0.0364446489887
ACH-000364,-0.0689980732281
ACH-000365,-0.0715317907112
ACH-000366,-0.056113063076599995
ACH-000368,-0.0448471317769
ACH-000374,-0.215988923758
ACH-000375,0.0498290186053
ACH-000376,-0.130323849212
ACH-000381,-0.06998143869239999
ACH-000383,-0.122472980244
ACH-000387,-0.174889300092
ACH-000389,-0.160162078219
ACH-000390,0.0822266378173
ACH-000393,-0.11376843734200001
ACH-000395,-0.183232934207
ACH-000397,-0.134354185975
ACH-000401,-0.19905555133000002
ACH-000402,0.13336031006500002
ACH-000403,0.017530827268400002
ACH-000404,-0.304961234415
ACH-000406,-0.0593950850269
ACH-000407,0.039151191094400004
ACH-000408,0.0109418250175
ACH-000410,-0.043030928530400005
ACH-000411,0.09965924222539999
ACH-000414,-0.026029784350299998
ACH-000415,-0.07797164797339999
ACH-000416,-0.115654913757
ACH-000420,-0.210753467709
ACH-000421,-0.0608886343154
ACH-000424,0.0576843143775
ACH-000425,-0.10830604096100001
ACH-000426,0.174414826292
ACH-000427,-0.17983825419399999
ACH-000433,-0.0339113357911
ACH-000436,-0.113845344595
ACH-000444,-0.08418198291130001
ACH-000445,-0.247671153985
ACH-000448,-0.0815656388236
ACH-000450,0.0745956868976
ACH-000452,-0.123120161262
ACH-000454,-0.22834259856199998
ACH-000458,-0.18823843422400002
ACH-000459,0.0440811617196
ACH-000460,-0.08034736088779999
ACH-000461,-0.103566272885
ACH-000463,-0.142519961017
ACH-000464,0.0475019727391
ACH-000466,-0.151879835657
ACH-000467,-0.0207378139827
ACH-000468,-0.0834135595676
ACH-000469,-0.20599486417800003
ACH-000470,0.127051408444
ACH-000471,-0.140561246624
ACH-000472,-0.014554191837799999
ACH-000473,-0.09645025533399999
ACH-000475,-0.0219592719361
ACH-000476,-0.11937042587000002
ACH-000477,0.101442489562
ACH-000480,-0.0760038377339
ACH-000481,-0.0981608493496
ACH-000483,-0.131148841755
ACH-000484,0.006369010690239999
ACH-000485,0.29698647762200003
ACH-000486,-0.0643966029234
ACH-000487,0.0011427326160799998
ACH-000488,-0.0821121261643
ACH-000490,-0.197729430422
ACH-000491,-0.045010407847699996
ACH-000495,0.09759291113
ACH-000496,-0.0825468939775
ACH-000499,0.166280971237
ACH-000500,-0.497903685404
ACH-000502,-0.029344242121200004
ACH-000503,-0.423232995888
ACH-000505,-0.09675586025739999
ACH-000507,0.0359493805416
ACH-000510,0.0019207809097399999
ACH-000511,-0.09821642628699999
ACH-000512,-0.08791603803030001
ACH-000516,-0.125484048824
ACH-000517,-0.113198785854
ACH-000518,0.0200705145855
ACH-000520,-0.0353750574988
ACH-000521,-0.052274666147600006
ACH-000522,-0.0639779434658
ACH-000524,-0.44555484647200005
ACH-000527,-0.08067712211769999
ACH-000528,-0.153963369484
ACH-000537,-0.048766751204199994
ACH-000541,-0.43286723833000007
ACH-000542,-0.143303883284
ACH-000544,0.186110630409
ACH-000545,-0.099247206242
ACH-000547,-0.472184136472
ACH-000548,-0.0747339063196
ACH-000549,-0.0835783112445
ACH-000550,-0.100526538103
ACH-000552,-0.051010977155800004
ACH-000556,-0.20421359039
ACH-000557,-0.262440278869
ACH-000570,0.026715220209
ACH-000571,-0.136268506898
ACH-000573,0.0184985260379
ACH-000576,-0.16490789827
ACH-000580,-0.15739415311899999
ACH-000584,-0.22171281518199998
ACH-000585,-0.21033938207000002
ACH-000588,0.04773533204
ACH-000589,-0.13892575578299998
ACH-000591,-0.32024284650699997
ACH-000593,-0.0162954447446
ACH-000600,-0.063038212911
ACH-000601,0.00864389983424
ACH-000604,-0.03765397411430001
ACH-000605,-0.22139651228100002
ACH-000606,-0.121663415151
ACH-000608,-0.0899688821957
ACH-000614,0.0172624905598
ACH-000616,-0.0024266635058299998
ACH-000618,-0.07660705219880001
ACH-000619,0.0558144970429
ACH-000620,-0.060115636577399996
ACH-000621,-0.161107187316
ACH-000622,-0.130785938022
ACH-000623,-0.18562551843199998
ACH-000624,-0.11583776441400001
ACH-000627,-0.0169468509089
ACH-000630,-0.120338775232
ACH-000632,-0.0787813954499
ACH-000633,-0.0892749200645
ACH-000637,-0.247481022705
ACH-000638,-0.0376877537336
ACH-000646,0.161402075195
ACH-000647,-0.021023866715000002
ACH-000648,-0.037192381904599996
ACH-000649,-0.11671241044399999
ACH-000651,-0.05951980163380001
ACH-000652,-0.113938814593
ACH-000653,-0.0154195791549
ACH-000657,-0.07435293759560001
ACH-000658,-0.161617626566
ACH-000661,-0.103449542107
ACH-000662,-0.18396948254
ACH-000663,-0.141880207168
ACH-000665,-0.113396005226
ACH-000671,-0.30390101995900004
ACH-000673,-0.111195181962
ACH-000676,-0.135435986547
ACH-000677,0.0248987263364
ACH-000681,-0.154937182914
ACH-000682,-0.212357778248
ACH-000683,-0.18112961366
ACH-000684,-0.08292322231480001
ACH-000688,-0.121899118113
ACH-000693,-0.0912508797113
ACH-000694,-0.0132526548682
ACH-000695,-0.266005958529
ACH-000696,-0.11725884811
ACH-000697,0.048729885555499994
ACH-000699,0.00949690357288
ACH-000701,-0.274576080394
ACH-000706,0.0463189251987
ACH-000711,-0.050112126534599996
ACH-000713,-0.00029246893148
ACH-000714,-0.16458496675200002
ACH-000718,0.0240968649658
ACH-000720,-0.10027701265200001
ACH-000721,-0.108997541447
ACH-000724,0.0468387607529
ACH-000725,-0.146266819566
ACH-000732,0.166741610904
ACH-000734,-0.10382279682
ACH-000735,-0.28108736113
ACH-000736,-0.0699780897033
ACH-000738,-0.0666670999609
ACH-000746,-0.0789818405221
ACH-000747,0.129537897737
ACH-000748,-0.025279183086900005
ACH-000753,-0.0672572945773
ACH-000756,-0.0669487682172
ACH-000757,-0.20062543292999999
ACH-000758,-0.0764102432682
ACH-000760,-0.046863485049199995
ACH-000763,-0.052884790747999996
ACH-000764,-0.109647000735
ACH-000765,-0.149288194096
ACH-000766,0.10046217128900001
ACH-000767,-0.0162610012665
ACH-000768,-0.241349268227
ACH-000769,-0.06093410244130001
ACH-000770,-0.0349825459528
ACH-000771,-0.26649283979000005
ACH-000773,-0.274132472014
ACH-000776,0.09743337332
ACH-000777,-0.0836302640422
ACH-000778,-0.274465900966
ACH-000781,0.023615693558299997
ACH-000782,-0.475643053865
ACH-000783,-0.17622955902600002
ACH-000784,-0.125409508164
ACH-000785,-0.0907370970227
ACH-000787,-0.179622526338
ACH-000788,-0.10739778013599999
ACH-000791,-0.14135830300799998
ACH-000792,-0.23627682489399998
ACH-000794,-0.21513860260899997
ACH-000796,-0.00391589421259
ACH-000799,-0.0951751313241
ACH-000800,-0.09031698594979999
ACH-000802,-0.110841396288
ACH-000804,-0.0916768497287
ACH-000805,-0.0846062622175
ACH-000809,-0.15856491544
ACH-000810,0.107215659102
ACH-000811,-0.236825670129
ACH-000817,-0.0343670538707
ACH-000819,0.08129422155430001
ACH-000820,-0.299719708702
ACH-000821,0.056313501292
ACH-000822,-0.08222671362669999
ACH-000823,-0.0674953796911
ACH-000824,-0.0670904352632
ACH-000827,-0.0336746883238
ACH-000829,-0.23925203951299998
ACH-000831,-0.0318276515852
ACH-000832,0.07926366147760001
ACH-000833,0.09635117984660002
ACH-000834,-0.155581053505
ACH-000835,0.04772636264690001
ACH-000836,-0.22454413415199997
ACH-000837,0.0883854218829
ACH-000838,-0.10065579236300001
ACH-000839,-0.163029733116
ACH-000840,-0.191504635618
ACH-000841,0.0234301351522
ACH-000843,-0.0918629411857
ACH-000846,-0.17171813983800002
ACH-000847,-0.107710560876
ACH-000848,-0.0643788588395
ACH-000849,-0.138706358535
ACH-000851,0.0835077681088
ACH-000855,0.115030328751
ACH-000856,-0.21078506879099998
ACH-000858,-0.114452196987
ACH-000859,0.283405921537
ACH-000861,0.0592272889504
ACH-000862,0.00629225063363
ACH-000865,-0.148314615776
ACH-000866,-0.012642125778299998
ACH-000867,-0.14003945888
ACH-000869,-0.334349761441
ACH-000872,-0.206063251463
ACH-000873,0.109556191753
ACH-000876,-0.194356537494
ACH-000878,-0.337231890522
ACH-000880,0.037077965545
ACH-000881,-0.0829233600397
ACH-000882,-0.0894907122858
ACH-000884,-0.12153151384000002
ACH-000885,-0.162209993253
ACH-000887,-0.034684761941
ACH-000888,-0.191146723754
ACH-000889,-0.27561996561999996
ACH-000890,-0.146619731077
ACH-000896,0.0348888104759
ACH-000898,-0.11422822426200001
ACH-000900,0.00233006096685
ACH-000901,-0.166250359649
ACH-000905,-0.0727746419624
ACH-000906,-0.06855731663549999
ACH-000907,-0.13976917490399998
ACH-000910,-0.123214011442
