,MRPS24 (64951)
ACH-000004,-0.49100808082099995
ACH-000007,-0.957588211143
ACH-000009,-0.58465301836
ACH-000011,-0.324812097297
ACH-000012,-1.02064997488
ACH-000013,-0.86838205088
ACH-000014,-0.61823704316
ACH-000015,-0.890148534632
ACH-000017,-0.6194800615899999
ACH-000018,-1.1391132471799998
ACH-000019,-1.0081286879
ACH-000021,-0.507564258429
ACH-000022,-0.743326391516
ACH-000025,-0.746308545114
ACH-000028,-1.18655101827
ACH-000030,-0.7506149020999999
ACH-000035,-0.897149084643
ACH-000036,-0.318357781634
ACH-000037,-0.571234398441
ACH-000039,-0.607602658594
ACH-000040,-0.484952063675
ACH-000041,-0.99108679449
ACH-000042,-0.597280156289
ACH-000045,-0.778450120633
ACH-000047,-0.566586771431
ACH-000052,-0.614384687944
ACH-000053,-0.660265322496
ACH-000054,-0.835723615033
ACH-000055,-0.7062481278530001
ACH-000060,-0.67150149876
ACH-000067,-0.657172335409
ACH-000070,-0.925079827451
ACH-000075,-0.318601105463
ACH-000078,-0.6802576254699999
ACH-000082,-0.702370140554
ACH-000085,-0.656790097749
ACH-000086,-0.9339563449089999
ACH-000087,-0.903265730766
ACH-000092,-0.49788346240000003
ACH-000095,-0.508377441453
ACH-000097,-0.461870959501
ACH-000098,-0.620982581915
ACH-000099,-0.750873771829
ACH-000108,-0.5440266582159999
ACH-000113,-0.795448455474
ACH-000115,-0.5323995929990001
ACH-000116,-0.8547035434720001
ACH-000118,-0.909124749102
ACH-000120,-0.45913238305200005
ACH-000123,-0.973750954641
ACH-000127,-0.927188799308
ACH-000128,-1.0684134865000001
ACH-000132,-0.543489979897
ACH-000133,-0.82839118018
ACH-000137,-0.48465585755400004
ACH-000138,-0.562622203171
ACH-000142,-0.599624084031
ACH-000143,-1.02562041731
ACH-000146,-0.805839273286
ACH-000148,-0.8448825707619999
ACH-000150,-1.04612437241
ACH-000152,-0.5057806056840001
ACH-000153,-1.07559596237
ACH-000159,-0.739609847462
ACH-000160,-0.9604829853869999
ACH-000163,-0.782761915093
ACH-000167,0.238143245299
ACH-000168,-0.165628426787
ACH-000169,-0.859657098007
ACH-000178,-0.8988593428039999
ACH-000182,-1.2226927074299998
ACH-000183,-0.78435988265
ACH-000188,-0.629960074899
ACH-000189,-1.12306026966
ACH-000190,-1.24584376471
ACH-000198,-0.680170530481
ACH-000204,-0.8674812020329999
ACH-000206,-1.03662752416
ACH-000207,-0.870495741718
ACH-000211,-0.5060721306970001
ACH-000215,-0.70011213087
ACH-000221,-1.25657744535
ACH-000222,-0.6106639054199999
ACH-000223,-0.642579321996
ACH-000226,-0.875528061494
ACH-000227,-0.6738205158239999
ACH-000228,-0.742087256553
ACH-000231,-0.718219126488
ACH-000232,-0.861005205531
ACH-000233,-0.7216158129350001
ACH-000234,-0.526226885241
ACH-000235,-0.647762578917
ACH-000237,-0.475759621608
ACH-000238,-0.7562997925380001
ACH-000243,-0.48822601377999997
ACH-000244,-0.631430042033
ACH-000246,-1.0014256317
ACH-000248,-0.437642539941
ACH-000250,-0.446742715408
ACH-000251,-0.643877402403
ACH-000253,-0.621492251818
ACH-000255,-0.8060332525949999
ACH-000256,-0.629435621228
ACH-000257,-0.9241365283840001
ACH-000258,-0.372147952424
ACH-000259,-0.8607646829369999
ACH-000260,-0.512204322649
ACH-000261,-0.542818414387
ACH-000262,-0.7035899040510001
ACH-000263,-0.677521803588
ACH-000264,-0.5877491425770001
ACH-000265,-0.773236668644
ACH-000266,-0.36050042918
ACH-000272,-0.5871574741100001
ACH-000273,-0.639848754457
ACH-000274,-0.6114499810849999
ACH-000277,-0.801827650004
ACH-000278,-0.42938385199199997
ACH-000279,-1.02361767312
ACH-000280,-0.563806942087
ACH-000281,-0.7003091293350001
ACH-000288,-0.907201054671
ACH-000291,-0.7242021761849999
ACH-000293,-1.07402506048
ACH-000294,-0.953910060103
ACH-000295,-0.826898241602
ACH-000296,-0.6034856045979999
ACH-000302,-0.826599874005
ACH-000304,-1.1931656996100002
ACH-000307,-0.799614611089
ACH-000308,-0.738246840096
ACH-000310,-0.5993292762899999
ACH-000311,-0.435885312874
ACH-000312,-0.824115683001
ACH-000315,-0.7553114314839999
ACH-000316,-0.5734970241390001
ACH-000317,-1.05652196177
ACH-000318,-0.621039215441
ACH-000319,-0.34125552761999994
ACH-000320,-0.7218687743880001
ACH-000322,-0.602605379399
ACH-000323,-0.864051787539
ACH-000324,-0.766568311023
ACH-000329,-0.81908133066
ACH-000330,-0.961620546735
ACH-000331,-0.813202795485
ACH-000332,-0.27144601034000004
ACH-000334,-0.74803283355
ACH-000335,-0.8015359484010001
ACH-000336,-1.1813735261299998
ACH-000337,-0.730217520263
ACH-000339,-0.713811222033
ACH-000341,-0.6932554533040001
ACH-000348,-0.552724074021
ACH-000350,-0.767391401264
ACH-000352,-0.914642944499
ACH-000356,-0.9186590121930001
ACH-000361,-0.413206662073
ACH-000362,-0.629235070127
ACH-000363,-0.746998132356
ACH-000364,-0.8708612422349999
ACH-000365,-0.828505118637
ACH-000366,-0.6409079974849999
ACH-000368,-0.608411805548
ACH-000374,-0.953014196405
ACH-000375,-0.346095477697
ACH-000376,-1.13960753549
ACH-000381,-0.7679471213519999
ACH-000383,-0.845353290953
ACH-000387,-0.6898965864550001
ACH-000389,-0.358157801752
ACH-000390,-0.634047171459
ACH-000393,-0.49475614284100006
ACH-000395,-0.491944707099
ACH-000397,-0.329655883741
ACH-000401,-0.532809430035
ACH-000402,-0.8886759426209999
ACH-000403,-0.682609478258
ACH-000404,-0.9176818007950001
ACH-000406,-0.924254898519
ACH-000407,-0.7076922209250001
ACH-000408,-0.8100100553659999
ACH-000410,-0.7766925985750001
ACH-000411,-0.47221748399400004
ACH-000414,-0.745092244181
ACH-000415,-0.800920458375
ACH-000416,-0.498690541779
ACH-000420,-0.688776633064
ACH-000421,-0.614086226782
ACH-000424,-0.989665440381
ACH-000425,-0.592679595971
ACH-000426,-0.844635750646
ACH-000427,-0.9645723290780001
ACH-000433,-0.716053536605
ACH-000436,-0.52735654596
ACH-000444,-0.560193948473
ACH-000445,-0.493487967094
ACH-000448,-0.618637783289
ACH-000450,-0.528566218533
ACH-000452,-0.635041972314
ACH-000454,-1.11705888757
ACH-000458,-0.9304927616259999
ACH-000459,-1.76233869488
ACH-000460,-0.622580839619
ACH-000461,-1.1123925722499999
ACH-000463,-0.459653177457
ACH-000464,-0.422459583641
ACH-000466,-0.672947333628
ACH-000467,-1.13940029558
ACH-000468,-0.7442959005040001
ACH-000469,-0.88044811166
ACH-000470,-0.636663725003
ACH-000471,-0.47449999581200003
ACH-000472,-0.647793655428
ACH-000473,-0.790188949173
ACH-000475,-0.808633817873
ACH-000476,-1.18340637319
ACH-000477,-0.8060124907439999
ACH-000480,-0.891546665605
ACH-000481,-0.8066355356749999
ACH-000483,-0.8271020585879999
ACH-000484,-0.601369704996
ACH-000485,-0.48017865004199994
ACH-000486,-0.7763961748370001
ACH-000487,-0.934519022979
ACH-000488,-1.05050063251
ACH-000490,-0.831679772201
ACH-000491,-0.9293534174079999
ACH-000495,-0.265604066588
ACH-000496,-0.414881799186
ACH-000499,-0.9472500233460001
