,BATF2 (116071)
ACH-000004,-0.25664057119
ACH-000007,-0.16038794997000003
ACH-000009,-0.0887037428927
ACH-000011,-0.35662886901100005
ACH-000012,-0.17669721364500002
ACH-000013,-0.22343830427499997
ACH-000014,-0.0648256850566
ACH-000015,-0.273112098211
ACH-000017,-0.13012774726600002
ACH-000018,-0.159147359608
ACH-000019,-0.392350308174
ACH-000021,-0.376863178534
ACH-000022,-0.225775203596
ACH-000025,-0.0540052997666
ACH-000028,-0.237050188156
ACH-000030,-0.21869661366999998
ACH-000035,-0.160692978676
ACH-000036,-0.168167179019
ACH-000037,-0.19083645134799998
ACH-000039,0.0813574789777
ACH-000040,-0.270807764358
ACH-000041,-0.225576954292
ACH-000042,-0.328639462353
ACH-000045,-0.273186516056
ACH-000047,-0.33650610432800004
ACH-000052,-0.410641919521
ACH-000053,-0.256693703231
ACH-000054,-0.190752116039
ACH-000055,-0.37872231645300003
ACH-000060,-0.353656490241
ACH-000067,-0.35531062888400006
ACH-000070,-0.28166515298
ACH-000075,-0.301717035867
ACH-000078,-0.054518307669799995
ACH-000082,-0.236159042766
ACH-000085,-0.36057142135700004
ACH-000086,-0.418948289501
ACH-000087,-0.312151378566
ACH-000092,-0.172150044678
ACH-000095,-0.240417472524
ACH-000097,-0.23267210935600002
ACH-000098,-0.154750047614
ACH-000099,-0.17696085981100002
ACH-000108,-0.310789891183
ACH-000113,-0.331581383893
ACH-000115,-0.533778401167
ACH-000116,-0.312956216874
ACH-000118,-0.44994023057300003
ACH-000120,-0.31117401582
ACH-000123,-0.449349168068
ACH-000127,-0.146172407596
ACH-000128,-0.116612223995
ACH-000132,-0.351952677883
ACH-000133,-0.259686931478
ACH-000137,-0.28061417021400004
ACH-000138,-0.143694242433
ACH-000142,-0.524517477403
ACH-000143,-0.120664355887
ACH-000146,-0.20037974047600002
ACH-000148,-0.305767789617
ACH-000150,-0.26364202839699996
ACH-000152,-0.19191818916700001
ACH-000153,-0.552645173104
ACH-000159,-0.130819949665
ACH-000160,-0.194569177281
ACH-000163,-0.21894490019699997
ACH-000167,-0.22726134653299998
ACH-000168,-0.359246577517
ACH-000169,-0.119698023852
ACH-000178,-0.10758782853700001
ACH-000182,-0.230114154351
ACH-000183,-1.40874192541
ACH-000188,-0.408942441399
ACH-000189,-0.571938889303
ACH-000190,-0.277976995008
ACH-000198,-0.281482605549
ACH-000204,-0.196904134487
ACH-000206,-0.132649410068
ACH-000207,-0.37300208879
ACH-000211,-0.31973298393399996
ACH-000215,-0.135380001975
ACH-000221,-0.17516711972500001
ACH-000222,-0.167264643142
ACH-000223,-0.08753681653889998
ACH-000226,-0.221865112224
ACH-000227,-0.487593040538
ACH-000228,-0.567505507673
ACH-000231,-0.151243955731
ACH-000232,-0.228388221534
ACH-000233,-0.318710405918
ACH-000234,-0.137669634116
ACH-000235,-0.336542070156
ACH-000237,-0.07547468622169999
ACH-000238,-0.28366823690299997
ACH-000243,-0.21755115957600002
ACH-000244,-0.18412216819899999
ACH-000246,-0.288692927416
ACH-000248,-0.286978155115
ACH-000250,-0.359954281775
ACH-000251,-0.34302786234300003
ACH-000253,-0.045502345437000005
ACH-000255,-0.282786332752
ACH-000256,-0.472101243148
ACH-000257,-0.45521338005900003
ACH-000258,-0.0580129472396
ACH-000259,-0.365657973885
ACH-000260,-0.309360362821
ACH-000261,0.325017733617
ACH-000262,-0.44538640451000006
ACH-000263,-0.601397576575
ACH-000264,-0.227847903822
ACH-000265,-0.33299440092099997
ACH-000266,-0.329310559721
ACH-000272,-0.32670148499699997
ACH-000273,-0.21551496907900003
ACH-000274,-0.222018743774
ACH-000277,-0.23430610436000002
ACH-000278,-0.120122983508
ACH-000279,-0.22975037402399998
ACH-000280,-0.255232013902
ACH-000281,-0.25780571173
ACH-000288,-0.20324300885000002
ACH-000291,-0.09532538180469999
ACH-000293,-0.315258154794
ACH-000294,-0.284448925895
ACH-000295,-0.188793428065
