,STAG1 (10274)
ACH-000004,0.0363891772426
ACH-000007,0.275468621754
ACH-000009,-0.095219589138
ACH-000011,-0.0105113401342
ACH-000012,0.015412515354799998
ACH-000013,0.054811006932699996
ACH-000014,-0.224996588354
ACH-000015,-0.40584625028099997
ACH-000017,0.0237937289188
ACH-000018,-0.18014524872999998
ACH-000019,-0.129943960633
ACH-000021,-0.214427491177
ACH-000022,-0.40071183392899995
ACH-000025,-0.301127187531
ACH-000028,-0.31401284425500003
ACH-000030,0.028225424257200003
ACH-000035,-0.10272513860400001
ACH-000036,-0.10663318920399999
ACH-000037,-0.11444153077199999
ACH-000039,-0.256098569043
ACH-000040,-0.198488028117
ACH-000041,-0.98923706942
ACH-000042,-0.38312433180699995
ACH-000045,-0.0277556231708
ACH-000047,0.04255888951740001
ACH-000052,-0.441333061435
ACH-000053,-0.14929182833
ACH-000054,-0.093086374187
ACH-000055,-0.310135958152
ACH-000060,-0.12664363222
ACH-000067,-0.183881740442
ACH-000070,0.18831417386500002
ACH-000075,-0.17391482848099998
ACH-000078,0.0903645141515
ACH-000082,-0.268083006945
ACH-000085,-0.16732292208900001
ACH-000086,-0.102651719668
ACH-000087,-0.671257507042
ACH-000092,-0.256153819527
ACH-000095,-0.240652575076
ACH-000097,0.0201982240822
ACH-000098,-0.139159497864
ACH-000099,-0.112046560216
ACH-000108,-0.102338859956
ACH-000113,-0.00700365935094
ACH-000115,-0.7519500765260001
ACH-000116,-0.0423705131006
ACH-000118,-0.0652858342455
ACH-000120,-0.339125988719
ACH-000123,-0.406539804862
ACH-000127,-0.21731164830299998
ACH-000128,-0.5194958327470001
ACH-000132,0.008684900693790002
ACH-000133,-0.140044286076
ACH-000137,0.11735110058800001
ACH-000138,-0.18477906173500003
ACH-000142,-0.040696021079
ACH-000143,-0.653892957173
ACH-000146,-0.150781372936
ACH-000148,-0.430852306224
ACH-000150,-0.028556155820299998
ACH-000152,-0.11080696703
ACH-000153,-0.023945726963900002
ACH-000159,-0.006586389737090001
