,MAS1L (116511)
ACH-000004,0.138798323773
ACH-000007,0.17269831927
ACH-000009,-0.00624269383482
ACH-000011,0.208145413326
ACH-000012,0.0413005780273
ACH-000013,0.0329129050809
ACH-000014,-0.038007860446800004
ACH-000015,0.112383424721
ACH-000017,0.141392961289
ACH-000018,0.0667251871321
ACH-000019,0.152497332706
ACH-000021,0.05410978850380001
ACH-000022,0.0251451112745
ACH-000025,-0.0326364824201
ACH-000028,0.038284095517599995
ACH-000030,0.0423107801075
ACH-000035,0.0285248052465
ACH-000036,-0.10107038472799999
ACH-000037,0.07451065853510001
ACH-000039,0.46411984120800004
ACH-000040,-0.0879040099605
ACH-000041,0.153038632502
ACH-000042,-0.0207174376023
ACH-000045,-0.304414501343
ACH-000047,-0.06909245208989999
ACH-000052,-0.246548751741
ACH-000053,0.0796583668343
ACH-000054,0.0643440242686
ACH-000055,0.040661462698300004
ACH-000060,0.06426073644880001
ACH-000067,0.006504175344390001
ACH-000070,0.0755400911757
ACH-000075,0.121849211883
ACH-000078,0.19857001517900003
ACH-000082,0.0429110053514
ACH-000085,-0.0377713471603
ACH-000086,0.11951344187799999
ACH-000087,-0.0337695873873
ACH-000092,0.038678696380199995
ACH-000095,0.0464630999032
ACH-000097,0.0462414406265
ACH-000098,0.07929052851389999
ACH-000099,0.0691631067536
ACH-000108,-0.00800624656411
ACH-000113,0.0957202520094
ACH-000115,-0.0352183123147
ACH-000116,0.0553314419993
ACH-000118,-0.06473909220049999
ACH-000120,-0.0997135620273
ACH-000123,0.009617608984479999
ACH-000127,0.0157380852098
ACH-000128,-0.022636421837900003
ACH-000132,0.167590498696
ACH-000133,-0.0040242725499
ACH-000137,0.046910746583000006
ACH-000138,-0.0884281749336
ACH-000142,-0.127648581934
ACH-000143,0.119252670541
ACH-000146,0.163248412448
ACH-000148,0.033686020787999996
ACH-000150,0.0965758835448
ACH-000152,0.16831017863400002
ACH-000153,0.194654437971
ACH-000159,0.125384367508
ACH-000160,0.050269498997800005
ACH-000163,0.056680077532199995
ACH-000167,0.20293741954599998
ACH-000168,-0.00433498122929
ACH-000169,0.12334738592700001
ACH-000178,-0.0308866598811
ACH-000182,0.0139664793041
ACH-000183,0.00729633391141
ACH-000188,0.205078879525
ACH-000189,0.012885586302200002
ACH-000190,0.0721355808918
ACH-000198,0.012872798429999999
ACH-000204,0.0888058904134
ACH-000206,0.11594207992599999
ACH-000207,-0.0533507603156
ACH-000211,-0.0781517083466
ACH-000215,-0.053958483349900006
ACH-000221,0.038333113215699995
ACH-000222,-0.165632814067
ACH-000223,0.013900788002
ACH-000226,0.0183578986779
ACH-000227,0.228196628123
ACH-000228,0.0374011580309
ACH-000231,-0.0486077457893
ACH-000232,-0.0691529249624
ACH-000233,-0.0101599215797
ACH-000234,0.00718381626037
ACH-000235,-0.00487244327643
ACH-000237,0.0746566863932
ACH-000238,0.014077923335299999
ACH-000243,0.0481062284674
ACH-000244,-0.203526865291
ACH-000246,0.11675132072000001
ACH-000248,-0.16982786990600002
ACH-000250,-0.025037369501099995
ACH-000251,0.0800925794823
ACH-000253,0.120713171839
ACH-000255,0.027528351324299996
ACH-000256,-0.0485939398096
ACH-000257,0.012028617771100002
ACH-000258,0.121709585856
ACH-000259,-0.0147820679289
ACH-000260,-0.0019359888625399997
ACH-000261,0.0743660235695
ACH-000262,0.0411783509864
ACH-000263,0.244794180117
ACH-000264,-0.044251105051999994
ACH-000265,0.047563978563
ACH-000266,-0.01550297634
ACH-000272,0.065325489347
ACH-000273,-0.12770704551200002
ACH-000274,0.028234439262
ACH-000277,-0.017080784835299997
ACH-000278,-0.031894319613900005
ACH-000279,0.09397386817360001
ACH-000280,-0.11588320229599999
ACH-000281,-0.0784788118347
ACH-000288,-0.126358758391
ACH-000291,0.0505252602532
ACH-000293,0.05420869283509999
ACH-000294,0.06868101114490001
ACH-000295,-0.160621855602
ACH-000296,-0.17181774461899998
ACH-000302,0.06831387662169999
ACH-000304,-0.0903778143655
ACH-000307,0.00886584577682
ACH-000308,0.0674666799319
ACH-000310,0.17737681672400002
ACH-000311,0.00950119492012
ACH-000312,0.017214786178
ACH-000315,-0.103965363891
ACH-000316,0.158316365699
ACH-000317,0.164064407698
ACH-000318,0.158145867743
ACH-000319,-0.0680262290547
ACH-000320,-0.168779003453
ACH-000322,-0.0465951910403
ACH-000323,0.14582115734
ACH-000324,0.0275898801457
ACH-000329,0.005103404156340001
ACH-000330,-0.06924905983610001
ACH-000331,0.012123322955100001
ACH-000332,-0.049370194679300004
ACH-000334,-0.21548141749699998
ACH-000335,0.209729036194
ACH-000336,0.18552113027399997
ACH-000337,0.210501831161
ACH-000339,-0.048717219901300006
ACH-000341,-0.0546584126762
ACH-000348,0.0038032284205500003
ACH-000350,-0.108012013734
ACH-000352,-0.057774493418800005
ACH-000356,0.10219896294500001
ACH-000361,0.0040495810723800004
ACH-000362,-0.117737483336
ACH-000363,0.0181361849432
ACH-000364,-0.0271034167307
ACH-000365,0.0738326648195
ACH-000366,0.0200653180145
ACH-000368,0.102271031447
ACH-000374,-0.25317121244
ACH-000375,0.0698474281782
