,RPS3A (6189)
ACH-000004,-1.18645568229
ACH-000007,-1.31084528947
ACH-000009,-1.48652534356
ACH-000011,-1.6089385305500001
ACH-000012,-1.37746132683
ACH-000013,-1.1863542611799998
ACH-000014,-1.3466783569299998
ACH-000015,-1.33353099426
ACH-000017,-1.24848544499
ACH-000018,-0.995141826119
ACH-000019,-1.00595262332
ACH-000021,-1.24336495783
ACH-000022,-1.11453712555
ACH-000025,-1.1015991122700002
ACH-000028,-1.1205075652299998
ACH-000030,-1.2654774589
ACH-000035,-1.22095726822
ACH-000036,-0.99733209267
ACH-000037,-1.5048948267299997
ACH-000039,-1.54355566393
ACH-000040,-1.44000826569
ACH-000041,-1.3958018894400002
ACH-000042,-1.0653482961299998
ACH-000045,-1.58452279199
ACH-000047,-1.20534290948
ACH-000052,-1.44049627393
ACH-000053,-1.39356350099
ACH-000054,-1.4747887557700001
ACH-000055,-1.07515227315
ACH-000060,-1.45796463034
ACH-000067,-1.1114141042799999
ACH-000070,-1.42447586854
ACH-000075,-1.48905127715
ACH-000078,-1.28585276664
ACH-000082,-1.53513090278
ACH-000085,-1.1732687231799999
ACH-000086,-1.05387564375
ACH-000087,-1.31477714838
ACH-000092,-1.37390733519
ACH-000095,-1.23777517844
ACH-000097,-1.21724479859
ACH-000098,-1.18342895794
ACH-000099,-1.3634091545200002
ACH-000108,-1.27899683033
ACH-000113,-1.35310968478
ACH-000115,-1.53649470269
ACH-000116,-1.26559711144
ACH-000118,-1.3151850853799998
ACH-000120,-1.38699327784
ACH-000123,-1.35277199921
ACH-000127,-1.27949345865
ACH-000128,-1.4749938297999998
ACH-000132,-1.28266064138
ACH-000133,-1.56632377476
ACH-000137,-1.26595333896
ACH-000138,-1.2476753708600001
ACH-000142,-1.44240862381
ACH-000143,-1.27347909878
ACH-000146,-1.28536977072
ACH-000148,-1.4944342059399998
ACH-000150,-1.16116056994
ACH-000152,-1.1128677919
ACH-000153,-1.49048868731
ACH-000159,-1.41577305098
ACH-000160,-1.48162660799
ACH-000163,-1.38675333797
ACH-000167,-0.649304156547
ACH-000168,-1.03759379909
ACH-000169,-1.09337498595
ACH-000178,-1.2233418747
ACH-000182,-1.33696359366
ACH-000183,-1.31875237658
ACH-000188,-1.35136568933
ACH-000189,-1.70862836377
ACH-000190,-1.3564107585499998
ACH-000198,-1.31723935582
ACH-000204,-1.35336108977
ACH-000206,-1.69339636206
ACH-000207,-0.723596042315
ACH-000211,-1.42202917764
ACH-000215,-1.24068968579
ACH-000221,-1.2065283978399999
ACH-000222,-1.1288684613
ACH-000223,-1.4169973053100002
ACH-000226,-1.36339919248
ACH-000227,-1.65449639837
ACH-000228,-1.1747153412
ACH-000231,-1.11859343256
ACH-000232,-1.2472141592200001
ACH-000233,-1.35369677151
ACH-000234,-1.4182836490000001
ACH-000235,-1.20553932774
ACH-000237,-1.4162997053400002
ACH-000238,-1.0918525378
ACH-000243,-1.26726966547
ACH-000244,-1.33319414299
ACH-000246,-1.33497636661
ACH-000248,-1.3436459681200001
ACH-000250,-1.1799097074
ACH-000251,-1.1451341980299998
ACH-000253,-1.23632126622
ACH-000255,-1.07897663568
ACH-000256,-1.3757841229299999
ACH-000257,-1.4138515797799998
ACH-000258,-1.42149285098
ACH-000259,-1.32658609995
ACH-000260,-1.15316881614
ACH-000261,-1.3292163468
ACH-000262,-1.51303721475
ACH-000263,-1.69060870132
ACH-000264,-1.07308824932
ACH-000265,-1.15769016579
ACH-000266,-1.06835188406
ACH-000272,-1.26354378183
ACH-000273,-1.10697005553
ACH-000274,-1.3944421872
ACH-000277,-0.9856815460130001
ACH-000278,-1.1703036250799999
ACH-000279,-1.30623844326
ACH-000280,-0.984878104292
ACH-000281,-1.3250425197700002
ACH-000288,-1.2596170882100002
ACH-000291,-1.27298303874
ACH-000293,-1.0873862702200001
ACH-000294,-1.2769343739499999
ACH-000295,-0.851783169486
ACH-000296,-1.39934622503
ACH-000302,-1.4641684651299998
ACH-000304,-1.39491575069
ACH-000307,-1.1993216745200002
ACH-000308,-1.3668058263799998
ACH-000310,-1.29620353663
ACH-000311,-1.51456287741
ACH-000312,-1.28875630544
ACH-000315,-1.40736822877
ACH-000316,-1.10838314264
ACH-000317,-0.988221665911
ACH-000318,-1.12767717018
ACH-000319,-1.28293520036
ACH-000320,-1.32252099412
ACH-000322,-1.2574069943000001
ACH-000323,-1.20612784855
ACH-000324,-1.34515823606
ACH-000329,-1.32079902165
ACH-000330,-1.13802972885
ACH-000331,-1.32236173757
ACH-000332,-1.1525758755600002
ACH-000334,-1.8777290167200003
ACH-000335,-1.6704075168599999
ACH-000336,-1.35864161791
ACH-000337,-1.11424270912
ACH-000339,-1.35145858056
ACH-000341,-1.3794443719999998
ACH-000348,-1.5085772390099998
ACH-000350,-1.32623167366
ACH-000352,-1.0769548197299998
ACH-000356,-1.12887127038
ACH-000361,-1.64227696028
ACH-000362,-1.43359767877
ACH-000363,-1.5087361596200002
ACH-000364,-1.08563715426
ACH-000365,-1.2822718935100001
ACH-000366,-1.19275213977
ACH-000368,-1.3053805328399999
ACH-000374,-1.19310600877
ACH-000375,-1.2052623391
ACH-000376,-1.31973435265
ACH-000381,-1.38821972177
ACH-000383,-0.9924181347679999
ACH-000387,-1.2585159820899998
ACH-000389,-0.947612013785
ACH-000390,-1.28116599874
ACH-000393,-1.25175961425
ACH-000395,-1.29444071074
ACH-000397,-1.31856848031
ACH-000401,-1.3971863606700001
ACH-000402,-1.8273573351900003
ACH-000403,-1.4033647855700002
ACH-000404,-1.67475612624
ACH-000406,-1.3648801238
ACH-000407,-1.29150988509
ACH-000408,-0.97354795736
ACH-000410,-1.0117398126000001
ACH-000411,-1.16043464315
ACH-000414,-1.3503123774399999
ACH-000415,-1.05173172433
ACH-000416,-1.22852645466
ACH-000420,-1.31501954062
ACH-000421,-1.0797257242899998
ACH-000424,-1.0913714308700002
ACH-000425,-1.4446272880200002
ACH-000426,-1.3609164889399998
ACH-000427,-1.19616191904
ACH-000433,-1.35134883692
ACH-000436,-1.37555762785
ACH-000444,-1.33484577247
ACH-000445,-1.24465643521
ACH-000448,-1.4589138326299997
ACH-000450,-1.08161941994
ACH-000452,-1.2582375098
ACH-000454,-1.22174936444
ACH-000458,-1.14516932722
ACH-000459,-1.4376570601499998
ACH-000460,-1.28935073375
ACH-000461,-1.1561738188700001
ACH-000463,-1.21127830506
ACH-000464,-1.2592891994
ACH-000466,-0.9895382724490001
ACH-000467,-1.3834068098199999
ACH-000468,-1.4802646501299999
ACH-000469,-1.3269102853599999
ACH-000470,-1.15337341935
ACH-000471,-1.0879610854200001
ACH-000472,-1.3904130362
ACH-000473,-1.8064541759400001
ACH-000475,-1.33776987195
ACH-000476,-1.42060839657
ACH-000477,-1.99830110074
ACH-000480,-1.52601942038
ACH-000481,-1.43857745743
ACH-000483,-1.4649991807700002
ACH-000484,-1.47972984436
ACH-000485,-1.40138171076
ACH-000486,-1.23929477491
ACH-000487,-1.19389586029
ACH-000488,-1.3073547118000002
ACH-000490,-1.40115354643
ACH-000491,-1.3732853898500001
ACH-000495,-1.20464491422
ACH-000496,-1.1929221498
ACH-000499,-1.32721659079
ACH-000500,-0.824570947204
ACH-000502,-1.22161053682
ACH-000503,-1.00489933421
ACH-000505,-1.30806849535
ACH-000507,-1.20037332843
