,ADARB2 (105)
ACH-000004,0.168631707912
ACH-000007,0.059245653507
ACH-000009,0.17609248650400003
ACH-000011,0.07531852912499999
ACH-000012,0.0844662047355
ACH-000013,-0.0741659340439
ACH-000014,-0.062204680259
ACH-000015,0.174068847348
ACH-000017,0.17475765807399998
ACH-000018,-0.0185565712417
ACH-000019,-0.06411567000519999
ACH-000021,-0.150142241246
ACH-000022,0.20132124052900002
ACH-000025,0.08362559499769999
ACH-000028,0.163002909492
ACH-000030,0.128454974834
ACH-000035,0.149694068988
ACH-000036,0.0736549997917
ACH-000037,0.0866204434275
ACH-000039,0.282878215601
ACH-000040,0.149404253716
ACH-000041,0.112074897546
ACH-000042,0.13565184315099998
ACH-000045,0.07226604250239999
ACH-000047,0.0826462833393
ACH-000052,0.252492796405
ACH-000053,0.034025570051500004
ACH-000054,-0.018698143107700002
ACH-000055,0.365885035829
ACH-000060,-0.0756264493549
ACH-000067,0.072289037555
ACH-000070,-0.08287790903230001
ACH-000075,0.223860886239
ACH-000078,0.17175089383900002
ACH-000082,0.0209767701038
ACH-000085,-0.000299011645575
ACH-000086,0.038735763934300005
ACH-000087,0.234988289265
ACH-000092,0.0258470731266
ACH-000095,0.19393977232700002
ACH-000097,0.0956711675976
ACH-000098,-0.0038144608927600005
ACH-000099,0.19245679139600003
ACH-000108,0.121851073921
ACH-000113,0.238032688718
ACH-000115,0.0381897770814
ACH-000116,0.136515273376
ACH-000118,0.144033210463
ACH-000120,0.052282557653700004
ACH-000123,0.22244037415600001
ACH-000127,0.10442729062799999
ACH-000128,0.225191754391
ACH-000132,-0.06653758840200001
ACH-000133,0.11446607080900001
ACH-000137,0.0410589518478
ACH-000138,0.0666109052553
ACH-000142,0.0365942713506
ACH-000143,0.148078837677
ACH-000146,0.206910158593
ACH-000148,0.06319474583700001
ACH-000150,0.06374977722969999
ACH-000152,0.10657310046700001
ACH-000153,0.267854919349
ACH-000159,0.11203898240700001
ACH-000160,-0.262242028352
ACH-000163,0.14934411779999998
ACH-000167,0.199487544928
ACH-000168,0.325072246402
ACH-000169,0.131645477932
ACH-000178,-0.009255425413209999
ACH-000182,0.105180225172
ACH-000183,-0.0033082505965399997
ACH-000188,-0.0204030909938
ACH-000189,-0.14533406160499998
ACH-000190,0.151497282739
ACH-000198,-0.060032493955300005
ACH-000204,-0.17300184995999998
ACH-000206,-0.140014015765
ACH-000207,0.313649598565
ACH-000211,0.013298363966899998
ACH-000215,0.00782047738883
ACH-000221,0.12416268929600001
ACH-000222,0.166460393616
ACH-000223,-0.0142617819921
ACH-000226,0.14013642644500002
ACH-000227,-0.0628927116726
ACH-000228,0.19197995780299998
ACH-000231,-0.04213159486930001
ACH-000232,-0.0286069363905
ACH-000233,-0.0034751741601399995
ACH-000234,-0.109589717283
ACH-000235,0.132151206616
ACH-000237,-0.0577814138132
ACH-000238,0.015641955744700002
ACH-000243,0.146654716825
ACH-000244,0.196890572885
ACH-000246,0.0262054641376
ACH-000248,0.09252108453749999
ACH-000250,0.0231460477679
ACH-000251,0.200880144921
ACH-000253,0.14114849480900002
ACH-000255,-0.10878938705800001
ACH-000256,-0.0293974404421
ACH-000257,-0.0343709057474
ACH-000258,0.195489956594
ACH-000259,0.06607905184219999
ACH-000260,0.151111539516
ACH-000261,0.0894177999519
ACH-000262,0.21678048108800002
ACH-000263,0.0607028457208
ACH-000264,0.043732081536499996
ACH-000265,0.0808254433947
ACH-000266,0.0856435929434
ACH-000272,0.0167318697612
ACH-000273,0.102204234114
ACH-000274,-0.0113077241552
ACH-000277,0.245185471096
