,GUSB (2990)
ACH-000004,0.09275980031360001
ACH-000007,-0.169799105931
ACH-000009,-0.0677448188214
ACH-000011,0.0191480572643
ACH-000012,-0.19997130275699998
ACH-000013,0.140283843925
ACH-000014,-0.19141330032099999
ACH-000015,0.0609321634132
ACH-000017,0.0270689862335
ACH-000018,-0.09531224822889998
ACH-000019,0.059339277024600005
ACH-000021,-0.40038295831500004
ACH-000022,-0.013631366439100002
ACH-000025,-0.281426700139
ACH-000028,-0.117961512403
ACH-000030,0.0535495293079
ACH-000035,-0.120671735264
ACH-000036,-0.370065298764
ACH-000037,0.0646754715677
ACH-000039,-0.19638116055799998
ACH-000040,0.05803053971390001
ACH-000041,0.07983162593710001
ACH-000042,-0.061899445116
ACH-000045,-0.07295738018299999
ACH-000047,-0.0195639122884
ACH-000052,-0.228695750617
ACH-000053,-0.160591648575
ACH-000054,-0.140792015113
ACH-000055,-0.05961047499990001
ACH-000060,0.11161546667099999
ACH-000067,-0.202604514031
ACH-000070,-0.0413935589901
ACH-000075,-0.0028714719478899996
ACH-000078,0.077095213956
ACH-000082,-0.0005548840996209999
ACH-000085,-0.114513033548
ACH-000086,0.140853163814
ACH-000087,-0.0124329564036
ACH-000092,-0.110080177476
ACH-000095,-0.0152986228132
ACH-000097,-0.10265331151399999
ACH-000098,-0.0697239407001
ACH-000099,-0.130135233684
ACH-000108,-0.0556906267612
ACH-000113,-0.12841267489900002
ACH-000115,-0.256290709031
ACH-000116,0.014781032558899999
ACH-000118,-0.0554221732618
ACH-000120,-0.0246961569246
ACH-000123,-0.0996392597787
ACH-000127,-0.0417192395309
ACH-000128,0.120120179639
ACH-000132,0.040174804043300004
ACH-000133,0.0620865066137
ACH-000137,-0.0958488912065
ACH-000138,0.049264831469499996
ACH-000142,-0.054250752600800006
ACH-000143,0.144867252785
ACH-000146,-0.0814792075346
ACH-000148,-0.07644076532499999
ACH-000150,-0.0760014632307
ACH-000152,-0.0878145667588
ACH-000153,0.17912539780099998
ACH-000159,-0.105648958962
ACH-000160,0.0313541555265
ACH-000163,-0.044911426472899994
ACH-000167,0.0946124568754
ACH-000168,-0.110110943517
ACH-000169,-0.0598824480039
ACH-000178,0.0993849560816
ACH-000182,0.0167179201074
ACH-000183,0.0108763919468
ACH-000188,-0.0474772825631
ACH-000189,-0.412662181052
ACH-000190,-0.0341920247891
ACH-000198,-0.00417082204973
ACH-000204,0.07629364610600001
ACH-000206,-0.00479003316174
ACH-000207,0.0155974502342
ACH-000211,-0.112059899453
ACH-000215,-0.0693695900043
ACH-000221,-0.137982311089
ACH-000222,0.060570745737699994
ACH-000223,0.036343287597
ACH-000226,-0.277534198583
ACH-000227,-0.029414148331299995
ACH-000228,-0.0407275849217
ACH-000231,-0.180616122158
ACH-000232,-0.240806022305
ACH-000233,0.027600174882200002
ACH-000234,0.08252498236769999
ACH-000235,-0.04575693629980001
ACH-000237,-0.13362933153200002
ACH-000238,0.196487801907
ACH-000243,-0.029279809977299998
ACH-000244,-0.250957255025
ACH-000246,-0.0614255999715
ACH-000248,-0.0789072825442
ACH-000250,-0.007883251833120001
ACH-000251,0.150358692515
ACH-000253,0.0655728707278
ACH-000255,-0.130070514693
ACH-000256,0.20017437021499998
ACH-000257,0.173551628884
ACH-000258,-0.137051028956
ACH-000259,-0.0226824860071
ACH-000260,-0.00996897090911
ACH-000261,-0.05136687425
ACH-000262,-0.194923840113
ACH-000263,0.7231719188240001
ACH-000264,-0.13452502096799998
ACH-000265,0.115847435475
ACH-000266,-0.0809795914112
ACH-000272,-0.110315597075
ACH-000273,0.00895379312279
ACH-000274,0.0273903862498
ACH-000277,-0.07489171556860001
ACH-000278,-0.150856262288
ACH-000279,-0.014812970833900001
ACH-000280,-0.113327209487
ACH-000281,0.34622995181500005
ACH-000288,-0.120395423664
ACH-000291,-0.0745623135972
ACH-000293,-0.0939386915182
ACH-000294,0.29978347261300003
ACH-000295,0.0585057274605
ACH-000296,-0.0956750873581
ACH-000302,-0.15269204724000002
ACH-000304,-0.27416806408100003
ACH-000307,0.0380162945995
ACH-000308,-0.114775058041
ACH-000310,-0.0174075276693
ACH-000311,-0.169630009364
ACH-000312,-0.142375761541
ACH-000315,-0.0728555413455
ACH-000316,-0.0546141988948
ACH-000317,-0.0671505232042
ACH-000318,-0.0313490863359
ACH-000319,-0.108887376554
ACH-000320,-0.09362239606039999
ACH-000322,-0.00393015638578
ACH-000323,0.0552632013435
ACH-000324,0.021146178065299996
ACH-000329,0.0964279624592
ACH-000330,0.132510052093
ACH-000331,0.046450100188600005
ACH-000332,0.07283262332780001
ACH-000334,0.0171446259846
ACH-000335,0.0554071928175
ACH-000336,-0.408998633642
ACH-000337,-0.26051842763599997
ACH-000339,-0.19686399669500002
ACH-000341,0.03609762823130001
ACH-000348,0.0741522318005
ACH-000350,-0.13547522886900001
ACH-000352,0.021054493138
ACH-000356,-0.01449360636
ACH-000361,0.00174694016615
ACH-000362,-0.09060232819070001
ACH-000363,0.116342293784
ACH-000364,-0.11826553646099999
ACH-000365,-0.09648055040100001
ACH-000366,0.05489467446690001
ACH-000368,-0.327833344923
ACH-000374,-0.269291839704
ACH-000375,-0.289063107316
ACH-000376,0.0068470816325600006
ACH-000381,-0.21499593136999998
ACH-000383,-0.19789629415100002
ACH-000387,0.06460162112000001
