,GCAT (23464)
ACH-000004,0.017565111772900002
ACH-000007,0.102081571041
ACH-000009,-0.024013690249799997
ACH-000011,-0.198340589202
ACH-000012,-0.17648612169300001
ACH-000013,-0.07543851316530001
ACH-000014,0.0451339919477
ACH-000015,-0.10219069287900001
ACH-000017,-0.000102856678639
ACH-000018,0.12436300861300001
ACH-000019,-0.106070447486
ACH-000021,0.133114668099
ACH-000022,-0.00697832609247
ACH-000025,-0.015488757587
ACH-000028,0.006857645125439999
ACH-000030,-0.141690778632
ACH-000035,-0.11345101191
ACH-000036,0.08636839193260001
ACH-000037,-0.018897503497400003
ACH-000039,0.200541443574
ACH-000040,-0.0724991767407
ACH-000041,0.035343501381900004
ACH-000042,-0.11777268633600001
ACH-000045,0.11403883606899999
ACH-000047,-0.0745093169148
ACH-000052,-0.159906544289
ACH-000053,-0.011963822980200002
ACH-000054,0.032779640770099996
ACH-000055,0.18259771832600002
ACH-000060,-0.43749311568899996
ACH-000067,0.10576392990700001
ACH-000070,-0.152885570749
ACH-000075,0.019691216022
ACH-000078,0.158613755578
ACH-000082,-0.0219036157499
ACH-000085,0.00867563061409
ACH-000086,0.08991693290380001
ACH-000087,0.09736004822560002
ACH-000092,-0.175960636408
ACH-000095,-0.0284279544239
ACH-000097,-0.00114300064301
ACH-000098,-0.0038949819898400004
ACH-000099,0.112053980272
ACH-000108,0.028195822275900003
ACH-000113,0.051703993435800004
ACH-000115,-0.120450289533
ACH-000116,-0.059335666621000004
ACH-000118,0.009701513314129998
ACH-000120,0.125501570657
ACH-000123,-0.0962711339669
ACH-000127,0.106117049781
ACH-000128,-0.0418165259495
ACH-000132,-0.0928578017911
ACH-000133,-0.09121612095380001
ACH-000137,-0.17230373320700001
ACH-000138,0.142188772736
ACH-000142,0.019792065668099997
ACH-000143,-0.0018820242526800001
ACH-000146,0.141913881151
ACH-000148,0.09033124806260001
ACH-000150,0.0418011638972
ACH-000152,-0.157925029855
ACH-000153,0.149932293947
ACH-000159,0.048409839386099995
ACH-000160,0.0901519744645
ACH-000163,0.0840552403897
ACH-000167,-0.161446442924
ACH-000168,0.0422096960806
ACH-000169,0.031511381874199995
ACH-000178,0.0327501176012
ACH-000182,0.109048069759
ACH-000183,-0.106979422027
ACH-000188,0.0435708581819
ACH-000189,-0.128415412417
ACH-000190,0.0813180705281
ACH-000198,-0.00492684970235
ACH-000204,0.215000673227
ACH-000206,-0.00467627058288
ACH-000207,-0.0688717901989
ACH-000211,-0.0583006389985
ACH-000215,0.013351401666700001
ACH-000221,0.105595941884
ACH-000222,0.20907665062
ACH-000223,0.056253167379
ACH-000226,0.0710166268329
ACH-000227,0.00730743947749
ACH-000228,0.14291359163200001
ACH-000231,-0.17593227763500002
ACH-000232,-0.0113058187975
ACH-000233,0.046407533676899995
ACH-000234,0.136382201529
ACH-000235,0.0264611971273
ACH-000237,0.13838439374199998
ACH-000238,-0.0267788054017
ACH-000243,0.10647572659499999
ACH-000244,0.0551883615524
ACH-000246,-0.105856135967
ACH-000248,0.121665147357
ACH-000250,0.0712500345177
ACH-000251,-0.09140212233310001
ACH-000253,-0.0195871535825
ACH-000255,-0.0330266224293
ACH-000256,-0.214326788834
ACH-000257,-0.0814826318695
ACH-000258,-0.078684025904
ACH-000259,0.05986607626899999
ACH-000260,-0.010531069981500002
ACH-000261,-0.006910698572310001
ACH-000262,0.0446447759411
ACH-000263,-0.0930450155939
ACH-000264,-0.125852315594
ACH-000265,0.012100234234200001
ACH-000266,0.0273740999744
ACH-000272,-0.05221789124580001
ACH-000273,0.0244542870217
ACH-000274,-0.0270713154263
ACH-000277,-0.09233057136610001
ACH-000278,0.0175709433708
ACH-000279,-0.040200950878699994
ACH-000280,-0.0710734632135
ACH-000281,0.19276496408100002
ACH-000288,0.027943812304599996
ACH-000291,0.0352173380548
ACH-000293,0.0222363869287
ACH-000294,-0.003975964411119999
ACH-000295,0.169502179713
ACH-000296,-0.0324032352949
ACH-000302,-0.09583103321139999
ACH-000304,0.0764694653528
ACH-000307,-0.0422145751004
ACH-000308,0.025521533153900003
ACH-000310,0.170808541114
ACH-000311,-0.12727600200099998
ACH-000312,0.0216297474257
ACH-000315,-0.0301906646025
ACH-000316,0.109186423568
ACH-000317,0.16490103443499998
ACH-000318,-0.0672525297485
ACH-000319,0.00865285320358
ACH-000320,0.061953619683099995
ACH-000322,-0.138858642214
ACH-000323,0.0284402412816
ACH-000324,-0.005677324019939999
ACH-000329,-0.07841652041389999
ACH-000330,-0.164884704948
ACH-000331,0.247945971162
ACH-000332,0.038431144873
ACH-000334,0.241419244702
ACH-000335,0.145006090205
ACH-000336,0.060452191624600006
ACH-000337,-0.011475575675700001
ACH-000339,0.030161229056
ACH-000341,0.0675562961704
ACH-000348,0.0386330386427
ACH-000350,-0.00273258988921
ACH-000352,0.0731700599477
ACH-000356,0.153185727772
ACH-000361,0.0479147389678
ACH-000362,0.193090351444
ACH-000363,0.1438518379
ACH-000364,0.171639544176
ACH-000365,0.141284804735
ACH-000366,0.0117740165445
ACH-000368,0.0190025414359
ACH-000374,0.0207298200839
ACH-000375,0.238542229374
ACH-000376,-0.0499177489911
ACH-000381,0.144067497327
ACH-000383,0.0629533705176
