,TCTN3 (26123)
ACH-000004,-0.0195025733885
ACH-000007,0.08818492349109999
ACH-000009,-0.23709212070799998
ACH-000011,-0.203571236045
ACH-000012,-0.0515032485411
ACH-000013,-0.038705745093
ACH-000014,-0.07703854634139999
ACH-000015,0.038053751561699996
ACH-000017,0.0712951919498
ACH-000018,-0.11421632627499999
ACH-000019,-0.0388388323748
ACH-000021,0.123676983762
ACH-000022,0.043204177896099996
ACH-000025,-0.127052111635
ACH-000028,-0.0242835607615
ACH-000030,-0.22565860746999997
ACH-000035,0.045029889535099996
ACH-000036,0.027068661294200002
ACH-000037,-0.0160618212067
ACH-000039,-0.0967992479218
ACH-000040,-0.163335019084
ACH-000041,-0.0943919410089
ACH-000042,-0.036016759145499996
ACH-000045,-0.136337721021
ACH-000047,-0.014363216594
ACH-000052,0.0129536545615
ACH-000053,-0.0267094651753
ACH-000054,-0.109029181557
ACH-000055,-0.0027351068234499998
ACH-000060,-0.14542475063899998
ACH-000067,-0.188666559099
ACH-000070,-0.141537834197
ACH-000075,-0.199094664619
ACH-000078,-0.058537852688
ACH-000082,-0.0831659138501
ACH-000085,-0.10550641816199999
ACH-000086,-0.182692401162
ACH-000087,0.29643726324499997
ACH-000092,-0.14291007689000002
ACH-000095,-0.07360864432730001
ACH-000097,0.0193732499797
ACH-000098,-0.0287991261727
ACH-000099,0.0167651198795
ACH-000108,-0.00638278538203
ACH-000113,-0.060171710874300004
ACH-000115,0.056593121583699994
ACH-000116,0.0225870619418
ACH-000118,-0.161311976144
ACH-000120,0.056921069027000004
ACH-000123,-0.149962879751
ACH-000127,-0.09923976279239999
ACH-000128,-0.00106283218995
ACH-000132,-0.16363430278899999
ACH-000133,0.0104567204576
ACH-000137,0.123693602263
ACH-000138,0.00058637422901
ACH-000142,0.036970441505
ACH-000143,0.05942073987919999
ACH-000146,-0.0281305283208
ACH-000148,-0.0815472278307
ACH-000150,0.0691478173342
ACH-000152,-0.014327241151799999
ACH-000153,-0.11298212670499999
ACH-000159,-0.07978261738749999
ACH-000160,-0.239755282696
ACH-000163,0.0818306118542
ACH-000167,-0.240391862903
ACH-000168,-0.0841717022013
ACH-000169,-0.129269324812
ACH-000178,0.0015484079958800003
ACH-000182,-0.06888583475530001
ACH-000183,-0.011496455462799999
ACH-000188,-0.157821152095
ACH-000189,-0.19208858173300003
ACH-000190,-0.175047975544
ACH-000198,-0.15133600545499998
ACH-000204,-0.21182997966800002
ACH-000206,-0.260501633851
ACH-000207,-0.28780868901
ACH-000211,-0.14080514782700002
ACH-000215,0.020470578296199998
ACH-000221,0.087271903588
ACH-000222,-0.20161854634399998
ACH-000223,-0.11283126729699999
ACH-000226,-0.09131460515130001
ACH-000227,-0.23117734129999998
ACH-000228,0.07028857443610001
ACH-000231,-0.146904795611
ACH-000232,-0.167061271314
ACH-000233,-0.0180764471154
ACH-000234,-0.0539228485971
ACH-000235,-0.0468329856996
ACH-000237,-0.09723159735310001
ACH-000238,-0.13042302716600002
ACH-000243,-0.16047498634000001
ACH-000244,0.10527519320499999
ACH-000246,0.0502383735891
ACH-000248,0.0754240010655
ACH-000250,-0.17145447555100002
ACH-000251,-0.246468973017
ACH-000253,0.217516021528
ACH-000255,-0.033939431053
ACH-000256,0.038119994014
ACH-000257,0.035996636989800004
ACH-000258,-0.113749561481
ACH-000259,0.00239123297522
ACH-000260,0.0183615550751
ACH-000261,-0.0610793859931
ACH-000262,-0.22608905097399998
ACH-000263,-0.0297792249816
ACH-000264,-0.132590018245
ACH-000265,-0.0721432639553
ACH-000266,-0.0994463850652
ACH-000272,-0.08590789584519999
ACH-000273,-0.0341911230323
ACH-000274,-0.07305977781339999
ACH-000277,-0.0300671145958
ACH-000278,-0.0707191456702
ACH-000279,-0.015038516148399999
ACH-000280,-0.00821042804622
ACH-000281,-0.127655255281
ACH-000288,0.021798439577799998
ACH-000291,-0.21531287660100001
ACH-000293,-0.16936311981199997
ACH-000294,-0.317656930218
ACH-000295,0.116261117378
ACH-000296,0.00509093397807
ACH-000302,0.11064794368799999
ACH-000304,0.0664142957388
ACH-000307,-0.0629683252286
ACH-000308,0.032322084380200004
ACH-000310,-0.361224352225
ACH-000311,-0.07776439138789999
ACH-000312,0.0167006909037
ACH-000315,0.203542645255
ACH-000316,-0.08692596643089999
ACH-000317,-0.05837684006569999
ACH-000318,-0.0743582107318
ACH-000319,0.062351637682600006
ACH-000320,-0.357799564696
ACH-000322,-0.07987349943819999
ACH-000323,-0.05683137377999999
ACH-000324,-0.08412754786219999
ACH-000329,-0.08185473059060001
ACH-000330,-0.0399055570904
ACH-000331,-0.137788106002
ACH-000332,-0.20292089831799998
