,MGAT1 (4245)
ACH-000004,-0.541175568325
ACH-000007,-0.478789294524
ACH-000009,-0.585344655263
ACH-000011,-0.7070430591179999
ACH-000012,-0.22675477401500002
ACH-000013,-0.43196177193
ACH-000014,-0.6616397341520001
ACH-000015,-0.784106203081
ACH-000017,-0.462208124515
ACH-000018,-0.7569637136059999
ACH-000019,-0.171344708079
ACH-000021,-0.38625903705700004
ACH-000022,-0.17484476615699998
ACH-000025,-0.7569828619210001
ACH-000028,-0.40966713227799995
ACH-000030,-0.566482930373
ACH-000035,-0.211788419736
ACH-000036,-0.204357599917
ACH-000037,-0.512404499842
ACH-000039,-0.117912458311
ACH-000040,-0.594342764083
ACH-000041,-0.059066642116999996
ACH-000042,-0.542406870741
ACH-000045,-0.771163463778
ACH-000047,-0.701002843088
ACH-000052,-0.5222503052449999
ACH-000053,-0.715906934619
ACH-000054,-0.740234968671
ACH-000055,-0.56268998286
ACH-000060,-0.5486840739159999
ACH-000067,-0.313105458983
ACH-000070,-0.7281254518629999
ACH-000075,-0.671318836965
ACH-000078,-0.499216357882
ACH-000082,-0.489635340231
ACH-000085,-0.546855231651
ACH-000086,-0.69669461536
ACH-000087,-0.598509967375
ACH-000092,-0.8386239818160001
ACH-000095,-0.179719805275
ACH-000097,-0.452063069081
ACH-000098,-0.943350911411
ACH-000099,-0.736730917245
ACH-000108,-0.7675300539319999
ACH-000113,-0.754449512682
ACH-000115,-0.0934583682219
ACH-000116,-0.530645773147
ACH-000118,-0.6098767826899999
ACH-000120,0.142292690364
ACH-000123,-0.39785662535099997
ACH-000127,-0.7536912187260001
ACH-000128,-0.669772960524
ACH-000132,-0.6560319483429999
ACH-000133,-0.479815251434
ACH-000137,-0.654546089861
ACH-000138,-0.469670208825
ACH-000142,-0.152348569198
ACH-000143,-0.278961778532
ACH-000146,-0.548284969844
ACH-000148,-0.726887474779
ACH-000150,-0.7110135664380001
ACH-000152,-0.571102992741
ACH-000153,-0.348055450171
ACH-000159,-0.8417370886259999
ACH-000160,-0.47414487623
ACH-000163,-0.427223692527
ACH-000167,-0.5426814727570001
ACH-000168,-0.7988009031029999
ACH-000169,-0.471635683552
ACH-000178,-0.536357535539
ACH-000182,-0.45686664437200003
ACH-000183,-0.718682123196
ACH-000188,-0.286786400042
ACH-000189,-0.177028390936
ACH-000190,-0.507710789511
ACH-000198,-0.033399611011700005
ACH-000204,-0.363384273288
ACH-000206,-0.534431657697
ACH-000207,-0.592388383526
ACH-000211,-0.57550014154
ACH-000215,-0.20564880085700002
ACH-000221,-0.476721617774
ACH-000222,-0.9305884977200002
ACH-000223,-0.49697425447899995
ACH-000226,-0.637772652768
ACH-000227,-0.16294788945
ACH-000228,-0.559937180704
ACH-000231,-0.503249705988
ACH-000232,-0.285570172752
ACH-000233,-0.516567464454
ACH-000234,-0.590031177439
ACH-000235,-0.7706847456110001
ACH-000237,-0.45179320362
ACH-000238,-0.48397216303
ACH-000243,-0.490886415087
ACH-000244,-0.510209926071
ACH-000246,-0.5173522643940001
ACH-000248,-0.472208833384
ACH-000250,-0.592869318317
ACH-000251,-0.782949856371
ACH-000253,-0.665714227158
ACH-000255,-0.408405442247
ACH-000256,-0.697322798881
ACH-000257,-0.49194181022
ACH-000258,-0.731652727597
ACH-000259,-0.435742742932
ACH-000260,-0.147133522885
ACH-000261,-0.48555445174500006
ACH-000262,-0.644580392827
ACH-000263,-0.326008668838
ACH-000264,-0.43838696075499994
ACH-000265,-0.41942583859099997
ACH-000266,-0.552561774756
ACH-000272,-0.733045644861
ACH-000273,-0.479963485023
ACH-000274,-0.70542357324
ACH-000277,-0.410949361897
ACH-000278,-0.132642466996
ACH-000279,-0.39026910505900003
ACH-000280,-0.24737802561299999
ACH-000281,-0.479778521903
ACH-000288,-0.402018714996
ACH-000291,-0.279824346928
ACH-000293,-0.387171526348
ACH-000294,-0.677867023576
ACH-000295,-0.790171091023
ACH-000296,-0.467940310888
ACH-000302,-0.561940027838
ACH-000304,-0.151972150516
ACH-000307,-0.602332768135
ACH-000308,-0.341395003623
ACH-000310,-0.230011629738
ACH-000311,-0.36264618928099995
ACH-000312,-0.0933759803969
ACH-000315,-0.69641314697
ACH-000316,-0.651717141756
ACH-000317,-0.658425626262
ACH-000318,-0.246621226698
ACH-000319,-0.47601448975199995
ACH-000320,-0.353040695442
ACH-000322,-0.503458307087
ACH-000323,0.121346214482
ACH-000324,-0.5403485388
ACH-000329,-0.309221428618
ACH-000330,-0.364333464735
ACH-000331,-0.6883657245550001
ACH-000332,-0.576273080552
