,PABPN1L (390748)
ACH-000004,0.332754573654
ACH-000007,-0.165305998352
ACH-000009,0.321181737327
ACH-000011,0.0396809965475
ACH-000012,0.0596312459588
ACH-000013,0.194919860675
ACH-000014,0.06040333605380001
ACH-000015,0.139766189854
ACH-000017,0.0476429559239
ACH-000018,0.0242964910983
ACH-000019,0.138524562992
ACH-000021,0.15137450676300002
ACH-000022,0.157408489476
ACH-000025,0.11214966011199999
ACH-000028,0.30620773031599996
ACH-000030,0.23054712810400002
ACH-000035,0.46036715787199994
ACH-000036,0.0291898607833
ACH-000037,0.0523357707137
ACH-000039,0.44398407452
ACH-000040,0.111359155507
ACH-000041,0.4251544507
ACH-000042,0.179705263092
ACH-000045,0.0983505875482
ACH-000047,0.100905989525
ACH-000052,0.11569773252999999
ACH-000053,0.26371911135299997
ACH-000054,0.0565437269702
ACH-000055,0.108843288494
ACH-000060,0.034301477451
ACH-000067,0.258936095559
ACH-000070,0.117747580068
ACH-000075,0.11499029992000001
ACH-000078,0.24297413981999996
ACH-000082,0.133097940489
ACH-000085,0.329249356236
ACH-000086,0.09929366347030001
ACH-000087,0.0250781222082
ACH-000092,0.211534482966
ACH-000095,0.145473081326
ACH-000097,0.107007203225
ACH-000098,0.0568009593786
ACH-000099,0.236804422937
ACH-000108,0.229093574096
ACH-000113,0.0355943708051
ACH-000115,0.339890527581
ACH-000116,0.29051830790600003
ACH-000118,0.298295592228
ACH-000120,0.12225200898199999
ACH-000123,0.0662304495257
ACH-000127,-0.0038212362355999996
ACH-000128,0.0424711570766
ACH-000132,0.189331922133
ACH-000133,0.164851591569
ACH-000137,0.0819967849031
ACH-000138,0.251844473698
ACH-000142,-0.07485087330989999
ACH-000143,0.184483560488
ACH-000146,0.334502345572
ACH-000148,0.206631127378
ACH-000150,0.412107046139
ACH-000152,0.0659990506819
ACH-000153,0.05723110267630001
ACH-000159,0.161284242914
ACH-000160,0.329693321506
ACH-000163,0.132584899355
ACH-000167,0.27871480824
ACH-000168,0.23009199945
ACH-000169,0.160791241587
ACH-000178,0.158519093066
ACH-000182,0.0991183003368
ACH-000183,0.0189787309899
ACH-000188,0.272751889998
ACH-000189,-0.19617522388300002
ACH-000190,0.0512805904024
ACH-000198,0.054712110496699995
ACH-000204,0.309870655439
ACH-000206,0.114958216349
ACH-000207,0.163276287591
ACH-000211,0.0760081026205
ACH-000215,0.211469347371
ACH-000221,0.17523814545299998
ACH-000222,0.39090906846199996
ACH-000223,0.123762245833
ACH-000226,0.255500054859
ACH-000227,0.30492101954100004
ACH-000228,0.123835657613
ACH-000231,0.299071103554
ACH-000232,0.127147342011
ACH-000233,0.192524919285
ACH-000234,0.238432295874
ACH-000235,0.175953836256
ACH-000237,0.215425165918
ACH-000238,0.108668577584
ACH-000243,0.223381149069
ACH-000244,-0.270522638235
ACH-000246,0.117605924989
ACH-000248,0.242421722503
ACH-000250,0.09552460020260001
ACH-000251,0.203722630812
ACH-000253,0.0313401013512
ACH-000255,0.186775708988
ACH-000256,0.168254729252
ACH-000257,0.254146538139
ACH-000258,0.09035225635810001
ACH-000259,0.180902546619
ACH-000260,0.104083477421
ACH-000261,0.236109315929
ACH-000262,0.267304369767
ACH-000263,0.138212966155
ACH-000264,-0.00871079456425
ACH-000265,0.22718242948399997
ACH-000266,0.208149934075
ACH-000272,0.133099572079
ACH-000273,0.0957304127802
ACH-000274,0.0662491893663
ACH-000277,0.054359561093
ACH-000278,0.207922236337
ACH-000279,0.193111249334
ACH-000280,0.0671779197186
ACH-000281,0.22167608828899998
ACH-000288,0.17592511558600002
ACH-000291,0.28696485547600004
ACH-000293,0.067612795903
ACH-000294,0.199270704036
ACH-000295,0.112243972643
ACH-000296,0.42682017373400005
ACH-000302,0.104518603045
ACH-000304,-0.0753922657422
ACH-000307,0.104983090307
ACH-000308,0.208987826299
ACH-000310,0.372422664114
ACH-000311,0.248246457622
ACH-000312,0.194241747835
ACH-000315,-0.148044318635
ACH-000316,-0.0470040014477
ACH-000317,0.12868220212099998
ACH-000318,0.0730136043392
ACH-000319,0.251839793513
ACH-000320,0.466243000383
ACH-000322,0.120314998342
ACH-000323,0.073424171925
ACH-000324,0.00027803984734900005
ACH-000329,0.069602313617
ACH-000330,-0.00279139998414
ACH-000331,-0.05554639567430001
ACH-000332,0.24434822139000004
ACH-000334,0.07507541413680001
ACH-000335,0.17819186967
ACH-000336,0.376258087567
ACH-000337,0.20206966742
ACH-000339,0.317933646942
ACH-000341,0.0276935019338
ACH-000348,0.211406737918
ACH-000350,0.16134291568700002
ACH-000352,0.145961808066
ACH-000356,0.0647243243979
ACH-000361,0.08377968869039999
ACH-000362,0.204037570586
ACH-000363,0.275182150045
ACH-000364,0.226772820248
ACH-000365,0.12610342215999998
ACH-000366,-0.0527124229146
ACH-000368,0.188259727736
ACH-000374,0.33090044538400004
ACH-000375,0.06826727035209999
ACH-000376,0.07402629244919999
ACH-000381,0.0451027719383
ACH-000383,0.191843627922
ACH-000387,0.0419306748207
ACH-000389,0.0647153092567
ACH-000390,0.20585548778700002
ACH-000393,-0.10735395637299999
ACH-000395,0.315046330838
ACH-000397,0.0946456033428
ACH-000401,0.117117060166
ACH-000402,-0.0412175153461
ACH-000403,0.0012310108194
ACH-000404,0.508363968676
ACH-000406,0.189463070401
ACH-000407,0.165579327904
ACH-000408,0.235008980222
ACH-000410,0.130363724114
ACH-000411,0.07392184651889999
ACH-000414,0.155129505886
ACH-000415,0.242053818092
ACH-000416,0.102855491958
ACH-000420,0.16633993726500002
ACH-000421,0.11956012417199999
ACH-000424,0.027707379169900005
ACH-000425,0.217866391363
ACH-000426,0.06275193806990001
ACH-000427,0.133732166585
ACH-000433,-0.107591925134
ACH-000436,0.23741842090100002
ACH-000444,0.173437556828
ACH-000445,0.18626928385400002
