,RPP21 (79897)
ACH-000004,-1.8847021024500001
ACH-000007,-1.5581871750999998
ACH-000009,-1.61752763959
ACH-000011,-1.7980826598599997
ACH-000012,-1.70998965417
ACH-000013,-1.8117309187400001
ACH-000014,-1.99492932479
ACH-000015,-1.64884536902
ACH-000017,-1.34532638232
ACH-000018,-1.6391596688999999
ACH-000019,-1.18091830449
ACH-000021,-1.30556976513
ACH-000022,-1.5950337817700002
ACH-000025,-1.7358959748500002
ACH-000028,-1.5434420835299998
ACH-000030,-1.5934782066100002
ACH-000035,-1.74806513871
ACH-000036,-1.6458281345299999
ACH-000037,-1.2292600133
ACH-000039,-1.60421423475
ACH-000040,-1.63193782937
ACH-000041,-1.7505354573700003
ACH-000042,-1.56003888898
ACH-000045,-1.6786503686399998
ACH-000047,-1.44518709935
ACH-000052,-1.97820223678
ACH-000053,-1.6797036473299998
ACH-000054,-1.2780856447799998
ACH-000055,-1.8625324258099998
ACH-000060,-1.5994313795100001
ACH-000067,-1.4116692599
ACH-000070,-1.45484236859
ACH-000075,-1.17300084035
ACH-000078,-1.4817223620500002
ACH-000082,-1.1640662202399998
ACH-000085,-1.5133011569200001
ACH-000086,-1.43147713648
ACH-000087,-1.7686859819
ACH-000092,-1.6055872034999998
ACH-000095,-1.68872519755
ACH-000097,-1.33478017802
ACH-000098,-1.45612452648
ACH-000099,-1.61935124486
ACH-000108,-1.5076910750699999
ACH-000113,-1.37264822747
ACH-000115,-0.7080200020340001
ACH-000116,-1.31928604799
ACH-000118,-1.2794278770999998
ACH-000120,-1.51934070639
ACH-000123,-1.3644631602000001
ACH-000127,-1.6389992854
ACH-000128,-1.7165460357700002
ACH-000132,-1.55365603852
ACH-000133,-1.4777732754600001
ACH-000137,-1.87114999793
ACH-000138,-1.4797000230000001
ACH-000142,-1.8521496164900002
ACH-000143,-1.9764989454799997
ACH-000146,-2.09369284589
ACH-000148,-1.8060695648299998
ACH-000150,-1.7247832973
ACH-000152,-1.35916059306
ACH-000153,-2.06008661723
ACH-000159,-1.7349711613900003
ACH-000160,-1.59069837951
ACH-000163,-1.96214576107
ACH-000167,-1.8875453522099999
ACH-000168,-1.72528012808
ACH-000169,-1.65335133961
ACH-000178,-1.7859342792700001
ACH-000182,-1.32674683375
ACH-000183,-1.5527159104100001
ACH-000188,-1.73327439357
ACH-000189,-1.1730818793100002
ACH-000190,-1.62436721581
ACH-000198,-1.3606365815700001
ACH-000204,-1.65042918391
ACH-000206,-1.7620792071400002
ACH-000207,-1.51322128642
ACH-000211,-1.52033194559
ACH-000215,-1.7525055595599996
ACH-000221,-1.60487244532
ACH-000222,-1.72160922107
