,ODF4 (146852)
ACH-000004,0.058278523772999996
ACH-000007,-0.00828089798447
ACH-000009,-0.312919976305
ACH-000011,-0.029939766849199998
ACH-000012,-0.07888934941169999
ACH-000013,-0.124330793577
ACH-000014,-0.131372678638
ACH-000015,-0.19189330609299998
ACH-000017,-0.19596208490800002
ACH-000018,-0.175173428059
ACH-000019,-0.0602844203121
ACH-000021,0.0187584697329
ACH-000022,-0.12435768399
ACH-000025,-0.0227572486534
ACH-000028,-0.0770782824378
ACH-000030,-0.15465675055199998
ACH-000035,-0.12470747729000001
ACH-000036,-0.129829707815
ACH-000037,-0.252707464429
ACH-000039,-0.05470065927619999
ACH-000040,-0.107561657202
ACH-000041,-0.151388542068
ACH-000042,-0.202446045961
ACH-000045,-0.116083659957
ACH-000047,-0.141305785484
ACH-000052,-0.25406600871199997
ACH-000053,0.037761043838
ACH-000054,-0.0284225682155
ACH-000055,-0.261352324091
ACH-000060,-0.0414034879326
ACH-000067,-0.264320807479
ACH-000070,-0.209463305978
ACH-000075,0.00802796372664
ACH-000078,-0.31040799566300004
ACH-000082,-0.259494679442
ACH-000085,-0.10644733560799999
ACH-000086,0.09713994480879999
ACH-000087,-0.448660841267
ACH-000092,0.05412329604380001
ACH-000095,-0.16447673054099998
ACH-000097,-0.133963954312
ACH-000098,-0.112730579104
ACH-000099,-0.19796642318799998
ACH-000108,-0.19945400989999998
ACH-000113,-0.14466666966800001
ACH-000115,-0.225440282195
ACH-000116,-0.19938736769
ACH-000118,-0.113980838106
ACH-000120,0.049118941162599995
ACH-000123,-0.25288718576499997
ACH-000127,-0.07168806189610001
ACH-000128,-0.13344168882000002
ACH-000132,-0.21597728624899998
ACH-000133,-0.163436854418
ACH-000137,-0.17460536045800001
ACH-000138,-0.0581034413068
ACH-000142,-0.17854862826499998
ACH-000143,0.0535104825122
ACH-000146,0.00176890210842
ACH-000148,-0.246999383378
ACH-000150,0.0217296869207
ACH-000152,-0.0708170484747
ACH-000153,-0.10703255051300001
ACH-000159,-0.05489099883359999
ACH-000160,-0.139752797337
ACH-000163,-0.075837301971
ACH-000167,-0.388080605677
ACH-000168,-0.0174224601943
ACH-000169,-0.102766421674
ACH-000178,-0.032578084198
ACH-000182,-0.193748635851
ACH-000183,-0.0174762185902
ACH-000188,-0.150778199987
ACH-000189,-0.179309662784
ACH-000190,-0.101762440429
ACH-000198,-0.08056751636760001
ACH-000204,-0.44060796116000006
ACH-000206,0.08437073365499999
ACH-000207,-0.14448716845
ACH-000211,0.0854360869599
ACH-000215,-0.0485430751903
ACH-000221,-0.22214745723
ACH-000222,0.020038290643099997
ACH-000223,-0.13371112081599998
ACH-000226,-0.07874242688680001
ACH-000227,-0.270011006406
ACH-000228,-0.0518652055617
ACH-000231,-0.19077161632
ACH-000232,0.0225058440828
ACH-000233,-0.08343987376289999
ACH-000234,-0.34848560292900005
