,METTL21C (196541)
ACH-000004,0.22260384385499998
ACH-000007,-0.333233503363
ACH-000009,-0.0460395611656
ACH-000011,0.025931479306700003
ACH-000012,0.121805254167
ACH-000013,-0.151653981608
ACH-000014,0.138362150657
ACH-000015,-0.0656465546077
ACH-000017,-0.10395875104
ACH-000018,-0.245268140203
ACH-000019,-0.45949242507
ACH-000021,-0.029874474458499996
ACH-000022,-0.19337680106400001
ACH-000025,-0.16862013696400002
ACH-000028,0.031120822497999998
ACH-000030,-0.156115014338
ACH-000035,-0.0522420834896
ACH-000036,0.024459015993400002
ACH-000037,-0.231146799398
ACH-000039,-0.281011210362
ACH-000040,-0.127897283326
ACH-000041,0.028055533612900002
ACH-000042,-0.0516123150215
ACH-000045,-0.046026805004000006
ACH-000047,-0.07274369846130001
ACH-000052,-0.200911424339
ACH-000053,-0.0642427178464
ACH-000054,-0.0551745223613
ACH-000055,-0.129554494803
ACH-000060,-0.128729401152
ACH-000067,-0.127257399381
ACH-000070,-0.36101042668399996
ACH-000075,0.11652525962000002
ACH-000078,-0.391464461475
ACH-000082,-0.11604676524700001
ACH-000085,0.0002466143778
ACH-000086,-0.107642997437
ACH-000087,0.189679518161
ACH-000092,-0.10596391159499999
ACH-000095,-0.176869866624
ACH-000097,-0.154845613218
ACH-000098,-0.10925102141200001
ACH-000099,-0.107479862336
ACH-000108,-0.0689455271263
ACH-000113,-0.136356978454
ACH-000115,0.043565445778400005
ACH-000116,-0.17920501339699998
ACH-000118,-0.06873324967410001
ACH-000120,-0.0572900085465
ACH-000123,-0.0955017096725
ACH-000127,-0.0123998125553
ACH-000128,0.06470144814119999
ACH-000132,-0.253931627526
ACH-000133,0.010546655663399998
ACH-000137,0.0380197503754
ACH-000138,-0.00045718164463
ACH-000142,0.1035489617
ACH-000143,-0.207093730494
ACH-000146,-0.0654474898253
ACH-000148,-0.0980617764568
ACH-000150,-0.13929462442399998
ACH-000152,-0.021344957152400004
ACH-000153,-0.163860411157
ACH-000159,-0.20387008149500002
ACH-000160,-0.14090925769
ACH-000163,0.0944745985214
ACH-000167,-0.0480380257847
ACH-000168,0.0184665285327
ACH-000169,0.00765443581841
ACH-000178,0.00039915034569999996
ACH-000182,-0.115536148763
ACH-000183,-0.000800929085489
ACH-000188,0.0635823129312
ACH-000189,-0.293698011153
ACH-000190,-0.0339294121186
ACH-000198,-0.0737287847986
ACH-000204,0.0325617840939
ACH-000206,-0.21043368097399998
ACH-000207,0.293054854279
ACH-000211,-0.143026376307
ACH-000215,0.000785989279622
ACH-000221,0.118737544204
ACH-000222,-0.119310502858
ACH-000223,-0.151838524935
ACH-000226,-0.10680375616900001
ACH-000227,-0.124600542366
ACH-000228,-0.104677048601
ACH-000231,-0.0431973094362
ACH-000232,-0.144557393992
ACH-000233,-0.217720044157
ACH-000234,-0.29634451202
ACH-000235,-0.056871198362
ACH-000237,-0.08291508589760001
ACH-000238,-0.261811735191
ACH-000243,-0.021179924874299996
ACH-000244,0.04302768610069999
ACH-000246,-0.258744529859
ACH-000248,-0.0186114790411
ACH-000250,-0.153821450575
ACH-000251,-0.00712650238777
ACH-000253,-0.202432969524
ACH-000255,0.00047953858303300003
ACH-000256,-0.18623514589
ACH-000257,-0.332416951784
ACH-000258,-0.275885247795
ACH-000259,-0.0273680757785
ACH-000260,-0.0871523482282
ACH-000261,-0.108419036077
ACH-000262,0.10210179966499999
ACH-000263,0.239838883983
ACH-000264,0.122474876779
ACH-000265,0.0413379839971
ACH-000266,-0.148857808497
ACH-000272,-0.22430002404399998
ACH-000273,-0.0580801969184
ACH-000274,-0.272708810377
ACH-000277,-0.0802624772656
ACH-000278,-0.0949413453693
ACH-000279,-0.16415549490599998
ACH-000280,-0.139620452856
ACH-000281,-0.252161439197
ACH-000288,-0.229901547544
ACH-000291,-0.06555871662830001
ACH-000293,0.031703898335500004
ACH-000294,-0.036475145401400004
ACH-000295,-0.014879190590099999
ACH-000296,0.09038509989869999
ACH-000302,-0.07211587886939999
ACH-000304,0.179621689552
ACH-000307,-0.0987391960362
ACH-000308,-0.141092841046
ACH-000310,-0.325216221211
ACH-000311,-0.10002997696
ACH-000312,-0.14972691024499998
ACH-000315,-0.11928942159299999
ACH-000316,-0.15869054548
ACH-000317,0.12924572299
ACH-000318,-0.142202285036
ACH-000319,0.0683802262672
ACH-000320,-0.09806923842769999
ACH-000322,-0.226471765039
ACH-000323,-0.029624703893200002
ACH-000324,-0.10294824064500001
ACH-000329,-0.20811292717
ACH-000330,-0.104233898235
ACH-000331,-0.191405571587
ACH-000332,-0.010368663728
ACH-000334,0.292671487392
ACH-000335,0.0654943935906
ACH-000336,0.0272339740387
ACH-000337,-0.08263167429910001
ACH-000339,-0.07867696713410001
ACH-000341,-0.445189319455
ACH-000348,-0.27883409427
ACH-000350,0.0152084794387
ACH-000352,0.026673116741499997
ACH-000356,-0.043957007533400004
ACH-000361,0.0249609685948
ACH-000362,0.0215195798252
ACH-000363,-0.321606865092
ACH-000364,-0.0999198182189
ACH-000365,-0.0641772146717
ACH-000366,-0.0176665736334
ACH-000368,0.13072851180700001
ACH-000374,-0.275058357805
ACH-000375,-0.0023841239582500003
ACH-000376,-0.00591857455846
ACH-000381,0.10575702214800001
ACH-000383,-0.11136315546700001
ACH-000387,-0.0876386365481
ACH-000389,0.09154236012769999
ACH-000390,-0.100791738307
ACH-000393,-0.291729963295
ACH-000395,-0.0026206264778499996
ACH-000397,-0.21435940956099997
ACH-000401,-0.0916246135874
ACH-000402,0.14871179752699998
ACH-000403,-0.17804943998599998
ACH-000404,0.08929956260619999
ACH-000406,-0.111583609077
ACH-000407,-0.196937978342
ACH-000408,0.04775921527980001
ACH-000410,-0.089148050816
ACH-000411,-0.307517647779
ACH-000414,-0.146316689755
ACH-000415,-0.138089970629
ACH-000416,-0.127410767251
ACH-000420,-0.00871920886373
ACH-000421,-0.035725712711300005
ACH-000424,-0.0536370684303
ACH-000425,-0.21252649841
ACH-000426,-0.0555381991014
ACH-000427,-0.0168365739146
ACH-000433,-0.05495119425680001
ACH-000436,-0.0486057600515
ACH-000444,0.0282015606722
ACH-000445,-0.017214197326099998
ACH-000448,-0.168215488245
ACH-000450,-0.235696265946
ACH-000452,-0.00719049724822
ACH-000454,-0.165108105086
ACH-000458,-0.0969166288205
ACH-000459,0.11998281418500001
ACH-000460,-0.07929204348430001
ACH-000461,0.161865598522
ACH-000463,-0.12113459747300001
ACH-000464,-0.09860974521719999
ACH-000466,-0.13104676093
ACH-000467,-0.180105423669
ACH-000468,0.01632953642
ACH-000469,0.026052688160900003
ACH-000470,-0.0456850454964
ACH-000471,-0.0829441001612
ACH-000472,-0.10258278049200001
ACH-000473,0.014420514015799999
ACH-000475,-0.100341896235
ACH-000476,-0.07423986666669999
ACH-000477,-0.00401749143835
ACH-000480,0.154721514288
ACH-000481,-0.058630249954000006
ACH-000483,-0.20693787484999998
ACH-000484,-0.17691303307300002
ACH-000485,-0.13497886572599999
ACH-000486,-0.059081802891800005
ACH-000487,-0.18868008529599997
ACH-000488,-0.00991665997792
ACH-000490,-0.048101751900399996
ACH-000491,-0.198442282361
ACH-000495,0.0384895788033
ACH-000496,-0.137699977048
ACH-000499,0.0774069066148
ACH-000500,-0.476341747659
ACH-000502,0.0467880896469
ACH-000503,0.412356059657
ACH-000505,-0.020119638092
ACH-000507,-0.0296947615441
ACH-000510,-0.14760194850199998
ACH-000511,-0.125575417332
ACH-000512,0.165084322369
ACH-000516,-0.16332931735099998
ACH-000517,-0.16147039521
ACH-000518,-0.026314603982099997
ACH-000520,-0.21428555125799997
ACH-000521,-0.149816226304
ACH-000522,-0.09613486146400001
ACH-000524,-0.0816594398137
ACH-000527,-0.07818024270480001
ACH-000528,-0.0157037375047
ACH-000537,0.103423433882
ACH-000541,-0.280013764138
ACH-000542,-0.170408774032
ACH-000544,0.0651911716545
ACH-000545,-0.117201731423
ACH-000547,-0.17767869051
ACH-000548,-0.272660813377
ACH-000549,-0.0752547269006
ACH-000550,-0.0445808375953
ACH-000552,-0.0972884818593
ACH-000556,-0.08787938089950001
