,GRIK5 (2901)
ACH-000004,0.0532102948589
ACH-000007,-0.135294718841
ACH-000009,-0.169195347018
ACH-000011,0.024938348354599998
ACH-000012,-0.07233715520480001
ACH-000013,-0.31940577021
ACH-000014,-0.09656516396539999
ACH-000015,-0.118666456355
ACH-000017,-0.12345546508300001
ACH-000018,-0.260007479667
ACH-000019,-0.0930158815474
ACH-000021,-0.152707276988
ACH-000022,-0.017175226496600002
ACH-000025,-0.0405982917397
ACH-000028,-0.0792805559963
ACH-000030,-0.240906420524
ACH-000035,-0.0587517135709
ACH-000036,-0.069456579461
ACH-000037,0.162282963015
ACH-000039,-0.0526017310616
ACH-000040,-0.042285277807099994
ACH-000041,-0.043613392231400004
ACH-000042,-0.028215483790500002
ACH-000045,0.028960279465799998
ACH-000047,-0.048895620818999994
ACH-000052,0.070324501303
ACH-000053,-0.36158874744499997
ACH-000054,-0.0739737694358
ACH-000055,-0.09100038364350001
ACH-000060,0.161500379407
ACH-000067,-0.0175065642473
ACH-000070,0.08471882481000001
ACH-000075,-0.081218438458
ACH-000078,0.000637501175601
ACH-000082,0.07509632507160001
ACH-000085,-0.23108872030000002
ACH-000086,-0.17967179596900001
ACH-000087,-0.165389408693
ACH-000092,-0.10879343609099999
ACH-000095,-0.17708969007800002
ACH-000097,-0.185728456206
ACH-000098,-0.211968453381
ACH-000099,-0.048590391745199996
ACH-000108,-0.0922742540618
ACH-000113,-0.0419258610687
ACH-000115,-0.20793064224399999
ACH-000116,-0.08815048982349999
ACH-000118,-0.14737060630100002
ACH-000120,-0.0361211719185
ACH-000123,-0.24302869033399999
ACH-000127,-0.26807791118200003
ACH-000128,-0.242959887019
ACH-000132,-0.22441615994000003
ACH-000133,-0.23718295913600002
ACH-000137,-0.365257342429
ACH-000138,-0.158820157932
ACH-000142,-0.319425790855
ACH-000143,-0.174786328425
ACH-000146,-0.013556910209700002
ACH-000148,0.0470179917871
ACH-000150,-0.130231147312
ACH-000152,-0.0784773772678
ACH-000153,-0.359958079255
ACH-000159,-0.183496377663
ACH-000160,-0.21916278723299998
ACH-000163,-0.19695276210700002
ACH-000167,-0.140568755483
ACH-000168,-0.274537778602
ACH-000169,-0.0109558416291
ACH-000178,-0.129800571767
ACH-000182,-0.196441744617
ACH-000183,-0.134066820372
ACH-000188,-0.228251844746
ACH-000189,0.0053526031652400006
ACH-000190,-0.220486976721
ACH-000198,-0.0648452273234
ACH-000204,-0.0462349894209
ACH-000206,-0.415890946867
ACH-000207,0.316657267088
ACH-000211,-0.09957088512420001
ACH-000215,-0.0512527389696
ACH-000221,-0.308867024151
ACH-000222,-0.0341696560517
ACH-000223,-0.00257061665156
ACH-000226,-0.144714046524
ACH-000227,-0.025178457066799997
ACH-000228,-0.20137053325100002
ACH-000231,-0.17976813589899998
ACH-000232,-0.11797653405099999
ACH-000233,-0.120064910406
ACH-000234,-0.0612094990009
ACH-000235,-0.12366038521400001
ACH-000237,-0.161042712394
