,PROZ (8858)
ACH-000004,-0.157802263178
ACH-000007,0.07269973569739999
ACH-000009,-0.012964782525200001
ACH-000011,-0.151411123345
ACH-000012,-0.09877216097930001
ACH-000013,0.00906129927079
ACH-000014,0.0866753814528
ACH-000015,-0.1814874716
ACH-000017,-0.0370086666513
ACH-000018,-0.189835810838
ACH-000019,-0.17943500046100003
ACH-000021,0.075986202789
ACH-000022,-0.14642208067600002
ACH-000025,0.00244199379373
ACH-000028,0.114064417653
ACH-000030,-0.0738275853544
ACH-000035,-0.051130733496900005
ACH-000036,-0.037432511415300004
ACH-000037,0.0069686346707
ACH-000039,-0.205247830662
ACH-000040,-0.027964518945400002
ACH-000041,-0.0916261150216
ACH-000042,-0.08674000293410002
ACH-000045,0.14355339646600002
ACH-000047,-0.165300330694
ACH-000052,-0.0383076896037
ACH-000053,-0.007878137717300001
ACH-000054,-0.0614572519892
ACH-000055,-0.19812708938499998
ACH-000060,-0.0930679652024
ACH-000067,-0.09734248031510001
ACH-000070,-0.22516142267499997
ACH-000075,-0.013708993767799998
ACH-000078,-0.319096922357
ACH-000082,-0.0659329745367
ACH-000085,-0.125941574408
ACH-000086,-0.0403251622073
ACH-000087,-0.023752874402600002
ACH-000092,-0.0372163370285
ACH-000095,-0.0830697525357
ACH-000097,-0.09675599896989999
ACH-000098,-0.053382718570900003
ACH-000099,-0.09236825473589999
ACH-000108,-0.10697481066400001
ACH-000113,-0.105877864584
ACH-000115,-0.00525465255579
ACH-000116,-0.00401512757494
ACH-000118,-0.0413025925506
ACH-000120,-0.0464643426626
ACH-000123,0.0594717641423
ACH-000127,-0.040879013264300004
ACH-000128,-0.192701661759
ACH-000132,-0.06966847415180001
ACH-000133,-0.0965981545751
ACH-000137,-0.00123104414132
ACH-000138,-0.0256508470631
ACH-000142,-0.0869579423504
ACH-000143,-0.020023282140099997
ACH-000146,-0.100974621653
ACH-000148,0.0398587651234
ACH-000150,-0.012868859569899999
ACH-000152,-0.0943960669009
ACH-000153,0.152998933245
ACH-000159,0.0772500079146
ACH-000160,-0.00455599214502
ACH-000163,-0.237445863234
ACH-000167,-0.0375598195488
ACH-000168,-0.0255240277737
ACH-000169,0.107234929543
ACH-000178,-0.013556046263099999
ACH-000182,-0.128156940728
ACH-000183,-0.00601532392553
ACH-000188,-0.0372760485879
ACH-000189,0.00681193911191
ACH-000190,-0.047070751343
ACH-000198,-0.0383825037088
ACH-000204,-0.049125943440899995
ACH-000206,-0.11506407175200001
ACH-000207,-0.0786106366409
ACH-000211,-0.0599840800846
ACH-000215,-0.0711721617076
ACH-000221,0.0748899691499
ACH-000222,-0.10494536979
ACH-000223,-0.08829210277560001
ACH-000226,0.0903546369685
ACH-000227,0.0448072523654
ACH-000228,-0.11758767951400001
ACH-000231,-0.0276663997169
ACH-000232,-0.0359024317624
ACH-000233,0.132502107156
ACH-000234,-0.071733967832
ACH-000235,-0.07701694746450001
ACH-000237,-0.114460417467
ACH-000238,0.0283167078165
ACH-000243,-0.08340084595910001
ACH-000244,0.155369870215
ACH-000246,-0.051848975511099994
ACH-000248,-0.020396568579
ACH-000250,-0.0389083090973
ACH-000251,-0.154903291724
ACH-000253,-0.120061865816
ACH-000255,-0.0244741414089
ACH-000256,0.0044704210475
ACH-000257,0.255559089372
ACH-000258,-0.069122162345
ACH-000259,0.000741830035928
ACH-000260,0.011379548759999998
ACH-000261,-0.0350090799203
ACH-000262,-0.052453694307599996
ACH-000263,0.160181744096
ACH-000264,-0.1270818526
ACH-000265,0.021591435415
ACH-000266,-0.111397587916
ACH-000272,-0.0118682384026
ACH-000273,-0.00458547863356
ACH-000274,-0.189724307892
ACH-000277,-0.0834029957636
ACH-000278,-0.0924195658268
ACH-000279,0.08341447702160001
ACH-000280,-0.18117765361699997
ACH-000281,-0.19521045778499999
ACH-000288,-0.291542739795
ACH-000291,-0.060613015744
ACH-000293,-0.126031434674
ACH-000294,0.0976054960753
ACH-000295,-0.08928147780489999
ACH-000296,0.0904307508911
ACH-000302,-0.0314726039545
ACH-000304,0.12844555187
ACH-000307,-0.07535511857300001
ACH-000308,-0.06467226170969999
ACH-000310,-0.263442856666
ACH-000311,-0.0701542022282
ACH-000312,-0.0582539743287
ACH-000315,0.0741089075981
ACH-000316,-0.135912284046
ACH-000317,-0.07882968424430001
ACH-000318,-0.08548313503260002
ACH-000319,-0.0683749018141
ACH-000320,0.0746968920015
ACH-000322,-0.010256459493799998
ACH-000323,0.108650814816
ACH-000324,-0.19481192214600002
ACH-000329,0.0365114660297
ACH-000330,-0.0782551354771
ACH-000331,-0.100746359673
ACH-000332,-0.0626404670506
ACH-000334,0.156440194453
ACH-000335,0.08815425735160001
ACH-000336,0.152336343954
ACH-000337,0.00939117853934
ACH-000339,-0.0318777637371
ACH-000341,-0.16226471449000002
ACH-000348,-0.0850366871446
ACH-000350,-0.168225352354
ACH-000352,-0.0308661449034
ACH-000356,0.0166161258865
ACH-000361,0.166273339604
ACH-000362,-0.166357033558
ACH-000363,-0.281894089768
ACH-000364,-0.0171488522993
ACH-000365,-0.0727882756623
ACH-000366,0.0826902723994
ACH-000368,-0.0506641154598
ACH-000374,0.013220853494899999
ACH-000375,-0.187480244155
ACH-000376,-0.045500591961199995
ACH-000381,-0.058976935099200004
ACH-000383,-0.0944819274578
ACH-000387,0.0214606503301
ACH-000389,-0.12438457207
ACH-000390,0.0657992849525
ACH-000393,-0.182190117221
ACH-000395,-0.326100289172
ACH-000397,-0.104283383147
ACH-000401,0.055419732516
ACH-000402,0.178694385283
ACH-000403,-0.012395112535299999
ACH-000404,0.0499478969629
ACH-000406,-0.0894533975855
ACH-000407,0.00045321567645999997
ACH-000408,0.152267913649
ACH-000410,-0.0053689341974
ACH-000411,-0.156696883303
ACH-000414,-0.0770122438146
ACH-000415,-0.116450865656
ACH-000416,-0.0542701862408
ACH-000420,-0.0475241365027
ACH-000421,-0.00814800999235
ACH-000424,0.117412511435
ACH-000425,0.0317995941826
ACH-000426,-0.08737088563439999
ACH-000427,-0.048425531659
ACH-000433,0.0471037715534
ACH-000436,-0.0936090067453
ACH-000444,-0.052019022398499995
ACH-000445,-0.0536252113883
ACH-000448,-0.138170319583
ACH-000450,-0.125791585919
ACH-000452,-0.0459849628764
ACH-000454,0.0198584311212
ACH-000458,-0.026101322739800002
ACH-000459,-0.0835088130539
