,ECH1 (1891)
ACH-000004,-0.073709054312
ACH-000007,0.253424890508
ACH-000009,0.09340891485200001
ACH-000011,-0.0231231657831
ACH-000012,0.142273653336
ACH-000013,-0.0339237625912
ACH-000014,0.129423064236
ACH-000015,0.051259944811000005
ACH-000017,0.011099914285
ACH-000018,-0.29109277046
ACH-000019,0.154222671644
ACH-000021,0.0309521263195
ACH-000022,-0.192826127302
ACH-000025,0.140478023299
ACH-000028,0.164760668905
ACH-000030,-0.0562861065098
ACH-000035,0.05731835996730001
ACH-000036,-0.0560579665386
ACH-000037,0.293137279559
ACH-000039,-0.022834785361700003
ACH-000040,0.18749759824700002
ACH-000041,-0.14023737532400002
ACH-000042,0.15587908217
ACH-000045,0.0922242490225
ACH-000047,0.0124042334979
ACH-000052,-0.205517123428
ACH-000053,-0.137964515143
ACH-000054,-0.08186787151330001
ACH-000055,0.038524484599099997
ACH-000060,0.25713645830299997
ACH-000067,-0.25496220403700004
ACH-000070,0.246924227005
ACH-000075,-0.06870491142889999
ACH-000078,0.10775855175
ACH-000082,0.244040124784
ACH-000085,-0.396555939771
ACH-000086,-0.0547064797016
ACH-000087,0.0669694780993
ACH-000092,-0.06917544187310001
ACH-000095,0.022043001000200003
ACH-000097,0.0555031284445
ACH-000098,-0.0192018114089
ACH-000099,0.028824349421599997
ACH-000108,-0.18706492209199999
ACH-000113,-0.0127855508099
ACH-000115,-0.0431971999615
ACH-000116,-0.0811566720505
ACH-000118,-0.018928147456900003
ACH-000120,0.0807812505265
ACH-000123,0.16158709227600002
ACH-000127,0.0691269869512
ACH-000128,0.0290205514145
ACH-000132,0.015602289508400001
ACH-000133,-0.136268613704
ACH-000137,-0.186219239839
ACH-000138,0.0687068576901
ACH-000142,-0.310364806521
ACH-000143,0.0773727280336
ACH-000146,0.0212318217368
ACH-000148,0.0665454217169
ACH-000150,0.19102299586
ACH-000152,0.20082617210499998
ACH-000153,0.16758762914699998
ACH-000159,-0.208992862347
ACH-000160,0.19421457243299997
ACH-000163,-0.0557800416536
ACH-000167,-0.0528026787488
ACH-000168,0.09244290199239999
ACH-000169,0.203664694626
ACH-000178,0.146643955801
ACH-000182,0.102204066708
ACH-000183,0.0559266730289
ACH-000188,-0.0363847445739
ACH-000189,-0.14947705204700001
ACH-000190,-0.043275746842
ACH-000198,-0.08054923371719999
ACH-000204,0.0966076249176
ACH-000206,0.10231461139900001
ACH-000207,-0.331183814925
ACH-000211,-0.0149481914826
ACH-000215,-0.0265474792313
ACH-000221,-0.010066969915200001
ACH-000222,0.0604094968106
ACH-000223,0.0583530537658
ACH-000226,-0.0322810848013
ACH-000227,0.0441747532443
ACH-000228,0.0302629291157
ACH-000231,0.224265220245
ACH-000232,-0.13038295184499998
ACH-000233,-0.0513120865642
ACH-000234,-0.11774795612299999
ACH-000235,0.0172728247493
ACH-000237,-0.0610328950992
ACH-000238,0.051454004078800006
ACH-000243,0.0696917138364
ACH-000244,0.018489569608
ACH-000246,0.185137019347
ACH-000248,0.08145573163710002
ACH-000250,0.04325097661399999
ACH-000251,-0.358697063139
ACH-000253,0.247900212729
ACH-000255,0.0018053665251800003
ACH-000256,-0.00868090491873
ACH-000257,0.28418184913000005
ACH-000258,-0.10812015697899999
ACH-000259,0.0320660109633
ACH-000260,-0.058805447835599996
ACH-000261,-0.0099933426836
ACH-000262,-0.00990084443228
ACH-000263,0.0516713508644
ACH-000264,0.193499007521
ACH-000265,-0.0664294970574
ACH-000266,-0.0936958872406
ACH-000272,0.15846193123500002
ACH-000273,0.123393689636
ACH-000274,0.134722915607
ACH-000277,-0.113459025779
ACH-000278,0.125899729302
ACH-000279,-0.0184165499435
ACH-000280,0.058865985881000005
ACH-000281,0.27954915280299997
ACH-000288,0.183828600773
ACH-000291,-0.0707291981962
ACH-000293,0.472225919825
ACH-000294,-0.00879915002011
ACH-000295,0.00173551605052
ACH-000296,0.0233521243937
ACH-000302,-0.30442123120299996
ACH-000304,0.0955634182546
ACH-000307,0.153553474395
ACH-000308,-0.097839220196
ACH-000310,0.28388738624800003
ACH-000311,0.0089792881284
ACH-000312,0.132993212158
ACH-000315,0.0227353410795
ACH-000316,0.128495406841
ACH-000317,0.239510277307
ACH-000318,0.218640403286
ACH-000319,0.19261390991
ACH-000320,-0.0734205615337
ACH-000322,0.0037725593618600003
ACH-000323,-0.0553183928978
ACH-000324,-0.030068394666
ACH-000329,0.10896529294099999
ACH-000330,0.08910092988510002
ACH-000331,0.030901843821799998
ACH-000332,-0.11305232441600001
ACH-000334,-0.130427927128
ACH-000335,0.11126079058499999
ACH-000336,0.180313407956
ACH-000337,0.27782032305300003
ACH-000339,-0.19259072230399998
ACH-000341,-0.313510033816
ACH-000348,-0.112153712258
ACH-000350,-0.0833230360568
ACH-000352,0.0530224440568
ACH-000356,-0.378031613435
ACH-000361,-0.0532484873162
ACH-000362,-0.00995866174712
ACH-000363,0.0336346774552
ACH-000364,-0.177937051565
ACH-000365,0.183532901393
ACH-000366,-0.08929089014599999
ACH-000368,0.229868563387
ACH-000374,0.26427260954500004
ACH-000375,0.12589640204000002
ACH-000376,0.0824547997608
ACH-000381,0.283675248039
ACH-000383,0.147460222957
ACH-000387,0.0774721274748
ACH-000389,0.0336709861737
ACH-000390,0.11452199945000001
ACH-000393,-0.181224854399
