,SH3GLB2 (56904)
ACH-000004,-0.100015277822
ACH-000007,-0.24523833904599998
ACH-000009,-0.28530538903700003
ACH-000011,-0.152221811737
ACH-000012,-0.26448486075
ACH-000013,-0.20291857455899998
ACH-000014,-0.233986385822
ACH-000015,-0.158270256931
ACH-000017,-0.186205007311
ACH-000018,-0.246335190901
ACH-000019,-0.035305203036
ACH-000021,-0.175257318801
ACH-000022,-0.26074057516399995
ACH-000025,0.00510599806176
ACH-000028,-0.135404483878
ACH-000030,-0.201470555444
ACH-000035,-0.051634128424399996
ACH-000036,-0.00952108976134
ACH-000037,-0.506004030222
ACH-000039,-0.339509629711
ACH-000040,-0.06453599229809999
ACH-000041,-0.193507796786
ACH-000042,-0.347662089194
ACH-000045,-0.19268137434399998
ACH-000047,-0.18940626554200002
ACH-000052,-0.112013363938
ACH-000053,-0.131573077698
ACH-000054,-0.113548853792
ACH-000055,-0.16895157096400001
ACH-000060,-0.256597805289
ACH-000067,-0.027562438874300002
ACH-000070,-0.10527543074699999
ACH-000075,-0.14699141365
ACH-000078,-0.0816830216727
ACH-000082,0.04865278493919999
ACH-000085,-0.224447551917
ACH-000086,-0.0568609773319
ACH-000087,-0.47994175447400006
ACH-000092,-0.157607003864
ACH-000095,-0.163991089668
ACH-000097,-0.22530738490899999
ACH-000098,-0.07520691629739999
ACH-000099,-0.0631267903781
ACH-000108,-0.39675859342500003
ACH-000113,-0.154266600896
ACH-000115,-0.14616579294
ACH-000116,-0.0533813529415
ACH-000118,-0.198267693252
ACH-000120,-0.376487448196
ACH-000123,-0.18803094370200002
ACH-000127,-0.113695241799
ACH-000128,-0.13043288675999998
ACH-000132,-0.154383219733
ACH-000133,0.048538506259900006
ACH-000137,-0.268175588796
ACH-000138,-0.182309014431
ACH-000142,-0.0402638300773
ACH-000143,0.08296409666230001
ACH-000146,-0.116958767719
ACH-000148,-0.247133404833
ACH-000150,-0.007189216630319999
ACH-000152,-0.274475100092
ACH-000153,-0.05251435999580001
ACH-000159,-0.0770054040747
ACH-000160,-0.025285002075799996
ACH-000163,-0.14885651570900002
ACH-000167,-0.239145278717
ACH-000168,-0.175957673064
ACH-000169,-0.27803660841
ACH-000178,-0.0582577911274
ACH-000182,-0.0955899312163
ACH-000183,-0.149266544518
ACH-000188,-0.22551527712699998
ACH-000189,0.0041797307248699995
ACH-000190,-0.0132147127338
ACH-000198,-0.153967621607
ACH-000204,-0.0337945012997
ACH-000206,-0.0654536783728
ACH-000207,-0.09483617508169999
ACH-000211,-0.10965697861
ACH-000215,-0.175955504369
ACH-000221,-0.012847294848200002
ACH-000222,-0.07287990496010001
ACH-000223,-0.10212902636700001
ACH-000226,-0.17899333358
ACH-000227,-0.3097856663
ACH-000228,-0.191545204571
ACH-000231,-0.10315866274800001
ACH-000232,-0.258078921389
ACH-000233,-0.132391155361
ACH-000234,-0.204964311226
ACH-000235,-0.15812189898700002
ACH-000237,-0.230788036324
ACH-000238,-0.20918138677099998
ACH-000243,-0.135762818735
ACH-000244,-0.20826347477899998
ACH-000246,-0.07449090398489999
ACH-000248,-0.194075687537
ACH-000250,-0.248380413163
ACH-000251,0.225997153573
ACH-000253,-0.103691568951
ACH-000255,-0.227630781898
ACH-000256,-0.434483053156
ACH-000257,-0.11336859377
ACH-000258,-0.157008524023
ACH-000259,-0.09974643658129999
ACH-000260,-0.24003525574499998
ACH-000261,-0.10443796479499999
ACH-000262,-0.214190390291
ACH-000263,-0.0427257799105
ACH-000264,-0.12104542122999999
ACH-000265,-0.116666695482
ACH-000266,-0.08621100406639999
ACH-000272,0.010138525320799998
ACH-000273,-0.17639308612399998
ACH-000274,-0.10866537065500001
ACH-000277,0.0520816089311
ACH-000278,-0.109628353217
ACH-000279,0.015728400142299998
ACH-000280,-0.204997436277
ACH-000281,-0.069868728592
ACH-000288,-0.0416378618816
ACH-000291,-0.10705896625
ACH-000293,-0.130038780671
ACH-000294,-0.3967903843
ACH-000295,0.28023337195
ACH-000296,-0.10075595765900001
ACH-000302,-0.0779435560751
ACH-000304,-0.162680087872
ACH-000307,-0.24109823684999998
ACH-000308,-0.279776723463
ACH-000310,-0.159035040018
ACH-000311,-0.37874384962800006
ACH-000312,-0.205020174542
ACH-000315,0.11224868402100001
ACH-000316,-0.432364419231
ACH-000317,-0.08015401569910001
ACH-000318,-0.212322356519
ACH-000319,0.0618675798645
ACH-000320,-0.340021391273
ACH-000322,-0.32299755808200004
ACH-000323,-0.0950958246334
ACH-000324,-0.351760068173
ACH-000329,-0.189706425161
ACH-000330,-0.145176829258
ACH-000331,0.000512818790494
ACH-000332,-0.14435193394200002
ACH-000334,-0.12702411031400002
ACH-000335,-0.116957458342
ACH-000336,-0.105216526664
ACH-000337,-0.06183041489519999
ACH-000339,-0.23056917485700001
ACH-000341,-0.0304523756997
ACH-000348,-0.223584892468
ACH-000350,0.0334848683635
ACH-000352,-0.0801141838491
ACH-000356,-0.136328869606
ACH-000361,-0.0415747393529
ACH-000362,-0.136079060298
ACH-000363,-0.110060306827
ACH-000364,-0.224824127638
ACH-000365,-0.008406936658739999
ACH-000366,-0.17893441773
ACH-000368,-0.15699044255300001
ACH-000374,-0.112448655793
ACH-000375,-0.07950783359130001
ACH-000376,-0.0302899953161
ACH-000381,-0.31031622447900004
ACH-000383,-0.133791387932
ACH-000387,-0.19198890620099998
ACH-000389,-0.191432903231
ACH-000390,-0.239760619747
ACH-000393,-0.0543221175703
ACH-000395,-0.23876479857799998
ACH-000397,-0.146341826515
ACH-000401,-0.25158626749
ACH-000402,-0.0418610471834
ACH-000403,-0.227035014755
ACH-000404,-0.16861297313499998
ACH-000406,-0.11353201601299999
ACH-000407,-0.0369176070209
ACH-000408,-0.165009012772
ACH-000410,-0.248320885717
ACH-000411,-0.322457350847
ACH-000414,-0.265304936965
ACH-000415,-0.114357953606
ACH-000416,-0.149290576537
ACH-000420,-0.025271454901099995
ACH-000421,-0.202377608888
ACH-000424,0.051348517608
ACH-000425,-0.0907608760586
ACH-000426,-0.10186561130699999
ACH-000427,-0.08151635714319999
ACH-000433,-0.0105239609895
ACH-000436,-0.18513830440600001
ACH-000444,-0.0390941246671
ACH-000445,-0.17724234096500002
ACH-000448,-0.145509193062
ACH-000450,-0.0695936879331
ACH-000452,-0.08601506079910001
ACH-000454,-0.0744671520254
ACH-000458,-0.396040784155
ACH-000459,-0.007558878447699999
ACH-000460,-0.102816133459
ACH-000461,-0.18219025045200002
ACH-000463,-0.0184486063882
ACH-000464,-0.0960429698241
ACH-000466,-0.00983349267265
ACH-000467,-0.0671664618807
ACH-000468,-0.0890424489275
ACH-000469,-0.041021654857900006
ACH-000470,-0.192370388519
ACH-000471,-0.19207123718
ACH-000472,-0.0177852580026
ACH-000473,-0.06788275760859999
ACH-000475,-0.19497984567
ACH-000476,-0.0971089594337
ACH-000477,0.256458023422
ACH-000480,-0.0833986259388
ACH-000481,-0.163671149444
ACH-000483,0.0508531311587
ACH-000484,-0.237117775055
ACH-000485,0.0965706862679
ACH-000486,0.111460401774
ACH-000487,-0.0885366129957
ACH-000488,-0.00909707277684
ACH-000490,-0.18220152874
ACH-000491,0.048288450719999994
ACH-000495,-0.0974968336716
ACH-000496,-0.158045090242
ACH-000499,-0.15863648698799998
ACH-000500,-0.870071852368
ACH-000502,-0.13198583788100002
ACH-000503,-0.225311898764
ACH-000505,-0.09934556695350001
ACH-000507,-0.35728356389
ACH-000510,-0.0725065960843
ACH-000511,-0.08420895300889998
ACH-000512,-0.239727683585
ACH-000516,-0.21746146120999998
ACH-000517,-0.128583878829
ACH-000518,0.041592513106400004
ACH-000520,-0.112524897776
ACH-000521,-0.35903310051799997
ACH-000522,-0.0582033002527
ACH-000524,-0.20168756614100003
