,HMG20A (10363)
ACH-000004,-0.357289757637
ACH-000007,-0.132901122546
ACH-000009,-0.011627317093200001
ACH-000011,0.100341160714
ACH-000012,0.07186277220250001
ACH-000013,0.332004992264
ACH-000014,0.167123848278
ACH-000015,0.0354607125432
ACH-000017,0.0291994744699
ACH-000018,0.337990360369
ACH-000019,0.04134809200219999
ACH-000021,0.134855108931
ACH-000022,-0.07818712856539999
ACH-000025,0.0400149213052
ACH-000028,0.05690380069630001
ACH-000030,-0.07289902951060001
ACH-000035,-0.12967317556299998
ACH-000036,0.486204106523
ACH-000037,0.117661327357
ACH-000039,0.0745189207609
ACH-000040,-0.024423895688299998
ACH-000041,0.074566986377
ACH-000042,0.0618143492428
ACH-000045,0.223897391365
ACH-000047,0.245911340082
ACH-000052,0.332137213414
ACH-000053,0.10428387534499999
ACH-000054,-0.12203436441400001
ACH-000055,-0.0632735057891
ACH-000060,0.120231151075
ACH-000067,-0.050840089429299996
ACH-000070,-0.162632350782
ACH-000075,0.259513161509
ACH-000078,-0.00010598548376299999
ACH-000082,0.10730321953
ACH-000085,-0.201780189699
ACH-000086,0.190642685481
ACH-000087,-0.029265125869400003
ACH-000092,0.19190994035999998
ACH-000095,0.112543778027
ACH-000097,-0.05837733322790001
ACH-000098,0.14573206506
ACH-000099,0.276172853261
ACH-000108,-0.026986322610299998
ACH-000113,0.0363365280727
ACH-000115,-0.132863189753
ACH-000116,0.113432514942
ACH-000118,0.11803620359200001
ACH-000120,0.042318697316800005
ACH-000123,0.23185159200999997
ACH-000127,0.209767102767
ACH-000128,0.195093243352
ACH-000132,0.08636089323460001
ACH-000133,-0.000320250925296
ACH-000137,0.231708487894
ACH-000138,0.102378371918
ACH-000142,0.28885558833299996
ACH-000143,-0.09687484637350001
ACH-000146,0.0253168251621
ACH-000148,0.0855091208361
ACH-000150,0.149003168543
ACH-000152,0.17150704199099998
ACH-000153,0.433343458213
ACH-000159,0.12412011353599998
ACH-000160,0.334366297421
ACH-000163,0.174619430091
ACH-000167,0.48931148618000003
ACH-000168,0.14311867965299999
ACH-000169,0.068683822502
ACH-000178,0.318246929115
ACH-000182,0.035943762694
ACH-000183,0.040623277641599995
ACH-000188,-0.0472488312805
ACH-000189,0.42584822927
ACH-000190,0.494742792943
ACH-000198,-0.0473796168446
ACH-000204,0.139142100095
ACH-000206,0.178352604892
