,OR1Q1 (158131)
ACH-000004,-0.230996218966
ACH-000007,-0.0160856375783
ACH-000009,-0.495538523632
ACH-000011,-0.149166981084
ACH-000012,-0.210607109534
ACH-000013,-0.190778254298
ACH-000014,0.122392125424
ACH-000015,-0.156297570557
ACH-000017,-0.09418996501299999
ACH-000018,-0.272996698229
ACH-000019,-0.326623887998
ACH-000021,-0.171422220929
ACH-000022,-0.22345849688000002
ACH-000025,-0.060701478925
ACH-000028,0.023398984342400002
ACH-000030,-0.142388332497
ACH-000035,-0.0610082515817
ACH-000036,-0.0824164702389
ACH-000037,-0.103203965765
ACH-000039,-0.18798149035599998
ACH-000040,-0.148780470613
ACH-000041,-0.18553871184
ACH-000042,-0.216449330735
ACH-000045,0.005852773059060001
ACH-000047,-0.300391247162
ACH-000052,-0.10195729845200001
ACH-000053,-0.133100412611
ACH-000054,-0.160766654404
ACH-000055,-0.283759314965
ACH-000060,0.00107422570866
ACH-000067,-0.24502158077599998
ACH-000070,0.0697187130652
ACH-000075,-0.367636775462
ACH-000078,-0.158132455518
ACH-000082,-0.10217968842
ACH-000085,-0.0842628205662
ACH-000086,-0.132537115165
ACH-000087,-0.21978242937399997
ACH-000092,-0.04573618108469999
ACH-000095,-0.06329093843830001
ACH-000097,-0.134575978197
ACH-000098,-0.12770442472000001
ACH-000099,-0.14970533409700001
ACH-000108,-0.180160899667
ACH-000113,-0.0874661993969
ACH-000115,0.0287797785866
ACH-000116,-0.126456107698
ACH-000118,-0.141706730764
ACH-000120,-0.304807102318
ACH-000123,-0.238725873776
ACH-000127,-0.162611200304
ACH-000128,-0.0553245534021
ACH-000132,-0.109363655439
ACH-000133,-0.227791390904
ACH-000137,-0.379215190154
ACH-000138,-0.17843232252
ACH-000142,0.0214376169918
ACH-000143,-0.0694061481285
ACH-000146,-0.206705021741
ACH-000148,-0.210106113664
ACH-000150,-0.0541990959676
ACH-000152,-0.07328404248510001
ACH-000153,-0.433216878901
ACH-000159,-0.138742317585
ACH-000160,-0.17396469262000003
ACH-000163,-0.156437177246
ACH-000167,-0.260674684037
ACH-000168,0.023704352214000003
ACH-000169,-0.21659233487500001
ACH-000178,-0.17626137072999998
ACH-000182,-0.190815169087
ACH-000183,-0.103595303104
ACH-000188,-0.245508987981
ACH-000189,0.0110219926968
ACH-000190,-0.18138741765
ACH-000198,-0.0581064987051
ACH-000204,-0.313529472942
ACH-000206,0.0525713116373
ACH-000207,-0.07173901573330001
ACH-000211,-0.19839695616500003
ACH-000215,-0.188867034736
ACH-000221,-0.11625018688699999
ACH-000222,-0.138615932931
ACH-000223,-0.169154155568
ACH-000226,-0.005569125032649999
ACH-000227,-0.0935497107276
ACH-000228,-0.084673443391
ACH-000231,0.00765370731997
ACH-000232,-0.0198384409714
ACH-000233,-0.060284343623900005
ACH-000234,-0.188510556878
ACH-000235,-0.128073346139
ACH-000237,-0.160889306822
ACH-000238,-0.0805376391902
ACH-000243,-0.121795401943
ACH-000244,-0.229072100957
ACH-000246,-0.23568778980900001
ACH-000248,-0.080996778965
ACH-000250,-0.188160036517
ACH-000251,-0.326556154706
ACH-000253,-0.194713691941
ACH-000255,-0.277719228431
ACH-000256,-0.0795294630865
ACH-000257,-0.237022143638
ACH-000258,-0.0383057378511
ACH-000259,-0.135982815836
ACH-000260,-0.19947620754999998
ACH-000261,-0.0826091469044
ACH-000262,-0.334996675265
ACH-000263,-0.243164950145
ACH-000264,-0.108961783287
ACH-000265,-0.140161084834
ACH-000266,-0.04396819795080001
ACH-000272,-0.12275804285999999
ACH-000273,-0.15494300505300002
ACH-000274,-0.18557211728300002
ACH-000277,-0.249948713602
ACH-000278,-0.144320315836
ACH-000279,0.0128721372838
ACH-000280,-0.08571828802039999
ACH-000281,-0.08462706776580001
ACH-000288,0.061793248545699994
ACH-000291,-0.189347817871
ACH-000293,-0.143975985898
ACH-000294,-0.5043148580479999
ACH-000295,0.0194253081858
ACH-000296,-0.180348207954
ACH-000302,-0.0234432760868
ACH-000304,-0.217519759199
ACH-000307,-0.11330136694
ACH-000308,-0.176376156325
ACH-000310,-0.349751768714
ACH-000311,-0.133245934606
ACH-000312,-0.0187936665159
ACH-000315,0.060934250531599995
ACH-000316,-0.182225466815
ACH-000317,-0.0492999224525
ACH-000318,-0.267098241382
ACH-000319,0.0099950895835
ACH-000320,-0.171775707734
ACH-000322,-0.22326516244800002
ACH-000323,0.268782503288
ACH-000324,-0.1983887002
ACH-000329,-0.23070531643599998
ACH-000330,-0.0040214127466699995
ACH-000331,-0.26062674434300004
ACH-000332,-0.140152997295
ACH-000334,-0.15375018134000001
ACH-000335,-0.0781170477176
ACH-000336,-0.206755455884
ACH-000337,-0.21509271331799998
ACH-000339,-0.0903732623347
ACH-000341,-0.12191951396
ACH-000348,-0.171801792448
ACH-000350,-0.21553635068799998
ACH-000352,-0.0166938075889
ACH-000356,-0.125012160211
ACH-000361,-0.016077173849500002
ACH-000362,-0.245387491863
ACH-000363,0.018370583623099998
ACH-000364,0.09888771770839999
ACH-000365,-0.197330402308
ACH-000366,-0.154664319328
ACH-000368,-0.362568134881
ACH-000374,-0.22215720104800002
ACH-000375,-0.039068407334
ACH-000376,-0.103886453729
ACH-000381,-0.290835719034
ACH-000383,-0.0224209186334
ACH-000387,-0.395749827791
ACH-000389,-0.278734850427
ACH-000390,-0.0975550824828
ACH-000393,-0.06776687342860001
ACH-000395,-0.10787851207
ACH-000397,-0.163702834792
ACH-000401,0.104998648689
ACH-000402,-0.214782244151
ACH-000403,-0.053339021383699996
ACH-000404,0.133562715175
ACH-000406,-0.15495958689300002
ACH-000407,-0.194787243843
ACH-000408,0.018830587953
ACH-000410,-0.154771205878
ACH-000411,-0.11266997060100001
ACH-000414,-0.10293587322799999
ACH-000415,-0.0156936320924
ACH-000416,-0.09330860201189999
ACH-000420,0.116064704543
ACH-000421,-0.13106922044299998
ACH-000424,-0.301670870998
ACH-000425,-0.132812352567
ACH-000426,-0.120178986462
ACH-000427,-0.0439936000275
ACH-000433,-0.15233479556500001
ACH-000436,0.09436557140239998
ACH-000444,-0.169826027984
ACH-000445,-0.260314882977
ACH-000448,-0.16984953004099998
ACH-000450,-0.16992652059
ACH-000452,-0.10778523164699999
ACH-000454,0.028684146190200002
ACH-000458,0.0345727547846
ACH-000459,0.027116177002300002
ACH-000460,-0.17514884116300003
ACH-000461,-0.102966042772
ACH-000463,-0.11460036844799999
ACH-000464,0.0791579315977
ACH-000466,-0.0811701506738
ACH-000467,-0.13754070762
ACH-000468,-0.23956454382800002
ACH-000469,-0.147358390014
ACH-000470,-0.00878954309748
ACH-000471,-0.0966975297453
ACH-000472,-0.17677040222399998
ACH-000473,-0.0092029146886
ACH-000475,-0.0898249567763
ACH-000476,-0.265260552446
ACH-000477,-0.122182700765
ACH-000480,-0.17330692065900002
ACH-000481,-0.05910282919649999
ACH-000483,-0.18313733852000003
ACH-000484,-0.051248923913900006
ACH-000485,-0.08397017838
ACH-000486,-0.0400952125195
ACH-000487,-0.14198448286499998
ACH-000488,-0.18092533320999998
ACH-000490,-0.120309732425
ACH-000491,-0.028112384029900003
ACH-000495,-0.181517381648
ACH-000496,-0.052148028211
ACH-000499,-0.227801574338
ACH-000500,-0.203578408176
ACH-000502,-0.151825964648
ACH-000503,0.28562553705
ACH-000505,-0.029510263669400003
ACH-000507,-0.161289138325
ACH-000510,-0.044480842676
ACH-000511,-0.0259989070946
ACH-000512,-0.016005314625600002
ACH-000516,-0.158552107181
ACH-000517,-0.19140764473299998
ACH-000518,0.112691430693
ACH-000520,-0.219823767602
ACH-000521,-0.191301570484
ACH-000522,-0.0896072629541
ACH-000524,-0.187567284858
ACH-000527,-0.193215160504
ACH-000528,-0.228827265797
ACH-000537,-0.119050756577
ACH-000541,-0.12193899793400001
ACH-000542,-0.07366985628489998
ACH-000544,-0.015026259022299999
ACH-000545,-0.0736048006261
ACH-000547,-0.167355212621
ACH-000548,-0.0296593840545
ACH-000549,-0.287676400823
ACH-000550,-0.17477062054499998
ACH-000552,-0.036022214015800004
ACH-000556,-0.143639192036
ACH-000557,-0.0233480313257
ACH-000570,-0.118550198213
ACH-000571,-0.139162787208
ACH-000573,-0.110383449748
ACH-000576,-0.023490028442899998
ACH-000580,-0.0531141122365
ACH-000584,-0.155185813162
ACH-000585,-0.0164742745635
ACH-000588,-0.10043763496
ACH-000589,-0.060921868425799997
ACH-000591,-0.117136602937
ACH-000593,-0.159003197664
ACH-000600,-0.11293367572
ACH-000601,-0.196200522361
ACH-000604,0.07619684184310001
ACH-000605,-0.180971613191
ACH-000606,-0.108627704529
ACH-000608,-0.13441201174
ACH-000614,-0.312287191648
ACH-000616,-0.030473450490900004
ACH-000618,-0.012664519513299999
ACH-000619,-0.182386400028
ACH-000620,-0.0824786556599
ACH-000621,-0.0712568444475
ACH-000622,-0.300250389734
ACH-000623,-0.0768233575706
ACH-000624,-0.10647242288999999
ACH-000627,-0.045492715279299996
ACH-000630,-0.124690715647
ACH-000632,-0.07469964955939999
ACH-000633,0.0240388014745
ACH-000637,-0.116356151084
ACH-000638,-0.0777692171622
ACH-000646,-0.0495742410099
ACH-000647,-0.0143633876533
ACH-000648,-0.136544028266
ACH-000649,-0.177941965143
ACH-000651,-0.274438201301
ACH-000652,-0.128843714534
ACH-000653,-0.140465973995
ACH-000657,-0.131870260912
ACH-000658,-0.168915608448
ACH-000661,-0.224405778083
ACH-000662,-0.39107906349699995
ACH-000663,-0.164735801501
ACH-000665,-0.146489622422
ACH-000671,-0.0423359858986
ACH-000673,-0.07671891406169999
ACH-000676,-0.21534448856
ACH-000677,-0.11627241475500001
ACH-000681,-0.204069165422
ACH-000682,-0.0758605360765
ACH-000683,-0.261120061606
ACH-000684,-0.0709555754312
ACH-000688,-0.422998134375
ACH-000693,0.014069202312200001
ACH-000694,-0.13039430213
ACH-000695,0.0264827617348
ACH-000696,-0.12848791995
ACH-000697,-0.227234678917
