,ME2 (4200)
ACH-000004,-0.325931101876
ACH-000007,-0.176999383748
ACH-000009,-0.364663468472
ACH-000011,-0.33839041027500005
ACH-000012,-0.28839156864
ACH-000013,-0.165078680421
ACH-000014,-0.08929039681060001
ACH-000015,-0.06960403392230001
ACH-000017,-0.229211416875
ACH-000018,-0.452995940273
ACH-000019,-0.130286305053
ACH-000021,-0.21831691242600001
ACH-000022,-0.210550707777
ACH-000025,-0.31105583004099996
ACH-000028,-0.26300170642
ACH-000030,-0.366914425141
ACH-000035,-0.25783539388099996
ACH-000036,-0.205373050586
ACH-000037,-0.475030696784
ACH-000039,-0.222605544198
ACH-000040,-0.33770593713
ACH-000041,-0.49714756344
ACH-000042,-0.396661592775
ACH-000045,0.308758532177
ACH-000047,-0.261512215916
ACH-000052,-0.444819453821
ACH-000053,-0.290791757981
ACH-000054,-0.23722445322299998
ACH-000055,-0.303246368734
ACH-000060,-0.232138443889
ACH-000067,-0.162245584165
ACH-000070,-0.409313052135
ACH-000075,-0.48664407990599995
ACH-000078,-0.31114445325999995
ACH-000082,-0.395886761017
ACH-000085,0.07972296110430001
ACH-000086,-0.15014471265100002
ACH-000087,-0.175351541732
ACH-000092,-0.0904987820095
ACH-000095,-0.424728329924
ACH-000097,-0.134062339408
ACH-000098,-0.34201523658699995
ACH-000099,-0.20241550487399998
ACH-000108,-0.212458989071
ACH-000113,-0.305428078818
ACH-000115,0.0239103662656
ACH-000116,-0.25742370494000005
ACH-000118,-0.538762781174
ACH-000120,-0.252448643169
ACH-000123,-0.27157158916499996
ACH-000127,-0.182742196315
ACH-000128,-0.423302997658
ACH-000132,-0.43460265570600004
ACH-000133,-0.0782668587392
ACH-000137,-0.106388326487
ACH-000138,-0.470189632892
ACH-000142,-0.13229824247000002
ACH-000143,-0.22155512335900002
ACH-000146,-0.177328656002
ACH-000148,-0.286143918311
ACH-000150,-0.104488583677
ACH-000152,0.06556596742700001
ACH-000153,-0.047185909382499995
ACH-000159,-0.5028530927679999
ACH-000160,-0.21989508570900002
ACH-000163,-0.254803441269
ACH-000167,-0.22986812730700001
ACH-000168,-0.065221009002
ACH-000169,-0.263510641175
ACH-000178,-0.359477122333
ACH-000182,-0.499434697488
ACH-000183,0.0481258607603
ACH-000188,-0.217339917947
ACH-000189,-0.081991690254
ACH-000190,-0.07920498389010001
ACH-000198,0.0137187543364
ACH-000204,-0.21508357419399998
ACH-000206,-0.479269827942
ACH-000207,-0.165285451448
ACH-000211,-0.431737936337
ACH-000215,-0.349073511149
ACH-000221,-0.168590924344
ACH-000222,-0.203523892753
ACH-000223,-0.429445867033
ACH-000226,-0.43810481836099996
ACH-000227,-0.971245824386
ACH-000228,-0.557959411184
ACH-000231,-0.215311280938
ACH-000232,-0.497811121601
ACH-000233,-0.438824283088
ACH-000234,-0.028652133160000003
ACH-000235,-0.255861812148
ACH-000237,-0.366316528933
ACH-000238,-0.047054530545300004
ACH-000243,-0.09661959057939999
ACH-000244,-0.112509834054
