,DCN (1634)
ACH-000004,0.273538023239
ACH-000007,0.153569925245
ACH-000009,0.0503345666325
ACH-000011,0.066308894231
ACH-000012,0.028989933731999998
ACH-000013,0.102009158827
ACH-000014,0.0261134136985
ACH-000015,-0.019197668234299997
ACH-000017,0.15050047022399998
ACH-000018,0.06855581084149999
ACH-000019,0.10232202011399999
ACH-000021,-0.07200151508580001
ACH-000022,-0.18753667049699999
ACH-000025,0.08646834250119999
ACH-000028,-0.12026068728599999
ACH-000030,0.0591482979514
ACH-000035,-0.0114390156476
ACH-000036,0.0572365394485
ACH-000037,-0.153250908667
ACH-000039,-0.328418571044
ACH-000040,0.10292634275599999
ACH-000041,-0.010961010785299999
ACH-000042,-0.007487163853979999
ACH-000045,0.0868629470978
ACH-000047,0.17296073355900002
ACH-000052,0.145573365062
ACH-000053,-0.186629853334
ACH-000054,-0.0467210005902
ACH-000055,-0.06316838054
ACH-000060,0.149733016112
ACH-000067,-0.18272477625599998
ACH-000070,0.118749111793
ACH-000075,0.20531793363200002
ACH-000078,-0.215812698228
ACH-000082,-0.10875910554099999
ACH-000085,0.257781946204
ACH-000086,0.0491566338126
ACH-000087,-0.0591515736325
ACH-000092,0.0614478453084
ACH-000095,-0.0878732996526
ACH-000097,0.101540207456
ACH-000098,0.09247210823069998
ACH-000099,-0.0911084568121
ACH-000108,0.0974460195624
ACH-000113,0.07766871970039999
ACH-000115,-0.11360191986
ACH-000116,-0.0726204231621
ACH-000118,-0.0975758749645
ACH-000120,0.034191598394999995
ACH-000123,0.0123649266207
ACH-000127,0.0960131101529
ACH-000128,-0.0269482398533
ACH-000132,0.0845229146822
ACH-000133,-0.0508548795084
ACH-000137,0.084793185699
ACH-000138,-0.062090616672400005
ACH-000142,-0.16080856887199999
ACH-000143,0.0844729507548
ACH-000146,-0.0474567765184
ACH-000148,0.07474309595980001
ACH-000150,-0.12208969448200001
ACH-000152,-0.216247039274
ACH-000153,-0.101989337064
ACH-000159,0.172967410436
ACH-000160,0.0904932911197
ACH-000163,0.22044368362199998
ACH-000167,-0.24344607718000003
ACH-000168,-0.09446534498400001
ACH-000169,0.021033429173400002
ACH-000178,0.0789525289673
ACH-000182,-0.0554869172429
ACH-000183,0.0851030465589
ACH-000188,0.09811492919880001
ACH-000189,0.231649512272
ACH-000190,-0.139015454837
ACH-000198,0.0197061971838
ACH-000204,0.26497027667899997
ACH-000206,0.0105875854107
ACH-000207,0.049049564068400005
ACH-000211,-0.0278239779361
ACH-000215,-0.015433593991300001
ACH-000221,0.15249096640100002
ACH-000222,0.131534990417
ACH-000223,0.00792130378304
ACH-000226,-0.036583888842099996
ACH-000227,0.140566650182
ACH-000228,0.020607421030700002
ACH-000231,0.0909202480106
ACH-000232,-0.08659829019819999
ACH-000233,-0.014422549859799998
ACH-000234,0.09358455122840001
ACH-000235,-0.0104408141576
ACH-000237,0.122710034563
ACH-000238,0.04703174510890001
ACH-000243,0.0252249713835
ACH-000244,-0.219071936317
ACH-000246,0.12736657388
ACH-000248,-0.280965431864
ACH-000250,0.126012169792
ACH-000251,-0.106415407638
ACH-000253,0.096774214342
ACH-000255,0.0860169433131
ACH-000256,0.17300093058899998
ACH-000257,0.332924362671
ACH-000258,0.00594093204014
ACH-000259,0.0486111660405
ACH-000260,0.011109381817600001
ACH-000261,-0.0337719683111
ACH-000262,-0.10627558804500001
ACH-000263,0.0217917752068
ACH-000264,-0.07445719924489999
ACH-000265,-0.00480862337513
ACH-000266,-0.0245608511208
ACH-000272,0.07487604511780001
ACH-000273,0.0339947916056
ACH-000274,0.0485411930682
ACH-000277,-0.0626703004356
ACH-000278,0.0783537645185
ACH-000279,0.03701592706409999
ACH-000280,0.107753943
ACH-000281,-0.0454385875061
ACH-000288,0.026825227048800002
ACH-000291,-0.029325825303700002
ACH-000293,0.12271753031199999
ACH-000294,-0.0441440146422
ACH-000295,-0.277531341688
ACH-000296,-0.07997846677869999
ACH-000302,0.18148887101599998
ACH-000304,-0.048279575156300006
