,ZFAND2A (90637)
ACH-000004,0.070926615712
ACH-000007,0.136981253269
ACH-000009,0.199871829212
ACH-000011,0.134183502839
ACH-000012,0.258651365861
ACH-000013,0.26294286170000003
ACH-000014,0.0957214560743
ACH-000015,0.416167253546
ACH-000017,0.383894612016
ACH-000018,0.328576332372
ACH-000019,0.204882511606
ACH-000021,0.315546701932
ACH-000022,0.311554888737
ACH-000025,0.28672606869899997
ACH-000028,0.435609062717
ACH-000030,0.31692151386
ACH-000035,0.359109198736
ACH-000036,0.219868719822
ACH-000037,0.429947918238
ACH-000039,0.32285018986200004
ACH-000040,0.440496394345
ACH-000041,0.28310697173599997
ACH-000042,0.162643844471
ACH-000045,0.244737838175
ACH-000047,0.14442029792199998
ACH-000052,0.09623744952199999
ACH-000053,0.244189591618
ACH-000054,0.242980246068
ACH-000055,0.09414600890730002
ACH-000060,0.21299485375799998
ACH-000067,0.400725889206
ACH-000070,0.26856909450399996
ACH-000075,0.252524610207
ACH-000078,0.42899392920900004
ACH-000082,0.276378019475
ACH-000085,0.187050606357
ACH-000086,0.478500049358
ACH-000087,0.130708883641
ACH-000092,0.22861990386199998
ACH-000095,0.22806707426800002
ACH-000097,0.387088074781
ACH-000098,0.29198773229
ACH-000099,0.23942812596500002
ACH-000108,0.138291025945
ACH-000113,0.22250849149799998
ACH-000115,0.129767772788
ACH-000116,0.32528838803599996
ACH-000118,0.352219575326
ACH-000120,0.341029952254
ACH-000123,0.372736210763
ACH-000127,0.34401107077799997
ACH-000128,0.223646768953
ACH-000132,0.430116197751
ACH-000133,0.160559879972
ACH-000137,0.397748912105
ACH-000138,0.259073284886
ACH-000142,0.149834353433
ACH-000143,0.319231474814
ACH-000146,0.305073613041
ACH-000148,0.228410186328
ACH-000150,0.294581585669
ACH-000152,0.279399103372
ACH-000153,0.19354648254700002
ACH-000159,0.322057072197
ACH-000160,0.07329524402389999
ACH-000163,0.369534337865
ACH-000167,0.248838811523
ACH-000168,0.257741620273
ACH-000169,0.25151835410900003
ACH-000178,0.35670797206999993
ACH-000182,0.256931095392
ACH-000183,0.22059951699799998
ACH-000188,0.300071701733
ACH-000189,0.174309453708
ACH-000190,0.327632041352
ACH-000198,0.16779984412500001
ACH-000204,0.35315719351400005
ACH-000206,0.09460198293670001
ACH-000207,0.31126991431
ACH-000211,0.352412508551
ACH-000215,0.399059208446
ACH-000221,0.323792630128
ACH-000222,0.240330796879
ACH-000223,0.367574353975
ACH-000226,0.40880204173900003
ACH-000227,0.21727837947700002
ACH-000228,0.31342647593199996
ACH-000231,0.217970938851
ACH-000232,0.31848852256
ACH-000233,0.146613748477
ACH-000234,0.248157447066
ACH-000235,0.309672397252
ACH-000237,0.34983877065700003
ACH-000238,0.29003629043400003
ACH-000243,0.22823311934999999
ACH-000244,-0.163585421597
ACH-000246,0.366910143633
ACH-000248,0.323659821894
ACH-000250,0.282404776443
ACH-000251,0.277934796707
ACH-000253,0.19234162165
ACH-000255,0.314655864658
ACH-000256,0.359273183191
ACH-000257,0.651064911224
ACH-000258,0.367784843033
ACH-000259,0.200703908753
ACH-000260,0.318609508565
ACH-000261,0.23098439901999998
ACH-000262,0.48602261526
ACH-000263,0.273931937832
ACH-000264,0.16667138267
ACH-000265,0.36479167026500003
ACH-000266,0.19667877002999998
ACH-000272,0.246400704395
ACH-000273,0.271047796214
ACH-000274,0.3894777413
ACH-000277,0.237187536659
ACH-000278,0.280499185346
ACH-000279,0.345456061716
ACH-000280,0.36617289526600005
ACH-000281,0.31545775286999994
ACH-000288,0.258580898826
ACH-000291,0.250090026274
ACH-000293,0.427158080567
ACH-000294,0.282970851139
ACH-000295,0.48677456601999997
ACH-000296,0.12753960388
ACH-000302,0.282253175483
ACH-000304,0.304760606296
ACH-000307,0.300731554963
ACH-000308,0.284330253009
ACH-000310,0.270520710618
ACH-000311,0.030015559123400003
ACH-000312,0.242117424821
ACH-000315,0.29647248222
ACH-000316,0.336478540345
ACH-000317,0.359821322127
ACH-000318,0.25164419250500003
ACH-000319,0.534605453142
ACH-000320,0.21714219063700002
ACH-000322,0.152559510082
ACH-000323,0.247763024657
