,CORO1B (57175)
ACH-000004,-0.00840292013073
ACH-000007,-0.0363654377409
ACH-000009,-0.0673700827249
ACH-000011,0.0242443521305
ACH-000012,-0.09276640421049999
ACH-000013,-0.11059679326300001
ACH-000014,-0.088351477967
ACH-000015,-0.0819876940217
ACH-000017,-0.061189843052
ACH-000018,-0.029447177304700003
ACH-000019,-0.08772352017339999
ACH-000021,-0.145202968666
ACH-000022,0.0108937073735
ACH-000025,0.033400694539200006
ACH-000028,-0.262050218613
ACH-000030,-0.17408001244899998
ACH-000035,0.022134033293
ACH-000036,-0.128734744899
ACH-000037,-0.0916754552344
ACH-000039,0.0841581024267
ACH-000040,-0.123540351852
ACH-000041,0.00600272683102
ACH-000042,-0.23900061561500002
ACH-000045,0.0769596974773
ACH-000047,-0.0169241159357
ACH-000052,0.012754953563299998
ACH-000053,0.0326373781577
ACH-000054,0.0529279158145
ACH-000055,-0.0447309069977
ACH-000060,-0.26227241643000004
ACH-000067,0.234015519209
ACH-000070,-0.154022308594
ACH-000075,-0.276581769939
ACH-000078,-0.03865465224919999
ACH-000082,-0.272097284605
ACH-000085,-0.014075726591299999
ACH-000086,-0.0960408615058
ACH-000087,-0.0243149113209
ACH-000092,-0.0142317986269
ACH-000095,-0.05138119496230001
ACH-000097,-0.269970054022
ACH-000098,0.07927213739950001
ACH-000099,0.0201141008507
ACH-000108,-0.10805582224600001
ACH-000113,-0.0088545706768
ACH-000115,-0.0725780059724
ACH-000116,-0.218169532553
ACH-000118,-0.0546054477186
ACH-000120,-0.11115298543199999
ACH-000123,-0.0482889565192
ACH-000127,0.006884703832819999
ACH-000128,-0.0450992462683
ACH-000132,-0.11025874310999999
ACH-000133,-0.03763322425269999
ACH-000137,-0.0770092297981
ACH-000138,-0.249629309718
ACH-000142,-0.295264372953
ACH-000143,0.0184079412204
ACH-000146,-0.156096837511
ACH-000148,-0.00269291391666
ACH-000150,-0.240435934878
ACH-000152,0.132263157181
ACH-000153,-0.599846331268
ACH-000159,-0.0765585348183
ACH-000160,-0.34417383947400004
ACH-000163,-0.07057009997510001
ACH-000167,-0.10871666447
ACH-000168,0.00832861663644
ACH-000169,-0.0523675309497
ACH-000178,-0.0682616966276
ACH-000182,-0.035387529407900006
ACH-000183,-0.225205584518
ACH-000188,-0.25498460414
ACH-000189,-0.12145625019999999
ACH-000190,-0.031641390257599995
ACH-000198,-0.0971943919181
ACH-000204,-0.0361854191278
ACH-000206,0.09299704011510002
ACH-000207,-0.280536669548
ACH-000211,-0.0189993280636
ACH-000215,-0.0489242181244
ACH-000221,-0.0295111223741
ACH-000222,-0.226816740535
ACH-000223,0.0899041872224
ACH-000226,0.0226016982161
ACH-000227,0.05409767668169999
ACH-000228,-0.277218564545
ACH-000231,-0.040542099336900006
ACH-000232,-0.100252947284
ACH-000233,-0.16243311504799998
ACH-000234,0.176815362057
ACH-000235,-0.0789063508167
ACH-000237,-0.139962164784
ACH-000238,-0.09818686307880001
ACH-000243,-0.009006724522139999
ACH-000244,-0.005619056675529999
ACH-000246,0.04662034557709999
ACH-000248,-0.0335663029384
ACH-000250,0.0185177547858
ACH-000251,-0.163553908699
ACH-000253,-0.0917488141204
ACH-000255,-0.323565286908
ACH-000256,-0.22239548267200002
ACH-000257,-0.140907959758
ACH-000258,0.175343417827
ACH-000259,-0.0867218120101
ACH-000260,-0.0538365678718
ACH-000261,-0.191966020021
ACH-000262,-0.12189286744200001
ACH-000263,0.156330959524
ACH-000264,-0.12359921671900001
ACH-000265,-0.209918424616
ACH-000266,-0.180823086415
ACH-000272,0.0238627792961
ACH-000273,-0.0734452870616
ACH-000274,-0.0153155626575
ACH-000277,-0.376005902883
ACH-000278,-0.017127148903600002
ACH-000279,-0.0187343126765
ACH-000280,-0.0337683823496
ACH-000281,-0.0633269644706
ACH-000288,-0.193640722067
ACH-000291,-0.061861054947
ACH-000293,-0.08889518511849999
ACH-000294,-0.10690053318600001
ACH-000295,-0.0348011008792
ACH-000296,-0.0033192942641100003
ACH-000302,-0.055558473631499995
ACH-000304,0.151157928243
ACH-000307,-0.0766443973932
ACH-000308,-0.11042652241499999
ACH-000310,-0.103342630011
ACH-000311,-0.10631965775699999
ACH-000312,-0.180035068977
ACH-000315,-0.315424240427
ACH-000316,-0.343684137645
ACH-000317,-0.13175246529
ACH-000318,-0.218219409853
ACH-000319,-0.0764723312354
ACH-000320,-0.12634654963300002
ACH-000322,-0.00773951563367
ACH-000323,0.145870580863
ACH-000324,-0.128472251585
ACH-000329,-0.0128673561045
ACH-000330,-0.045923460073899997
ACH-000331,0.0401994737292
ACH-000332,-0.161033173389
ACH-000334,-0.303694660377
ACH-000335,-0.149276865073
ACH-000336,-0.12173253242599999
ACH-000337,-0.00506955898622
ACH-000339,-0.0663095464115
ACH-000341,-0.014919006802000001
ACH-000348,0.0849216595864
ACH-000350,0.0517308689017
ACH-000352,-0.08752474724050001
ACH-000356,-0.111949094911
ACH-000361,-0.13347004286699998
ACH-000362,-0.09393173465719999
ACH-000363,-0.0343660608615
ACH-000364,-0.054832993560100005
ACH-000365,-0.121812275453
ACH-000366,-0.245734313609
ACH-000368,0.0527003809657
ACH-000374,-0.381513964631
ACH-000375,-0.225706689998
ACH-000376,-0.167252975014
ACH-000381,-0.331416497804
ACH-000383,-0.134238170338
ACH-000387,-0.0359650026895
ACH-000389,-0.0815623752075
ACH-000390,-0.179363310342
ACH-000393,-0.11893263484099999
ACH-000395,-0.195199912749
ACH-000397,-0.0390321575272
ACH-000401,-0.21933243577599998
ACH-000402,-0.538331308803
ACH-000403,-0.0373178287282
ACH-000404,-0.00752585639477
ACH-000406,-0.0691315523381
ACH-000407,-0.127659573017
ACH-000408,-0.195716094036
ACH-000410,-0.09931302479039998
ACH-000411,-0.103501962105
ACH-000414,-0.115876545572
ACH-000415,-0.348631873045
ACH-000416,-0.0133619739081
ACH-000420,-0.040216179361800004
ACH-000421,-0.0316904873232
ACH-000424,0.159496568498
ACH-000425,-0.029889418618200003
ACH-000426,-0.255866489351
ACH-000427,-0.053883699935300004
ACH-000433,-0.349696498349
ACH-000436,-0.0681359606052
ACH-000444,0.0928687037025
ACH-000445,-0.09724125229430002
ACH-000448,-0.077358446953
ACH-000450,-0.254381729427
ACH-000452,-0.080225683328
ACH-000454,0.214207206115
ACH-000458,-0.276574279323
ACH-000459,-0.021175037064799996
ACH-000460,-0.145817112049
ACH-000461,-0.31033192893100003
ACH-000463,-0.0175941456473
ACH-000464,0.052694215827699994
ACH-000466,-0.0431655261202
