,DKKL1 (27120)
ACH-000004,-0.0878322417712
ACH-000007,-0.140970209804
ACH-000009,-0.135540135316
ACH-000011,0.045117273861699995
ACH-000012,-0.0348239810993
ACH-000013,-0.163674499375
ACH-000014,-0.021725148152099995
ACH-000015,-0.170394298414
ACH-000017,0.0356602153625
ACH-000018,0.0877359215187
ACH-000019,-0.225933048608
ACH-000021,-0.00983989615773
ACH-000022,-0.108403176116
ACH-000025,0.0918616580879
ACH-000028,-0.13139461228
ACH-000030,-0.168535998121
ACH-000035,-0.0658040750722
ACH-000036,0.0503276568455
ACH-000037,0.145187574482
ACH-000039,0.0158577184354
ACH-000040,-0.024902967426299997
ACH-000041,0.08794085028780001
ACH-000042,-0.07703230695239999
ACH-000045,-0.175286194857
ACH-000047,-0.0232538497448
ACH-000052,-0.0981803372865
ACH-000053,-0.0334538156426
ACH-000054,0.03674231285230001
ACH-000055,-0.269718861027
ACH-000060,-0.025748994018799997
ACH-000067,0.08005872419860001
ACH-000070,-0.146392797744
ACH-000075,0.07674896160910001
ACH-000078,-0.052339061812300004
ACH-000082,-0.0314216876872
ACH-000085,0.149970492634
ACH-000086,-0.107011356212
ACH-000087,-0.116501954682
ACH-000092,-0.0672921663359
ACH-000095,0.0278954123211
ACH-000097,-0.150942719102
ACH-000098,-0.0738363884855
ACH-000099,-0.0723178350549
ACH-000108,-0.185776855755
ACH-000113,-0.0641883370848
ACH-000115,-0.0378566109507
ACH-000116,0.0351742332889
ACH-000118,-0.0744620104998
ACH-000120,-0.116381436975
ACH-000123,-0.0581139715883
ACH-000127,-0.023136958878599997
ACH-000128,0.19091312564500001
ACH-000132,0.0316066265764
ACH-000133,-0.145875367959
ACH-000137,-0.131820526161
ACH-000138,-0.17494239596500002
ACH-000142,-0.0275178031231
ACH-000143,-0.132083462524
ACH-000146,-0.04715369663169999
ACH-000148,0.0789372511084
ACH-000150,0.0910732690583
ACH-000152,-0.137422261018
ACH-000153,-0.022197931395400005
ACH-000159,-0.0754868378973
ACH-000160,-0.168040598358
ACH-000163,-0.08470355406310001
ACH-000167,0.186157466904
ACH-000168,0.0723488548809
ACH-000169,-0.0861233661809
ACH-000178,-0.0009473765574620001
ACH-000182,-0.12235288042199999
ACH-000183,-0.17551106758
ACH-000188,-0.0391812700614
ACH-000189,-0.030033697144400004
ACH-000190,-0.195298327044
ACH-000198,-0.0018103110374700002
ACH-000204,-0.064775064778
ACH-000206,-0.07376254173510001
ACH-000207,-0.00827576508351
ACH-000211,0.0287312350238
ACH-000215,0.0767532443975
ACH-000221,-0.0607867328503
ACH-000222,-0.23106287313
ACH-000223,0.081253096996
ACH-000226,-0.272368572274
ACH-000227,0.04952645281330001
ACH-000228,-0.114025800876
ACH-000231,0.000271050167023
ACH-000232,0.0176609337135
ACH-000233,-0.0460104412156
ACH-000234,-0.007323637369189999
ACH-000235,-0.0581437789826
ACH-000237,-0.08815939223680001
ACH-000238,0.102144821933
ACH-000243,-0.0339601489376
ACH-000244,0.0029836050968800004
ACH-000246,-0.185043048076
ACH-000248,-0.0642528973388
ACH-000250,-0.0362744645586
ACH-000251,-0.15359474316
ACH-000253,-0.203189206217
ACH-000255,-0.12496519344799999
ACH-000256,0.0814786544719
ACH-000257,-0.223037244846
ACH-000258,0.12841062772700002
ACH-000259,-0.015422957593700002
ACH-000260,-0.0959968293625
ACH-000261,-0.034256462074599994
ACH-000262,-0.297016093578
ACH-000263,0.21356395088799998
ACH-000264,0.0049368588092799995
ACH-000265,-0.034190312368400005
ACH-000266,-0.0751733996089
ACH-000272,0.0686553061964
ACH-000273,-0.0530618041211
ACH-000274,-0.09309292916449999
ACH-000277,-0.17412968886
ACH-000278,0.0032352260901799997
ACH-000279,-0.148997485427
ACH-000280,-0.109530591907
ACH-000281,-0.0191420289045
ACH-000288,0.0654352003388
ACH-000291,-0.11266306306900001
ACH-000293,-0.06982418838280001
ACH-000294,-0.190686496625
ACH-000295,0.06152801522419999
ACH-000296,-0.095792482744
ACH-000302,-0.296043790488
ACH-000304,-0.0787489242482
ACH-000307,0.0530236853511
ACH-000308,-0.10089246327299999
ACH-000310,0.155127243034
ACH-000311,-0.08976166602060001
ACH-000312,-0.0276150825775
ACH-000315,-0.272932151305
ACH-000316,0.15456558165200002
ACH-000317,0.0342547514246
ACH-000318,-0.11221240624600001
ACH-000319,-0.0628351280651
ACH-000320,0.118397283102
ACH-000322,0.168409664514
ACH-000323,0.0382947642959
ACH-000324,-0.0291978552921
ACH-000329,0.015779034935000002
ACH-000330,-0.019149138398
ACH-000331,-0.041639354867199996
ACH-000332,-0.008085562403290001
ACH-000334,-0.0045129175250200005
ACH-000335,-0.0773099195904
ACH-000336,0.166695875705
ACH-000337,-0.08319403329910001
ACH-000339,-0.055816217451
ACH-000341,-0.262312287142
ACH-000348,-0.047368836365800006
ACH-000350,-0.141475014763
ACH-000352,-0.05933659972469999
ACH-000356,-0.0930239665546
ACH-000361,-0.12486892478700001
ACH-000362,-0.153241155231
ACH-000363,-0.07689642899400001
ACH-000364,-0.11444441459799999
ACH-000365,-0.0043215573881800005
ACH-000366,-0.19249449300000002
ACH-000368,0.0151857341109
ACH-000374,0.026954075647200003
ACH-000375,-0.0912205362437
ACH-000376,0.0421847076572
ACH-000381,-0.131607273961
ACH-000383,-0.0423460884882
ACH-000387,-0.07707877281860001
ACH-000389,0.0015072145354700001
ACH-000390,0.051657602905900005
ACH-000393,0.0470378159917
ACH-000395,-0.218254430858
ACH-000397,-0.0522769257414
ACH-000401,-0.103054423597
ACH-000402,0.144933787491
ACH-000403,0.00738717673306
ACH-000404,0.017324366124499998
ACH-000406,-0.109603049846
ACH-000407,0.0950157826489
ACH-000408,-0.14689106261499998
ACH-000410,-0.265202734414
ACH-000411,-0.042481516271900006
ACH-000414,-0.08935243680749999
ACH-000415,-0.015253358773700001
ACH-000416,-0.017762327273799998
ACH-000420,-0.156909985361
ACH-000421,-0.03641648232190001
ACH-000424,0.153122340556
ACH-000425,-0.0500162056401
ACH-000426,-0.136698862852
ACH-000427,-0.0182761511733
ACH-000433,-0.19628901899999998
ACH-000436,0.0602358393055
ACH-000444,0.06700350017710001
ACH-000445,-0.00615466603093
ACH-000448,-0.00267686527779
ACH-000450,-0.0396306657298
ACH-000452,0.060897520071
ACH-000454,-0.0337079839162
ACH-000458,-0.107846675287
ACH-000459,-0.189847088006
ACH-000460,-0.0187955472796
ACH-000461,-0.0655805952464
ACH-000463,-0.0391590219828
ACH-000464,-0.016261565953600003
ACH-000466,-0.027165101940599998
ACH-000467,0.029854366763
ACH-000468,-0.227492017607
ACH-000469,-0.0738985450236
ACH-000470,0.0982841623717
ACH-000471,-0.176443518909
ACH-000472,-0.06652533949350001
ACH-000473,-0.0623337053591
ACH-000475,-0.008923265522370001
ACH-000476,-0.0402403815743
ACH-000477,-0.09430620509410001
ACH-000480,-0.060226103390100004
ACH-000481,0.0347368543456
ACH-000483,-0.12126107595
ACH-000484,-0.21211763580200002
ACH-000485,-0.02350981543
ACH-000486,-0.0268950825343
ACH-000487,-0.133979676041
ACH-000488,-0.00116025399732
ACH-000490,-0.0029525947904899996
ACH-000491,0.0426683023857
ACH-000495,0.015722208047
ACH-000496,0.028659583102099997
ACH-000499,-0.189853291039
ACH-000500,-0.177969181039
