,IL18 (3606)
ACH-000004,-0.108902050097
ACH-000007,-0.29003356183
ACH-000009,-0.33622750031900006
ACH-000011,-0.00180168226842
ACH-000012,-0.19530870497000002
ACH-000013,-0.221788532132
ACH-000014,-0.298355750759
ACH-000015,-0.184213101562
ACH-000017,-0.20088543316799998
ACH-000018,-0.257921186225
ACH-000019,-0.209802081586
ACH-000021,-0.159754464524
ACH-000022,-0.15964335553099998
ACH-000025,-0.284400278273
ACH-000028,-0.182492176792
ACH-000030,-0.20211639382399998
ACH-000035,-0.135517220922
ACH-000036,-0.156293066984
ACH-000037,-0.22102005192899998
ACH-000039,-0.193776185432
ACH-000040,-0.127838532365
ACH-000041,-0.217682878534
ACH-000042,-0.171066721867
ACH-000045,-0.284600246719
ACH-000047,-0.14779870435200002
ACH-000052,-0.0913682634247
ACH-000053,-0.27254714193199997
ACH-000054,-0.168639636085
ACH-000055,-0.175194202951
ACH-000060,-0.211647387768
ACH-000067,-0.10824509724400001
ACH-000070,-0.39248417551700004
ACH-000075,-0.216391197588
ACH-000078,-0.294963188833
ACH-000082,-0.251905383185
ACH-000085,-0.228264781262
ACH-000086,-0.261291690518
ACH-000087,-0.16852241827
ACH-000092,-0.213871321234
ACH-000095,-0.213074510011
ACH-000097,-0.227911988224
ACH-000098,-0.19401366584899998
ACH-000099,-0.16845881504700003
ACH-000108,-0.27076646066
ACH-000113,-0.35238977234700003
ACH-000115,-0.189684659783
ACH-000116,-0.35703412395499995
ACH-000118,-0.15190121839
ACH-000120,-0.0561378341844
ACH-000123,-0.219325868832
ACH-000127,-0.276284178345
ACH-000128,-0.08011841235989998
ACH-000132,-0.37603759033
ACH-000133,-0.21223528554200002
ACH-000137,-0.273838575806
ACH-000138,-0.36176750474200003
ACH-000142,-0.306324370913
ACH-000143,-0.127756943613
ACH-000146,-0.234696134897
ACH-000148,-0.264008588697
ACH-000150,-0.255653368848
ACH-000152,-0.251514160651
ACH-000153,-0.162222116144
ACH-000159,-0.033895646040400004
ACH-000160,-0.353388948156
ACH-000163,-0.277197994452
ACH-000167,-0.242184374847
ACH-000168,-0.439035080968
ACH-000169,-0.282174025304
ACH-000178,-0.054109471781400006
ACH-000182,-0.190297692557
ACH-000183,-0.172976715346
ACH-000188,-0.249832781794
ACH-000189,-0.285411292716
ACH-000190,-0.20709503573399998
ACH-000198,-0.359881897752
ACH-000204,-0.043778828783599996
ACH-000206,-0.061151671298000004
ACH-000207,-0.32625321528
ACH-000211,-0.277892073521
ACH-000215,-0.230003800777
ACH-000221,-0.16899250493
ACH-000222,-0.267241508931
ACH-000223,-0.254169615393
ACH-000226,-0.216301076712
ACH-000227,-0.7445098609649999
ACH-000228,-0.373293867816
ACH-000231,-0.21727065717099997
ACH-000232,-0.206327733769
ACH-000233,-0.23065558131499997
ACH-000234,-0.297828689842
ACH-000235,-0.300363514122
ACH-000237,-0.143720746056
ACH-000238,-0.148602705748
ACH-000243,-0.211867858705
ACH-000244,-0.287889724649
ACH-000246,-0.154425929219
ACH-000248,-0.317027678169
ACH-000250,-0.142400640409
ACH-000251,-0.272026843387
ACH-000253,-0.28417870158
ACH-000255,-0.179812486557
ACH-000256,-0.36068546187899997
ACH-000257,-0.342334561662
ACH-000258,-0.177056849743
ACH-000259,-0.229772993948
ACH-000260,-0.21452789947599998
ACH-000261,-0.036973162876800005
ACH-000262,0.0173519783648
ACH-000263,-0.25636955909000003
ACH-000264,-0.37609370194499997
ACH-000265,-0.258598595039
ACH-000266,-0.228912801922
ACH-000272,-0.0898355456275
ACH-000273,-0.425510993971
ACH-000274,-0.369614779181
ACH-000277,-0.257458116531
ACH-000278,-0.324038793033
ACH-000279,-0.176556207399
ACH-000280,0.010802792236
ACH-000281,-0.44538572922700004
ACH-000288,-0.250745779235
ACH-000291,-0.214588659303
ACH-000293,-0.22913167081500002
ACH-000294,-0.19251629562300002
ACH-000295,-0.24581945268000002
ACH-000296,-0.227170161182
ACH-000302,-0.08510039683989999
ACH-000304,0.10844107329199999
ACH-000307,-0.182503684991
ACH-000308,-0.249443850453
ACH-000310,-0.365463881435
ACH-000311,-0.180654195833
ACH-000312,-0.324257591763
ACH-000315,-0.13888267852800001
ACH-000316,-0.41508181876999994
ACH-000317,-0.24137159398000002
ACH-000318,-0.152626279645
ACH-000319,-0.412408781364
ACH-000320,-0.411009988478
ACH-000322,-0.13819428928400002
ACH-000323,-0.280098425657
ACH-000324,-0.179727799773
ACH-000329,-0.14678893853
ACH-000330,-0.376785912642
ACH-000331,-0.134470688508
ACH-000332,-0.255624360428
ACH-000334,-0.477494297011
ACH-000335,-0.19448826274300002
ACH-000336,-0.141572967337
ACH-000337,-0.207001172485
ACH-000339,-0.160598351571
ACH-000341,-0.37620852704
ACH-000348,-0.21245829218899998
ACH-000350,-0.328861773919
ACH-000352,-0.07701538679489998
ACH-000356,-0.326221481886
ACH-000361,-0.23952202980700002
ACH-000362,-0.299557296606
ACH-000363,-0.205313026925
ACH-000364,-0.431299926511
ACH-000365,-0.314278519398
ACH-000366,-0.283853343902
ACH-000368,-0.21474962875599998
ACH-000374,-0.469026589212
ACH-000375,-0.0664927392961
ACH-000376,-0.179687946585
ACH-000381,-0.179885768128
ACH-000383,-0.187232684657
ACH-000387,-0.250315978477
ACH-000389,-0.23223828127300003
ACH-000390,-0.276133189373
ACH-000393,-0.20338636878
ACH-000395,-0.129155018918
ACH-000397,-0.243390112557
ACH-000401,-0.113894151191
ACH-000402,-0.5605383587789999
ACH-000403,-0.150399662699
ACH-000404,-0.312298314208
ACH-000406,-0.31433667581999997
ACH-000407,-0.0992863544527
ACH-000408,-0.0532024802613
ACH-000410,-0.24345060454700002
ACH-000411,-0.18686406858100002
ACH-000414,-0.27810690687199996
ACH-000415,-0.198765163989
ACH-000416,-0.190908523996
ACH-000420,-0.18519217102699997
ACH-000421,-0.11270040575899999
ACH-000424,-0.158443554968
ACH-000425,-0.256982365048
ACH-000426,-0.337000550376
ACH-000427,-0.114609518889
ACH-000433,-0.256832717956
ACH-000436,-0.133380598827
ACH-000444,-0.146902247036
ACH-000445,-0.381979449309
ACH-000448,-0.12446457871899999
ACH-000450,-0.0988336127331
ACH-000452,-0.242741226939
ACH-000454,0.046702618891799996
ACH-000458,-0.147250714344
ACH-000459,0.0877425497555
ACH-000460,-0.0831731560023
ACH-000461,-0.158741458856
ACH-000463,-0.13037100602399998
ACH-000464,-0.179553881877
ACH-000466,-0.22169845191799997
ACH-000467,-0.173378778191
ACH-000468,-0.34259631352
ACH-000469,-0.299865346283
ACH-000470,-0.22171529564599998
ACH-000471,-0.148049647822
