,YJEFN3 (374887)
ACH-000004,-0.24195241581799998
ACH-000007,-0.270682023692
ACH-000009,-0.411638776402
ACH-000011,-0.454060695849
ACH-000012,-0.339595899297
ACH-000013,-0.559094186443
ACH-000014,-0.25375880575599996
ACH-000015,-0.438250434925
ACH-000017,-0.39582149927500004
ACH-000018,-0.638199180146
ACH-000019,-0.488040229899
ACH-000021,-0.49897219177100005
ACH-000022,-0.511235548754
ACH-000025,-0.385128958973
ACH-000028,-0.427638699305
ACH-000030,-0.444641275398
ACH-000035,-0.485326701467
ACH-000036,-0.585730139981
ACH-000037,-0.412415762645
ACH-000039,-0.175000252303
ACH-000040,-0.689320653553
ACH-000041,-0.42078998708099996
ACH-000042,-0.641489550119
ACH-000045,-0.6862179312890001
ACH-000047,-0.482107775595
ACH-000052,-0.44092015780599997
ACH-000053,-0.31478390226999997
ACH-000054,-0.463110027756
ACH-000055,-0.497175589485
ACH-000060,-0.6123376050289999
ACH-000067,-0.580211720522
ACH-000070,-0.438276081084
ACH-000075,-0.67112736697
ACH-000078,-0.182057041695
ACH-000082,-0.44702628638499997
ACH-000085,-0.23247539120000002
ACH-000086,-0.6013437803689999
ACH-000087,-0.167272262356
ACH-000092,-0.580329585032
ACH-000095,-0.39158042302699997
ACH-000097,-0.486393009665
ACH-000098,-0.530502785409
ACH-000099,-0.33560237368
ACH-000108,-0.311367146548
ACH-000113,-0.449107020343
ACH-000115,-0.401535766758
ACH-000116,-0.43975120727399997
ACH-000118,-0.494420485448
ACH-000120,-0.322993619643
ACH-000123,-0.466769868419
ACH-000127,-0.430455933293
ACH-000128,-0.259125083439
ACH-000132,-0.393512112499
ACH-000133,-0.369045029653
ACH-000137,-0.484079190732
ACH-000138,-0.474417507721
ACH-000142,-0.654017067383
ACH-000143,-0.670281018891
ACH-000146,-0.351008963445
ACH-000148,-0.236889330157
ACH-000150,-0.430071169017
ACH-000152,-0.5462731785180001
ACH-000153,-0.3613265954
ACH-000159,-0.38016129700400003
ACH-000160,-0.181236871366
ACH-000163,-0.36270962876400004
ACH-000167,0.0485088109105
ACH-000168,-0.353224077831
ACH-000169,-0.36641861282399996
ACH-000178,-0.482889190228
ACH-000182,-0.5427723043580001
ACH-000183,-0.450031253947
ACH-000188,-0.549153327903
ACH-000189,-0.39018825262400003
ACH-000190,-0.43181487501599997
ACH-000198,-0.387860163622
ACH-000204,-0.48063143726400004
ACH-000206,-0.645259012974
ACH-000207,-0.38993411718599996
ACH-000211,-0.562317675395
ACH-000215,-0.320149281181
ACH-000221,-0.44693282836900006
ACH-000222,-0.509046341517
ACH-000223,-0.493222856033
ACH-000226,-0.5119207927880001
ACH-000227,-0.580616563375
ACH-000228,-0.601661003637
ACH-000231,-0.33257842651999997
ACH-000232,-0.6471865383959999
ACH-000233,-0.45249796151199995
ACH-000234,-0.306947189851
ACH-000235,-0.47539840571599995
ACH-000237,-0.45604491349200005
ACH-000238,-0.315592368939
ACH-000243,-0.477420907773
ACH-000244,-0.619512718294
ACH-000246,-0.327782753714
ACH-000248,-0.42156858796700003
ACH-000250,-0.465819791925
ACH-000251,-0.603641186005
ACH-000253,-0.35235106450599996
ACH-000255,-0.465419217161
ACH-000256,-0.286248865096
ACH-000257,-0.29285374399999997
ACH-000258,0.06835656047500001
ACH-000259,-0.307610893361
ACH-000260,-0.37526700534100005
ACH-000261,-0.48898224333800006
ACH-000262,-0.19409026476500002
ACH-000263,-0.405059924371
ACH-000264,-0.541379870162
ACH-000265,-0.32734655532400003
ACH-000266,-0.36885465361
ACH-000272,-0.36151600934100003
ACH-000273,-0.452365802636
ACH-000274,-0.309828102324
ACH-000277,-0.399696164345
ACH-000278,-0.602308279567
ACH-000279,-0.11416728207999999
ACH-000280,-0.401856055166
ACH-000281,-0.138376098439
ACH-000288,-0.381030557084
ACH-000291,-0.192054298494
ACH-000293,-0.205846187577
ACH-000294,-0.471569293303
ACH-000295,-0.31748884355900003
ACH-000296,-0.493949721917
ACH-000302,-0.6049789731840001
ACH-000304,-0.668720634068
ACH-000307,-0.38446470115099995
ACH-000308,-0.41403867655
ACH-000310,-0.34806026057800005
ACH-000311,-0.316791280814
ACH-000312,-0.254712591855
ACH-000315,-0.272384319937
ACH-000316,-0.19031813949999998
ACH-000317,-0.30462653044300003
ACH-000318,-0.319854156104
ACH-000319,-0.278186966473
ACH-000320,-0.334437836633
ACH-000322,-0.556831246483
ACH-000323,-0.39094013062700006
ACH-000324,-0.205771629947
ACH-000329,-0.221632188563
ACH-000330,-0.342672741051
ACH-000331,-0.482220031575
ACH-000332,-0.449958119186
ACH-000334,-0.7173710018359999
ACH-000335,-0.323576834853
ACH-000336,-0.282558114408
ACH-000337,-0.319145275984
ACH-000339,-0.40201331056199996
ACH-000341,-0.25848382176199997
ACH-000348,-0.309275136909
ACH-000350,-0.262418783438
ACH-000352,-0.273823691118
ACH-000356,-0.699776154719
ACH-000361,-0.386831133064
ACH-000362,-0.221085665524
ACH-000363,-0.513137943779
ACH-000364,-0.555205826251
ACH-000365,-0.392355789605
ACH-000366,-0.486517941325
ACH-000368,-0.499166741246
ACH-000374,-0.600894303346
ACH-000375,-0.16560502804899999
ACH-000376,-0.324938871927
ACH-000381,-0.158518865279
ACH-000383,-0.458435237566
ACH-000387,-0.417766337843
ACH-000389,-0.506738613778
ACH-000390,-0.558559672361
ACH-000393,-0.468216186456
ACH-000395,-0.40321991393
ACH-000397,-0.34641998180600003
ACH-000401,-0.256089984309
ACH-000402,-0.601759283055
ACH-000403,-0.416783759602
ACH-000404,-0.341257602448
ACH-000406,-0.33550365603300003
ACH-000407,-0.35466806810400003
ACH-000408,-0.290031015869
ACH-000410,-0.368866720698
ACH-000411,-0.46817813107600004
ACH-000414,-0.257414885888
ACH-000415,-0.411636472601
ACH-000416,-0.481379989806
ACH-000420,-0.5671003058030001
ACH-000421,-0.406386552813
ACH-000424,-0.437085346538
ACH-000425,-0.421261683875
ACH-000426,-0.656794128025
ACH-000427,-0.605101065027
ACH-000433,-0.735249010555
ACH-000436,-0.25419559464200003
ACH-000444,-0.307989089017
ACH-000445,-0.523142783014
ACH-000448,-0.431256003045
ACH-000450,-0.252735946928
ACH-000452,-0.467374778477
ACH-000454,-0.635892752921
ACH-000458,-0.680140248559
ACH-000459,-0.502845473348
ACH-000460,-0.30199313729000005
ACH-000461,-0.53283422146
ACH-000463,-0.298160034953
ACH-000464,-0.48860047419
ACH-000466,-0.571877883266
ACH-000467,-0.284840235017
ACH-000468,-0.38793003089199996
ACH-000469,-0.451591229128
ACH-000470,-0.33499817275800003
ACH-000471,-0.508919266914
ACH-000472,-0.295733970672
ACH-000473,-0.333613809947
ACH-000475,-0.435220003345
ACH-000476,-0.276943610362
ACH-000477,-0.6158744330100001
ACH-000480,-0.645451894154
ACH-000481,-0.330103017977
ACH-000483,-0.17824969578299998
ACH-000484,-0.420312445546
ACH-000485,-0.35469766545500003
ACH-000486,-0.607416593014
ACH-000487,-0.350396051142
ACH-000488,-0.297873297768
ACH-000490,-0.495513282786
ACH-000491,-0.35962042860200005
ACH-000495,-0.431753428325
ACH-000496,-0.498262590675
ACH-000499,-0.669416227153
ACH-000500,-0.041555947691599995
ACH-000502,-0.556315743164
ACH-000503,-0.299625741421
ACH-000505,-0.43207801878799995
ACH-000507,-0.279862456296
ACH-000510,-0.458473115322
ACH-000511,-0.597615805103
ACH-000512,-0.667016808478
ACH-000516,-0.430566713071
ACH-000517,-0.39309457062200004
ACH-000518,-0.41451693843000004
ACH-000520,-0.723053890712
ACH-000521,-0.39233775350999994
ACH-000522,-0.545960481431
ACH-000524,-0.395809012972
ACH-000527,-0.42402350830799995
ACH-000528,-0.32969538916499996
ACH-000537,-0.6060458833219999
ACH-000541,-0.5915232630349999
ACH-000542,-0.40797236877899995
ACH-000544,-0.32070086746599996
ACH-000545,-0.539701640312
ACH-000547,-0.36598611913
ACH-000548,-0.463176680545
ACH-000549,-0.479687916108
ACH-000550,-0.227525587639
ACH-000552,-0.5508249052699999
ACH-000556,-0.535488471118
ACH-000557,-0.331008158543
ACH-000570,-0.361955425855
ACH-000571,-0.540980157794
ACH-000573,-0.357637381538
ACH-000576,-0.337348755282
ACH-000580,-0.465548284786
ACH-000584,-0.377893347874
ACH-000585,-0.40410630445100004
ACH-000588,-0.32255782345
ACH-000589,-0.32119468178800004
ACH-000591,-0.477278521887
ACH-000593,-0.34039079710500003
ACH-000600,-0.525812310562
ACH-000601,-0.41270721516500003
ACH-000604,-0.156589416307
ACH-000605,-0.511053131033
ACH-000606,-0.5969147551089999
ACH-000608,-0.45640942805600004
ACH-000614,-0.263878166109
ACH-000616,-0.30033493130600003
ACH-000618,-0.342232485121
ACH-000619,-0.480391074139
ACH-000620,-0.365365902444
ACH-000621,-0.397048880732
ACH-000622,-0.377253960494
ACH-000623,-0.5511731257379999
ACH-000624,-0.540943767981
ACH-000627,-0.406704303923
ACH-000630,-0.411674901484
ACH-000632,-0.4897954487100001
ACH-000633,-0.347454342889
ACH-000637,-0.385639171239
ACH-000638,-0.24105609056699998
ACH-000646,-0.280452783229
ACH-000647,-0.345726015194
ACH-000648,-0.634158303115
ACH-000649,-0.347055111871
ACH-000651,-0.265349333444
ACH-000652,-0.545431779568
ACH-000653,-0.449110323812
ACH-000657,-0.538984831524
ACH-000658,-0.317520011075
ACH-000661,-0.617150510445
ACH-000662,-0.731002738679
ACH-000663,-0.278521040714
ACH-000665,-0.470536085863
ACH-000671,-0.39384894772
ACH-000673,-0.445486973094
ACH-000676,-0.0588137662818
ACH-000677,-0.515287799427
ACH-000681,-0.323983098537
ACH-000682,-0.417286090101
ACH-000683,-0.302023901135
ACH-000684,-0.249636412867
ACH-000688,-0.429138081783
ACH-000693,-0.397807856738
ACH-000694,-0.08066939198630001
ACH-000695,-0.34302114245399995
ACH-000696,-0.5008395335279999
ACH-000697,-0.203453878913
