,NUPL2 (11097)
ACH-000004,0.136525491407
ACH-000007,0.22976767197700002
ACH-000009,-0.0448258990941
ACH-000011,-0.010577398932299998
ACH-000012,-0.026172378939200002
ACH-000013,-0.133090715233
ACH-000014,-0.00221534445032
ACH-000015,-0.320648184151
ACH-000017,-0.528955088983
ACH-000018,-0.230696919899
ACH-000019,-0.103383981794
ACH-000021,-0.223170171134
ACH-000022,-0.0531573651624
ACH-000025,-0.207207318353
ACH-000028,-0.0829991240118
ACH-000030,0.0820585390839
ACH-000035,-0.31842637623799996
ACH-000036,-0.34043336624799997
ACH-000037,-0.231728534496
ACH-000039,-0.164720874974
ACH-000040,0.048049925863
ACH-000041,-0.0755970994435
ACH-000042,-0.6915440284819999
ACH-000045,0.17231440060400002
ACH-000047,-0.223031850983
ACH-000052,-0.023551868075999998
ACH-000053,0.08490108237789999
ACH-000054,-0.178257403394
ACH-000055,-1.00214012079
ACH-000060,-0.34406492440700004
ACH-000067,0.0188169877853
ACH-000070,0.04896506790630001
ACH-000075,0.0781695346038
ACH-000078,-0.14684816535599998
ACH-000082,-0.407079561364
ACH-000085,-0.0467339893922
ACH-000086,-0.175244343285
ACH-000087,0.18066062069000002
ACH-000092,0.038331231831800004
ACH-000095,-0.344220255068
ACH-000097,-0.00659452762674
ACH-000098,-0.17782510638000001
ACH-000099,-0.05750584369080001
ACH-000108,-0.23672144140700002
ACH-000113,-0.289398313309
ACH-000115,-0.515825593511
ACH-000116,-0.222986321005
ACH-000118,-0.244957009223
ACH-000120,-0.0401245480164
ACH-000123,-0.156046441218
ACH-000127,0.0524849345897
ACH-000128,-0.112952078735
ACH-000132,-0.00637809068273
ACH-000133,-0.301745286304
ACH-000137,0.0028586150350599997
ACH-000138,-0.423346285663
ACH-000142,-0.224873865658
ACH-000143,-0.0944411740212
ACH-000146,-0.00019279235034000002
ACH-000148,-0.013307552746500001
ACH-000150,-0.08823786290169999
ACH-000152,-0.178266529696
ACH-000153,-0.401637948213
ACH-000159,-0.230843931193
ACH-000160,0.11454018646400001
ACH-000163,-0.012393610117299999
ACH-000167,0.23449816506700003
ACH-000168,-0.34854213882299995
ACH-000169,0.159627186213
ACH-000178,0.049982006983
ACH-000182,0.009842765693950001
ACH-000183,-0.112197997388
ACH-000188,0.103248545992
ACH-000189,-0.0983552536399
ACH-000190,-0.215949001385
ACH-000198,-0.34552580788099996
ACH-000204,0.0414694783649
ACH-000206,-0.430726314317
ACH-000207,-0.35456594407799996
ACH-000211,-0.09975907513389999
ACH-000215,-0.140957129966
ACH-000221,-0.0295234424039
ACH-000222,-0.13394337228599998
ACH-000223,0.0521636181535
ACH-000226,-0.150764907413
ACH-000227,0.355159831044
ACH-000228,-0.0290795366296
ACH-000231,-0.11163580978399999
ACH-000232,-0.0829720252668
ACH-000233,-0.0218353077842
ACH-000234,-0.0767986596591
ACH-000235,-0.40244937875799996
ACH-000237,-0.33222707875999996
ACH-000238,0.12313058000600001
ACH-000243,-0.0959529527217
ACH-000244,-0.022000560967200003
ACH-000246,-0.108500878046
ACH-000248,-0.027000072318
ACH-000250,-0.056362964554
ACH-000251,0.0033316876505
ACH-000253,-0.15926840439200002
ACH-000255,-0.186506598043
ACH-000256,-0.0876528929773
ACH-000257,-0.051342524770599994
ACH-000258,-0.134532922149
ACH-000259,-0.0990792842674
ACH-000260,-0.00332742474911
ACH-000261,0.0142547541126
ACH-000262,-0.415904622456
ACH-000263,-0.40673096433899997
ACH-000264,-0.08658111387060001
ACH-000265,-0.39202679683799996
ACH-000266,-0.40054361528300003
ACH-000272,-0.166560268462
ACH-000273,-0.17668152926300001
ACH-000274,0.0354127515784
ACH-000277,0.135369852774
ACH-000278,0.0100729539471
ACH-000279,-0.136975449649
ACH-000280,-0.16521590766
ACH-000281,-0.015632068072899998
ACH-000288,-0.111119808837
ACH-000291,-0.67055388656
ACH-000293,0.026193891961300002
ACH-000294,0.00186463853076
ACH-000295,-0.253352285093
ACH-000296,-0.0688622589785
ACH-000302,-0.131265879203
ACH-000304,-0.05637622305290001
ACH-000307,-0.189549982245
ACH-000308,-0.0589523488821
ACH-000310,-0.0815582992731
ACH-000311,-0.619734401804
ACH-000312,-0.0315090252378
ACH-000315,-0.0818194775377
ACH-000316,-0.31808639268800004
ACH-000317,0.18532346802000002
ACH-000318,-0.272760320249
ACH-000319,-0.0899620075865
ACH-000320,-0.206712058931
ACH-000322,0.0613234701589
ACH-000323,-0.5458593902669999
ACH-000324,0.17011770157900002
ACH-000329,0.0696988742125
ACH-000330,-0.5148288969820001
ACH-000331,-0.154478043461
ACH-000332,-0.243024289453
ACH-000334,-0.025850775740099995
ACH-000335,0.148980040047
ACH-000336,-0.359176940025
ACH-000337,-0.53668518228
ACH-000339,-0.263862805295
ACH-000341,-0.14593294397099998
ACH-000348,-0.08310545046000001
ACH-000350,-0.042448346450300004
ACH-000352,-0.17175048224300002
ACH-000356,-0.0725606135705
ACH-000361,-0.278101019088
ACH-000362,-0.0568361910977
ACH-000363,0.06528365225100001
ACH-000364,-0.18483808670899998
ACH-000365,-0.17099469574200002
ACH-000366,0.0231145835886
ACH-000368,0.0584015399515
ACH-000374,-0.0944499970641
ACH-000375,-0.33709238875
ACH-000376,0.08984896045360001
ACH-000381,0.015371773307799999
ACH-000383,-0.0033881445324899996
ACH-000387,-0.481524685594
ACH-000389,-0.0203080362215
ACH-000390,0.0202317701418
ACH-000393,-0.332812376098
ACH-000395,-0.311291841287
ACH-000397,-0.483333373015
ACH-000401,-0.333275728828
ACH-000402,-0.07750932961330001
ACH-000403,-0.0139865712488
ACH-000404,0.134640197794
ACH-000406,-0.17906032938299998
ACH-000407,-0.146585154629
ACH-000408,-0.46372781270400004
ACH-000410,-0.13857520547399999
ACH-000411,-0.059691621003199996
ACH-000414,-0.176967763544
ACH-000415,-0.0442659404192
ACH-000416,0.0519354564853
ACH-000420,-0.09482748081089999
ACH-000421,0.06708151097019999
ACH-000424,-0.299802487613
ACH-000425,0.059830093667400004
ACH-000426,-0.47187152848499997
ACH-000427,-0.126186869653
ACH-000433,-0.442178451362
ACH-000436,0.277951002579
ACH-000444,0.0547437140971
ACH-000445,0.022008251532600002
ACH-000448,-0.18042820221500003
ACH-000450,-0.316970868935
ACH-000452,-0.21104770404399997
ACH-000454,-0.0735411706828
ACH-000458,-0.20807620682300002
ACH-000459,-0.271725149157
ACH-000460,-0.257898467504
ACH-000461,-0.157015829169
ACH-000463,-0.0459410164779
ACH-000464,-0.256580585667
ACH-000466,-0.08092631018289999
ACH-000467,0.0205978854372
ACH-000468,-0.179464932701
ACH-000469,0.15719713943
ACH-000470,0.10709390125
ACH-000471,-0.168352786388
ACH-000472,0.00237054739756
ACH-000473,-0.251580139292
ACH-000475,0.0124746999172
ACH-000476,-0.0584342636656
ACH-000477,0.47517866904399997
ACH-000480,-0.172989161011
ACH-000481,-0.318459091853
ACH-000483,-0.515501596145
ACH-000484,0.0341981183317
ACH-000485,0.0083164271445
ACH-000486,-0.34019468754
ACH-000487,-0.463360325309
ACH-000488,-0.223336599323
ACH-000490,0.0906117452455
ACH-000491,-0.333157865344
ACH-000495,-0.123313125538
ACH-000496,-0.2721383186
ACH-000499,-0.029943094201700004
ACH-000500,0.388568360351
ACH-000502,-0.33099441287
ACH-000503,-0.0554376671801
ACH-000505,-0.134371139943
ACH-000507,-0.00584865197987
ACH-000510,0.06371062795520001
ACH-000511,0.107159983381
ACH-000512,-0.38369723203100004
ACH-000516,0.151660907486
ACH-000517,-0.015530179367400001
ACH-000518,-0.00917722157489
ACH-000520,-0.166470557442
ACH-000521,-0.282794877655
ACH-000522,-0.667726911658
ACH-000524,-0.37355722599200003
ACH-000527,0.00427440632439
ACH-000528,0.0880517347025
ACH-000537,0.0286708397629
ACH-000541,-0.150735845886
ACH-000542,-0.552447602463
ACH-000544,-0.621150589301
ACH-000545,-0.10079036696
ACH-000547,-0.5208442921549999
ACH-000548,-0.110097415393
ACH-000549,-0.214635881069
ACH-000550,-0.127120838905
ACH-000552,0.0497745452214
ACH-000556,0.0414964671626
ACH-000557,-0.195978347764
ACH-000570,-0.057409234077699996
ACH-000571,0.0615308932431
ACH-000573,-0.15564928508099998
ACH-000576,-0.256233293245
ACH-000580,-0.262440434158
ACH-000584,-0.7631765364899998
ACH-000585,-0.305489298274
ACH-000588,-0.56355993035
ACH-000589,-0.336813813509
ACH-000591,-0.0170660143101
ACH-000593,-0.203629659045
ACH-000600,-0.316081682569
ACH-000601,0.09184462969900001
ACH-000604,0.00866843831752
ACH-000605,0.12927998964
ACH-000606,-0.019804732003799997
ACH-000608,-0.09022239684810002
ACH-000614,-0.49264504380699997
ACH-000616,0.000151587999574
ACH-000618,-0.171135974587
ACH-000619,-0.0985196433045
ACH-000620,-0.0434931155506
ACH-000621,-0.110406859786
ACH-000622,0.257789525725
ACH-000623,-0.23776556415
ACH-000624,-0.0979186297939
ACH-000627,-0.153924156584
ACH-000630,-0.21331601303
ACH-000632,-0.14297438554300002
ACH-000633,-0.133339269408
ACH-000637,0.0254084340888
ACH-000638,-0.5868478141
ACH-000646,0.09254055282089999
ACH-000647,0.0475984314482
ACH-000648,-0.0182362788688
ACH-000649,-0.00148407715035
ACH-000651,0.0483759577799
ACH-000652,-0.0803291947397
ACH-000653,-0.0429300628427
ACH-000657,-0.26565286825199996
ACH-000658,0.014303035130399998
ACH-000661,0.0636267661096
ACH-000662,-0.150735567277
ACH-000663,-0.250805902932
ACH-000665,0.032750467674099996
ACH-000671,-0.0128433520328
ACH-000673,-0.09350193068050001
ACH-000676,-0.249382838536
ACH-000677,-0.358684083673
ACH-000681,0.0832627297886
ACH-000682,-0.013236050436
ACH-000683,0.134627710007
ACH-000684,-0.667094517923
ACH-000688,-0.209606209381
ACH-000693,-0.15774401665999999
ACH-000694,0.189088603095
ACH-000695,-0.20049936286699999
ACH-000696,-0.0672811231376
ACH-000697,-0.277835213081
ACH-000699,-0.277485582833
ACH-000701,0.00946067113422
ACH-000706,-0.0995441086879
ACH-000711,-0.090888540623
ACH-000713,-0.33995699522600004
ACH-000714,-0.0221438212279
ACH-000718,0.0277598265182
ACH-000720,-0.0758364303647
ACH-000721,-0.201100511864
ACH-000724,-0.0723682117085
ACH-000725,-0.030589296547
ACH-000732,-0.294496377972
ACH-000734,0.138206454824
ACH-000735,-0.09123360020929999
ACH-000736,0.0621371458549
ACH-000738,0.100933955201
ACH-000746,0.0945011696216
ACH-000747,-0.21636866601100002
ACH-000748,-0.0224231693084
ACH-000753,-0.675553530362
ACH-000756,0.0273694283107
ACH-000757,-0.08789465797039998
ACH-000758,0.109038141025
ACH-000760,0.00969729048452
ACH-000763,0.352846757736
ACH-000764,-0.441019671804
ACH-000765,0.09431664092260002
ACH-000766,-0.005453039054020001
ACH-000767,-0.149528113352
ACH-000768,-0.29095280616
ACH-000769,0.048897211750300006
ACH-000770,-0.308786878619
ACH-000771,-0.304576604689
ACH-000773,-0.0529463633339
ACH-000776,-0.221023211431
ACH-000777,0.0270001848999
ACH-000778,-0.103910856296
ACH-000781,-0.30173883246800004
ACH-000782,0.10190278462
ACH-000783,-0.199762015233
ACH-000784,0.0579046011577
ACH-000785,-0.228777093539
ACH-000787,-0.05624086037690001
ACH-000788,-0.0398983883124
ACH-000791,-0.22971680293000002
ACH-000792,-0.19665340824000002
ACH-000794,-0.276741722674
ACH-000796,-0.194259295322
ACH-000799,0.0555918256456
ACH-000800,-0.45170196271799995
ACH-000802,-0.07399835972
ACH-000804,-0.09221089620419999
ACH-000805,0.009470176373180001
ACH-000809,0.06207387896919999
ACH-000810,-0.33883492926799996
ACH-000811,-0.285799749355
ACH-000817,-0.11776402500600001
ACH-000819,0.127224439264
ACH-000820,-0.215157543354
ACH-000821,0.062469230568399994
ACH-000822,-0.105733668559
ACH-000823,-0.149803617298
ACH-000824,0.0065282933237700005
ACH-000827,-0.121689744946
ACH-000829,-0.178526348194
ACH-000831,-0.0621736228048
ACH-000832,-0.14726714385
ACH-000833,-0.35788664652900004
ACH-000834,-0.47508210617200003
ACH-000835,-0.25194580456
ACH-000836,-0.506798332439
ACH-000837,-0.026842613329
ACH-000838,-0.14247662514599999
ACH-000839,-0.0017371386706400002
ACH-000840,-0.34585195387900003
ACH-000841,-0.280167277599
ACH-000843,-0.24525513439100002
ACH-000846,-0.0821845401649
ACH-000847,-0.15902352327
ACH-000848,-0.237802201216
ACH-000849,0.048231760122
ACH-000851,-0.314544705406
ACH-000855,0.216845901536
ACH-000856,-0.44606680595700005
ACH-000858,0.024287869885400003
ACH-000859,-0.0556667195829
ACH-000861,-0.121378002665
ACH-000862,0.00955944146854
ACH-000865,0.08176630321160001
ACH-000866,-0.606887421681
ACH-000867,-0.00109888728155
ACH-000869,-0.12078627280200001
