,OR6C6 (283365)
ACH-000004,-0.437777522216
ACH-000007,-0.441799815935
ACH-000009,-0.46774744554700004
ACH-000011,-0.40299527056100004
ACH-000012,-0.408169965656
ACH-000013,-0.295895638553
ACH-000014,-0.44347961508199996
ACH-000015,-0.424985953583
ACH-000017,-0.269904043068
ACH-000018,-0.766983882959
ACH-000019,-0.123148386456
ACH-000021,-0.33013398064800004
ACH-000022,-0.561031054876
ACH-000025,-0.431976173423
ACH-000028,-0.271298274455
ACH-000030,-0.283469338853
ACH-000035,-0.204038178801
ACH-000036,-0.42231867708000004
ACH-000037,-0.504975497387
ACH-000039,-0.34176605671099997
ACH-000040,-0.378887189001
ACH-000041,-0.481947371011
ACH-000042,-0.33055654115
ACH-000045,-0.214556094759
ACH-000047,-0.382758507187
ACH-000052,-0.43107882969800004
ACH-000053,-0.365954160532
ACH-000054,-0.304818815414
ACH-000055,-0.456375599751
ACH-000060,-0.17510421677000002
ACH-000067,-0.342647492279
ACH-000070,-0.438008773982
ACH-000075,-0.300994759524
ACH-000078,-0.36570944400300004
ACH-000082,-0.248137805526
ACH-000085,-0.337347628049
ACH-000086,-0.46495591149300003
ACH-000087,-0.21661254653999998
ACH-000092,-0.24678913265299998
ACH-000095,-0.430522245181
ACH-000097,-0.607017365152
ACH-000098,-0.359497426522
ACH-000099,-0.315199071704
ACH-000108,-0.37183313219
ACH-000113,-0.564793471752
ACH-000115,-0.581161114409
ACH-000116,-0.416631511438
ACH-000118,-0.189736229839
ACH-000120,-0.20113813145599999
ACH-000123,-0.34384217169799997
ACH-000127,-0.444308541127
ACH-000128,-0.25956845986
ACH-000132,-0.219751332488
ACH-000133,-0.247767079787
ACH-000137,-0.342994267765
ACH-000138,-0.45407057481799995
ACH-000142,-0.14183019935900001
ACH-000143,-0.34480854006899997
ACH-000146,-0.559501674337
ACH-000148,-0.359284119838
ACH-000150,-0.413429432435
ACH-000152,-0.644300779857
ACH-000153,-0.386706853595
ACH-000159,-0.469921703652
ACH-000160,-0.264959270543
ACH-000163,-0.406987216519
ACH-000167,-0.631590491119
ACH-000168,-0.495098438447
ACH-000169,-0.534842325641
ACH-000178,-0.362300847528
ACH-000182,-0.202473516078
ACH-000183,-0.553793232736
ACH-000188,-0.250474024491
ACH-000189,-0.7543444781440001
ACH-000190,-0.38007760481799996
ACH-000198,-0.495175051346
ACH-000204,-0.291078850771
ACH-000206,-0.496821049705
ACH-000207,-0.12042564835899999
ACH-000211,-0.319585146388
ACH-000215,-0.448658876074
ACH-000221,-0.303472044391
ACH-000222,-0.441924264448
ACH-000223,-0.338192258183
ACH-000226,-0.19065168434000002
ACH-000227,-0.49969041204400005
ACH-000228,-0.413424355681
ACH-000231,-0.362790621264
ACH-000232,-0.538053079919
ACH-000233,-0.390597527683
ACH-000234,-0.445188939414
ACH-000235,-0.42424279715700003
ACH-000237,-0.384609281805
ACH-000238,-0.366669772466
ACH-000243,-0.46663646136299997
ACH-000244,-0.216639311154
ACH-000246,-0.536733658607
ACH-000248,-0.42629661804700003
ACH-000250,-0.274590089625
ACH-000251,-0.56341894884
ACH-000253,-0.5939690371399999
ACH-000255,-0.376248920995
ACH-000256,-0.36715538108400003
ACH-000257,-0.185510614595
ACH-000258,-0.8201182851809999
ACH-000259,-0.369415478776
ACH-000260,-0.35668522846999995
ACH-000261,-0.34936492754500004
ACH-000262,-0.0647934876174
ACH-000263,-0.36885060305699996
ACH-000264,-0.26220278183400003
ACH-000265,-0.309188947029
ACH-000266,-0.354819057578
ACH-000272,-0.586558588724
ACH-000273,-0.421693617043
ACH-000274,-0.536853003118
ACH-000277,-0.540070960563
ACH-000278,-0.542296089796
ACH-000279,-0.35214306588699995
ACH-000280,-0.140542630969
ACH-000281,-0.571702881195
ACH-000288,-0.5052949837290001
ACH-000291,-0.27890270960200003
ACH-000293,-0.421321440574
ACH-000294,-0.290477089054
ACH-000295,-0.641160235399
ACH-000296,-0.502578154262
ACH-000302,-0.361085550314
ACH-000304,-0.312931461147
ACH-000307,-0.401790588732
ACH-000308,-0.383025851013
ACH-000310,-0.33374977030499997
ACH-000311,-0.508266755208
ACH-000312,-0.40339355905
