,JADE1 (79960)
ACH-000004,0.16451564284700002
ACH-000007,0.029531873538900005
ACH-000009,0.154675452971
ACH-000011,0.162660832448
ACH-000012,0.191550343561
ACH-000013,0.13933321473899998
ACH-000014,0.114747784792
ACH-000015,0.149041529151
ACH-000017,0.0399431248772
ACH-000018,0.0943640606345
ACH-000019,-0.0673163598183
ACH-000021,-0.0428496609202
ACH-000022,0.20002693053599999
ACH-000025,0.17007798708299998
ACH-000028,0.043963327847100005
ACH-000030,0.104701438511
ACH-000035,0.044898911036599994
ACH-000036,0.254512580775
ACH-000037,0.142668983748
ACH-000039,0.0653619027304
ACH-000040,0.10586927070699999
ACH-000041,0.118498141599
ACH-000042,-0.09335890093560001
ACH-000045,0.028284681633399998
ACH-000047,0.289091714216
ACH-000052,-0.012081303552299999
ACH-000053,0.185285197872
ACH-000054,0.264727369426
ACH-000055,0.369005064273
ACH-000060,0.027338791992200004
ACH-000067,0.08032733627069999
ACH-000070,0.199880359714
ACH-000075,0.0238982007897
ACH-000078,0.09519311043169999
ACH-000082,0.053851395380499996
ACH-000085,0.10645943804199999
ACH-000086,0.153126703024
ACH-000087,0.021855832429
ACH-000092,0.0107414890992
ACH-000095,-0.092955798917
ACH-000097,0.15059721662699999
ACH-000098,-0.0371773562561
ACH-000099,0.31487326225400003
ACH-000108,0.108537392794
ACH-000113,-0.272312668375
ACH-000115,0.187322343539
ACH-000116,0.0512301628125
ACH-000118,0.105763912598
ACH-000120,-0.014457190130900001
ACH-000123,0.228866797436
ACH-000127,0.117040484921
ACH-000128,0.09247304649810001
ACH-000132,0.18311046186000002
ACH-000133,0.147223725561
ACH-000137,0.00419600345011
ACH-000138,0.0843837067035
ACH-000142,0.187713546554
ACH-000143,-0.170247589552
ACH-000146,0.156277091074
ACH-000148,0.15939445667000002
ACH-000150,0.182435530483
ACH-000152,0.09204574496910001
ACH-000153,0.0598836852217
ACH-000159,0.0157138319297
ACH-000160,0.355825851752
ACH-000163,0.190804973922
ACH-000167,0.870444420987
ACH-000168,0.190035050295
ACH-000169,-0.00361505707026
ACH-000178,0.169200214309
ACH-000182,0.0005190560561509999
ACH-000183,-0.0624664008839
ACH-000188,0.030912034010400005
ACH-000189,0.38277275464599997
ACH-000190,0.508497963159
ACH-000198,0.0459861196227
ACH-000204,0.230858720322
ACH-000206,0.304275035195
ACH-000207,0.0786414165239
ACH-000211,-0.09481357948930001
ACH-000215,0.121258209025
ACH-000221,0.0666370092836
ACH-000222,-0.13707546109000002
