,LTB4R2 (56413)
ACH-000676,-0.328931643869
ACH-000677,-0.7192189936560001
ACH-000681,-0.522625111306
ACH-000682,-0.36443796751999996
ACH-000683,-0.36229281259199997
ACH-000684,-0.6031223685329999
ACH-000688,-0.373951942785
ACH-000693,-0.408691365929
ACH-000694,-0.645658385805
ACH-000695,-0.368289791135
ACH-000696,-0.25235354296
ACH-000697,-0.73561029833
ACH-000699,-0.602906287144
ACH-000701,-0.389023309481
ACH-000706,-0.439927007772
ACH-000711,-0.565680556941
ACH-000713,-0.5390141077189999
ACH-000714,-0.572077413622
ACH-000718,-0.495275629569
ACH-000720,-0.478357025313
ACH-000721,-0.547193302176
ACH-000724,-0.339188686612
ACH-000725,-0.7571221219650001
ACH-000732,-0.442285189805
ACH-000734,-0.420559228988
ACH-000735,-0.305296346393
ACH-000736,-0.5227590481000001
ACH-000738,-0.566690659816
ACH-000746,-0.542884833048
ACH-000747,-0.592922988908
ACH-000748,-0.43503917329400005
ACH-000753,-0.280626163048
ACH-000756,-0.6470179449100001
ACH-000757,-0.606440889683
ACH-000758,-0.523927442186
ACH-000760,-0.515659674628
ACH-000763,-0.373670436259
ACH-000764,-0.284139337404
ACH-000765,-0.555874416531
ACH-000766,-0.486118864798
ACH-000767,-0.429593563014
ACH-000768,-0.5937539069
ACH-000769,-0.514759533161
ACH-000770,-0.6409649968810001
ACH-000771,-0.311347443224
ACH-000773,-0.589353750226
ACH-000776,-0.5509606374029999
ACH-000777,-0.27055819839899997
ACH-000778,-0.296309984445
ACH-000781,-0.402420386074
ACH-000782,-0.509563191454
ACH-000783,-0.739607273292
ACH-000784,-0.27343897644299997
ACH-000785,-0.33128748022300003
ACH-000787,-0.547114573345
ACH-000788,-0.433358415066
ACH-000791,-0.437999427869
ACH-000792,-0.593609267604
ACH-000794,-0.583343748161
ACH-000796,-0.523487147014
ACH-000799,-0.376135248283
ACH-000800,0.0218411987689
ACH-000802,-0.42953582039099997
ACH-000804,-0.67044803785
ACH-000805,-0.639948715955
ACH-000809,-0.48202709461099996
ACH-000810,-0.309179076915
ACH-000811,-0.40301594874799995
ACH-000817,-0.430659572819
ACH-000819,-0.307914675782
ACH-000820,-0.683157140778
ACH-000821,-0.6079749017580001
ACH-000822,-0.465888137667
ACH-000823,-0.624473030947
ACH-000824,-0.545228029091
ACH-000827,-0.37530903115900005
ACH-000829,-0.827587110692
ACH-000831,-0.478653302968
ACH-000832,-0.5382302956449999
ACH-000833,-0.540568354107
ACH-000834,-0.20591481596900002
ACH-000835,-0.42116560316
ACH-000836,-0.390658203843
ACH-000837,-0.545964108398
ACH-000838,-0.6913911353030001
ACH-000839,-0.642813336081
ACH-000840,0.039078836801900003
ACH-000841,-0.41000844484099996
ACH-000843,-0.405011009676
ACH-000846,-0.616592390063
ACH-000847,-0.389108386125
ACH-000848,-0.587062885173
ACH-000849,-0.572158822774
ACH-000851,-0.742085729891
ACH-000855,-0.57197082181
ACH-000856,-0.647401685525
ACH-000858,-0.351006012338
ACH-000859,-0.80530102335
ACH-000861,-0.677022344038
ACH-000862,-0.311578290031
ACH-000865,-0.35535905616999997
ACH-000866,-0.262046772867
ACH-000867,-0.460372868336
ACH-000869,-0.629095274951
ACH-000872,-0.218699877369
ACH-000873,-0.515825709485
ACH-000876,-0.5113501409669999
ACH-000878,-0.473454974642
ACH-000880,-0.5747785923800001
ACH-000881,-0.382230213886
ACH-000882,-0.2273318318
ACH-000884,-0.430005954424
ACH-000885,-0.617192320899
ACH-000887,-0.393210948683
ACH-000888,-0.244110864229
ACH-000889,-0.506029422517
ACH-000890,-0.324385848442
ACH-000896,-0.622324198057
ACH-000898,-0.42767756401699997
ACH-000900,-0.530106958941
ACH-000901,-0.381397274111
ACH-000905,-0.438692147267
ACH-000906,-0.506888099253
ACH-000907,-0.624303276826
ACH-000910,-0.17689019608800002
ACH-000911,-0.56396084212
ACH-000912,-0.612592799394
ACH-000913,-0.508484865828
ACH-000915,-0.464050290845
ACH-000916,-0.602338186574
ACH-000917,-0.913470027312
ACH-000921,-0.42786952583899995
ACH-000924,-0.19023323949700002
ACH-000926,-0.312932744291
ACH-000928,-0.573940306007
ACH-000929,-0.46312550289399995
ACH-000932,-0.7833917026180001
ACH-000935,-0.546675322136
ACH-000936,-0.532216523729
ACH-000937,-0.398176101197
ACH-000938,-0.479533825618
ACH-000939,-0.443828159728
ACH-000941,-0.66376830356
ACH-000943,-0.397494569309
ACH-000946,-0.38016205925200003
ACH-000947,-0.272690783096
ACH-000948,-0.467699389723
ACH-000950,-0.264406781335
ACH-000953,-0.598385519293
ACH-000957,-0.61855709643
ACH-000958,-0.27109057666499997
ACH-000960,-0.44370806795
ACH-000963,-0.728687666242
ACH-000968,-0.344986991852
ACH-000969,-0.5623298936209999
ACH-000973,-0.256534646516
ACH-000974,-0.298149292576
ACH-000975,-0.35374051360500003
ACH-000976,-0.275125218594
ACH-000978,-0.511461280516
ACH-000980,-0.343937283243
ACH-000984,-0.21901645219799998
ACH-000986,-0.6832361122239999
ACH-000988,-0.454628387258
ACH-000993,-0.468609358613
ACH-000994,-0.495305129653
ACH-000996,-0.54082252863
ACH-001001,-0.530117278354
ACH-001020,-0.46301060813699996
ACH-001028,-0.509480065315
ACH-001031,-0.250783388252
ACH-001038,-0.36639626981299994
ACH-001048,-0.531921461637
ACH-001050,-0.360242252116
ACH-001053,-0.46100945773199997
ACH-001054,-0.43720168892399996
ACH-001061,-0.5896353141080001
ACH-001067,-0.494879102337
ACH-001075,-0.287405843423
ACH-001096,-0.177234393072
ACH-001128,-0.436072292086
ACH-001134,-0.539797503347
ACH-001151,-0.327782698213
ACH-001163,-0.516127231628
ACH-001164,-0.398233389096
ACH-001173,-0.342217080195
ACH-001183,-0.567779518046
ACH-001184,-0.15454034498299998
ACH-001190,-0.467614610387
ACH-001192,-0.619301957465
ACH-001193,-0.6127647768869999
ACH-001196,-0.581336191261
ACH-001197,-0.6156000984459999
ACH-001205,-0.619155957504
ACH-001211,-0.508109291079
ACH-001212,-0.855369184007
ACH-001228,-0.328065318783
ACH-001232,-0.503087295298
ACH-001239,-0.44007542307499997
ACH-001274,-0.587023543265
ACH-001275,-0.462244508683
ACH-001277,-0.47079010986000003
ACH-001278,-0.494915142197
ACH-001280,-0.0258223105585
ACH-001283,-0.607967784726
ACH-001289,-0.7175529502770001
ACH-001295,-0.41334282146799994
ACH-001300,-0.304461144988
ACH-001301,-0.385080533012
ACH-001302,-0.525263977123
ACH-001303,-0.414478486819
ACH-001306,-0.22063425218199997
ACH-001318,-0.34343336263400004
ACH-001322,-0.47174599279
ACH-001328,-0.659224881984
ACH-001332,-0.609498198779
ACH-001333,-0.462601382633
ACH-001336,-0.263605205746
ACH-001340,-0.372483675704
ACH-001346,-0.7250144365539999
ACH-001353,-0.40886821556
ACH-001354,-0.40434438123899996
ACH-001367,-0.41805896752599997
ACH-001368,-0.46615368073200003
ACH-001374,-0.46481353322499996
ACH-001375,-0.5272366938
ACH-001377,-0.464551308504
ACH-001380,-0.564046208952
ACH-001391,-0.09870521445710001
ACH-001407,-0.366623950295
ACH-001408,-0.741325002448
ACH-001413,-0.380446378086
ACH-001430,-0.052578037941100005
ACH-001431,-0.42258179141999996
ACH-001450,-0.649405267567
ACH-001496,-0.402240438716
ACH-001500,-0.360104453924
ACH-001521,-0.478902226035
ACH-001523,-0.32513325851999997
ACH-001532,-0.343781427421
ACH-001536,-0.332925667888
ACH-001550,-0.799277181317
ACH-001552,-0.366211810274
ACH-001554,-0.522705696915
ACH-001645,-0.616701982552
ACH-001654,-0.35130865379799997
ACH-001715,-0.569832038699
ACH-001735,-0.21639437985999999
ACH-001736,-0.32055815835499996
ACH-001737,-0.515240451395
ACH-001740,-0.41152355797799994
ACH-001745,-0.570296213011
ACH-001750,-0.47335047328999996
ACH-001765,-0.499773909207
ACH-001956,-0.45186173887100006
ACH-001957,-0.58395841025
