,CNP (1267)
ACH-000350,-0.374907283706
ACH-000352,-0.190022668458
ACH-000356,-0.8021888783169999
ACH-000361,-0.21253372404399998
ACH-000362,-0.498758803612
ACH-000363,-0.12998041542000002
ACH-000364,-0.24753737637499998
ACH-000365,-0.31256278741300003
ACH-000366,-0.34386982619900003
ACH-000368,0.0840206978491
ACH-000374,-0.318762220342
ACH-000375,-0.541473292369
ACH-000376,-0.212753844653
ACH-000381,-0.648361583221
ACH-000383,-0.345983804149
ACH-000387,-0.23932552978100002
ACH-000389,-0.494621794782
ACH-000390,-0.553316216094
ACH-000393,-0.35619831575800004
ACH-000395,-0.39185481970700003
ACH-000397,-0.28768172363899996
ACH-000401,-0.237349187346
ACH-000402,-0.605163899548
ACH-000403,-0.35976848399800004
ACH-000404,-0.492638423677
ACH-000406,-0.236910374591
ACH-000407,-0.494133785812
ACH-000408,-0.586928846626
ACH-000410,-0.35087535337700004
ACH-000411,-0.21810778018399998
ACH-000414,-0.304417561017
ACH-000415,-0.6677684082750001
ACH-000416,-0.36708590771099997
ACH-000420,-0.460559508133
ACH-000421,-0.300796286526
ACH-000424,-0.45614369758999995
ACH-000425,-0.330540188575
ACH-000426,-0.407969633111
ACH-000427,-0.36281886123
ACH-000433,-0.244551512439
ACH-000436,-0.34785114496799996
ACH-000444,-0.258590424408
ACH-000445,-0.305456432706
ACH-000448,-0.395139846603
ACH-000450,-0.19189545216200002
ACH-000452,-0.5866327998340001
ACH-000454,-0.463805913887
ACH-000458,-0.5705137451300001
ACH-000459,-0.09708559249060002
ACH-000460,-0.40044398284599997
ACH-000461,-0.358644600872
ACH-000463,-0.37704573311399997
ACH-000464,-0.532919055569
ACH-000466,-0.34188516342799996
ACH-000467,-0.23112366207899998
ACH-000468,-0.361711180993
ACH-000469,-0.22399714412500002
ACH-000470,-0.09612003422630001
ACH-000471,-0.45374141686499997
ACH-000472,-0.413655306578
ACH-000473,-0.235417712613
ACH-000475,-0.308071908327
ACH-000476,-0.458015613689
ACH-000477,0.00865087150348
ACH-000480,-0.27368287403
ACH-000481,-0.5541396570620001
ACH-000483,-0.31159252816
ACH-000484,-0.37352675361500004
ACH-000485,-0.252016193017
ACH-000486,-0.187149975508
ACH-000487,-0.33920719921
ACH-000488,-0.40295403641800004
ACH-000490,-0.596257256535
ACH-000491,-0.46978775271300005
ACH-000495,-0.262736562385
ACH-000496,-0.446477900819
ACH-000499,-0.439967880808
ACH-000500,-0.48768050416500003
ACH-000502,-0.237613059729
ACH-000503,-0.36858383619999996
ACH-000505,-0.176572180223
ACH-000507,-0.273331411622
ACH-000510,-0.314270611919
ACH-000511,-0.40181132220399995
ACH-000512,-0.623080188393
ACH-000516,-0.45223539894500003
ACH-000517,-0.424754113257
ACH-000518,-0.326574380145
ACH-000520,-0.685609477701
ACH-000521,-0.358612528806
ACH-000522,-0.28969336712
ACH-000524,-0.351804604266
ACH-000527,-0.43301631008599994
ACH-000528,-0.239694230308
ACH-000537,-0.435505760961
ACH-000541,-0.432335929218
ACH-000542,-0.35716654433899997
ACH-000544,-0.570366071232
ACH-000545,-0.37315109175
ACH-000547,-0.42432904580499997
ACH-000548,-0.428835403381
ACH-000549,-0.22090236339299998
ACH-000550,-0.452174816439
ACH-000552,-0.14974518872300002
ACH-000556,-0.42533904163
ACH-000557,-0.291482002743
ACH-000570,-0.336596630933
ACH-000571,-0.24874422115699998
ACH-000573,-0.40481208707099997
ACH-000576,-0.5061827247999999
ACH-000580,-0.302641852139
ACH-000584,-0.37241876493000003
ACH-000585,-0.317522352324
ACH-000588,-0.41175436458000003
ACH-000589,-0.458789530762
ACH-000591,-0.20399607625399999
ACH-000593,-0.407594727269
ACH-000600,-0.297382076858
ACH-000601,-0.37464422573399997
ACH-000604,-0.6871163045990001
ACH-000605,-0.48311540031800004
ACH-000606,-0.526389216667
ACH-000608,-0.414792691986
ACH-000614,-0.128834293702
ACH-000616,-0.385814039062
ACH-000618,-0.32547239733800004
ACH-000619,-0.291102001899
ACH-000620,-0.44746498958
ACH-000621,-0.308593101804
ACH-000622,-0.318284039068
ACH-000623,-0.379307390387
ACH-000624,-0.342377328635
ACH-000627,-0.460982646068
ACH-000630,-0.38309798548699997
ACH-000632,-0.417927136873
ACH-000633,-0.353463788215
ACH-000637,-0.42817051013999996
ACH-000638,-0.36514612349299996
ACH-000646,-0.355417128422
ACH-000647,-0.47995041182099996
ACH-000648,-0.324908786015
ACH-000649,-0.328145971154
ACH-000651,-0.345006356194
ACH-000652,-0.6862633571100001
ACH-000653,-0.40566044964299997
ACH-000657,-0.27776637956300004
ACH-000658,-0.20018092145999997
ACH-000661,-0.420268266396
ACH-000662,-0.33348565163800004
ACH-000663,-0.363656600896
ACH-000665,-0.40792718793099997
ACH-000671,-0.5267378315169999
ACH-000673,-0.255385628611
ACH-000676,-0.430159336095
ACH-000677,-0.256118621015
ACH-000681,-0.45142504233099995
ACH-000682,-0.5043804138419999
ACH-000683,-0.391793131188
ACH-000684,-0.15421904741599998
ACH-000688,-0.6427669903050001
ACH-000693,-0.547329845222
ACH-000694,-0.287866707547
ACH-000695,-0.621914908913
ACH-000696,-0.35549081041999997
ACH-000697,-0.174940617606
ACH-000699,-0.287421363171
ACH-000701,-0.478642737426
ACH-000706,-0.328132862135
ACH-000711,-0.32744325541499997
ACH-000713,-0.359809062935
ACH-000714,-0.329616332395
ACH-000718,-0.414013771827
ACH-000720,-0.309231142686
ACH-000721,-0.256957334452
ACH-000724,-0.206358457654
ACH-000725,-0.431383181597
ACH-000732,-0.670567363612
ACH-000734,-0.226194842539
ACH-000735,-0.47587862917400003
ACH-000736,-0.36606979062899997
ACH-000738,-0.47715821060099994
ACH-000746,-0.47843110543399997
ACH-000747,-0.513529762134
ACH-000748,-0.297753743294
ACH-000753,-0.290206920722
ACH-000756,-0.44684218187799996
ACH-000757,-0.276511615027
ACH-000758,-0.364747679005
ACH-000760,-0.33574752597199997
ACH-000763,-0.184972604827
ACH-000764,-0.094475900551
ACH-000765,-0.368899521448
ACH-000766,-0.426284040571
ACH-000767,-0.328209013899
ACH-000768,-0.279532507076
ACH-000769,-0.261395301397
ACH-000770,-0.326523356861
ACH-000771,-0.25128754219599997
ACH-000773,-0.410911603949
ACH-000776,-0.371169022033
ACH-000777,-0.43265015300399995
ACH-000778,-0.36792457993199995
ACH-000781,-0.337177873628
ACH-000782,-0.440868152679
ACH-000783,-0.358003319996
ACH-000784,-0.268679231585
ACH-000785,-0.304188029648
ACH-000787,-0.275806613336
ACH-000788,-0.338476175268
ACH-000791,-0.330672411593
ACH-000792,-0.316078273927
ACH-000794,-0.46514588881700003
ACH-000796,-0.395494104399
ACH-000799,-0.201275976697
ACH-000800,-0.51027614387
ACH-000802,-0.36101702278399994
ACH-000804,-0.622036225478
ACH-000805,-0.446937915291
ACH-000809,-0.38615089453100004
ACH-000810,-0.350071132134
ACH-000811,-0.417251636932
ACH-000817,-0.482896224594
ACH-000819,-0.146257821151
ACH-000820,-0.373183724563
ACH-000821,-0.7277253960760001
ACH-000822,-0.37615303598300004
ACH-000823,-0.382169095709
ACH-000824,-0.36120887744099994
ACH-000827,-0.421708113577
ACH-000829,-0.23504963293900002
ACH-000831,-0.214019991104
ACH-000832,-0.42705618809900003
ACH-000833,-0.39863191559100003
ACH-000834,-0.412090727744
ACH-000835,-0.23835736678199998
ACH-000836,-0.34329340393
ACH-000837,-0.44058356369900004
ACH-000838,-0.216494631159
ACH-000839,-0.512430093373
ACH-000840,-0.152785011626
ACH-000841,-0.345833634542
ACH-000843,-0.39314230149499996
ACH-000846,-0.355092803246
ACH-000847,-0.41378611960600004
ACH-000848,-0.46656787754600004
ACH-000849,-0.406612806519
ACH-000851,-0.25909395906
ACH-000855,-0.29454684382199997
ACH-000856,-0.301061819113
ACH-000858,-0.228105845838
ACH-000859,-0.342945533107
ACH-000861,-0.42600544430799997
ACH-000862,-0.19512752278499998
ACH-000865,-0.39873672962300005
ACH-000866,-0.365946287358
ACH-000867,-0.31956012900499997
ACH-000869,-0.478734395318
ACH-000872,-0.18610133093800002
ACH-000873,-0.30102245805100003
ACH-000876,-0.344753503106
ACH-000878,-0.517181755315
ACH-000880,-0.298774535525
ACH-000881,-0.42025004528899995
ACH-000882,-0.198405435845
ACH-000884,-0.48269588244999995
ACH-000885,-0.4683724848
ACH-000887,-0.626867107483
ACH-000888,-0.374641523266
ACH-000889,-0.40312334961400004
ACH-000890,-0.318741652773
ACH-000896,-0.402546640069
ACH-000898,-0.431747311521
ACH-000900,-0.36492627663000005
ACH-000901,-0.29086387292599997
ACH-000905,-0.156061396181
ACH-000906,-0.28094266187600003
ACH-000907,-0.22538149865200002
ACH-000910,-0.21667299633499998
ACH-000911,-0.39831841187
ACH-000912,-0.427975663002
ACH-000913,-0.407876269883
ACH-000915,-0.357369289776
ACH-000916,-1.04718457751
ACH-000917,-0.492249179772
ACH-000921,-0.125823759037
ACH-000924,-0.375506775595
ACH-000926,-0.527543023689
ACH-000928,-0.29123075698
ACH-000929,-0.207619897129
ACH-000932,-0.31093080946
ACH-000935,-0.287631276245
ACH-000936,-0.496179823027
ACH-000937,-0.37429378597400004
ACH-000938,-0.0904138053761
ACH-000939,-0.337224145911
ACH-000941,-0.428034225996
ACH-000943,-0.26663211927200003
ACH-000946,-0.356313803524
ACH-000947,-0.28426540458599997
ACH-000948,-0.262187180944
ACH-000950,-0.0840140129115
ACH-000953,-0.23552574950999997
ACH-000957,-0.274241889671
ACH-000958,-0.454227687769
ACH-000960,-0.400089933712
ACH-000963,-0.207804496605
ACH-000968,-0.278385784798
ACH-000969,-0.316251251367
ACH-000973,-0.36648460377400005
ACH-000974,-0.295325403422
ACH-000975,-0.410943357682
ACH-000976,-0.446073037073
ACH-000978,-0.8130728396610001
ACH-000980,-0.27053896224199997
ACH-000984,-0.493323651761
ACH-000986,-0.581789404952
ACH-000988,-0.571072166015
ACH-000993,-0.390343822899
ACH-000994,-0.122242411775
ACH-000996,-0.31080387833399997
ACH-001001,-0.377530028935
ACH-001020,-0.441931849839
ACH-001028,-0.38764077160099997
ACH-001031,-0.34673917052299996
ACH-001038,-0.43931107400499997
ACH-001048,-0.461344233066
ACH-001050,-0.289143616747
ACH-001053,-0.546637242675
ACH-001054,-0.370272728064
ACH-001061,-0.24559335627099999
ACH-001067,-0.510611932094
ACH-001075,-0.295180950173
ACH-001096,-0.27146027423
ACH-001128,-0.284351826168
ACH-001134,-0.421106205736
ACH-001151,-0.238541761825
ACH-001163,-0.327126099764
ACH-001164,-0.20293143522399998
ACH-001173,-0.381387862544
ACH-001183,-0.0573685729335
ACH-001184,-0.0198743829198
ACH-001190,-0.528045601159
ACH-001192,-0.37000296466300003
ACH-001193,-0.273544006673
ACH-001196,-0.275980264318
ACH-001197,-0.5891464235180001
ACH-001205,-0.185465141616
ACH-001211,-0.325376561223
ACH-001212,-0.34175906406499995
ACH-001228,-0.52059177303
ACH-001232,-0.512694165049
ACH-001239,-0.316376373667
ACH-001274,-0.262630792263
ACH-001275,-0.358032449639
ACH-001277,-0.222629133728
ACH-001278,-0.377719074813
ACH-001280,-0.31008701092700003
ACH-001283,-0.308946855812
ACH-001289,-0.035115305961
ACH-001295,-0.38597471983900006
ACH-001300,-0.43934455430799996
ACH-001301,-0.284089721233
ACH-001302,-0.6914204464489999
ACH-001303,-0.5610125882720001
ACH-001306,-0.30901081255699997
ACH-001318,-0.295392813384
ACH-001322,-0.375355827175
ACH-001328,-0.449013896947
ACH-001332,-0.543011521079
ACH-001333,-0.372723437464
ACH-001336,-0.394824730858
ACH-001340,-0.459577916165
ACH-001346,-0.40341811503499997
ACH-001353,-0.414252404803
ACH-001354,-0.503422532443
ACH-001367,-0.134307270173
ACH-001368,-0.457240981752
ACH-001374,-0.24793359587799998
ACH-001375,-0.279270979615
ACH-001377,-0.424990061983
ACH-001380,-0.324930842973
ACH-001391,-0.40104180046300003
ACH-001407,-0.337416514082
ACH-001408,-0.477520527655
ACH-001413,-0.0250704576094
ACH-001430,-0.40774409918300003
ACH-001431,-0.548721107275
ACH-001450,-0.211730996201
ACH-001496,-0.391984336477
ACH-001500,-0.660663844872
ACH-001521,-0.2814965102
ACH-001523,-0.482259714662
ACH-001532,-0.307996439929
ACH-001536,-0.276127637991
ACH-001550,-0.286209767405
ACH-001552,-0.526561675205
ACH-001554,-0.329967380139
ACH-001645,-0.330085735433
ACH-001654,-0.47015724355099997
ACH-001715,-0.201690006438
ACH-001735,-0.35193963272600004
ACH-001736,-0.20348026019999998
ACH-001737,-0.090555079347
ACH-001740,-0.0475614578703
ACH-001745,-0.37474237827699997
ACH-001750,-0.125562856757
ACH-001765,-0.384207912693
ACH-001956,-0.305889763646
ACH-001957,-0.518183414134
