,RIIAD1 (284485)
ACH-000004,0.0330756149624
ACH-000007,-0.0797999691824
ACH-000009,-0.135980732242
ACH-000011,-0.12570726855699998
ACH-000012,-0.12853496237099998
ACH-000013,-0.26360941906
ACH-000014,-0.0552325343145
ACH-000015,-0.100116922362
ACH-000017,-0.042951134704800005
ACH-000018,-0.189365523797
ACH-000019,0.17203336135800001
ACH-000021,-0.0747315535535
ACH-000022,-0.0541450912317
ACH-000025,-0.237021915926
ACH-000028,0.0349695779297
ACH-000030,-0.014106864056200001
ACH-000035,-0.332699605076
ACH-000036,-0.0932412453438
ACH-000037,-0.0184235621611
ACH-000039,0.031906417486900006
ACH-000040,-0.017562211704099998
ACH-000041,-0.0460342777997
ACH-000042,-0.115890344026
ACH-000045,0.0434248588519
ACH-000047,-0.263917246234
ACH-000052,-0.0132065073388
ACH-000053,-0.06008604477730001
ACH-000054,-0.050722849682800004
ACH-000055,0.0688945629627
ACH-000060,-0.126047753197
ACH-000067,0.0451987306838
ACH-000070,0.007387326495930001
ACH-000075,-0.0184671400795
ACH-000078,0.0268061661667
ACH-000082,-0.00770332047945
ACH-000085,0.11914858455600001
ACH-000086,-0.19153190224199998
ACH-000087,0.117495068725
ACH-000092,-0.27275131218299997
ACH-000095,-0.131232244372
ACH-000097,-0.066390440203
ACH-000098,-0.101634083279
ACH-000099,0.040795614012099995
ACH-000108,-0.130181342327
ACH-000113,-0.029047348401200004
ACH-000115,-0.163798291003
ACH-000116,-0.09895825049380001
ACH-000118,-0.06871968620539999
ACH-000120,0.06794592080760001
ACH-000123,-0.00166846871398
ACH-000127,-0.125901900422
ACH-000128,-0.177028192143
ACH-000132,-0.198358010231
ACH-000133,-0.185072233779
ACH-000137,-0.10751024358899999
ACH-000138,0.020754841551599998
ACH-000142,-0.20976381820999998
ACH-000143,-0.196217080352
ACH-000146,-0.0190758865135
ACH-000148,-0.0882379321689
ACH-000150,-0.203726541536
ACH-000152,-0.141925350189
ACH-000153,0.0799063520388
ACH-000159,-0.314871738541
ACH-000160,0.041956174975399996
ACH-000163,-0.113891368465
ACH-000167,0.0106756440827
