,B3GALTL (145173)
ACH-000004,0.19234710488899998
ACH-000007,-0.0006628930221349999
ACH-000009,0.304759494634
ACH-000011,0.236120541745
ACH-000012,0.18367988604899999
ACH-000013,0.11651438992999999
ACH-000014,0.18752112515500002
ACH-000015,-0.0643240112593
ACH-000017,0.145366378312
ACH-000018,0.108103771558
ACH-000019,0.128265846272
ACH-000021,0.069172542513
ACH-000022,0.0720029434663
ACH-000025,0.12027337615700001
ACH-000028,0.148968962008
ACH-000030,0.113808043382
ACH-000035,0.00604696140071
ACH-000036,0.08000248895039999
ACH-000037,0.09131428430880001
ACH-000039,0.158362261728
ACH-000040,0.17573030282699997
ACH-000041,0.124609581241
ACH-000042,0.048696426808500004
ACH-000045,0.151179387665
ACH-000047,0.174062957262
ACH-000052,0.060163579444699994
ACH-000053,0.143018600796
ACH-000054,0.0345890116177
ACH-000055,0.17822863351399998
ACH-000060,0.08142896588739999
ACH-000067,-0.038989912295400005
ACH-000070,0.175309933156
ACH-000075,0.0830087271507
ACH-000078,-0.0969969675025
ACH-000082,0.0963325035562
ACH-000085,0.214791642929
ACH-000086,0.015465176479799999
ACH-000087,0.0222294327942
ACH-000092,-0.0197285609656
ACH-000095,0.16124842240499998
ACH-000097,0.15466978549799998
ACH-000098,0.11810072249000002
ACH-000099,0.0492893594405
ACH-000108,0.0917712167846
ACH-000113,0.17002018475000003
ACH-000115,0.0345670890925
ACH-000116,0.013001707332699999
ACH-000118,0.130451013067
ACH-000120,0.167114286413
ACH-000123,0.122036820427
ACH-000127,0.0703632301988
ACH-000128,-0.150519142956
ACH-000132,-0.148003565885
ACH-000133,0.143734844923
ACH-000137,0.0816461621898
ACH-000138,0.0951110424095
ACH-000142,0.083896879478
ACH-000143,0.0193238219883
ACH-000146,0.017916379784099996
ACH-000148,0.100235072474
ACH-000150,-0.09756972297189999
ACH-000152,0.13263524044299999
ACH-000153,0.20167179473700003
ACH-000159,0.0400132651806
ACH-000160,0.200551556135
ACH-000163,0.197034057348
ACH-000167,0.0923978249143
ACH-000168,0.111370179614
ACH-000169,0.234355489527
ACH-000178,0.152220959441
ACH-000182,0.00318774929695
ACH-000183,0.102397531987
ACH-000188,0.0851301003823
ACH-000189,0.097237587343
ACH-000190,0.224872431982
ACH-000198,0.155350710385
ACH-000204,0.00476254942283
ACH-000206,0.253130349765
ACH-000207,0.148417188565
ACH-000211,0.148718989457
ACH-000215,0.0761623966043
ACH-000221,0.054900672752300005
ACH-000222,0.410109882673
ACH-000223,0.182750612468
ACH-000226,0.09571556723210001
ACH-000227,-0.15453595634
ACH-000228,0.149566951447
ACH-000231,0.0667913318591
ACH-000232,0.0858226029865
ACH-000233,0.034040319235099994
ACH-000234,0.0631639473662
ACH-000235,0.10384722833799999
ACH-000237,0.151886893774
ACH-000238,0.13062003359899999
ACH-000243,0.260066137306
ACH-000244,0.243426897438
ACH-000246,0.0404966298856
ACH-000248,0.136578799454
ACH-000250,0.141402591985
ACH-000251,0.20906979574999998
ACH-000253,0.0480165190278
ACH-000255,0.16945476612500002
ACH-000256,0.18764274464000003
ACH-000257,0.34925243710500004
ACH-000258,0.15045081215999997
ACH-000259,0.175528504967
ACH-000260,0.173133787274
ACH-000261,0.102136374475
ACH-000262,0.233921921039
ACH-000263,-0.07795460372860001
ACH-000264,0.167862528362
ACH-000265,-0.017844992273099998
ACH-000266,0.08168321853089999
ACH-000272,0.107767303189
ACH-000273,0.17281396489700002
ACH-000274,0.146399136519
ACH-000277,0.24041034022399999
ACH-000278,0.0314232039895
ACH-000279,0.141115154385
ACH-000280,0.227862285875
ACH-000281,0.21799573579999998
ACH-000288,0.0759614226405
ACH-000291,0.22642810697500002
ACH-000293,0.192867282803
ACH-000294,0.152954312871
ACH-000295,0.308169583928
ACH-000296,0.0904235762619
ACH-000302,0.0214132020657
ACH-000304,-0.14669066509
ACH-000307,0.107052423375
ACH-000308,0.189471302408
ACH-000310,0.119158841833
ACH-000311,0.186005819378
ACH-000312,0.229849574149
ACH-000315,0.155041887943
ACH-000316,0.17166494691300002
