,LEP (3952)
ACH-000178,-0.144922142733
ACH-000182,-0.198041964738
ACH-000183,-0.156438564643
ACH-000188,-0.0301892275028
ACH-000189,-0.240248026233
ACH-000190,-0.196514045596
ACH-000198,-0.161477192172
ACH-000204,-0.199950222718
ACH-000206,0.049676583309199995
ACH-000207,-0.276146087422
ACH-000211,-0.260445043414
ACH-000215,-0.054210673558199994
ACH-000221,0.05582430272890001
ACH-000222,-0.18223740757100002
ACH-000223,-0.0646159843963
ACH-000226,-0.22041494565900002
ACH-000227,-0.27867187260299997
ACH-000228,-0.073937421603
ACH-000231,-0.09436712158180001
ACH-000232,-0.19424529148699998
ACH-000233,-0.17777957832000002
ACH-000234,0.032684100887700004
ACH-000235,-0.0949475940568
ACH-000237,-0.230225956895
ACH-000238,-0.175292547991
ACH-000243,-0.323728565898
ACH-000244,-0.535884923854
ACH-000246,-0.26392583221
ACH-000248,-0.09593694266180001
ACH-000250,-0.161318622516
ACH-000251,-0.367738408351
ACH-000253,-0.33356817184099996
ACH-000255,-0.222827896697
ACH-000256,-0.07412205423019999
ACH-000257,-0.0897109684706
ACH-000258,0.0445980024455
ACH-000259,-0.253075006248
ACH-000260,-0.11580189219499999
ACH-000261,-0.039636799242199997
ACH-000262,-0.161822279031
ACH-000263,-0.110487126511
ACH-000264,0.012291553426700002
ACH-000265,0.016989004443700002
ACH-000266,-0.10781362349300001
ACH-000272,-0.119980939333
ACH-000273,-0.053887943895800004
ACH-000274,-0.140263815833
ACH-000277,-0.032621919648099997
ACH-000278,-0.0271284876609
ACH-000279,-0.135241719239
ACH-000280,-0.112288848341
ACH-000281,-0.022607883396099995
ACH-000288,-0.137607779435
ACH-000291,0.146257246024
ACH-000293,-0.16774969184
ACH-000294,0.0017030079562000001
ACH-000295,-0.108729997772
ACH-000296,-0.551667032803
ACH-000302,-0.118617220987
ACH-000304,-0.533159509405
ACH-000307,-0.0753915908858
ACH-000308,-0.18384446755199998
ACH-000310,-0.240573962777
ACH-000311,-0.0832446478283
ACH-000312,-0.255909786903
ACH-000315,-0.028498475194200002
ACH-000316,-0.15129645950600001
ACH-000317,-0.104629682101
ACH-000318,0.0136932471665
ACH-000319,-0.04572109058619999
ACH-000320,-0.30656704736900003
ACH-000322,-0.221440963551
ACH-000323,-0.141039619747
ACH-000324,-0.0808452342198
ACH-000329,-0.0516616523326
ACH-000330,-0.22024735484299998
ACH-000331,-0.1117500036
ACH-000332,-0.0876757801495
ACH-000334,-0.240468431806
ACH-000335,-0.118637934836
ACH-000336,-0.269817159429
ACH-000337,-0.10340992187300001
ACH-000339,-0.229835314283
ACH-000341,-0.09045598845389999
ACH-000348,-0.0301516686083
ACH-000350,0.06836017703769999
ACH-000352,0.0690278213373
ACH-000356,-0.126631892233
ACH-000361,-0.033264175191
ACH-000362,-0.0570298621975
ACH-000363,-0.29719090149599997
ACH-000364,-0.18932108285399998
ACH-000365,-0.23408273659899997
ACH-000366,-0.0987351134684
ACH-000368,-0.057890185531099994
ACH-000374,-0.165642869991
ACH-000375,-0.0816136532902
ACH-000376,-0.20056368605
ACH-000381,0.0325039711076
ACH-000383,-0.183899438154
ACH-000387,-0.225979665056
ACH-000389,-0.1265317024
ACH-000390,-0.11164660505999999
ACH-000393,0.014084832172000001
ACH-000395,-0.0406228270588
ACH-000397,-0.131597223124
ACH-000401,-0.029808090958599997
ACH-000402,0.014015498496000001
ACH-000403,-0.127297322424
ACH-000404,-0.140912573112
ACH-000406,-0.07144482938239999
ACH-000407,-0.046552563539300006
ACH-000408,-0.061394437329799996
ACH-000410,-0.265469528857
ACH-000411,-0.25961560389000005
ACH-000414,-0.112212103972
ACH-000415,-0.10533411143400001
ACH-000416,-0.07797781062239999
ACH-000420,-0.0133406238481
ACH-000421,-0.023627730562299998
ACH-000424,-0.022710210763099998
ACH-000425,-0.06939955326660001
ACH-000426,-0.378818226792
ACH-000427,-0.185444304798
ACH-000433,0.0168976062528
ACH-000436,-0.08244658569789999
ACH-000444,-0.0169042996656
ACH-000445,0.17162425744100002
ACH-000448,-0.136734724127
ACH-000450,-0.309334078796
ACH-000452,-0.256470743076
ACH-000454,-0.0481742640809
ACH-000458,-0.14240880015000001
ACH-000459,-0.314549930112
ACH-000460,-0.0989935910549
ACH-000461,-0.137156637875
ACH-000463,-0.275632061055
ACH-000464,-0.128688950075
ACH-000466,0.0303065491548
ACH-000467,-0.09252431657400001
ACH-000468,-0.0874425440968
ACH-000469,-0.197625556201
ACH-000470,-0.238638581384
ACH-000471,-0.11791269098200001
ACH-000472,-0.0702018878219
ACH-000473,0.00240699043834
ACH-000475,-0.151153088999
ACH-000476,-0.11434410172800001
ACH-000477,-0.168441311367
ACH-000480,-0.176329038507
ACH-000481,0.161320725397
ACH-000483,-0.119828478855
ACH-000484,-0.21341948147
ACH-000485,-0.145857135894
ACH-000486,-0.0334293265184
ACH-000487,-0.05482601125350001
ACH-000488,-0.07923530757
ACH-000490,-0.0655229481246
ACH-000491,-0.015579614988599999
ACH-000495,-0.16644975867200001
ACH-000496,-0.248956613345
ACH-000499,-0.274790241228
ACH-000500,0.328942794197
ACH-000502,-0.177702270308
ACH-000503,0.376001672671
ACH-000505,-0.0990556252813
ACH-000507,-0.13903525197799999
ACH-000510,-0.08974353152589999
ACH-000511,-0.15145266403899998
ACH-000512,0.21668627443799998
ACH-000516,-0.0839848044445
ACH-000517,-0.026825893143
ACH-000518,-0.065893009832
ACH-000520,-0.324172263873
ACH-000521,-0.041542474841300005
ACH-000522,-0.024716178561999997
ACH-000524,-0.10703036861500001
ACH-000527,-0.18860305253100001
ACH-000528,-0.148098950088
ACH-000537,-0.0170317737983
ACH-000541,-0.354373557161
ACH-000542,-0.0818259341777
ACH-000544,-0.0232294565873
ACH-000545,-0.163021352239
ACH-000547,-0.139325782491
ACH-000548,-0.131146887839
ACH-000549,-0.126559861105
ACH-000550,-0.281325398583
ACH-000552,-0.199807746707
ACH-000556,-0.159251122489
ACH-000557,-0.237287927885
ACH-000570,-0.0209530228016
ACH-000571,-0.22203845848
ACH-000573,-0.141915623074
ACH-000576,-0.16366167596
ACH-000580,-0.116097369386
ACH-000584,-0.0876467074056
ACH-000585,-0.181822331007
ACH-000588,-0.0603648183959
ACH-000589,-0.114841142381
ACH-000591,-0.018269127538099998
ACH-000593,-0.0742426056838
ACH-000600,-0.09677149177919998
ACH-000601,-0.23141516722600003
ACH-000604,-0.24448832545899998
ACH-000605,0.0415500592664
ACH-000606,-0.0786061256379
ACH-000608,0.0280814114757
ACH-000614,-0.168495501422
ACH-000616,-0.183879867573
ACH-000618,-0.183610663955
ACH-000619,0.00289468236675
ACH-000620,-0.12152317334400001
ACH-000621,-0.221681988667
ACH-000622,-0.282524225843
ACH-000623,-0.0665082742023
ACH-000624,-0.18729514526000002
ACH-000627,-0.20316754182799998
ACH-000630,-0.132815640124
ACH-000632,-0.0120534788403
ACH-000633,-0.31807538235800004
ACH-000637,-0.104545044164
ACH-000638,0.0049229304161
ACH-000646,0.0465413970287
ACH-000647,0.015586404566799997
ACH-000648,-0.300364054479
ACH-000649,-0.10340193292199999
ACH-000651,-0.00850870422264
ACH-000652,0.022262081791099998
ACH-000653,0.017316645240099997
ACH-000657,-0.10034081833200001
ACH-000658,-0.267285671322
ACH-000661,-0.220951702327
ACH-000662,-0.6788700602429999
ACH-000663,-0.0895949254721
ACH-000665,-0.167525817906
ACH-000671,-0.0887686288274
ACH-000673,-0.1285979032
ACH-000676,-0.246411564005
ACH-000677,0.0201645142924
ACH-000681,0.015752273934
ACH-000682,-0.226753842553
ACH-000683,0.00600536058984
ACH-000684,-0.19691877683200001
ACH-000688,0.251669918885
ACH-000693,-0.248397493911
ACH-000694,-0.059303743308499995
ACH-000695,-0.171428647473
ACH-000696,-0.0401138819882
ACH-000697,-0.25703332534
ACH-000699,-0.14523816527300001
ACH-000701,-0.108119983236
ACH-000706,-0.113811056638
ACH-000711,-0.10030554395300001
ACH-000713,-0.08944504820299999
ACH-000714,-0.197355748422
ACH-000718,-0.216738750963
ACH-000720,0.0581246018729
ACH-000721,-0.0653910401652
ACH-000724,-0.234433514004
ACH-000725,-0.0337574889518
ACH-000732,0.00517220418155
ACH-000734,-0.156489828814
ACH-000735,-0.285690308391
ACH-000736,-0.08887704283539999
ACH-000738,-0.066655548759
ACH-000746,0.0721621674784
ACH-000747,-0.150413515202
ACH-000748,0.0105656170256
ACH-000753,-0.174367852345
ACH-000756,-0.13099185890599999
ACH-000757,0.0137636498542
ACH-000758,-0.153821903624
ACH-000760,-0.139614417871
ACH-000763,0.0586874741916
ACH-000764,0.041751558744900004
ACH-000765,-0.061876453510600005
ACH-000766,-0.0538174523481
ACH-000767,-0.09715683354110001
ACH-000768,-0.171395989937
ACH-000769,-0.12279322207599999
ACH-000770,-0.163570871233
ACH-000771,-0.317258994733
ACH-000773,-0.10732886299000001
ACH-000776,-0.0674102163941
ACH-000777,-0.12761912657
ACH-000778,-0.09979155470909999
ACH-000781,-0.160957736429
ACH-000782,-0.194354645396
ACH-000783,-0.239783067615
ACH-000784,-0.166449304738
ACH-000785,0.0011515744243599999
ACH-000787,-0.053289883905100005
ACH-000788,-0.0883822110628
ACH-000791,-0.240088540839
ACH-000792,-0.0867959384926
ACH-000794,-0.160798855582
ACH-000796,-0.11070520864
ACH-000799,-0.474581317826
ACH-000800,-0.146488561071
ACH-000802,-0.054571313542
ACH-000804,-0.07409351312410001
ACH-000805,0.00139593404159
ACH-000809,-0.153156739472
ACH-000810,-0.287570871642
ACH-000811,-0.191734017412
ACH-000817,-0.305408307467
ACH-000819,-0.08146943674589999
ACH-000820,-0.0297230498785
ACH-000821,-0.07054114068799999
ACH-000822,0.00113457844721
ACH-000823,0.0281936959784
ACH-000824,-0.124272663595
ACH-000827,-0.266873976222
ACH-000829,0.260496421997
ACH-000831,-0.06243680192769999
ACH-000832,-0.07299144029360001
ACH-000833,0.09784990542130001
ACH-000834,-0.272189503673
ACH-000835,-0.08304739768460001
ACH-000836,-0.133535067277
ACH-000837,-0.18320210443399998
ACH-000838,0.0380738565132
ACH-000839,-0.09400988614060002
ACH-000840,-0.34952752469000004
ACH-000841,-0.160165433
ACH-000843,0.17965711175299998
ACH-000846,-0.217236985242
ACH-000847,0.0338338850794
ACH-000848,-0.05052574468090001
ACH-000849,-0.030236880688299998
ACH-000851,-0.18334619535799998
ACH-000855,-0.08898110776239998
ACH-000856,-0.0891228042247
ACH-000858,-0.0319039513882
ACH-000859,-0.0982889303056
ACH-000861,-0.0727825491653
ACH-000862,-0.213926817654
ACH-000865,-0.0829546632566
ACH-000866,-0.137357191564
ACH-000867,-0.107540431435
ACH-000869,-0.10326456407
ACH-000872,-0.0497944935814
ACH-000873,-0.04435536219859999
ACH-000876,-0.08652898908
ACH-000878,-0.135826837933
ACH-000880,-0.138208890952
ACH-000881,-0.22273150735599997
ACH-000882,-0.107072514942
ACH-000884,-0.193163380214
ACH-000885,-0.281602073329
ACH-000887,-0.0527688793616
ACH-000888,-0.120247483984
ACH-000889,-0.207616069782
ACH-000890,-0.14995833507200002
ACH-000896,-0.0824780831221
ACH-000898,-0.16711393151599999
ACH-000900,-0.207640106279
ACH-000901,-0.158224088331
ACH-000905,-0.0671882585032
ACH-000906,-0.055291443283
ACH-000907,-0.146071100496
ACH-000910,-0.173266213685
ACH-000911,-0.183587898154
ACH-000912,-0.152675495361
ACH-000913,-0.0787859555147
ACH-000915,-0.0964558118955
ACH-000916,-0.48655688027099997
ACH-000917,0.11725473302200001
ACH-000921,-0.211883512881
ACH-000924,-0.097804850024
ACH-000926,-0.270398947942
ACH-000928,-0.31112510306200003
ACH-000929,0.0023751073928800002
ACH-000932,-0.305394044975
ACH-000935,-0.49224298917599996
ACH-000936,-0.0813688148091
ACH-000937,-0.10916116387
ACH-000938,-0.0442139327618
ACH-000939,-0.280881171321
ACH-000941,0.0759787069622
ACH-000943,-0.170175783252
ACH-000946,-0.0641667436351
ACH-000947,-0.135156550937
ACH-000948,-0.13886766257000002
ACH-000950,-0.185386724444
ACH-000953,-0.09234985442610001
ACH-000957,-0.242137818373
ACH-000958,-0.234210912071
ACH-000960,-0.191778801873
ACH-000963,-0.44056138520800003
ACH-000968,-0.0853701671108
ACH-000969,-0.232442641357
ACH-000973,-0.135205004824
ACH-000974,-0.151171580601
ACH-000975,-0.0514255425444
ACH-000976,-0.24195469344099998
ACH-000978,-0.19781989662399999
ACH-000980,-0.159779600316
ACH-000984,-0.114855256818
ACH-000986,-0.09605775204849999
ACH-000988,-0.0317379466956
ACH-000993,-0.184746821694
ACH-000994,-0.210728487259
ACH-000996,-0.113117059489
ACH-001001,-0.209677767671
ACH-001020,-0.219352315925
ACH-001028,-0.22174451841099999
ACH-001031,-0.128395482392
ACH-001038,-0.10290267443
ACH-001048,-0.0127912831141
ACH-001050,-0.117608096404
ACH-001053,0.0279197670319
ACH-001054,-0.0124531920361
ACH-001061,-0.17912408425
ACH-001067,-0.301762118108
ACH-001075,-0.148388156645
ACH-001096,-0.0030889588790900006
ACH-001128,0.0811039502985
ACH-001134,-0.0400254527806
ACH-001151,-0.0895138433273
ACH-001163,-0.169493312336
ACH-001164,-0.17609777919
ACH-001173,-0.100550281336
ACH-001183,0.0669770206326
ACH-001184,-0.225544107633
ACH-001190,-0.290396050224
ACH-001192,-0.0587553944944
ACH-001193,-0.179912099268
ACH-001196,-0.207508515151
ACH-001197,-0.12886117428899999
ACH-001205,-0.22202229998000003
ACH-001211,-0.220646592843
ACH-001212,-0.192320944606
ACH-001228,-0.15322602408
ACH-001232,-0.043967026096
ACH-001239,-0.09842169174599999
ACH-001274,-0.16104553636900001
ACH-001275,-0.0800945488395
ACH-001277,-0.190202119276
ACH-001278,-0.30587594746999996
ACH-001280,-0.371987634434
ACH-001283,-0.0299413877141
ACH-001289,-0.274729202692
ACH-001295,-0.0653891223834
ACH-001300,-0.200110731588
ACH-001301,-0.38510977504199995
ACH-001302,-0.21962872510899997
ACH-001303,-0.295635818209
ACH-001306,-0.242383634831
ACH-001318,-0.08944556505920001
ACH-001322,-0.196079856834
ACH-001328,-0.204787426093
ACH-001332,0.015250294137299999
ACH-001333,-0.171847770195
ACH-001336,-0.173471271166
ACH-001340,-0.21652454976
ACH-001346,-0.128188083325
ACH-001353,-0.0562335619678
ACH-001354,-0.11082713980900001
ACH-001367,-0.418033955818
ACH-001368,-0.16736377221100002
ACH-001374,-0.158322311542
ACH-001375,-0.192666214923
ACH-001377,-0.0695396093187
ACH-001380,-0.124486957239
ACH-001391,-0.106478841316
ACH-001407,0.00402491975086
ACH-001408,-0.17685238051899999
ACH-001413,-0.352355431783
ACH-001430,0.206121722504
ACH-001431,-0.142597786543
ACH-001450,-0.144913916044
ACH-001496,-0.090658777925
ACH-001500,-0.246941071959
ACH-001521,-0.115163556941
ACH-001523,-0.07067533877150001
ACH-001532,-0.09014298324060001
ACH-001536,0.10063282842499999
ACH-001550,-0.0858760262822
ACH-001552,-0.22177695013700002
ACH-001554,-0.158870674274
ACH-001645,-0.0297824674683
ACH-001654,-0.042462676237199994
ACH-001715,-0.154940761095
ACH-001735,-0.150824546124
ACH-001736,-0.17232751946
ACH-001737,0.51805736065
ACH-001740,-0.10307127760500001
ACH-001745,-0.0587837480187
ACH-001750,-0.24739568031999998
ACH-001765,-0.170353422051
ACH-001956,-0.163787759047
ACH-001957,-0.384300757325
