,SFN (2810)
ACH-000004,-0.21104091615899997
ACH-000007,-0.0451741109076
ACH-000009,-0.110234401423
ACH-000011,0.0542143720583
ACH-000012,-0.20558002805300002
ACH-000013,-0.137074469154
ACH-000014,-0.288568437503
ACH-000015,-0.204485939128
ACH-000017,-0.08366740829810002
ACH-000018,-0.116989990722
ACH-000019,0.022513521914699998
ACH-000021,-0.0870522949425
ACH-000022,-0.127641746537
ACH-000025,-0.311213069866
ACH-000028,-0.14448918762000001
ACH-000030,-0.141702743251
ACH-000035,-0.29600550299
ACH-000036,-0.109137445109
ACH-000037,-0.287416723155
ACH-000039,-0.18072437300799998
ACH-000040,-0.256411761491
ACH-000041,-0.24940884950300002
ACH-000042,0.0202436536087
ACH-000045,-0.268146418395
ACH-000047,-0.040818685805000005
ACH-000052,-0.28242393093699997
ACH-000053,-0.11280340078199999
ACH-000054,-0.23282888918400002
ACH-000055,-0.08740959801480001
ACH-000060,-0.09705767827060001
ACH-000067,-0.297584941426
ACH-000070,-0.046231803510300006
ACH-000075,-0.00935365781985
ACH-000078,-0.021819069224600002
ACH-000082,-0.19745992639499998
ACH-000085,-0.18467398048
ACH-000086,-0.273859879136
ACH-000087,-0.0397398872048
ACH-000092,-0.263281811685
ACH-000095,-0.17609684184
ACH-000097,-0.11537868925599999
ACH-000098,-0.14165412814099998
ACH-000099,-0.09154907191610001
ACH-000108,-0.040505897161599996
ACH-000113,-0.11709764677500001
ACH-000115,-0.291758368295
ACH-000116,-0.025162873235
ACH-000118,-0.166100646869
ACH-000120,-0.188615750819
ACH-000123,-0.08319948029719999
ACH-000127,-0.137030626627
ACH-000128,-0.449471752846
ACH-000132,-0.21285823424800002
ACH-000133,-0.0640536302973
ACH-000137,-0.220932934101
ACH-000138,0.00786463871837
ACH-000142,-0.07025421742219999
ACH-000143,0.0466768335729
ACH-000146,-0.0330709068954
ACH-000148,-0.0641340211309
ACH-000150,-0.455817476387
ACH-000152,-0.274896505381
ACH-000153,-0.670579409393
ACH-000159,-0.206221908688
ACH-000160,-0.29069016253
ACH-000163,-0.141188224895
ACH-000167,-0.38971446357199996
ACH-000168,-0.505078924272
ACH-000169,-0.202303023629
