,NPTXR (23467)
ACH-000004,-0.21538417460200002
ACH-000007,0.04636383576500001
ACH-000009,0.125286161701
ACH-000011,-0.121899911213
ACH-000012,-0.10282163350199999
ACH-000013,-0.20484339650699998
ACH-000014,-0.229922969225
ACH-000015,-0.140982854471
ACH-000017,-0.08936128308380001
ACH-000018,0.07445724482360001
ACH-000019,-0.143159643127
ACH-000021,-0.0717893821214
ACH-000022,-0.12744975799799999
ACH-000025,-0.181811338602
ACH-000028,-0.0491498119247
ACH-000030,-0.0982688187661
ACH-000035,-0.0456875346402
ACH-000036,-0.165423366368
ACH-000037,0.029785420728700003
ACH-000039,0.12378619856100001
ACH-000040,-0.11454726763699999
ACH-000041,0.18651100814100002
ACH-000042,-0.08693106490869999
ACH-000045,-0.168152402268
ACH-000047,0.017834260552999998
ACH-000052,0.151858114085
ACH-000053,-0.0717837229285
ACH-000054,-0.10432818009299999
ACH-000055,-0.0225216057111
ACH-000060,-0.24435863866799998
ACH-000067,-0.0541483167017
ACH-000070,0.00932881443442
ACH-000075,0.0559771385466
ACH-000078,-0.053715011088300006
ACH-000082,0.09055440101410002
ACH-000085,0.09430270958280002
ACH-000086,0.105488285386
ACH-000087,-0.327010581967
ACH-000092,-0.20522462496
ACH-000095,0.0845206957959
ACH-000097,0.024645181915799997
ACH-000098,-0.0956042328463
ACH-000099,-0.00656754776694
ACH-000108,0.09485836529510001
ACH-000113,-0.208410466413
ACH-000115,-0.031610298168999997
ACH-000116,-0.068654873137
ACH-000118,0.0395228226895
ACH-000120,-0.08877856853499999
ACH-000123,0.0112710039254
ACH-000127,0.0755398635823
ACH-000128,0.0397694915012
ACH-000132,-0.0460750806011
ACH-000133,-0.14073332443199998
ACH-000137,-0.0668064905437
ACH-000138,0.141092213268
ACH-000142,-0.056657039584800006
ACH-000143,-0.0230900864224
ACH-000146,-0.000710182147354
ACH-000148,0.08050303293779999
ACH-000150,-0.011029159249100001
ACH-000152,-0.0719285110338
ACH-000153,0.10858107631200001
ACH-000159,0.00453106588812
ACH-000160,-0.0219934587489
ACH-000163,-0.16364987258
ACH-000167,-0.10630830539899999
ACH-000168,-0.0577769336178
ACH-000169,-0.060750791741
ACH-000178,-0.0655299761008
ACH-000182,-0.0687276786832
ACH-000183,0.010988767986299998
ACH-000188,-0.128442005016
ACH-000189,-0.038774508392
ACH-000190,0.20771527491300001
ACH-000198,-0.035518705152300004
ACH-000204,0.00934634596555
ACH-000206,-0.231061048363
ACH-000207,-0.180431317132
ACH-000211,-0.09550791774560001
ACH-000215,-0.102396813838
ACH-000221,-0.30566639681999996
ACH-000222,0.219790421848
ACH-000223,-0.11146526373299999
ACH-000226,0.023053493996200002
ACH-000227,-0.0719173095413
ACH-000228,-0.0773300157362
ACH-000231,-0.203756961008
ACH-000232,-0.159006852446
ACH-000233,-0.15847969194800002
ACH-000234,-0.0337401063211
ACH-000235,-0.0324601119695
ACH-000237,-0.19284588480999998
ACH-000238,0.141312717576
ACH-000243,-0.191542857256
ACH-000244,-0.12492674843800002
ACH-000246,0.00893314865023
ACH-000248,0.13317506273
ACH-000250,-0.0286447764838
ACH-000251,0.0566887788571
ACH-000253,-0.055502769499199994
ACH-000255,-0.21580333415999997
ACH-000256,0.153323890911
ACH-000257,0.0364017320471
ACH-000258,0.0499579274471
ACH-000259,-0.00672160648247
ACH-000260,0.0106537385866
ACH-000261,-0.0919677309946
ACH-000262,-0.049752810115599996
ACH-000263,0.411555783522
ACH-000264,-0.222201719318
ACH-000265,-0.115600800349
ACH-000266,-0.0163550271818
ACH-000272,0.00177361681975
ACH-000273,0.0154589978507
ACH-000274,-0.0558483283942
ACH-000277,-0.165916092498
ACH-000278,-0.00352063800391
ACH-000279,-0.11543286727
ACH-000280,-0.0930887114948
ACH-000281,0.19182272864799998
ACH-000288,0.0129196661435
ACH-000291,-0.205154386396
ACH-000293,0.0589736596106
ACH-000294,0.167558991564
ACH-000295,0.126147069231
ACH-000296,0.0205300363688
ACH-000302,-0.13001213189400002
ACH-000304,-0.188253479932
ACH-000307,-0.18861656324200002
ACH-000308,-0.0560992634385
ACH-000310,0.10251014590299999
ACH-000311,0.210388061045
ACH-000312,0.0322616095267
ACH-000315,-0.170559260794
ACH-000316,0.135380603799
ACH-000317,-0.12378854530899999
ACH-000318,-0.0505122861438
ACH-000319,-0.133513368153
ACH-000320,0.0212315965679
ACH-000322,0.0279627623075
ACH-000323,-0.404434032827
ACH-000324,0.0814253935553
ACH-000329,-0.109169041537
ACH-000330,-0.130852242023
ACH-000331,-0.0140957804085
ACH-000332,-0.120553128865
ACH-000334,0.232517905271
ACH-000335,-0.000185855359483
ACH-000336,-0.307968457322
ACH-000337,0.0112256969729
ACH-000339,-0.006863129884069999
ACH-000341,-0.204346575162
ACH-000348,-0.0853866492137
ACH-000350,0.12318457859000001
ACH-000352,-0.014387173553799999
ACH-000356,-0.0293391004031
ACH-000361,0.101185142636
ACH-000362,-0.0148534355223
ACH-000363,0.0302948052309
ACH-000364,-0.292650058937
