,SHF (90525)
ACH-000004,-0.131423973061
ACH-000007,0.0159517487691
ACH-000009,-0.0859136995157
ACH-000011,-0.011275122682600001
ACH-000012,0.0136583613684
ACH-000013,-0.0281322719172
ACH-000014,0.161836382118
ACH-000015,0.11655352472000001
ACH-000017,0.0457976922332
ACH-000018,0.049169131421999995
ACH-000019,-0.133209373419
ACH-000021,0.0804890219124
ACH-000022,-0.035506252403599996
ACH-000025,-0.13678681580600002
ACH-000028,0.108405878562
ACH-000030,-0.049642063531700004
ACH-000035,-0.109280343891
ACH-000036,0.0355553922947
ACH-000037,-0.256271912572
ACH-000039,-0.037699014505199996
ACH-000040,0.143391710945
ACH-000041,0.015039273124500001
ACH-000042,0.0529382542699
ACH-000045,0.15837662800400001
ACH-000047,0.0527893662025
ACH-000052,0.0464281331541
ACH-000053,0.00953565247676
ACH-000054,-0.0407308228059
ACH-000055,0.0367028998866
ACH-000060,-0.049910197694499996
ACH-000067,-0.0242232251258
ACH-000070,-0.128085818194
ACH-000075,0.0871786563236
ACH-000078,0.06334815561269999
ACH-000082,0.0710029774357
ACH-000085,-0.037157062905900005
ACH-000086,0.13338018197499998
ACH-000087,-0.117442085298
ACH-000092,-0.07679771792239999
ACH-000095,-0.19242318093199998
ACH-000097,0.224200013444
ACH-000098,-0.00020361618440499997
ACH-000099,0.148868821766
ACH-000108,-0.056109329421
ACH-000113,-0.0728663362429
ACH-000115,-0.0291823351845
ACH-000116,0.029458314115299998
ACH-000118,0.0630831792876
ACH-000120,0.00011519991885700002
ACH-000123,0.128047689211
ACH-000127,0.09992404912189999
ACH-000128,-0.0191672571631
ACH-000132,-0.0603194732902
ACH-000133,-0.050416169578099995
ACH-000137,0.0337379688087
ACH-000138,-0.0102434791904
ACH-000142,0.126211646436
ACH-000143,-0.0502381769781
ACH-000146,0.0158890053826
ACH-000148,0.0744032951088
ACH-000150,-0.0407689499474
ACH-000152,0.084549026216
ACH-000153,0.09631051714
ACH-000159,-0.022137776209400002
ACH-000160,-0.237425818924
ACH-000163,-0.140141364504
ACH-000167,-0.360447394744
ACH-000168,-0.10473834946900001
ACH-000169,0.009614572028610002
ACH-000178,0.00909767222985
ACH-000182,0.0338281354154
ACH-000183,0.161395564004
ACH-000188,-0.0908736351202
ACH-000189,0.11596550235200001
ACH-000190,-0.09280750490710002
ACH-000198,0.0722332888203
ACH-000204,-0.1750036205
ACH-000206,-0.09592416047630001
