,EIF3M (10480)
ACH-000414,-1.3597894252200002
ACH-000415,-0.986653966371
ACH-000416,-1.24196161137
ACH-000420,-1.48812958934
ACH-000421,-1.0354175846200002
ACH-000424,-1.3518038780300001
ACH-000425,-1.2550721018200002
ACH-000426,-0.972630616798
ACH-000427,-1.04175172006
ACH-000433,-1.08078024802
ACH-000436,-1.31953948029
ACH-000444,-1.17271939885
ACH-000445,-1.18617165308
ACH-000448,-0.9392686689399999
ACH-000450,-1.0590131232100002
ACH-000452,-1.23884351083
ACH-000454,-1.1671017992100001
ACH-000458,-0.919798677528
ACH-000459,-0.747502372737
ACH-000460,-1.22544218794
ACH-000461,-1.34427955347
ACH-000463,-1.19221460232
ACH-000464,-1.48766413963
ACH-000466,-0.802750870722
ACH-000467,-0.801520248669
ACH-000468,-0.859454586795
ACH-000469,-1.12595735934
ACH-000470,-0.750924795158
ACH-000471,-1.23697926495
ACH-000472,-0.9004484146780001
ACH-000473,-1.00094152032
ACH-000475,-0.992862591081
ACH-000476,-1.00233432476
ACH-000477,-1.80455452778
ACH-000480,-1.25883859599
ACH-000481,-1.09372891547
ACH-000483,-1.2366551230399998
ACH-000484,-1.26605654984
ACH-000485,-0.999364713988
ACH-000486,-1.40243942531
ACH-000487,-1.2431511777
ACH-000488,-0.8352522957240001
ACH-000490,-1.26754126204
ACH-000491,-1.2828404220799998
ACH-000495,-1.08915397456
ACH-000496,-1.20850049557
ACH-000499,-1.36156190735
ACH-000500,-0.609538225791
ACH-000502,-1.25658482099
ACH-000503,-0.607697680804
ACH-000505,-1.50938161382
ACH-000507,-0.861612634857
ACH-000510,-1.19987585562
ACH-000511,-1.06052196861
ACH-000512,-1.12725576235
ACH-000516,-0.899477933751
ACH-000517,-1.0395132561799998
ACH-000518,-0.9683132350460001
ACH-000520,-1.3263841341
ACH-000521,-1.4342816968
ACH-000522,-1.21136601156
ACH-000524,-1.28283291316
ACH-000527,-1.02866315358
ACH-000528,-1.30061142675
ACH-000537,-0.9746788998389999
ACH-000541,-1.0209478753799999
ACH-000542,-1.02945145856
ACH-000544,-1.47675149181
ACH-000545,-1.29447958858
ACH-000547,-0.9705704501289999
ACH-000548,-0.58304256554
ACH-000549,-0.6743538348970001
ACH-000550,-1.54929918368
ACH-000552,-1.0428098532799999
ACH-000556,-1.4146547316
ACH-000557,-1.12842194961
ACH-000570,-1.5275429079499998
ACH-000571,-1.2264885364899998
ACH-000573,-0.884296507775
ACH-000576,-0.9609830461910001
ACH-000580,-1.2890602461299998
ACH-000584,-0.723968093119
ACH-000585,-0.9515694921969999
ACH-000588,-1.37593146127
ACH-000589,-1.25793815786
ACH-000591,-1.5108368566100001
ACH-000593,-1.04909357828
ACH-000600,-1.3965925352000002
ACH-000601,-1.3095436380399998
ACH-000604,-1.09260075879
ACH-000605,-1.21549025163
ACH-000606,-0.995055182235
ACH-000608,-1.8147592911000001
ACH-000614,-1.30308582275
ACH-000616,-1.2444001031899998
ACH-000618,-0.779308702419
ACH-000619,-1.03933477233
ACH-000620,-1.29638384155
ACH-000621,-1.00941632465
ACH-000622,-1.94643529437
ACH-000623,-1.40921767375
ACH-000624,-1.2968886578799999
ACH-000627,-1.10377217474
ACH-000630,-1.0694256640200002
ACH-000632,-1.3587862191100002
ACH-000633,-1.07381028804
ACH-000637,-0.9586776265979999
ACH-000638,-1.07593706764
ACH-000646,-1.17710847826
ACH-000647,-1.1443161845899998
ACH-000648,-1.3007898550499999
ACH-000649,-1.36605844569
ACH-000651,-0.971401519607
ACH-000652,-1.2719439847399998
ACH-000653,-1.37682591102
ACH-000657,-1.1228114204700002
ACH-000658,-1.06745744216
ACH-000661,-1.14304786081
ACH-000662,-0.783381682167
ACH-000663,-1.02729094881
ACH-000665,-1.38607428235
ACH-000671,-1.3600792058700002
ACH-000673,-0.911627622805
ACH-000676,-1.3462147265900002
ACH-000677,-1.4383084275100002
ACH-000681,-1.2573861037
ACH-000682,-1.1058868049700001
ACH-000683,-1.19056908531
ACH-000684,-1.49717394364
ACH-000688,-1.11276429309
ACH-000693,-1.12881888082
ACH-000694,-0.761069381673
ACH-000695,-1.59218974777
ACH-000696,-1.16507719404
ACH-000697,-1.05740642848
ACH-000699,-1.18840346357
ACH-000701,-1.1106590836399999
ACH-000706,-1.20404641996
ACH-000711,-1.1605302904600001
ACH-000713,-1.17152594984
ACH-000714,-1.09181734991
ACH-000718,-1.17050025182
ACH-000720,-1.1378268412700001
ACH-000721,-0.8435448042020001
ACH-000724,-1.0098700632
ACH-000725,-1.1263065389799998
ACH-000732,-0.921169456148
ACH-000734,-1.20273299231
ACH-000735,-0.590854196949
ACH-000736,-0.915830057401
ACH-000738,-0.8420858042039999
ACH-000746,-0.952041118321
ACH-000747,-1.4657517452000002
ACH-000748,-1.7977473823199999
ACH-000753,-1.0690660211399998
ACH-000756,-1.49688177715
ACH-000757,-1.27492701861
ACH-000758,-1.0924741325
ACH-000760,-1.2222077953000001
ACH-000763,-1.1315385978399999
ACH-000764,-1.29157003589
ACH-000765,-1.23766760631
ACH-000766,-1.1159368914899999
ACH-000767,-1.260517272
ACH-000768,-0.7784927899799999
ACH-000769,-1.5550484536200002
ACH-000770,-1.11405673535
ACH-000771,-0.977818727315
ACH-000773,-1.24385653404
ACH-000776,-0.655709013472
ACH-000777,-1.2614724086
ACH-000778,-0.715162342701
ACH-000781,-1.24415240233
ACH-000782,-1.29096427939
ACH-000783,-1.55956973933
ACH-000784,-1.14939517581
ACH-000785,-1.3166535123799998
ACH-000787,-1.33428719339
ACH-000788,-1.13691989979
ACH-000791,-1.34581990583
ACH-000792,-1.4949551513100001
ACH-000794,-1.0794228879
ACH-000796,-0.796851009842
ACH-000799,-1.2204479004000002
ACH-000800,-0.855945517614
ACH-000802,-0.981554153226
ACH-000804,-1.04086429046
ACH-000805,-1.3235450476100001
ACH-000809,-1.27317879062
ACH-000810,-1.50467796532
ACH-000811,-1.09384960999
ACH-000817,-1.26760724987
ACH-000819,-0.941119251075
ACH-000820,-0.8022832217560001
ACH-000821,-1.40197688063
ACH-000822,-1.39232974264
ACH-000823,-1.25520053057
ACH-000824,-1.1807285856299998
ACH-000827,-1.1500272415600001
ACH-000829,-1.2343020613
ACH-000831,-0.8324843322609999
ACH-000832,-0.880233480379
ACH-000833,-1.28769597141
ACH-000834,-0.959147167338
ACH-000835,-1.02897038658
ACH-000836,-1.00774111367
ACH-000837,-1.0788221745
ACH-000838,-1.15908605691
ACH-000839,-1.23692821049
ACH-000840,-1.1867192042299999
ACH-000841,-1.36027609069
ACH-000843,-1.264521733
ACH-000846,-1.01869994797
ACH-000847,-1.18837702186
ACH-000848,-1.12621617209
ACH-000849,-0.914837461709
ACH-000851,-0.888781917773
ACH-000855,-0.969670997606
ACH-000856,-1.36816849849
ACH-000858,-1.0347300030600002
ACH-000859,-1.11065501251
ACH-000861,-1.25107510515
ACH-000862,-1.26690410646
ACH-000865,-0.902521028227
ACH-000866,-1.15747702596
ACH-000867,-1.56030874896
ACH-000869,-0.862473582281
ACH-000872,-1.4031854129899999
ACH-000873,-1.3322823324200002
ACH-000876,-1.21515135832
ACH-000878,-0.875353210555
ACH-000880,-1.01391445701
ACH-000881,-1.2800738806799998
ACH-000882,-1.08701632045
ACH-000884,-0.990581271016
ACH-000885,-1.22069962852
ACH-000887,-1.0623203262
ACH-000888,-1.250871074
ACH-000889,-0.6833683981409999
ACH-000890,-1.14672159657
ACH-000896,-1.18988308367
ACH-000898,-1.10614491113
ACH-000900,-1.32294420892
ACH-000901,-1.13120060921
ACH-000905,-1.10268108474
ACH-000906,-1.1734214196100001
ACH-000907,-1.27328027966
ACH-000910,-1.28104868968
ACH-000911,-0.8338475584530001
ACH-000912,-0.960710286352
ACH-000913,-1.44432978354
ACH-000915,-1.1362587159200002
ACH-000916,-1.82738983283
ACH-000917,-1.0814049402700001
ACH-000921,-1.12096025276
ACH-000924,-1.4220263519999998
ACH-000926,-1.5642689894
ACH-000928,-0.7883189697159999
ACH-000929,-1.2021714510400001
ACH-000932,-1.31244316651
ACH-000935,-1.0996739897799999
ACH-000936,-1.00388997391
ACH-000937,-1.16321369399
ACH-000938,-1.0339594385100002
ACH-000939,-1.1931932458299999
ACH-000941,-1.28862615679
ACH-000943,-1.1606416404200002
ACH-000946,-1.46407415089
ACH-000947,-1.02579252231
ACH-000948,-1.18755149985
ACH-000950,-1.36963912849
ACH-000953,-0.8253514017489999
ACH-000957,-1.2704527933399998
ACH-000958,-1.08807978199
ACH-000960,-1.0808757171899999
ACH-000963,-0.994778270564
ACH-000968,-1.01874559434
ACH-000969,-1.2843888013200002
ACH-000973,-1.1349070549
ACH-000974,-1.51928440088
ACH-000975,-0.930924402934
ACH-000976,-0.6420456830319999
ACH-000978,-0.773157230598
ACH-000980,-1.22413553939
ACH-000984,-1.39568777621
ACH-000986,-1.0957950333600002
ACH-000988,-1.3435140855
ACH-000993,-1.0517986798
ACH-000994,-1.0642681782899999
ACH-000996,-1.20253110571
ACH-001001,-1.196059137
ACH-001020,-1.1540090567499999
ACH-001028,-1.28952788938
ACH-001031,-1.14674517903
ACH-001038,-1.1915819190999999
ACH-001048,-1.4427871481999999
ACH-001050,-1.2846051138299999
ACH-001053,-1.19902179887
ACH-001054,-1.0651472312
ACH-001061,-1.06253549044
ACH-001067,-0.944817263969
ACH-001075,-1.0043442762
ACH-001096,-1.03396603655
ACH-001128,-1.4018523806099998
ACH-001134,-1.08942065796
ACH-001151,-1.0224906783
ACH-001163,-0.87531495347
ACH-001164,-1.1635736666299998
ACH-001173,-0.917499493963
ACH-001183,-1.07778797559
ACH-001184,-1.24212057244
ACH-001190,-1.11943766256
ACH-001192,-0.957213792895
ACH-001193,-1.20202605687
ACH-001196,-0.988008978391
ACH-001197,-1.14248185253
ACH-001205,-1.19213294928
ACH-001211,-1.1329170318100001
ACH-001212,-0.9263989141700001
ACH-001228,-1.1267608527500002
ACH-001232,-1.4292464322100003
ACH-001239,-1.38209828237
ACH-001274,-1.13481387388
ACH-001275,-1.48959967414
ACH-001277,-1.25661748484
ACH-001278,-1.2133988957100001
ACH-001280,-1.16755923139
ACH-001283,-0.9599945455700001
ACH-001289,-1.3845301237999998
ACH-001295,-1.14900781941
ACH-001300,-1.35629004057
ACH-001301,-1.08341105704
ACH-001302,-1.25169265949
ACH-001303,-1.31455511287
ACH-001306,-1.0474690677
ACH-001318,-1.16545465604
ACH-001322,-1.27132624787
ACH-001328,-0.9544956004359999
ACH-001332,-1.16827215586
ACH-001333,-1.33218827782
ACH-001336,-0.7691765590999999
ACH-001340,-1.2863129338
ACH-001346,-1.0094470630399999
ACH-001353,-1.00363995347
ACH-001354,-0.9975024855060001
ACH-001367,-1.26290262767
ACH-001368,-1.13487489516
ACH-001374,-1.2327526971
ACH-001375,-1.1493027291
ACH-001377,-1.19133310378
ACH-001380,-0.9773279870939999
ACH-001391,-1.16094989477
ACH-001407,-0.949634475837
ACH-001408,-1.41290117544
ACH-001413,-1.25631270615
ACH-001430,-0.9992750414079999
ACH-001431,-1.19951204184
ACH-001450,-0.735716901912
ACH-001496,-1.14102825367
ACH-001500,-1.2241893713299998
ACH-001521,-1.06684263744
ACH-001523,-1.12024109122
ACH-001532,-1.1691170742299999
ACH-001536,-1.2196508556299999
ACH-001550,-0.709506707642
ACH-001552,-1.1695397010600002
ACH-001554,-1.20024265599
ACH-001645,-1.33024166479
ACH-001654,-1.03148779719
ACH-001715,-1.2130691235100002
ACH-001735,-1.1620776097399999
ACH-001736,-0.8833668289640001
ACH-001737,-1.08020139991
ACH-001740,-1.1219092253
ACH-001745,-1.28318506861
ACH-001750,-1.2031432758399998
ACH-001765,-1.12792473795
ACH-001956,-1.12246461208
ACH-001957,-1.42595071425
